"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Cowlitz","CITY OF KALAMA City of Kalama Proposition 1 Advisory Vote on Continuation of Fluoridation of City of Kalama’s Water Supply","No","","289","32.0399","CITY OF KALAMA"
"Cowlitz","FIRE DISTRICT 6 Fire District 6 Proposition 1 Levy For Maintenance and Operations of Fire District 6","Approved","","1401","45.6649","FIRE DISTRICT 6"
"Cowlitz","FIRE DISTRICT 6 Fire District 6 Proposition 1 Levy For Maintenance and Operations of Fire District 6","Rejected","","1667","54.3351","FIRE DISTRICT 6"
"Douglas","State Measures Initiative Measure No. 1351 Concerns K-12 education","Yes","","4077","38.5933","State Measures"
"Douglas","State Measures Initiative Measure No. 1351 Concerns K-12 education","No","","6487","61.4067","State Measures"
"Douglas","State Measures Initiative Measure No. 591 Concerns firearms","Yes","","6581","62.468","State Measures"
"Douglas","State Measures Initiative Measure No. 591 Concerns firearms","No","","3954","37.532","State Measures"
"Douglas","State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers","Yes","","3805","35.6708","State Measures"
"Douglas","State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers","No","","6862","64.3292","State Measures"
"Douglas","Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax","Repealed","","5352","54.4179","Advisory Votes"
"Douglas","Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax","Maintained","","4483","45.5821","Advisory Votes"
"Douglas","Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property","Repealed","","5212","54.4221","Advisory Votes"
"Douglas","Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property","Maintained","","4365","45.5779","Advisory Votes"
"Douglas","Congressional District 4 U.S. Representative","Clint Didier","(Prefers Republican Party)","3121","55.6031","Congressional District 4"
"Douglas","Congressional District 4 U.S. Representative","Dan Newhouse","(Prefers Republican Party)","2492","44.3969","Congressional District 4"
"Douglas","Congressional District 8 U.S. Representative","Dave Reichert","(Prefers Republican Party)","3236","73.279","Congressional District 8"
"Douglas","Congressional District 8 U.S. Representative","Jason Ritchie","(Prefers Democratic Party)","1180","26.721","Congressional District 8"
"Douglas","Legislative District 12 State Representative Pos. 1","Cary Condotta","(Prefers Republican Party)","7955","100","Legislative District 12"
"Douglas","Legislative District 12 State Representative Pos. 2","Brad Hawkins","(Prefers Republican Party)","8153","100","Legislative District 12"
"Douglas","DOUGLAS COUNTYWIDE County Assessor","Jim Ruud","(Prefers Republican Party)","8068","100","DOUGLAS COUNTYWIDE"
"Douglas","DOUGLAS COUNTYWIDE County Auditor","Thad Duvall","(Prefers Democrat Party)","5460","53.7666","DOUGLAS COUNTYWIDE"
"Douglas","DOUGLAS COUNTYWIDE County Auditor","Greg Wright","(Prefers Republican Party)","4695","46.2334","DOUGLAS COUNTYWIDE"
"Douglas","DOUGLAS COUNTYWIDE County Clerk","Tristen Worthen","(Prefers Republican Party)","5133","56.5682","DOUGLAS COUNTYWIDE"
"Douglas","DOUGLAS COUNTYWIDE County Clerk","Laurie Miller","(Prefers Republican Party)","3941","43.4318","DOUGLAS COUNTYWIDE"
"Douglas","DOUGLAS COUNTYWIDE County Commissioner 3","Steve Jenkins","(Prefers Republican Party)","7702","100","DOUGLAS COUNTYWIDE"
"Douglas","DOUGLAS COUNTYWIDE Prosecuting Attorney","Steve Clem","(States No Party Preference)","7556","100","DOUGLAS COUNTYWIDE"
"Douglas","DOUGLAS COUNTYWIDE SHERIFF","Harvey Gjesdal","(Prefers Republican Party)","8084","100","DOUGLAS COUNTYWIDE"
"Douglas","DOUGLAS COUNTYWIDE County Treasurer","Nona Haberman","(Prefers Republican Party)","7911","100","DOUGLAS COUNTYWIDE"
"Douglas","DOUGLAS COUNTYWIDE DISTRICT COURT JUDGE","Judith L. McCauley","","7296","100","DOUGLAS COUNTYWIDE"
"Douglas","Supreme Court Justice Position 1","Mary Yu","","6816","100","Supreme Court"
"Douglas","Supreme Court Justice Position 3","Mary E. Fairhurst","","6829","100","Supreme Court"
"Douglas","Supreme Court Justice Position 4","Eddie Yoon","","1903","23.1003","Supreme Court"
"Douglas","Supreme Court Justice Position 4","Charles W. Johnson","","6335","76.8997","Supreme Court"
"Douglas","Supreme Court Justice Position 7","Debra L. Stephens","","6245","74.7904","Supreme Court"
"Douglas","Supreme Court Justice Position 7","John (Zamboni) Scannell","","2105","25.2096","Supreme Court"
"Douglas","Court of Appeals, Division 3, District 3 Judge Position 1","Stephen M. Brown","","6757","100","Court of Appeals, Division 3, District 3"
"Douglas","Court of Appeals, Division 3, District 3 Judge Position 2","Rob Lawrence-Berrey","","6714","100","Court of Appeals, Division 3, District 3"
"Douglas","HOSPITAL DISTRICT #2 HOSPITAL DISTRICT #2 ONE YEAR EXCESS LEVY One Year Excess Levy","YES","","503","71.5505","HOSPITAL DISTRICT #2"
"Douglas","HOSPITAL DISTRICT #2 HOSPITAL DISTRICT #2 ONE YEAR EXCESS LEVY One Year Excess Levy","NO","","200","28.4495","HOSPITAL DISTRICT #2"
"Douglas","TOWN OF WATERVILLE MOSQUITO CONTROL DISTRICT ONE YEAR EXCESS LEVY One Year Excess Levy","YES","","340","75.8929","TOWN OF WATERVILLE"
"Douglas","TOWN OF WATERVILLE MOSQUITO CONTROL DISTRICT ONE YEAR EXCESS LEVY One Year Excess Levy","NO","","108","24.1071","TOWN OF WATERVILLE"
"Douglas","CEMETERY DISTRICT #2 CEMETERY DISTRICT #2 ONE YEAR MAINTENANCE AND OPERATIONS EXCESS TAX LEVY ONE YEAR MAINTENANCE AND OPERATIONS EXCESS TAX LEVY","YES","","394","63.961","CEMETERY DISTRICT #2"
"Douglas","CEMETERY DISTRICT #2 CEMETERY DISTRICT #2 ONE YEAR MAINTENANCE AND OPERATIONS EXCESS TAX LEVY ONE YEAR MAINTENANCE AND OPERATIONS EXCESS TAX LEVY","NO","","222","36.039","CEMETERY DISTRICT #2"
"Douglas","PUD COUNTYWIDE COMMISSIONER 2","Steven E. Pauly","","3798","41.3185","PUD COUNTYWIDE"
"Douglas","PUD COUNTYWIDE COMMISSIONER 2","Molly Doneen Simpson","","5394","58.6815","PUD COUNTYWIDE"
"Ferry","State Measures Initiative Measure No. 1351 Concerns K-12 education","Yes","","1344","45.7298","State Measures"
"Ferry","State Measures Initiative Measure No. 1351 Concerns K-12 education","No","","1595","54.2702","State Measures"
"Ferry","State Measures Initiative Measure No. 591 Concerns firearms","Yes","","1869","63.0354","State Measures"
"Ferry","State Measures Initiative Measure No. 591 Concerns firearms","No","","1096","36.9646","State Measures"
"Ferry","State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers","Yes","","941","31.3562","State Measures"
"Ferry","State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers","No","","2060","68.6438","State Measures"
"Ferry","Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax","Repealed","","1705","62.2263","Advisory Votes"
"Ferry","Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax","Maintained","","1035","37.7737","Advisory Votes"
"Ferry","Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property","Repealed","","1726","65.1075","Advisory Votes"
"Ferry","Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property","Maintained","","925","34.8925","Advisory Votes"
"Ferry","Congressional District 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","1695","57.4966","Congressional District 5"
"Ferry","Congressional District 5 U.S. Representative","Joseph (Joe) Pakootas","(Prefers Democratic Party)","1253","42.5034","Congressional District 5"
"Ferry","Legislative District 7 State Senator","Brian Dansel","(Prefers Republican Party)","2316","81.9533","Legislative District 7"
"Ferry","Legislative District 7 State Senator","Tony Booth","(Prefers Republican Party)","510","18.0467","Legislative District 7"
"Ferry","Legislative District 7 State Representative Pos. 1","Shelly Short","(Prefers Republican Party)","2211","80.1087","Legislative District 7"
"Ferry","Legislative District 7 State Representative Pos. 1","James R. Apker","(Prefers Libertarian Party)","549","19.8913","Legislative District 7"
"Ferry","Legislative District 7 State Representative Pos. 2","Joel Kretz","(Prefers Republican Party)","2302","83.7395","Legislative District 7"
"Ferry","Legislative District 7 State Representative Pos. 2","Ronnie Rae","(Prefers Centralist  Party)","447","16.2605","Legislative District 7"
"Ferry","FERRY COUNTY COUNTY ASSESSOR","Rachel D. Siracuse","(Prefers Republican Party)","2241","100","FERRY COUNTY"
"Ferry","FERRY COUNTY COUNTY AUDITOR","Dianna Galvan","(Prefers Republican Party)","2241","100","FERRY COUNTY"
"Ferry","FERRY COUNTY COUNTY CLERK","Jean Bremner Booher","(Prefers Democratic Party)","2046","100","FERRY COUNTY"
"Ferry","FERRY COUNTY COUNTY COMMISSIONER #2","Nathan Davis","(Prefers Republican Party)","1866","65.6811","FERRY COUNTY"
"Ferry","FERRY COUNTY COUNTY COMMISSIONER #2","Leo Jenkins","(Prefers Democratic  Party)","975","34.3189","FERRY COUNTY"
"Ferry","FERRY COUNTY PROSECUTING ATTORNEY","Emma J. Paulsen","(Prefers Republican Party)","1976","74.3137","FERRY COUNTY"
"Ferry","FERRY COUNTY PROSECUTING ATTORNEY","James A. von Sauer","(Prefers Republican Party)","683","25.6863","FERRY COUNTY"
"Ferry","FERRY COUNTY COUNTY SHERIFF","Raymond Maycumber","(Prefers Republican Party)","2018","71.9173","FERRY COUNTY"
"Ferry","FERRY COUNTY COUNTY SHERIFF","Thomas L. Williams","(States No Party Preference)","788","28.0827","FERRY COUNTY"
"Ferry","FERRY COUNTY COUNTY TREASURER","Rochelle Rodak","(Prefers Republican Party)","1693","66.0039","FERRY COUNTY"
"Ferry","FERRY COUNTY COUNTY TREASURER","Joy Culp","(Prefers Republican Party)","872","33.9961","FERRY COUNTY"
"Ferry","FERRY COUNTY DISTRICT COURT JUDGE","Tom Brown","","1973","100","FERRY COUNTY"
"Ferry","Supreme Court Justice Position 1","Mary Yu","","1779","100","Supreme Court"
"Ferry","Supreme Court Justice Position 3","Mary E. Fairhurst","","1755","100","Supreme Court"
"Ferry","Supreme Court Justice Position 4","Eddie Yoon","","625","29.6068","Supreme Court"
"Ferry","Supreme Court Justice Position 4","Charles W. Johnson","","1486","70.3932","Supreme Court"
"Ferry","Supreme Court Justice Position 7","Debra L. Stephens","","1614","74.5841","Supreme Court"
"Ferry","Supreme Court Justice Position 7","John (Zamboni) Scannell","","550","25.4159","Supreme Court"
"Ferry","Court of Appeals, Division 3, District 1 Judge Position 2","Kevin M. Korsmo","","1706","100","Court of Appeals, Division 3, District 1"
"Ferry","SCHOOL DISTRICT 070 Inchelium School District No. 70 Proposition 1 Maintenance and Operation Levy","Levy Yes","","177","57.2816","SCHOOL DISTRICT 070"
"Ferry","SCHOOL DISTRICT 070 Inchelium School District No. 70 Proposition 1 Maintenance and Operation Levy","Levy No","","132","42.7184","SCHOOL DISTRICT 070"
"Ferry","PUD (COUNTYWIDE) PUBLIC UTILITY COMMISSIONER #3","Douglas R. Aubertin","","1981","100","PUD (COUNTYWIDE)"
"Franklin","State Measures Initiative Measure No. 1351 Concerns K-12 education","Yes","","6054","40.5275","State Measures"
"Franklin","State Measures Initiative Measure No. 1351 Concerns K-12 education","No","","8884","59.4725","State Measures"
"Franklin","State Measures Initiative Measure No. 591 Concerns firearms","Yes","","8874","59.1955","State Measures"
"Franklin","State Measures Initiative Measure No. 591 Concerns firearms","No","","6117","40.8045","State Measures"
"Franklin","State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers","Yes","","6220","41.2002","State Measures"
"Franklin","State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers","No","","8877","58.7998","State Measures"
"Franklin","Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax","Repealed","","8071","57.1925","Advisory Votes"
"Franklin","Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax","Maintained","","6041","42.8075","Advisory Votes"
"Franklin","Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property","Repealed","","8295","59.8312","Advisory Votes"
"Franklin","Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property","Maintained","","5569","40.1688","Advisory Votes"
"Franklin","Congressional District 4 U.S. Representative","Clint Didier","(Prefers Republican Party)","7942","54.7611","Congressional District 4"
"Franklin","Congressional District 4 U.S. Representative","Dan Newhouse","(Prefers Republican Party)","6561","45.2389","Congressional District 4"
"Franklin","Legislative District 9 State Representative Pos. 1","Susan Fagan","(Prefers Republican Party)","8673","100","Legislative District 9"
"Franklin","Legislative District 9 State Representative Pos. 2","Joe Schmick","(Prefers G.O.P. Party)","8441","100","Legislative District 9"
"Franklin","Legislative District 16 State Representative Pos. 1","Maureen S. Walsh","(Prefers Republican Party)","2013","61.5596","Legislative District 16"
"Franklin","Legislative District 16 State Representative Pos. 1","Mary Ruth Edwards","(Prefers Republican Party)","1257","38.4404","Legislative District 16"
"Franklin","Legislative District 16 State Representative Pos. 2","Terry R. Nealey","(Prefers Republican Party)","2240","65.1163","Legislative District 16"
"Franklin","Legislative District 16 State Representative Pos. 2","Frank Blair","(Prefers Democratic Party)","1200","34.8837","Legislative District 16"
"Franklin","County of Franklin Assessor","Steven Marks","(Prefers Republican Party)","11401","100","County of Franklin"
"Franklin","County of Franklin Auditor","Matt Beaton","(Prefers Republican Party)","11427","100","County of Franklin"
"Franklin","County of Franklin Clerk","Michael J. Killian","(Prefers Republican Party)","9928","73.1776","County of Franklin"
"Franklin","County of Franklin Clerk","Byron J. Pugh","(Prefers Republican Party)","3639","26.8224","County of Franklin"
"Franklin","County of Franklin Commissioner, District 3","Melinda Didier","(Prefers Republican Party)","5596","39.9771","County of Franklin"
"Franklin","County of Franklin Commissioner, District 3","Rick Miller","(Prefers Republican Party)","8402","60.0229","County of Franklin"
"Franklin","County of Franklin Coroner","Dan R Blasdel","(Prefers Republican Party)","11760","100","County of Franklin"
"Franklin","County of Franklin Prosecuting Attorney","Shawn P. Sant","(Prefers Republican Party)","11545","100","County of Franklin"
"Franklin","County of Franklin Sheriff","Jim Raymond","(Prefers Republican Party)","7534","51.7801","County of Franklin"
"Franklin","County of Franklin Sheriff","Richard Lathim","(Prefers Republican Party)","7016","48.2199","County of Franklin"
"Franklin","County of Franklin Treasurer","Josie Koelzer","(Prefers Republican Party)","11622","100","County of Franklin"
"Franklin","County of Franklin District Court Judge","Gerald F. &quot;Jerry&quot; Roach","","11442","100","County of Franklin"
"Franklin","Supreme Court Justice Position 1","Mary Yu","","10838","100","Supreme Court"
"Franklin","Supreme Court Justice Position 3","Mary E. Fairhurst","","10832","100","Supreme Court"
"Franklin","Supreme Court Justice Position 4","Eddie Yoon","","3277","26.0493","Supreme Court"
"Franklin","Supreme Court Justice Position 4","Charles W. Johnson","","9303","73.9507","Supreme Court"
"Franklin","Supreme Court Justice Position 7","Debra L. Stephens","","9525","75.2548","Supreme Court"
"Franklin","Supreme Court Justice Position 7","John (Zamboni) Scannell","","3132","24.7452","Supreme Court"
"Franklin","Public Utility District Commissioner #2 ","Curt DeWoody","","3961","30.6769","Public Utility District"
"Franklin","Public Utility District Commissioner #2 ","Bill Gordon","","8951","69.3231","Public Utility District"
"Garfield","State Measures Initiative Measure No. 1351 Concerns K-12 education","Yes","","516","43.9149","State Measures"
"Garfield","State Measures Initiative Measure No. 1351 Concerns K-12 education","No","","659","56.0851","State Measures"
"Garfield","State Measures Initiative Measure No. 591 Concerns firearms","Yes","","786","66.3291","State Measures"
"Garfield","State Measures Initiative Measure No. 591 Concerns firearms","No","","399","33.6709","State Measures"
"Garfield","State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers","Yes","","407","33.804","State Measures"
"Garfield","State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers","No","","797","66.196","State Measures"
"Garfield","Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax","Repealed","","587","53.4608","Advisory Votes"
"Garfield","Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax","Maintained","","511","46.5392","Advisory Votes"
"Garfield","Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property","Repealed","","582","55.2707","Advisory Votes"
"Garfield","Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property","Maintained","","471","44.7293","Advisory Votes"
"Garfield","Congressional District 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","892","76.1092","Congressional District 5"
"Garfield","Congressional District 5 U.S. Representative","Joseph (Joe) Pakootas","(Prefers Democratic Party)","280","23.8908","Congressional District 5"
"Garfield","Legislative District 9 State Representative Pos. 1","Susan Fagan","(Prefers Republican Party)","973","100","Legislative District 9"
"Garfield","Legislative District 9 State Representative Pos. 2","Joe Schmick","(Prefers G.O.P. Party)","965","100","Legislative District 9"
"Garfield","COUNTY WIDE DISTRICT 01 COUNTY ASSESSOR","Laura L. Smith","(Prefers Republican Party)","983","100","COUNTY WIDE DISTRICT 01"
"Garfield","COUNTY WIDE DISTRICT 01 COUNTY AUDITOR","Donna J. Deal","(Prefers Democratic Party)","1024","100","COUNTY WIDE DISTRICT 01"
"Garfield","COUNTY WIDE DISTRICT 01 COUNTY CLERK","Terrilie Cox","(Prefers Republican Party)","1056","100","COUNTY WIDE DISTRICT 01"
"Garfield","COUNTY WIDE DISTRICT 01 COUNTY COMMISSIONER 3","Stan Warren","(Prefers Republican Party)","498","42.311","COUNTY WIDE DISTRICT 01"
"Garfield","COUNTY WIDE DISTRICT 01 COUNTY COMMISSIONER 3","Justin E. Dixon","(Prefers Republican Party)","679","57.689","COUNTY WIDE DISTRICT 01"
"Garfield","COUNTY WIDE DISTRICT 01 COUNTY PROSECUTOR","Matt L. Newberg","(Prefers Republican Party)","1023","100","COUNTY WIDE DISTRICT 01"
"Garfield","COUNTY WIDE DISTRICT 01 COUNTY SHERIFF","Bennie W. Keller","(Prefers Republican Party)","885","73.6273","COUNTY WIDE DISTRICT 01"
"Garfield","COUNTY WIDE DISTRICT 01 COUNTY SHERIFF","Bruce Barkhuff","(States No Party Preference)","317","26.3727","COUNTY WIDE DISTRICT 01"
"Garfield","COUNTY WIDE DISTRICT 01 COUNTY TREASURER","Karen S. Roosevelt","(Prefers Democratic Party)","675","58.1395","COUNTY WIDE DISTRICT 01"
"Garfield","COUNTY WIDE DISTRICT 01 COUNTY TREASURER","Tereasa Entrup","(States No Party Preference)","486","41.8605","COUNTY WIDE DISTRICT 01"
"Garfield","COUNTY WIDE DISTRICT 01 DISTRICT COURT JUDGE","John R. Henry","","820","100","COUNTY WIDE DISTRICT 01"
"Garfield","Supreme Court Justice Position 1","Mary Yu","","762","100","Supreme Court"
"Garfield","Supreme Court Justice Position 3","Mary E. Fairhurst","","766","100","Supreme Court"
"Garfield","Supreme Court Justice Position 4","Eddie Yoon","","228","26.8235","Supreme Court"
"Garfield","Supreme Court Justice Position 4","Charles W. Johnson","","622","73.1765","Supreme Court"
"Garfield","Supreme Court Justice Position 7","Debra L. Stephens","","632","73.7456","Supreme Court"
"Garfield","Supreme Court Justice Position 7","John (Zamboni) Scannell","","225","26.2544","Supreme Court"
"Garfield","Asotin, Columbia, Garfield Superior Court Judge Position 1","Scott D. Gallina","","846","100","Asotin, Columbia, Garfield Superior Court"
"Garfield","HOSPITAL DISTRICT 1 Proposition 1, Public Hospital District No. 1, Garfield County, Washington One Year Special Levy","Approved","","844","70.2748","HOSPITAL DISTRICT 1"
"Garfield","HOSPITAL DISTRICT 1 Proposition 1, Public Hospital District No. 1, Garfield County, Washington One Year Special Levy","Rejected","","357","29.7252","HOSPITAL DISTRICT 1"
"Grant","State Measures Initiative Measure No. 1351 Concerns K-12 education","Yes","","8901","43.5896","State Measures"
"Grant","State Measures Initiative Measure No. 1351 Concerns K-12 education","No","","11519","56.4104","State Measures"
"Grant","State Measures Initiative Measure No. 591 Concerns firearms","Yes","","12042","59.2443","State Measures"
"Grant","State Measures Initiative Measure No. 591 Concerns firearms","No","","8284","40.7557","State Measures"
"Grant","State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers","Yes","","7809","37.8783","State Measures"
"Grant","State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers","No","","12807","62.1217","State Measures"
"Grant","Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax","Repealed","","10840","56.7539","Advisory Votes"
"Grant","Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax","Maintained","","8260","43.2461","Advisory Votes"
"Grant","Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property","Repealed","","10806","57.4482","Advisory Votes"
"Grant","Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property","Maintained","","8004","42.5518","Advisory Votes"
"Grant","Congressional District 4 U.S. Representative","Clint Didier","(Prefers Republican Party)","11923","61.7996","Congressional District 4"
"Grant","Congressional District 4 U.S. Representative","Dan Newhouse","(Prefers Republican Party)","7370","38.2004","Congressional District 4"
"Grant","Legislative District 12 State Representative Pos. 1","Cary Condotta","(Prefers Republican Party)","1710","100","Legislative District 12"
"Grant","Legislative District 12 State Representative Pos. 2","Brad Hawkins","(Prefers Republican Party)","1717","100","Legislative District 12"
"Grant","Legislative District 13 State Senator","Judith (Judy) Warnick","(Prefers Republican Party)","15970","89.8605","Legislative District 13"
"Grant","Legislative District 13 State Senator","Mohammad Said","(Prefers Democratic Party)","1802","10.1395","Legislative District 13"
"Grant","Legislative District 13 State Representative Pos. 1","Tom Dent","(Prefers Republican Party)","10211","60.7581","Legislative District 13"
"Grant","Legislative District 13 State Representative Pos. 1","Dannette (Dani) Bolyard","(Prefers Republican Party)","6595","39.2419","Legislative District 13"
"Grant","Legislative District 13 State Representative Pos. 2","Matt Manweller","(Prefers Republican Party)","13984","100","Legislative District 13"
"Grant","Grant COUNTY ASSESSOR","Melissa McKnight","(Prefers Republican Party)","10949","63.7311","Grant"
"Grant","Grant COUNTY ASSESSOR","Laure Grammer","(Prefers Republican Party)","6231","36.2689","Grant"
"Grant","Grant COUNTY AUDITOR","Michele Jaderlund","(Prefers Republican Party)","10276","59.7442","Grant"
"Grant","Grant COUNTY AUDITOR","Jacob Taylor","(Prefers Republican Party)","6924","40.2558","Grant"
"Grant","Grant COUNTY CLERK","Kimberly A Allen","(Prefers Republican Party)","14887","100","Grant"
"Grant","Grant COUNTY COMMISSIONER #03","Cindy Carter","(Prefers Republican Party)","10867","62.9424","Grant"
"Grant","Grant COUNTY COMMISSIONER #03","Randy R Zolman","(Prefers Republican Party)","6398","37.0576","Grant"
"Grant","Grant COUNTY CORONER","Craig Morrison","(Prefers Republican Party)","15117","100","Grant"
"Grant","Grant COUNTY PROSECUTOR","Garth Dano","(Prefers Republican Party)","10440","53.4207","Grant"
"Grant","Grant COUNTY PROSECUTOR","Angus Lee","(Prefers Republican Party)","9103","46.5793","Grant"
"Grant","Grant COUNTY SHERIFF","Tom Jones","(Prefers Republican Party)","16258","100","Grant"
"Grant","Grant COUNTY TREASURER","Darryl Pheasant","(Prefers Non Partisan Party)","11336","59.1002","Grant"
"Grant","Grant COUNTY TREASURER","Casey Cooper","(Prefers Republican Party)","7845","40.8998","Grant"
"Grant","Grant DISTRICT COURT JUDGE #01","Richard C Fitterer","","13952","100","Grant"
"Grant","Grant DISTRICT COURT JUDGE #02","Janis Whitener-Moberg","","14340","100","Grant"
"Grant","Grant District Court Judge 3 ","Tyson Hill","","13672","100","Grant"
"Grant","Supreme Court Justice Position 1","Mary Yu","","13369","100","Supreme Court"
"Grant","Supreme Court Justice Position 3","Mary E. Fairhurst","","13338","100","Supreme Court"
"Grant","Supreme Court Justice Position 4","Eddie Yoon","","3901","24.3569","Supreme Court"
"Grant","Supreme Court Justice Position 4","Charles W. Johnson","","12115","75.6431","Supreme Court"
"Grant","Supreme Court Justice Position 7","Debra L. Stephens","","12532","76.6343","Supreme Court"
"Grant","Supreme Court Justice Position 7","John (Zamboni) Scannell","","3821","23.3657","Supreme Court"
"Grant","Grant County PUD All Commissioner Distict 3","Robert Hogg","","5075","32.8543","Grant County PUD All"
"Grant","Grant County PUD All Commissioner Distict 3","Larry Schaapman","","10372","67.1457","Grant County PUD All"
"Grant","Grant County PUD All Commissioner Distict B","Noah A Zemke","","5046","30.7645","Grant County PUD All"
"Grant","Grant County PUD All Commissioner Distict B","Bob Bernd","","11356","69.2355","Grant County PUD All"
"Grant","Electric City Electric City Proposition No. 1 Levy for the Provision of Police Protection Services","Yes","","118","31.9783","Electric City"
"Grant","Electric City Electric City Proposition No. 1 Levy for the Provision of Police Protection Services","No","","251","68.0217","Electric City"
"Grant","Grant County  Hospital Dist #2 Grant County Hospital District No. 2 Proposition No. 1 Levy for Operations, Maintenance and Improvements","Levy Yes","","1190","49.4391","Grant County  Hospital Dist #2"
"Grant","Grant County  Hospital Dist #2 Grant County Hospital District No. 2 Proposition No. 1 Levy for Operations, Maintenance and Improvements","Levy No","","1217","50.5609","Grant County  Hospital Dist #2"
"Grant","Wilson Creek Cemetery Dist #2 Wilson Creek Cemetery Dist No. 2 Proposition No. 1 Special One Year Maintenance and Operation Levy","Special Levy Yes","","91","70.5426","Wilson Creek Cemetery Dist #2"
"Grant","Wilson Creek Cemetery Dist #2 Wilson Creek Cemetery Dist No. 2 Proposition No. 1 Special One Year Maintenance and Operation Levy","Special Levy No","","38","29.4574","Wilson Creek Cemetery Dist #2"
"Grays Harbor","State Measures Initiative Measure No. 1351 Concerns K-12 education","Yes","","10252","50.6572","State Measures"
"Grays Harbor","State Measures Initiative Measure No. 1351 Concerns K-12 education","No","","9986","49.3428","State Measures"
"Grays Harbor","State Measures Initiative Measure No. 591 Concerns firearms","Yes","","11677","57.4458","State Measures"
"Grays Harbor","State Measures Initiative Measure No. 591 Concerns firearms","No","","8650","42.5542","State Measures"
"Grays Harbor","State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers","Yes","","9467","46.1445","State Measures"
"Grays Harbor","State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers","No","","11049","53.8555","State Measures"
"Grays Harbor","Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax","Repealed","","10315","54.4097","Advisory Votes"
"Grays Harbor","Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax","Maintained","","8643","45.5903","Advisory Votes"
"Grays Harbor","Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property","Repealed","","8930","48.501","Advisory Votes"
"Grays Harbor","Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property","Maintained","","9482","51.499","Advisory Votes"
"Grays Harbor","Congressional District 6 U.S. Representative","Derek Kilmer","(Prefers Democratic Party)","12540","63.8395","Congressional District 6"
"Grays Harbor","Congressional District 6 U.S. Representative","Marty McClendon","(Prefers Republican Party)","7103","36.1605","Congressional District 6"
"Grays Harbor","Legislative District 19 State Representative Pos. 1","Dean Takko","(Prefers Democratic Party)","5987","68.9826","Legislative District 19"
"Grays Harbor","Legislative District 19 State Representative Pos. 1","David A. Steenson","(Prefers Libertarian Party)","2692","31.0174","Legislative District 19"
