MeasID,YEAR,CO#,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,RECTYPE,RECTYPENAME,RECTOPIC,RECTOPICNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,Passfail_sum,typerec,topcrec,OTH
201300061,2013,21,2,MARIN,2013-11-05,San Anselmo,0,M,D,"To repair potholes, repave roads, reduce traffic congestion, maintain and improve sidewalks/drainage/street medians, preserve public safety, and improve other general Town services, facilities, and infrastructure, shall the Town of San Anselmo establish a one-half percent (.5%) sales tax for ten years, with annual independent audits, mandatory public expenditure reports, and an independent citizens’ oversight committee with all funds staying in San Anselmo under local control?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,2376,1022,3398,0.699,M,1,Pass,0,201300061,2376,1022,3398,0.6992348440258976,1,Pass,1,110,
201300062,2013,21,2,MARIN,2013-11-05,San Rafael,0,M,E,"Shall the City of San Rafael extend the existing one-half percent local sales tax and increase the rate by one-quarter percent to provide funding that cannot be taken by the State, and can be used to preserve essential city services for a period of 20 years, including: maintaining rapid emergency police/fire response times, maintaining adequate numbers of on-duty firefighters/paramedics/police, ensuring earthquake safe police/fire stations, maintaining community centers and repairing city streets?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,7760,4123,11883,0.653,M,1,Pass,0,201300062,7760,4123,11883,0.653033745687116,1,Pass,1,110,
201300063,2013,23,2,MENDOCINO,2013-08-27,Fort Bragg,0,M,H,"Shall the local Fort Bragg special purpose transactions and use tax (sales tax) of one-half of one percent for the express purpose of repairing, maintaining, and reconstructing existing streets, which expires December 31, 2014, be extended until December 31, 2024 to allow for continued maintenance of streets and alleys in Fort Bragg?",4,Sales Tax,62,Transport: Roads,757,322,1079,0.702,T,1,PassT,0,201300063,757,322,1079,0.7015755329008341,1,PassT,1,60,
201300064,2013,24,2,MERCED,2013-03-05,Atwater,0,M,H,"To preserve the City's long-term financial stability and maintain public safety services, including police patrols and fire protection; 911 emergency response; rapid response to gang violence, robberies and burglaries; park safety; youth, shall the City of Atwater enact a one-half cent sales tax, for the term of up to ten (10) years, with all funds to be spent locally, requiring independent Citizen's Oversight and published annual audits?",4,Sales Tax,34,Safety: Multiple Emergency Services,1822,895,2717,0.671,T,1,PassT,0,201300064,1822,895,2717,0.6705925653294075,1,PassT,1,30,
201300065,2013,24,2,MERCED,2013-11-05,Los Banos,0,M,K,"To maintain the number of local police officers/firefighters/E-M-Ts, anti-gang/crime units, and 9-1-1 emergency response times shall Los Banos voters extend Measure A for no more than 7 years to address local public safety needs and protect/maintain police officer and firefighter positions, with citizens oversight, independent annual audits, keeping all funds exclusively for Los Banos without raising taxes?",4,Sales Tax,34,Safety: Multiple Emergency Services,2357,375,2732,0.863,T,1,PassT,0,201300065,2357,375,2732,0.8627379209370425,1,PassT,1,30,
201300066,2013,24,2,MERCED,2013-11-05,Merced,0,M,J,Shall Section 400 of the City Charter be amended to reduce election costs to the City by consolidating the Mayor and City Council elections with statewide elections in even numbered years resulting in the next City election being in 2016 rather than 2015 and making a one-time adjustment in Mayor and City Council terms and term-limits to accomplish the change?,20,Charter Amendment,48,Governance: Elections,6339,698,7037,0.901,M,1,Pass,0,201300066,6339,698,7037,0.9008100042631804,1,Pass,20,40,
201300067,2013,27,2,MONTEREY,2013-11-05,Marina,0,M,I,"Shall an ordinance be adopted requiring each cardroom within the City to pay the City a tax of 5% of annual gross gaming revenues commencing January 1, 2014, to fund general municipal services such as public safety, street maintenance and neighborhood improvements",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,2185,779,2964,0.737,M,1,Pass,0,201300067,2185,779,2964,0.7371794871794872,1,Pass,1,110,
201300068,2013,28,2,NAPA,2013-03-05,Calistoga,0,M,C,"Shall Resolution 2012-062, a general plan amendment approved by the City Council to establish a planned development overlay and certain planned development goals for the property generally located at 515 Foothill Boulevard, Calistoga, which will allow the development of the Enchanted Resorts resort and residential project, be adopted?",70,Ordinance,22,Land Use: Zoning,781,643,1424,0.548,M,1,Pass,0,201300068,781,643,1424,0.5484550561797753,1,Pass,70,20,
201300069,2013,30,2,ORANGE,2013-06-25,Cypress,0,M,A,"Shall the ordinance approving amendments to the Amended and Restated Cypress Business & Professional Center Specific Plan, together with related General Plan amendments and a zone change, to allow additional uses, including single-family housing and neighborhood commercial uses, in one planning area adjacent to Cerritos Avenue, and additional uses, including mixed-use commercial and business park uses, in a second planning area southeast of the Los Alamitos Race Course between Katella and Cerritos Avenues, be adopted?",70,Ordinance,22,Land Use: Zoning,2047,4825,6872,0.298,M,2,Fail,0,201300069,2047,4825,6872,0.29787543655413273,2,Fail,70,20,
201300070,2013,33,2,RIVERSIDE,2013-06-04,Riverside,0,M,A,"To maintain general fund services such as 9-1-1 response; police patrols/fire protection; children’s after-school and senior/disabled services; and protect supplies of clean drinking water from contamination; shall Section 1204.1 be added to the Charter continuing the annual transfer of funds from the City water utility to the general fund approved by City voters in 1968, with independent audits, funds staying local and no increase in taxes?",20,Charter Amendment,49,Governance: Budget Processes,16844,7995,24839,0.678,M,1,Pass,0,201300070,16844,7995,24839,0.6781271387737027,1,Pass,20,40,
201300071,2013,33,2,RIVERSIDE,2013-11-05,Blythe,0,M,C,Shall the offices of city clerk and city treasurer be appointed?,70,Ordinance,43,Governance: Organization,350,848,1198,0.292,M,2,Fail,0,201300071,350,848,1198,0.2921535893155259,2,Fail,70,40,
201300072,2013,33,2,RIVERSIDE,2013-11-05,Canyon Lake,0,M,D,Shall Ordinance No. 148 enacting a special tax to fund the continuation of Fire Station 60 and to fund fire protection services in the City of Canyon Lake be adopted?,7,Miscellaneous Tax,33,Safety: Fire,1277,1254,2531,0.505,T,2,FailT,0,201300072,1277,1254,2531,0.5045436586329514,2,FailT,1,30,
201300073,2013,33,2,RIVERSIDE,2013-11-05,Canyon Lake,0,M,E,(Advisory) Should the area of Canyon Lake commonly known as Goetz Hill be graded for retail development?,30,Advisory,22,Land Use: Zoning,610,1914,2524,0.242,M,2,Fail,0,201300073,610,1914,2524,0.24167987321711568,2,Fail,30,20,
201300074,2013,33,2,RIVERSIDE,2013-11-05,Palm Springs,0,M,B,"In order to help fund general municipal services, including but not limited to such matters as police protection and crime suppression services, fire prevention and suppression services, emergency medical services, park, recreation, and library facilities and services, and general improvements throughout the City, shall an ordinance to impose a tax at a rate of up to 15 cents per $1.00 of proceeds on cannabis or marijuana collectives operating in the City of Palm Springs be adopted?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,5585,2842,8427,0.663,M,1,Pass,0,201300074,5585,2842,8427,0.662750682330604,1,Pass,1,110,
201300075,2013,36,2,SAN BERNARDINO,2013-03-05,Rialto,0,M,W,Shall the Ordinance to Continue the Utility User Tax for five years be Adopted?,5,Utility Tax,112,Revenues: Tax Creation/Incr./Contin.,3050,1803,4853,0.628,M,1,Pass,0,201300075,3050,1803,4853,0.6284772305790233,1,Pass,1,110,
201300076,2013,36,2,SAN BERNARDINO,2013-11-05,Chino,0,M,B,"Shall the General Plan of the City of Chino be amended to change the land use designation of 6.48 acres of vacant land from General Commercial to Residential RD8 and of 5.31 acres of vacant land from Office Commercial to Residential RD8, generally located at the southeast corner of Riverside Drive and Fern Avenue, for a maximum of 94 single-family dwelling units?",70,Ordinance,22,Land Use: Zoning,1885,817,2702,0.698,M,1,Pass,0,201300076,1885,817,2702,0.6976313841598816,1,Pass,70,20,
201300077,2013,36,2,SAN BERNARDINO,2013-11-05,Grand Terrace,0,M,C,"To ensure Grand Terrace has the funds necessary to remain an independent city and able to provide essential services to residents including rapid response to 9-1-1 police emergencies, maintenance/repair of local streets, adequate police services, and maintaining parks and public facilities, shall the City of Grand Terrace establish a utility users’ tax of 5% for six years only with independent citizen oversight, all money  staying local, and an exemption for low-income seniors?",5,Utility Tax,112,Revenues: Tax Creation/Incr./Contin.,932,1432,2364,0.394,M,2,Fail,0,201300077,932,1432,2364,0.3942470389170897,2,Fail,1,110,
201300078,2013,36,2,SAN BERNARDINO,2013-11-05,San Bernardino,0,R,1,Shall City Council Member Wendy J. McCammack be recalled?,50,Recall,46,Governance: Recall,1460,1033,2493,0.586,M,1,Pass,0,201300078,1460,1033,2493,0.5856397914159647,1,Pass,50,40,
201300079,2013,36,2,SAN BERNARDINO,2013-11-05,San Bernardino,0,R,2,Shall City Attorney James F. Penman be recalled?,50,Recall,46,Governance: Recall,7730,5013,12743,0.607,M,1,Pass,0,201300079,7730,5013,12743,0.6066075492427215,1,Pass,50,40,
201300080,2013,36,2,SAN BERNARDINO,2013-11-05,San Bernardino,0,R,3,Shall City Council Member John Valdivia be recalled?,50,Recall,46,Governance: Recall,426,705,1131,0.377,M,2,Fail,0,201300080,426,705,1131,0.376657824933687,2,Fail,50,40,
201300081,2013,36,2,SAN BERNARDINO,2013-11-19,Apple Valley,0,M,D,"Shall a General Plan Amendment be adopted, and shall Chapter 9.40 be repealed and Chapter 9.41 be added to the Town Development Code to enact the “Dale Evans Parkway Commercial Specific Plan” in order to allow a proposed commercial development in the Town of Apple Valley located on approximately 30 acres of undeveloped property north of Happy Trails Highway (SR-18), at the southeasterly corner of the intersection of Dale Evans Parkway and Thunderbird Road?",70,Ordinance,22,Land Use: Zoning,6230,4403,10633,0.586,M,1,Pass,0,201300081,6230,4403,10633,0.5859117840684661,1,Pass,70,20,
201300082,2013,37,2,SAN DIEGO,2013-06-18,Encinitas,0,M,A,"(INITIATIVE) Shall the people of Encinitas adopt an initiative measure, known as ""The Encinitas Right to Vote Amendment"" to require voter approval, by a majority vote of the electorate, for a major amendment to a planning policy document (defined to mean the Land Use Element of the General Plan, Land Use Policy Maps of the General Plan, Zoning Code, Zoning Map, any specific plan, and development agreements) and to impose a citywide height limit?",40,Initiative,26,Land Use: Voter Approval,6675,6198,12873,0.519,M,1,Pass,0,201300082,6675,6198,12873,0.5185271498485201,1,Pass,40,20,
201300083,2013,39,2,SAN JOAQUIN,2013-11-05,Stockton,0,M,A,"To pay for law enforcement and crime prevention services such as those described in Stockton’s Marshall Plan on Crime, to help end the bankruptcy and restore other City services; and provided it shall sunset in ten years or when economic recovery occurs, a Citizen’s Oversight Committee reports on the use of proceeds, and independent audits are done annually; shall Ordinance 2013-07-09-1601 be adopted to impose a 3/4-cent transaction and use (sales) tax?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,14939,13869,28808,0.519,M,1,Pass,0,201300083,14939,13869,28808,0.5185712302138294,1,Pass,1,110,
201300084,2013,39,2,SAN JOAQUIN,2013-11-05,Stockton,0,M,B,"If Measure A is approved by the voters, shall (i) 65% of its proceeds be used only to pay for law enforcement and crime prevention services in the City such as those described in the City’s Marshall Plan on Crime and (ii) 35% of its proceeds be used only to pay for the City’s efforts to end the bankruptcy and for services to residents, businesses, and property owners?",70,Ordinance,40,Governance,16776,11530,28306,0.593,M,1,Pass,0,201300084,16776,11530,28306,0.5926658658941567,1,Pass,70,40,
201300085,2013,41,2,SAN MATEO,2013-11-05,Atherton,0,M,X,"To continue providing funding to maintain neighborhood police patrols and the Town's ability to respond to emergencies, repairing and maintaining streets, and repairing and constructing storm drains, shall an ordinance be adopted to continue a Special Parcel Tax for four years and allowing for the expenditure of funds derived from such tax?",3,Property Tax,112,Revenues: Tax Creation/Incr./Contin.,1466,532,1998,0.734,T,1,PassT,0,201300085,1466,532,1998,0.7337337337337337,1,PassT,1,110,
201300086,2013,41,2,SAN MATEO,2013-11-05,Brisbane,0,M,T,"To pay for general municipal expenses, shall the City increase the annual business license tax for liquid storage facilities up to $115.28 per one thousand cubic feet of liquid storage capacity, and provide for an offset for sales tax revenue received?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,881,262,1143,0.771,M,1,Pass,0,201300086,881,262,1143,0.7707786526684165,1,Pass,1,110,
201300087,2013,41,2,SAN MATEO,2013-11-05,Foster City,0,M,U,"To pay for general city services enjoyed by all residents and businesses in Foster City, including services such as police, fire, parks, recreation, and repairing and maintaining the levee, lagoon, streets and other infrastructure, shall an ordinance be adopted to increase the City's business license tax effective January 1, 2014?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,3077,1126,4203,0.732,M,1,Pass,0,201300087,3077,1126,4203,0.7320961218177492,1,Pass,1,110,
201300088,2013,41,2,SAN MATEO,2013-11-05,Pacifica,0,M,V,"Without raising the current 6.5% rate, and to fund fire protection; emergency services; police protection; Meals on Wheels and other senior citizen services; street, sidewalk and pothole repair; and other essential services, shall an ordinance be adopted to amend the City of Pacifica's Utility Users Tax adding telecommunications services, requiring equal treatment regardless of technology used, maintaining senior exemptions and adding independent citizens oversight, with all funds staying in Pacifica and no funds for Sacramento?",5,Utility Tax,112,Revenues: Tax Creation/Incr./Contin.,2575,4970,7545,0.341,M,2,Fail,0,201300088,2575,4970,7545,0.3412856196156395,2,Fail,1,110,
201300089,2013,41,2,SAN MATEO,2013-11-05,Portola Valley,0,M,Q,"Do the People of the Town of Portola Valley adopt an ordinance that continues the reduction of the general purpose Utility Users Tax levied on telephone, gas, water and electricity, set forth in Chapter 3.32 of the Portola Valley Municipal Code, from 5.5% to 4.5% on the charges made for such utility services for a period of four years from July 1, 2014 through June 30, 2018?",5,Utility Tax,111,Revenues: Tax Repeal/Reduction/Limit,1035,165,1200,0.863,M,1,Pass,0,201300089,1035,165,1200,0.8625,1,Pass,1,110,
201300090,2013,43,2,SANTA CLARA,2013-11-05,Palo Alto,0,M,D,Shall the Palo Alto Municipal Code be amended to rezone the property located at 567-595 Maybell Avenue from R-2 Low Density Residential and RM-15 Multiple Family Residential to Planned Community Overlay Zone to include 12 single family units and 60 units of affordable senior housing?,70,Ordinance,22,Land Use: Zoning,6538,8476,15014,0.435,M,2,Fail,0,201300090,6538,8476,15014,0.43546023711202875,2,Fail,70,20,
201300091,2013,43,2,SANTA CLARA,2013-11-05,Sunnyvale,0,M,A,"To help reduce the City’s elections costs through consolidation with County and State elections, shall the Sunnyvale City Charter be amended to change the City’s general municipal elections from odd numbered years to even numbered years, with the next general municipal election scheduled for 2016, and to provide a one time, one year extension to councilmember terms, and create a temporary one year mayoral term to enable the transition to even-numbered year elections?",20,Charter Amendment,48,Governance: Elections,13259,5142,18401,0.721,M,1,Pass,0,201300091,13259,5142,18401,0.7205586652899298,1,Pass,20,40,
201300092,2013,43,2,SANTA CLARA,2013-11-05,Sunnyvale,0,M,B,"Shall the Sunnyvale Municipal Code be amended to increase the transient occupancy tax rate (commonly called “hotel tax”) charged to persons who occupy hotel or motel rooms in the City for 30 days or less from 9.5% to 10.5% in order to help maintain the City’s ability to fund basic services such as public safety and streets, trees, and sidewalk maintenance, and to keep parity with neighboring cities’ hotel tax rates, effective January, 2014?",9,Transient Occupancy Tax,112,Revenues: Tax Creation/Incr./Contin.,12657,5799,18456,0.686,M,1,Pass,0,201300092,12657,5799,18456,0.6857932379713915,1,Pass,1,110,
201300093,2013,43,2,SANTA CLARA,2013-11-05,Sunnyvale,0,M,C,"Shall the City of Sunnyvale adopt a gun safety ordinance to require: 1) reporting to police, within 48 hours, known loss or theft of a firearm; 2) storing firearms in residences in a locked container or disabling them with a trigger lock when not in the owner’s immediate possession; 3) prohibiting the possession of ammunition magazines capable of holding more than 10 rounds, with certain exceptions; and 4) logging and tracking of ammunition sales within the City of Sunnyvale?",70,Ordinance,37,Safety: Firearms,12404,6235,18639,0.665,M,1,Pass,0,201300093,12404,6235,18639,0.665486345834004,1,Pass,70,30,
201300094,2013,44,2,SANTA CRUZ,2013-06-04,Watsonville,0,M,T,Should the City of Watsonville amend its Urban Limit Line to allow for the possible annexation of approximately 95 acres of agricultural land to the City limits for future economic development and jobs?,70,Ordinance,22,Land Use: Zoning,1064,3345,4409,0.241,M,2,Fail,0,201300094,1064,3345,4409,0.24132456339305966,2,Fail,70,20,
201300095,2013,44,2,SANTA CRUZ,2013-11-05,Scotts Valley,0,M,U,"Shall a temporary one-half of one percent sales tax rate increase be approved for an eight year period to keep the budget balanced and to preserve police, parks, recreation and other city services for the residents of Scotts Valley?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,2029,667,2696,0.753,M,1,Pass,0,201300095,2029,667,2696,0.7525964391691394,1,Pass,1,110,
201300096,2013,48,2,SOLANO,2013-11-05,Vallejo,0,M,E,"Shall Charter sections 302, 319, and 1000 be amended to change the City's general municipal elections from odd-numbered to even-numbered years to consolidate with Statewide elections and reduce election costs by approximately $205,000 and to extend the term of the existing council members and mayor approximately 13  months to make that transition, and change the date elected candidates and the vice mayor assume office?",20,Charter Amendment,48,Governance: Elections,10520,3151,13671,0.77,M,1,Pass,0,201300096,10520,3151,13671,0.7695121059176359,1,Pass,20,40,
201300097,2013,49,2,SONOMA,2013-11-05,Rohnert Park,0,M,A,"To preserve the safely and character of Rohnert Park, and maintain/protect general City services, including 9-1-1 emergency response; fire protection, neighborhood police patrols; gang/sex offender enforcement; disaster preparedness; street paving/pothole repair; park maintenance; and other essential services, shall the City of Rohnert Park continue a voter-approved ½ cent sales tax, subject to annual audits and public review, keeping money from Sacramento, and without raising existing tax rates?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,4187,2033,6220,0.673,T,1,PassT,0,201300097,4187,2033,6220,0.6731511254019292,1,PassT,1,110,
201300098,2013,49,2,SONOMA,2013-11-19,Sonoma,0,M,B,Shall the Hotel Limitation Measure be adopted?,70,Ordinance,21,Land Use: Growth Cap/Boundary,1908,2032,3940,0.484,M,2,Fail,0,201300098,1908,2032,3940,0.4842639593908629,2,Fail,70,20,
201300099,2013,50,2,STANISLAUS,2013-11-05,Modesto,0,M,V,"Shall the City provide sewer service to the following area of the Modesto General Plan? The unincorporated area designated ""Airport Neighborhood"" or the east portion of “Area 12"" in Modesto's 2009 Urban Growth Review. The area is generally bordered by Hyde Street on the north, Conejo Avenue on the east, Oregon Drive on the south, and Santa Rosa Avenue on the west.",70,Ordinance,102,General Services: Wastewater/Sewage,15718,7255,22973,0.684,M,1,Pass,0,201300099,15718,7255,22973,0.6841944891829539,1,Pass,70,100,
201300100,2013,50,2,STANISLAUS,2013-11-05,Modesto,0,M,X,"To address crime, gangs, drugs and youth violence, improve the local economy/jobs, and maintain/improve essential City services, including: Police/Fire Protection; Neighborhood Police Patrols; 9-1-1 Emergency Response; Gang Crime, Theft and Burglary Prevention; Street/Pothole Repair; Programs Attracting Businesses/Creating Jobs; and Other City Services. Shall the City of Modesto enact a one-cent sales tax, for 6 years, with independent annual audits, citizens’ oversight, and no money for Sacramento?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,11815,12322,24137,0.489,M,2,Fail,0,201300100,11815,12322,24137,0.48949745204457884,2,Fail,1,110,
201300101,2013,50,2,STANISLAUS,2013-11-05,Waterford,0,M,W,"Shall the city of Waterford be allowed to levy a special tax every year within Community Facilities District No. 2013-1 (Public Services) to pay for landscape and lighting services and replace the Lighting and Landscaping Districts which are running deficits, according to the rates established by the city Council in Resolution of Formation, beginning July 1, 2014, and shall the City be authorized to spend for these services all that is receives?",7,Miscellaneous Tax,105,General Services: Maintenance,275,668,943,0.292,T,2,FailT,0,201300101,275,668,943,0.2916224814422057,2,FailT,1,100,
201300102,2013,57,2,YOLO,2013-03-05,Davis,0,M,I,"Shall Ordinance No. 2399 - be adopted, which grants permission to the City of Davis to proceed with the Davis Woodland Water Supply Project, to provide surface water as an additional supply of water, subject to the adoption of water rates in accordance with the California Constitution (Proposition 218)?",70,Ordinance,104,General Services: Water,8014,6802,14816,0.541,M,1,Pass,0,201300102,8014,6802,14816,0.540901727861771,1,Pass,70,100,
201300103,2013,1,3,ALAMEDA,2013-03-05,Piedmont Unified,0,M,A,"To prevent local school funding from expiring and to maintain the quality of Piedmont's schools, to attract, train and retain qualified teachers, to protect programs in math, science and technology, to continue funding for music, visual and performing arts programs, and to keep textbooks and instructional technology up-to-date, shall the Piedmont Unified School District continue to levy a special tax as specified in the voter pamphlet, with all funds staying in Piedmont to benefit our schools?",3,Property Tax,10,Education,3414,1049,4463,0.765,T,1,PassT,0,201300103,3414,1049,4463,0.764956307416536,1,PassT,1,10,
201300104,2013,7,3,CONTRA COSTA,2013-11-05,Moraga Elementary,0,M,B,"To maintain the high quality of Moraga schools and continue funding for effective math, science, music and arts programs; maintain manageable class sizes; keep schools safe and well maintained; keep school libraries open; keep classroom technology up-to-date; and attract and retain the best qualified teachers; shall the Moraga School District levy a temporary six-year $192 parcel tax with an exemption for low-income seniors, independent audits, and with all funds staying local to benefit Moraga students?",3,Property Tax,10,Education,3969,1837,5806,0.684,T,1,PassT,0,201300104,3969,1837,5806,0.6836031691353772,1,PassT,1,10,
201300105,2013,13,3,IMPERIAL,2013-11-05,Calipatria Unified School District,0,M,T,"To improve the quality of education, modernize vocational classrooms, ensure local students have access to classroom and facilities comparable to neighboring schools, modernize Wirt Auditorium and Hornet Gymnasium (Old Gym), improve student support facilities, provide the required match to access up to $4.4 million in State grants, shall Calipatria Unified School District be authorized to issue $9.0 million in bonds at legal interest rates, with annual audits, independent Citizens' Oversight Committee and no money for administrator salaries?",11,GO Bond,11,Education: Bonds,422,283,705,0.599,F,1,PassF,0,201300105,422,283,705,0.5985815602836879,1,PassF,10,10,
201300106,2013,15,3,KERN,2013-06-04,Wasco Union High,0,M,A,"Shall there be formed a unified school district on the boundaries of the Wasco High School District, with the entire territory of the high school district included for high school purposes, so that the Wasco High School District and Wasco Elementary School District will be unified for all purposes while the Lost Hills, Maple and Semitropic Elementary School Districts shall retain their independence and separate identity for elementary school purposes as authorized by Education Code section 35542(b)?",70,Ordinance,12,Education: Districts,466,930,1396,0.334,M,2,Fail,0,201300106,466,930,1396,0.333810888252149,2,Fail,70,10,
201300107,2013,15,3,KERN,2013-11-05,Mojave Unified School District,0,M,C,"To maintain quality academic programs, school facilities, and activities that provide improved college and career pathways within SFID No. 2, shall the Mojave Unified School District levy a parcel tax in the amount of $42 to be levied annually for a period of five years, with mandatory audits, no money for administrative salaries, and with every dollar staying in our local schools?",3,Property Tax,10,Education,332,163,495,0.671,T,1,PassT,0,201300107,332,163,495,0.6707070707070707,1,PassT,1,10,
201300108,2013,15,3,KERN,2013-11-05,Semitropic School District,0,M,D,"To repair, modernize, and upgrade Semitropic School, improve student safety and security, provide the classrooms and facilities to continue improving student achievement, and sustain the School’s investment in modern classroom technology, shall the Semitropic School District be authorized to issue up to $5,000,000 in bonds at legal interest rates, with an independent taxpayers’ oversight committee, annual audits, NO funds for administrator salaries and ALL funds dedicated locally to improving the School?",11,GO Bond,11,Education: Bonds,12,9,21,0.571,T,2,FailT,0,201300108,12,9,21,0.5714285714285714,2,FailT,10,10,
201300109,2013,19,3,LOS ANGELES,2013-03-05,Burbank Unified,0,M,S,"To improve the quality and safety of Burbank school facilities, to upgrade classrooms, computers and technology, to replace aging portable classrooms, electrical systems, plumbing and sewer lines, roofs and play areas, to improve student safety and security including upgraded fire protection, increase energy efficiency and to provide accessibility for students with disabilities, shall Burbank Unified School District be authorized to issue $110,000,000 in bonds, at legal rates, with independent citizens oversight and annual audits?",11,GO Bond,11,Education: Bonds,4663,2884,7547,0.618,F,1,PassF,0,201300109,4663,2884,7547,0.6178614018815424,1,PassF,10,10,
201300110,2013,19,3,LOS ANGELES,2013-03-12,San Marino Unified,0,M,R,"In order to continue funding quality educational programs and classroom instruction, prevent increases in class sizes and reductions in teaching positions, attract and retain high quality teachers and employees, and support educational programs that enhance student achievement, shall the San Marino Unified School District extend its expiring school parcel tax for six years at $330 per parcel with an exemption for seniors, adjustment for inflation and all money staying in our community to benefit our local schools?",3,Property Tax,10,Education,2267,900,3167,0.716,T,1,PassT,0,201300110,2267,900,3167,0.7158193874329019,1,PassT,1,10,
201300111,2013,19,3,LOS ANGELES,2013-03-12,South Pasadena Unified,0,M,S,"To prepare students for success in college/careers and minimize local impacts of state school funding cuts; continue local funding to attract/retain highly qualified teachers; maintain manageable class sizes, advanced instruction in math/science/technology, and music/art programs; shall South Pasadena Unified School District renew/increase its expiring annual school parcel tax by $98 (as described in the ballot pamphlet) for five years, with senior exemptions and all funds staying local?",3,Property Tax,10,Education,4679,1751,6430,0.728,T,1,PassT,0,201300111,4679,1751,6430,0.7276827371695179,1,PassT,1,10,
201300112,2013,19,3,LOS ANGELES,2013-11-05,Wiseburn Elementary,0,M,W,Shall the Wiseburn School District be reorganized to form the Wiseburn Unified School District from part of the territory formerly covered by the Centinela Valley Union High School District?,70,Ordinance,12,Education: Districts,1579,123,1702,0.928,M,1,Pass,0,201300112,1579,123,1702,0.9277320799059929,1,Pass,70,10,
201300113,2013,21,3,MARIN,2013-05-07,San Rafael Elementary,0,M,A,"To protect quality education at all San Rafael elementary and middle schools by maintaining stable local funding the State can’t take away, including: enhancing core academic programs like math, science, and reading; maintaining small class sizes and programs that support learning; and attracting and retaining high quality teachers, shall San Rafael Elementary School District extend the expiring school parcel tax for eight years with exemptions for seniors, independent citizen oversight, no funds for administrator salaries and all funds staying
local?",3,Property Tax,10,Education,7752,2106,9858,0.786,T,1,PassT,0,201300113,7752,2106,9858,0.7863664029214851,1,PassT,1,10,
201300114,2013,21,3,MARIN,2013-05-07,San Rafael High,0,M,B,"To protect quality education at San Rafael and Terra Linda High Schools with stable local funding the State can’t take away, including: enhancing math, science, technology, music and fine art instruction; maintaining small class sizes; preparing students for college and 21st-century careers; and attracting and retaining quality teachers, shall San Rafael High School District extend the expiring school parcel tax for eight years with senior exemptions, independent oversight, no funds for administrator salaries and all funds staying local?",3,Property Tax,10,Education,12513,3310,15823,0.791,T,1,PassT,0,201300114,12513,3310,15823,0.7908108449725084,1,PassT,1,10,
201300115,2013,21,3,MARIN,2013-06-04,Bolinas-Stinson Union,0,M,A,"Shall the Bolinas-Stinson Union School District continue funding quality educational programs by levying a special tax assessment of $300 per year per assessor’s parcel for a limited period of six (6) years, beginning July 1, 2014, with an exemption for any beneficial owner of a parcel who has attained
the age of 65 on or before May 1 of any applicable year, who uses that parcel as his or her principal residence?",3,Property Tax,10,Education,367,167,534,0.687,T,1,PassT,0,201300115,367,167,534,0.6872659176029963,1,PassT,1,10,
201300116,2013,21,3,MARIN,2013-11-05,Lagunitas Elementary,0,M,A,"To modernize learning environments, classrooms and libraries; renovate outdated school facilities; improve energy efficiency; enhance student access to technology; make health and safety renovations; upgrade playgrounds and playfields; and replace outdated windows and heating, ventilation, and air-conditioning systems, shall the Lagunitas School District issue $5,000,000 of bonds at legal interest rates, have an independent citizens’ oversight committee and have no bond money taken by the state or used for teacher or administrator salaries?",11,GO Bond,11,Education: Bonds,754,339,1093,0.69,F,1,PassF,0,201300116,754,339,1093,0.6898444647758463,1,PassF,10,10,
201300117,2013,27,3,MONTEREY,2013-11-05,North Monterey County Unified,0,M,H,"To renovate and modernize aging school facilities and classrooms, upgrade libraries, replace leaking and deteriorating roofs, improve energy efficiency by upgrading heating, electrical and plumbing systems, upgrade athletic facilities, upgrade access to instructional technology, and improve school safety and security, shall the North Monterey County Unified School District be authorized to issue $23,800,000 in bonds at legal interest rates with no funds for administrator salaries and an appointed Independent Citizens' Oversight Committee to monitor all bond expenditures?",11,GO Bond,11,Education: Bonds,2453,1566,4019,0.61,F,1,PassF,0,201300117,2453,1566,4019,0.6103508335406818,1,PassF,10,10,
