MeasureID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,RECTYPE,RECTYPENAME,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,TYPEREC,TOPICREC
201400125,2014,54,2,TULARE,2014-06-03,Porterville,0,Measure,U,"Should the Charter be amended to require that leases of City property may be terminated by the City upon advance notice equivalent to either 30 days or a maximum of 5% of the total lease term period but not including option periods, and upon paying the lessee market value of improvements as set forth, and clarifying that these requirements shall not apply to month-to-month, or State or Federal, leases?",20,Charter Amendment,20,Land Use,1937,1980,3917,0.49451110543783505,M,2,Fail,0,201400123,1937,1980,3917,0.49451110543783505,2,Fail,20,20
201400126,2014,54,2,TULARE,2014-06-03,Porterville,0,Measure,V,"Should the Charter be amended to add a new Charter section establishing penalties and remedies for violations of the Charter, where no other penalty or remedy is otherwise specified, and providing for penalties and remedies as generally provided for in the City’s Municipal Code?",20,Charter Amendment,38,Safety: Civil Fines/Criminal Penalties,2094,1819,3913,0.5351392793253258,M,1,Pass,0,201400124,2094,1819,3913,0.5351392793253258,1,Pass,20,30
201400127,2014,54,2,TULARE,2014-06-03,Porterville,0,Measure,W,"Should the Charter be amended to provide that council members shall receive compensation equivalent to the hourly California State Minimum Wage, as from time-to-time may be adjusted by State law and then by ordinance, for all meetings attended by the members as approved by the City Council, with compensation only becoming effective upon commencement of each council-member’s new term and subject to any other applicable statutory or constitutional restrictions?",20,Charter Amendment,42,Governance: Personnel/Labor Relations,1577,2413,3990,0.3952380952380952,M,2,Fail,0,201400125,1577,2413,3990,0.3952380952380952,2,Fail,20,40
201400128,2014,54,2,TULARE,2014-06-03,Porterville,0,Measure,X,Should the Charter be amended to provide that the ordinance publication requirements shall be set by City ordinance?,20,Charter Amendment,40,Governance,2090,1781,3871,0.539912167398605,M,1,Pass,0,201400126,2090,1781,3871,0.539912167398605,1,Pass,20,40
201400129,2014,54,2,TULARE,2014-06-03,Porterville,0,Measure,Y,"Should the Charter be amended to provide that the City employee retirement, pension, or disability/death benefits shall not be terminated except as may be permitted by the California Constitution and applicable law, and to clarify that the City retains its full power to create, modify or eliminate its pensions and retiree healthcare benefits subject to the California Constitution?",20,Charter Amendment,42,Governance: Personnel/Labor Relations,2164,1855,4019,0.5384423986066186,M,1,Pass,0,201400127,2164,1855,4019,0.5384423986066186,1,Pass,20,40
201400130,2014,34,2,SACRAMENTO,2014-06-03,Sacramento,0,Measure,B,"Should library services for all City residents including children, teens, adults and seniors, be preserved, including after-school reading programs, homework assistance, library operating hours, 24/7 online access, programs for seniors, and other services, by enacting a new $12 per year single-family residential parcel tax for 12 years, and specified amounts for other uses, adjusted for inflation, that the State cannot take, with independent financial audits to ensure funds are spent only on City of Sacramento libraries?",3,Property Tax,112,Revenues: Tax Creation/Incr./Contin.,44222,16336,60558,0.730242081971003,T,1,PassT,0,201400128,44222,16336,60558,0.730242081971003,1,PassT,1,110
201400131,2014,21,2,MARIN,2014-06-03,San Anselmo,0,Measure,E,"To maintain and enhance San Anselmo Library open hours, adult and children’s programs, and general library services, shall an ordinance be adopted approving a Special Library Services Tax of $54.00 per year per real estate parcel located in San Anselmo with a three percent (3%) annual cost of living increase, for a period of nine (9) years to augment money from the Town of San Anselmo’s funding of library services and with expenditures monitored by an oversight committee?",3,Property Tax,71,Facilities: Libraries,2355,883,3238,0.727300802964793,T,1,PassT,0,201400129,2355,883,3238,0.727300802964793,1,PassT,1,70
201400132,2014,37,2,SAN DIEGO,2014-06-03,San Diego,0,Measure,A,"Shall the Charter be amended to: (1) set a later date for elected officials to be sworn into office; (2) extend the deadlines to call special elections to fill vacancies for Mayor and City Council; and (3) make non-substantive revisions, to provide additional time to comply with state and federal deadlines to certify election results, provide mail ballots to military and overseas voters, and translate ballot materials?",20,Charter Amendment,48,Governance: Elections,120656,45718,166374,0.7252094678255016,M,1,Pass,0,201400130,120656,45718,166374,0.7252094678255016,1,Pass,20,40
201400133,2014,37,2,SAN DIEGO,2014-06-03,San Diego,0,Measure,B,"Shall Resolution No. R-308445, which provides for a comprehensive update to the Barrio Logan Community Plan, be approved?",80,Policy/Position,200,Other,72637,99161,171798,0.42280468922804687,M,2,Fail,0,201400131,72637,99161,171798,0.42280468922804687,2,Fail,80,200
201400134,2014,37,2,SAN DIEGO,2014-06-03,San Diego,0,Measure,C,"Shall Ordinances 0-20312 and 0-20313, which amend the San Diego Municipal Code related to the Barrio Logan Community Plan Update, and affect the zoning of 999.61 acres located within the Barrio Logan Community Plan Area, be approved?",70,Ordinance,22,Land Use: Zoning,68677,102385,171062,0.40147431925266863,M,2,Fail,0,201400132,68677,102385,171062,0.40147431925266863,2,Fail,70,20
201400135,2014,43,2,SANTA CLARA,2014-06-03,San Jose,0,Measure,B,"To continue existing, voter-approved funding for all San José's libraries and services, including: open hours; librarians; updated books/research materials; access to computers/technology; children's reading programs, story times, teen/senior programs; and adult literacy/job readiness, shall the City of San José continue its library parcel tax for 25 years, subject to independent annual audits and citizens oversight, with no change in the existing voter-approved tax rate formula?",3,Property Tax,71,Facilities: Libraries,102291,23264,125555,0.8147106845605512,T,1,PassT,0,201400133,102291,23264,125555,0.8147106845605512,1,PassT,1,70
201400136,2014,7,2,CONTRA COSTA,2014-06-03,San Pablo,0,Measure,K,"To ensure continued and adequate Emergency Medical Services for San Pablo residents, given the recent threat that County Fire Station #70, which is located in San Pablo, may be downsized or closed and given that Station 70 presently provides 100% of the EMS services for all San Pablo residents, shall San Pablo increase its sales tax by one-quarter percent to fund the creation of an Emergency Medical Services Squad, with mandatory audits, community oversight, and annual reporting?",4,Sales Tax,36,Safety: Emergency Medical/Paramedic,1103,455,1558,0.70795892169448,T,1,PassT,0,201400134,1103,455,1558,0.70795892169448,1,PassT,1,30
201400137,2014,19,2,LOS ANGELES,2014-06-03,Signal Hill,0,Measure,U,"(INITIATIVE) Shall the proposed citizens initiative Requiring 2/3 Vote For All Taxes, Assessments And Fees; Expiration Of Taxes and Fees Within 10 Years, Assessments Within 20 Years; Requiring Bond Repayment In 20 Years Initiative Charter Amendment be adopted?",40,Initiative,110,Revenues,490,935,1425,0.34385964912280703,M,2,Fail,0,201400135,490,935,1425,0.34385964912280703,2,Fail,40,110
201400138,2014,9,2,EL DORADO,2014-06-03,South Lake Tahoe,0,Measure,P,"Shall the City of South Lake Tahoe repeal the paid parking program consisting of Ordinance Numbers 1049, 1051 and 1054, which repeal shall be effective August 31, 2014?”",7,Miscellaneous Tax,111,Revenues: Tax Repeal/Reduction/Limit,1705,840,2545,0.6699410609037328,M,1,Pass,0,201400136,1705,840,2545,0.6699410609037328,1,Pass,1,110
201400139,2014,29,2,NEVADA,2014-06-03,Truckee,0,Measure,R,"To construct the Truckee River Legacy Trail; provide safe routes to schools; build and maintain paved and dirt trails for walking, running, biking, and winter use; provide safe and green transportation alternatives; and protect the environment and natural open space along trail corridors, shall the Town of Truckee increase the sales tax paid by visitors and residents by 1/4% for ten years with independent oversight, all funds staying in Truckee, and no funds taken by the State?",4,Sales Tax,23,Land Use: Open Space,2224,698,2922,0.7611225188227242,T,1,PassT,0,201400137,2224,698,2922,0.7611225188227242,1,PassT,1,20
201400140,2014,47,2,SISKIYOU,2014-06-03,Tulelake,0,Recall,1,"Shall Randy Darrow be recalled (removed) from the office of City Councilmember, City of Tulelake?",50,Recall,46,Governance: Recall,65,65,130,0.5,M,2,Fail,0,201400138,65,65,130,0.5,2,Fail,50,40
201400141,2014,44,2,SANTA CRUZ,2014-06-03,Watsonville,0,Measure,G,"To fight crime, respond quickly to medical emergencies and fires, keep youth on the right track and make Watsonville safer by: adding firefighters and police; increasing neighborhood police patrols; updating firefighter safety equipment and stations; improving youth programs to fight gangs and reduce violence; shall Watsonville enact a one-half cent sales tax for seven years, with all funds restricted to these specific uses, subject to independent citizen’s oversight, annual audits, and protected from government takeaways?",4,Sales Tax,30,Safety,3025,1475,4500,0.6722222222222223,T,1,PassT,0,201400139,3025,1475,4500,0.6722222222222223,1,PassT,1,30
201400142,2014,19,2,LOS ANGELES,2014-06-03,Whittier,0,Measure,W,"Shall Ordinance No. 3011 be approved to amend the City Charter to require the City Council to establish four equal, geographically based districts from which council members will be elected by residents of those districts to serve four year terms, and to establish a citywide elected mayor position to serve a two year term?",20,Charter Amendment,43,Governance: Organization,3772,3432,7204,0.5235980011104941,M,1,Pass,0,201400140,3772,3432,7204,0.5235980011104941,1,Pass,20,40
201400143,2014,57,2,YOLO,2014-06-03,Winters,0,Measure,Q,"Shall the City Hotel Tax (The Transient Occupancy Tax imposed on those staying in hotels in Winters) be increased from 10% to 12%, by voter approval of City of Winters Ordinance 2014-02. adopted by the City Council and effective upon the passage of this Measure?",9,Transient Occupancy Tax,112,Revenues: Tax Creation/Incr./Contin.,619,427,1046,0.5917782026768642,M,1,Pass,0,201400141,619,427,1046,0.5917782026768642,1,Pass,1,110
201400144,2014,57,2,YOLO,2014-06-03,Woodland,0,Measure,J,"Shall Ordinance No. 1558 which would authorize the City of Woodland to continue to collect a one-quarter cent sales tax for general city
services, for a period of eight years, and would not increase taxes, be adopted?",4,Sales Tax,100,General Services,5450,2500,7950,0.6855345911949685,M,1,Pass,0,201400142,5450,2500,7950,0.6855345911949685,1,Pass,1,100
201400145,2014,57,2,YOLO,2014-06-03,Woodland,0,Measure,K,"(ADVISORY) Shall the City Council allocate 60% of the tax revenue collected from any sales tax measure re-authorized in the City
of Woodland via the June 2014 ballot to expand and enhance youth and teen programs and facilities, including funding to support the re-opening of Hiddleson Pool, and reduction of fees charged for youth programs and use of city recreation facilities?",30,Advisory,78,Facilities: Parks & Recreation,5047,2662,7709,0.6546893241665586,M,1,Pass,0,201400143,5047,2662,7709,0.6546893241665586,1,Pass,30,70
201400146,2014,57,2,YOLO,2014-06-03,Woodland,0,Measure,L,(ADVISORY) Shall the City Council allocate 20% of the tax revenue collected from any sales tax measure re-authorized in the City of Woodland via the June 2014 ballot to the Woodland Public Library to enhance educational and youth literacy programs and expand hours of operation?,30,Advisory,71,Facilities: Libraries,5082,2573,7655,0.663879817112998,M,1,Pass,0,201400144,5082,2573,7655,0.663879817112998,1,Pass,30,70
201400147,2014,57,2,YOLO,2014-06-03,Woodland,0,Measure,M,(ADVISORY) Shall the City Council allocate 15% of the tax revenue collected from any sales tax measure re-authorized in the City of Woodland via the June 2014 ballot to enhance public safety through expanded crime prevention programs such as Neighborhood Watch and services supporting at-risk youth including gang intervention strategies?,30,Advisory,30,Safety,5378,2294,7672,0.7009906152241918,M,1,Pass,0,201400145,5378,2294,7672,0.7009906152241918,1,Pass,30,30
201400148,2014,57,2,YOLO,2014-06-03,Woodland,0,Measure,N,(ADVISORY)Shall the City Council allocate up to 5% of the tax revenue collected from any sales tax measure re-authorized in the City of Woodland via the June 2014 ballot to support a city water and sewer utility ratepayer assistance program for low-income residents?,30,Advisory,104,General Services: Water,4084,3533,7617,0.5361690954444007,M,1,Pass,0,201400146,4084,3533,7617,0.5361690954444007,1,Pass,30,100
201400149,2014,36,2,SAN BERNARDINO,2014-07-08,Chino,0,Measure,H,"Shall the General Plan of the City of Chino be amended to change the land use designation of 11.6 acres of vacant land from General Commercial to Residential-RD12, generally located south of Schaefer Avenue between Fern Avenue and Euclid Avenue, for a maximum of 127 single-family dwelling units?",20,Charter Amendment,22,Land Use: Zoning,1705,1198,2903,0.587323458491216,M,1,Pass,0,201400147,1705,1198,2903,0.587323458491216,1,Pass,20,20
201400150,2014,36,2,SAN BERNARDINO,2014-07-08,Chino,0,Measure,I,"Shall the General Plan of the City of Chino be amended to change the land use designation of 7.7 acres of vacant land from General Commercial to Residential-RD12 and change the land use designation of 1.5 acres of land from General Commercial to Residential/Agriculture-RD2, generally located on the east side of Central Avenue, approximately 600 feet north of Francis
Avenue, for a maximum of 94 single-family dwelling units?",20,Charter Amendment,22,Land Use: Zoning,1731,1168,2899,0.5971024491203863,M,1,Pass,0,201400148,1731,1168,2899,0.5971024491203863,1,Pass,20,20
201400151,2014,36,2,SAN BERNARDINO,2014-07-08,Chino,0,Measure,J,"Shall the General Plan of the City of Chino be amended to change the land use designation of 12.7 acres of land from Business Park to Residential-RD8, of 7.7 acres of land from Business Park to Residential-RD12 and of 18.1 acres of land from Residential- RD2 to Residential-RD4.5, generally located north of Eucalyptus Avenue between San Antonio Avenue and Euclid Avenue, for a maximum of 203 single-family dwelling units?",20,Charter Amendment,22,Land Use: Zoning,1671,1227,2898,0.5766045548654244,M,1,Pass,0,201400149,1671,1227,2898,0.5766045548654244,1,Pass,20,20
201400152,2014,36,2,SAN BERNARDINO,2014-11-04,Adelanto,0,Measure,O,"To address Adelanto's Fiscal Emergency/prevent bankruptcy; prevent elimination of fire protection services; protect 9-1-1 emergency response, police protection, gang/crime prevention, senior services, and other essential general services; and to protect local businesses/jobs and restore fiscal stability; shall the City of Adelanto adopt a temporary 7.95% Utility Users Tax for 7 years only, with low income senior discounts, annual audits, citizens' oversight, and requiring funds be used locally?",5,Utility Tax,112,Revenues: Tax Creation/Incr./Contin.,787,1349,2136,0.3684456928838951,M,2,Fail,0,201400150,787,1349,2136,0.3684456928838951,2,Fail,1,110
201400153,2014,25,2,MODOC,2014-11-04,Alturas,0,Measure,Z,"Shall the Alturas City Council be authorized to continue a supplemental charge of $1.50 per meter to minimum water rates to fund mosquito abatement in the City of Alturas Effective December 1, 2014?",5,Utility Tax,54,Environment: Regulation/Mitigation,534,172,706,0.7563739376770539,M,1,Pass,0,201400151,534,172,706,0.7563739376770539,1,Pass,1,50
201400154,2014,30,2,ORANGE,2014-11-04,Anaheim,0,Measure,L,"Shall the proposed Charter Amendment be adopted to change the method of electing City Council members (except the Mayor) by amending the City Charter to require: (i) City Council member election from residency districts by voters of that district; (ii) the City Council to establish and periodically adjust district boundaries, and (iii) amendments to the Charter for City Council eligibility and filling vacancies? This Charter amendment measure does not give the Council the power to raise its compensation or that of city officials without voter approval.",20,Charter Amendment,43,Governance: Organization,30873,13981,44854,0.6882998171846435,M,1,Pass,0,201400152,30873,13981,44854,0.6882998171846435,1,Pass,20,40
201400155,2014,30,2,ORANGE,2014-11-04,Anaheim,0,Measure,M,"Shall the City Charter be amended to increase the number of City Council members from four (plus the Mayor) to six (plus the Mayor); provide for election to fill newly created Council seats and thereafter stagger Council terms so that every two years, three of the Council members stand for election; and amend the City Charter to reflect the increase in Council membership in various provisions where there is a Council decision or action requiring a specified number of Council member votes? This amendment does not give the City Council power to raise its compensation or that of other City officials without voter approval.",20,Charter Amendment,43,Governance: Organization,23752,20103,43855,0.5416030099190514,M,1,Pass,0,201400153,23752,20103,43855,0.5416030099190514,1,Pass,20,40
201400156,2014,30,2,ORANGE,2014-11-04,Anaheim,0,Measure,N,"Shall the City Charter be amended to: update language regarding financial reserves, reaffirm and authorize the transfer of money to the City's general fund to support general City services pursuant to Article XIII C, section 2, subdivision (b) of the California Constitution, remove unnecessary language that duplicates a requirement of the California Constitution, and authorize programs to assist non-residential and residential customers? This amendment does not give the City Council power to raise its compensation or that of other City officials without voter approval.",20,Charter Amendment,49,Governance: Budget Processes,21413,21535,42948,0.498579677749837,M,2,Fail,0,201400154,21413,21535,42948,0.498579677749837,2,Fail,20,40
201400157,2014,7,2,CONTRA COSTA,2014-11-04,Antioch,0,Measure,O,"To provide funding that cannot be seized by the State, to maintain such general City services as police services, code enforcement, street repairs, senior services and youth programs, shall the City of Antioch adopt a residential landlord business license tax based on the type and number of units and confirm the existing gross receipts business license tax with an increased minimum tax, which is not a tax on the general public?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,8737,8189,16926,0.5161881129623065,M,1,Pass,0,201400155,8737,8189,16926,0.5161881129623065,1,Pass,1,110
201400158,2014,40,2,SAN LUIS OBISPO,2014-11-04,Arroyo Grande,0,Measure,C,"WE THE PEOPLE of the City of Arroyo Grande declare our intent to restore our community to the historic principles of self-governance inherent in the doctrine of home-rule. Sincerely committed to the belief that local government has the closest affinity to the people governed, and firm in the conviction that the economic and fiscal independence of our local government will promote the health, safety and welfare of all the citizens of this City and better preserve its small town character and agricultural heritage, we do hereby exercise the express right granted by the Constitution of the State of California to enact and adopt this Charter for the City of Arroyo Grande.",20,Charter Amendment,43,Governance: Organization,2366,4374,6740,0.3510385756676558,M,2,Fail,0,201400156,2366,4374,6740,0.3510385756676558,2,Fail,20,40
201400159,2014,19,2,LOS ANGELES,2014-11-04,Artesia,0,Measure,Y,"Shall the Artesia Public Safety, Parks, and General City Services Ordinance be adopted to enact a general purpose utility user tax at a rate of 4.9% for charges made for certain utility services, to provide funding for general fund purposes, including, without limitation, 9-1-1 response, crime/gang prevention, and neighborhood police patrols; community center improvements for teen, after-school recreation and senior programs; neighborhood streets, alleys, potholes sidewalks and roads; and other general City services?",5,Utility Tax,112,Revenues: Tax Creation/Incr./Contin.,791,1278,2069,0.38231029482841955,M,2,Fail,0,201400157,791,1278,2069,0.38231029482841955,2,Fail,1,110
201400160,2014,40,2,SAN LUIS OBISPO,2014-11-04,Atascadero,0,Measure,E,"(ADVISORY) Measure E-14 is an advisory vote concerning the expenditure of any revenue from the proposed new City of Atascadero transactions and use tax (Measure F-14), if that Measure is approved by the voters.",30,Advisory,49,Governance: Budget Processes,6269,2705,8974,0.6985736572320036,M,1,Pass,0,201400158,6269,2705,8974,0.6985736572320036,1,Pass,30,40
201400161,2014,40,2,SAN LUIS OBISPO,2014-11-04,Atascadero,0,Measure,F,"The proposed tax would be a ""general tax,"" meaning that revenues raised from the tax would go into the City's general fund to fund any lawful City program, improvement, or service, including, but not limited to, the repair of neighborhood roads and aging roadways and other vital City services. The City would not be required to use the revenues raised by the measure for any special purpose or for any particular program or service.",7,Miscellaneous Tax,112,Revenues: Tax Creation/Incr./Contin.,5342,3691,9033,0.591387136056681,M,1,Pass,0,201400159,5342,3691,9033,0.591387136056681,1,Pass,1,110
201400162,2014,24,2,MERCED,2014-11-04,Atwater,0,Measure,Q,Shall the Atwater Municipal Code be amended to establish and impose upon the offices of Mayor and Councilmember term limits of no more than twelve (12) years as the maximum total number of years an individual may serve in either or both offices in the City of Atwater?,70,Ordinance,45,Governance: Political Reform/Term Limits,3399,659,4058,0.8376047313947758,M,1,Pass,0,201400160,3399,659,4058,0.8376047313947758,1,Pass,70,40
201400163,2014,33,2,RIVERSIDE,2014-11-04,Banning,0,Measure,J,"Shall an ordinance be adopted establishing a general mining tax of 80 cents per ton upon the excavation and processing of rock material, and placing the proceeds of these taxes in the City's general fund to be spent for general governmental purposes, which includes police, fire, and maintaining streets and public areas, a well as to pay for studying, correcting and reducing the effects of mining on residents and businesses?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,3445,3048,6493,0.5305713845679964,M,1,Pass,0,201400161,3445,3048,6493,0.5305713845679964,1,Pass,1,110
201400164,2014,48,2,SOLANO,2014-11-04,Benicia,0,Measure,B,Shall the office of City Treasurer be appointive?,70,Ordinance,43,Governance: Organization,4137,4633,8770,0.4717217787913341,M,2,Fail,0,201400162,4137,4633,8770,0.4717217787913341,2,Fail,70,40
201400165,2014,48,2,SOLANO,2014-11-04,Benicia,0,Measure,C,"To maintain Benicia’s status as a full-service city, improve/maintain Police patrols, fire/ 9-1-1 response times; road  conditions; pothole repair; clean water; storm drains to protect the Carquinez Strait; business attraction/job creation; park maintenance;  other city services, shall the City of Benicia enact a one cent sales tax with authority to incur bonded indebtedness to accelerate infrastructure projects, requiring  independent annual audits, Citizens’ Oversight, all revenue for Benicia, none  for Sacramento?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,5827,3407,9234,0.6310374702187568,M,1,Pass,0,201400163,5827,3407,9234,0.6310374702187568,1,Pass,1,110
201400166,2014,1,2,ALAMEDA,2014-11-04,Berkeley,0,Measure,D,"Shall an ordinance imposing a 1¢ per ounce general tax on the distribution of sugar‐sweetened beverages (e.g., sodas, energy drinks, presweetened teas) and sweeteners used to sweeten such drinks, but exempting: (1) sweeteners (e.g., sugar, honey, syrups) typically used by consumers and distributed to grocery stores; (2) drinks and sweeteners distributed to very small retailers; (3) diet drinks, milk products, 100% juice, baby formula, alcohol, or drinks taken for medical reasons, be adopted?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,29540,9243,38783,0.7616739292989196,M,1,Pass,0,201400164,29540,9243,38783,0.7616739292989196,1,Pass,1,110
201400167,2014,1,2,ALAMEDA,2014-11-04,Berkeley,0,Measure,F,"Shall the parks special tax be amended to sustain community parks like the Rose Garden, children’s playgrounds, tennis, basketball courts, and ball fields, by increasing the per square foot tax rate from $0.1256 to $0.1466 and adding an inflation factor? Financial Implications The annual cost increase in fiscal year 2016 would be $39.90, from $238.64 to $278.54, for a 1,900 square foot home and $210, from $1256.00 to $1466.00, for a 10,000 square foot building.",8,Development Tax,78,Facilities: Parks & Recreation,27573,9151,36724,0.7508169044766365,T,1,PassT,0,201400165,27573,9151,36724,0.7508169044766365,1,PassT,1,70
201400168,2014,1,2,ALAMEDA,2014-11-04,Berkeley,0,Measure,O,"Shall the Charter of the City of Berkeley be amended to conform the provisions for the recall of elective officers to recent judicial rulings and the state Elections Code with respect to counting of votes, signature threshold, petition circulators, and signature verification, and adjust the deadlines for calling recall elections to allow for consolidation with statewide elections? Financial Implications: Potential cost savings from increased likelihood of election consolidation.",20,Charter Amendment,48,Governance: Elections,29741,3098,32839,0.9056609519169281,M,1,Pass,0,201400166,29741,3098,32839,0.9056609519169281,1,Pass,20,40
201400169,2014,1,2,ALAMEDA,2014-11-04,Berkeley,0,Measure,P,"Should the United States Constitution be amended to abolish the legal concept that corporations are persons that are entitled to constitutional rights, and the doctrine that the expenditure of money may be treated as speech?",80,Policy/Position,40,Governance,30703,5559,36262,0.8466990237714411,M,1,Pass,0,201400167,30703,5559,36262,0.8466990237714411,1,Pass,80,40
201400170,2014,1,2,ALAMEDA,2014-11-04,Berkeley,0,Measure,Q,"Shall the People of the City of Berkeley advise the City Council to adopt an ordinance based on proposed federal legislation and the San Francisco Family Friendly Workplace Ordinance giving employees in Berkeley the right to request to work part‐time, and send letters to the state and federal elected officials, requesting the state and federal governments to give government employees the right to have shorter work hours, if doing so would not cause operational problems?",70,Ordinance,42,Governance: Personnel/Labor Relations,27347,7363,34710,0.7878709305675597,M,1,Pass,0,201400168,27347,7363,34710,0.7878709305675597,1,Pass,70,40
201400171,2014,1,2,ALAMEDA,2014-11-04,Berkeley,0,Measure,R,Shall an ordinance amending Zoning Ordinance provisions for downtown Berkeley be adopted to: establish new requirements for new buildings over 60 feet; eliminate current historic resource determination for Green Pathway projects; establish a Civic Center Historic District overlay; amend LEED requirements; change parking requirements; restrict some permitted uses; change prevailing‐wage requirements for workers in specified categories; and reduce hours of operation for businesses selling or serving alcohol?,70,Ordinance,22,Land Use: Zoning,9345,26726,36071,0.2590723850184359,M,2,Fail,0,201400169,9345,26726,36071,0.2590723850184359,2,Fail,70,20
201400172,2014,1,2,ALAMEDA,2014-11-04,Berkeley,0,Measure,S,"Shall Ordinance No. 7,320‐N.S. authorizing the adjustment of Berkeley City Council district boundaries pursuant to Section 9, Article V of the Berkeley City Charter, to equalize population in the districts as a result of population changes reflected in the 2010 decennial federal census be adopted?",70,Ordinance,44,Governance: Incorporation/Formation/Annexation,21240,12048,33288,0.6380677721701514,M,1,Pass,0,201400170,21240,12048,33288,0.6380677721701514,1,Pass,70,40
201400173,2014,12,2,HUMBOLDT,2014-11-04,Blue Lake,0,Measure,T,"To help ensure that the City of Blue Lake has the funds necessary to support the quality of life its residents have come to expect through such essential services as adequate law enforcement, park and recreation programs, and the maintenance and repair of local streets and public facilities, among others, shall the City place a four percent (4%) Utility Users Tax (Resolution No. 1033) on all electricity and gas usage in the City, beginning March 1, 2015, and automatically terminating five years later?",5,Utility Tax,112,Revenues: Tax Creation/Incr./Contin.,230,179,409,0.5623471882640587,M,1,Pass,0,201400171,230,179,409,0.5623471882640587,1,Pass,1,110
201400174,2014,33,2,RIVERSIDE,2014-11-04,Blythe,0,Measure,W,Shall the City of Blythe increase its sales tax by one-half of one percent (0.5%) for a period of five years?,4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,671,1185,1856,0.3615301724137931,M,2,Fail,0,201400172,671,1185,1856,0.3615301724137931,2,Fail,1,110
201400175,2014,33,2,RIVERSIDE,2014-11-04,Blythe,0,Measure,X,"Shall the City of Blythe increase its transit occupancy tax (TOT) by 3%, to bring its transit occupancy tax to a rate of 13%, for a period of five years?",9,Transient Occupancy Tax,112,Revenues: Tax Creation/Incr./Contin.,836,999,1835,0.4555858310626703,M,2,Fail,0,201400173,836,999,1835,0.4555858310626703,2,Fail,1,110
201400176,2014,33,2,RIVERSIDE,2014-11-04,Blythe,0,Measure,Y,"(ADVISORY) Shall road improvements and maintenance, the fire department, the police department, city promotion, community center enhancements, recreation center enhancements, and code enforcement (enhancing the appearance) be given priority in receipt of additional revenue generated, if either measure ""W""(Sales Tax 0.5% Increase) or Measure ""X"" (Transit Occupancy Tax 3% Increase) or, if both of them, is/are approved by the voters?",30,Advisory,100,General Services,1033,794,1827,0.565407772304324,M,1,Pass,0,201400174,1033,794,1827,0.565407772304324,1,Pass,30,100
201400177,2014,33,2,RIVERSIDE,2014-11-04,Blythe,0,Measure,Z,"Shall Ordinance No. 866-14 that would authorize and regulate medical cannabis businesses; charge each medical cannabis business a maximum of $10,000 per year for each business license issued; and tax each medical cannabis business at the maximum rate of fifteen cents for each $1.00 of proceeds collected and at a maximum monthly rate of $10 a square foot of cannabis cultivated, be adopted?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,835,1010,1845,0.45257452574525747,M,2,Fail,0,201400175,835,1010,1845,0.45257452574525747,2,Fail,1,110
201400178,2014,42,2,SANTA BARBARA,2014-11-04,Buellton,0,Measure,R1,Shall the voters of Buellton elect a Mayor and four City Council Members? (yes/no),70,Ordinance,43,Governance: Organization,1158,449,1607,0.7205973864343497,M,1,Pass,0,201400176,1158,449,1607,0.7205973864343497,1,Pass,70,40
201400179,2014,42,2,SANTA BARBARA,2014-11-04,Buellton,0,Measure,R2,Shall the term of office of the Mayor of Buellton be two years? (yes/no),70,Ordinance,43,Governance: Organization,1131,432,1563,0.7236084452975048,M,1,Pass,0,201400177,1131,432,1563,0.7236084452975048,1,Pass,70,40
201400180,2014,42,2,SANTA BARBARA,2014-11-04,Buellton,0,Measure,R3,Shall the term of office of the Mayor of Buellton be four years? (yes/no),70,Ordinance,43,Governance: Organization,312,1225,1537,0.202992843201041,M,2,Fail,0,201400178,312,1225,1537,0.202992843201041,2,Fail,70,40
201400181,2014,33,2,RIVERSIDE,2014-11-04,Canyon Lake,0,Measure,DD,"To maintain Canyon Lake as an independent City providing effective 911, paramedic, firefighter services; maintaining sheriffs deputies/staffing levels; keeping Canyon Lake Fire Station open; preserving local control over land use decisions; maintaining Railroad Canyon Road/other city services, shall the City of Canyon Lake establish a 3.95% utility users' tax for 6 years, requiring no tax increase without voter approval; annual, published independent audits, and no money for Sacramento?",5,Utility Tax,112,Revenues: Tax Creation/Incr./Contin.,1540,1492,3032,0.5079155672823219,M,1,Pass,0,201400179,1540,1492,3032,0.5079155672823219,1,Pass,1,110
201400182,2014,44,2,SANTA CRUZ,2014-11-04,Capitola,0,Measure,M,Shall the City of Capitola adopt an ordinance amending Section 3.32.030 of the Municipal Code raising the transient occupancy tax rate from 10% to 11%?,9,Transient Occupancy Tax,112,Revenues: Tax Creation/Incr./Contin.,1342,1565,2907,0.46164430684554525,M,2,Fail,0,201400180,1342,1565,2907,0.46164430684554525,2,Fail,1,110
