MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,Ballotquestion,RECTYPE,RECTYPENAME,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,typerec,topicrec
201700055,2017,27,2,MONTEREY,2017-06-06,Seaside,0,M,G,"To generate an estimated $300,000 annually until ended by voters to maintain essential City services such as 9-1-1 emergency response, anti-drug/anti-gang programs; repairing streets, potholes, storm drains; earthquake, flood preparedness; improving parks, youth/senior programs; and other general services; with required independent audits and all funds staying in Seaside, shall the ordinance levying an ongoing tax of up to 10% of gross receipts of marijuana businesses be adopted?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,1810,409,2219,0.8156827399729608,M,1,Pass,0,201700055,1810,409,2219,0.8156827399729608,1,Pass,1,110
201700056,2017,27,2,MONTEREY,2017-06-06,Seaside,0,M,L,"To generate an estimated $1,900,000 annually until ended by voters to maintain essential City services such as police, fire, 9-1-1 emergency response; hiring police officers/firefighters; youth violence prevention programs; improving street maintenance, water cleanliness, earthquake, flood preparedness, parks, beaches, youth/senior programs, and other general services; with required independent audits and all funds staying in Seaside; shall the ordinance increasing the City's sales tax by 1/2 cent be adopted?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,1403,822,2225,0.630561797752809,M,1,Pass,0,201700056,1403,822,2225,0.630561797752809,1,Pass,1,110
201700057,2017,32,2,PLUMAS,2017-06-06,Portola,0,M,B,"Upon a 2/3 vote of approval shall the City of Portola be authorized and empowered to adopt Ordinance No. 345 establishing an annual special tax, for each parcel of real property within the City, to be collected and apportioned along with the County property taxes, without expiration commencing July 1, 2017, with an annual cost of living adjustment, to be used for providing and enhancing necessary fire protection, prevention and suppression services, emergency medical and rescue services and hazardous material emergency response services?",3,Property Tax,34,Safety: Multiple Emergency Services,151,274,425,0.3552941176470588,T,2,FailT,0,201700057,151,274,425,0.3552941176470588,2,FailT,1,30
201700058,2017,33,2,RIVERSIDE,2017-05-02,Lake Elsinore,0,I,A,"(INITIATIVE) Shall the Ordinance Initiative Measure Revising the Alberhill Villages Specific Plan Governing the Future Development of Approximately 1,400 Acres Located in Northwest Lake Elsinore, South of Interstate 15 and West of Lake Street be adopted?",40,Initiative,22,Land Use: Zoning,451,3378,3829,0.11778532253852181,M,2,Fail,0,201700058,451,3378,3829,0.11778532253852181,2,Fail,40,20
201700059,2017,33,2,RIVERSIDE,2017-11-07,Desert Hot Springs,0,M,B,"Shall the Ordinance preventing public safety service cuts to police/emergency response times, anti-gang/anti-drug, youth violence and sex offender/parolee programs, extending existing, voter-approved public safety measure at a reduced rate of $103 per single family residence, providing approximately $2,000,000 annually, until ended by voters, requiring audits, with all funds for local public safety, and a tax decrease for these parcels, be adopted?",3,Property Tax,30,Safety,1672,552,2224,0.7517985611510791,T,1,PassT,0,201700059,1672,552,2224,0.7517985611510791,1,PassT,1,30
201700060,2017,33,2,RIVERSIDE,2017-11-07,Desert Hot Springs,0,M,C,"Shall the Ordinance to increase police training, recruitment/retention and crime investigation/prevention; maintain rapid police, fire and 9-1-1 emergency response times; and to hire additional police officers to patrol streets, extending its existing, voter-approved utility users’ tax, producing approximately $2,831,543 annually, until ended by voters, with independent citizens’ oversight, annual audits, and requiring all funds for local public safety services be adopted?",5,Utility Tax,34,Safety: Multiple Emergency Services,1692,535,2227,0.7597665020206555,T,1,PassT,0,201700060,1692,535,2227,0.7597665020206555,1,PassT,1,30
201700061,2017,33,2,RIVERSIDE,2017-11-07,Palm Springs,0,M,D,"To maintain essential city services, including rapid 911 emergency response, fire/police protection, add paramedic services, keep fire stations open/staffed, address homelessness, repair local streets/pothales, improve rapid response to assault, burglaries/crimes, keep public areas safe/clean, maintain senior services, attract/retain jobs/business, increase water conservation; shall the City of Palm Springs establish a 1/2 cent sales tax; requiring annual independent audits/public oversight; all funds used locally?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,6849,5289,12138,0.5642609985170539,T,2,FailT,0,201700061,6849,5289,12138,0.5642609985170539,2,FailT,1,110
201700062,2017,33,2,RIVERSIDE,2017-11-07,Palm Springs,0,M,E,"Shall Palm Springs update the existing gross receipts tax on medical cannabis collectives and cooperatives to apply to all medical and adult-use cannabis businesses, apart from cultivation businesses, which will be taxed at a rate up to 10 dollars per square foot, with all revenue used in Palm Springs to maintain and improve essential city services, including public safety and youth drug prevention education; requiring annual independent audits and public oversight?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,9357,2581,11938,0.7837996314290501,M,1,Pass,0,201700062,9357,2581,11938,0.7837996314290501,1,Pass,1,110
201700063,2017,33,2,RIVERSIDE,2017-11-07,Perris,0,M,G,"Shall the ordinance known as the SALE OF THE CITY OF PERRIS DOWNTOWN SEWER SYSTEM, authorizing the City of Perris to sell the Downtown Perris Sewer System to retire Water System debt and use the remaining proceeds for park amenities, including athletic fields, be adopted?",70,Ordinance,102,General Services: Wastewater/Sewage,1216,817,2033,0.5981308411214953,T,2,FailT,0,201700063,1216,817,2033,0.5981308411214953,2,FailT,70,100
201700064,2017,33,2,RIVERSIDE,2017-11-07,Perris,0,M,H,"Shall the resolution known as the SALE OF THE CITY OLF PERRIS NORTH PERRIS WATER SYSTEM AND DOWNTOWN PERRIS WATER SYSTEM, which will authorize the City of Perris to sell the North Perris Water System and Downtown Water System to Liberty Utilities to retire Water System debt and use the remaining proceeds for park amenities, including athletic fields, be adopted?",70,Ordinance,104,General Services: Water,1326,769,2095,0.6329355608591886,M,1,Pass,0,201700064,1326,769,2095,0.6329355608591886,1,Pass,70,100
201700065,2017,36,2,SAN BERNARDINO,2017-06-06,Apple Valley,0,M,F,"Shall the Town of Apple Valley be authorized to finance the acquisition of the Apple Valley water system, currently owned and operated by Liberty Utilities, including related expenses, by incurring debt in the maximum amount of $150,000,000, provided that the debt is repaid from revenues generated by the water system, and not from taxes, and further that the Town conducts an annual independent audit?",12,Revenue Bond,104,General Services: Water,7200,5238,12438,0.5788712011577424,M,1,Pass,0,201700065,7200,5238,12438,0.5788712011577424,1,Pass,10,100
201700066,2017,36,2,SAN BERNARDINO,2017-06-06,Upland,0,M,E,An ordinance repealing Chapter 9.48 of the City of Upland Municipal Code and replacing it with a new Chapter 9.48 prohibiting marijuana-related uses and activities in the city. Shall the voters of the City of Upland adopt an ordinance prohibiting marijuana-related uses and activities in the city?,70,Ordinance,22,Land Use: Zoning,7562,2805,10367,0.729429921867464,M,1,Pass,0,201700066,7562,2805,10367,0.729429921867464,1,Pass,70,20
201700067,2017,36,2,SAN BERNARDINO,2017-07-11,Chino,0,M,H,"Shall Ordinance No. 2017-004, entitled “An Ordinance of the People of the City of Chino, California, to Enact Section No. 20.15.160 of the Chino Municipal Code Converting 29.7 Acres From the General Plan Designation of RD 1 to RD 4.5, RD 8, and RD 12 Generally Located Between Vernon Avenue and Benson Avenue, South of Adams Street, and North of the Chino Promenade Shopping Center and rezoning the same from an RD 1 designation to RD 4.5, RD 8, RD 12 designations” be adopted?",70,Ordinance,22,Land Use: Zoning,1262,6695,7957,0.1586024883750157,M,2,Fail,0,201700067,1262,6695,7957,0.1586024883750157,2,Fail,70,20
201700068,2017,36,2,SAN BERNARDINO,2017-11-07,Barstow,0,M,J,"To provide long-term sustainability, adequate resources for emergency response, and more equitably spread the cost of Barstow Fire Protection District’s services across the population it serves, including 60,000,000 annual nonresident travelers who consume taxable goods and services in Barstow, shall an ordinance be adopted to increase the sales tax by one-half of one percent, providing $3.8 million dollars annually, expiring if the Barstow Fire Protection District is transferred to an agency outside the City?",4,Sales Tax,33,Safety: Fire,1342,715,2057,0.6524064171122995,T,2,FailT,0,201700068,1342,715,2057,0.6524064171122995,2,FailT,1,30
201700069,2017,36,2,SAN BERNARDINO,2017-11-07,Victorville,0,M,K,"To address crime issues, respond quickly to fires and medical emergencies, and make Victorville safer by adding 10 new police and 15 new firefighter/paramedics, shall Ordinance No. 2371 be adopted to impose a one-half percent (0.5%) transactions and use (“sales”) tax, estimated to raise $8.5 million annually, with all funds restricted to use on public safety services within Victorville?",4,Sales Tax,34,Safety: Multiple Emergency Services,3859,2397,6256,0.6168478260869565,T,2,FailT,0,201700069,3859,2397,6256,0.6168478260869565,2,FailT,1,30
201700070,2017,37,2,SAN DIEGO,2017-11-07,Poway,0,I,A,(INITIATIVE) Shall the ordinance changing the General Plan and Zoning Land Use Map to redesignate a portion of the Stoneridge Country Club from Open Space-Recreation to Residential Condominium with the Stoneridge Overlay Zone to allow for the development of not more than 180 residential condominium units for residents over the age of 55 be adopted?,40,Initiative,23,Land Use: Open Space,4486,7603,12089,0.37108114815121185,M,2,Fail,0,201700070,4486,7603,12089,0.37108114815121185,2,Fail,40,20
201700071,2017,40,2,SAN LUIS OBISPO,2017-08-22,San Luis Obispo,0,I,B-17,"(INITIATIVE) Shall an ordinance be adopted to replace former Chapter 15.10 of the San Luis Obispo Municipal Code, entitled ""Rental Housing Inspection"" (repealed by City Council Ordinance 1632, effective April 20, 2017), with new Chapter 15.10 to be entitled ""Non-Discrimination in Housing?",40,Initiative,80,Housing,2462,5849,8311,0.29623390687041273,M,2,Fail,0,201700071,2462,5849,8311,0.29623390687041273,2,Fail,40,80
201700072,2017,41,2,SAN MATEO,2017-06-06,Atherton,0,A,A,"(ADVISORY) Should the Town of Atherton supplement private donations with available non-dedicated General Funds to meet the funding shortfall, where one exists, for construction of the new Town Center?",30,Advisory,70,Facilities,1182,743,1925,0.614025974025974,M,1,Pass,0,201700072,1182,743,1925,0.614025974025974,1,Pass,30,70
201700073,2017,41,2,SAN MATEO,2017-11-07,Atherton,0,M,F,"To continue providing funding to maintain neighborhood police patrols and the Town's ability to respond to emergencies, repairing and maintaining streets, and repairing and constructing storm drains, shall an ordinance be adopted to continue a Special Parcel Tax for three years and allowing for the expenditure of funds derived from such tax?",3,Property Tax,112,Revenues: Tax Creation/Incr./Contin.,981,884,1865,0.5260053619302949,T,2,FailT,0,201700073,981,884,1865,0.5260053619302949,2,FailT,1,110
201700074,2017,41,2,SAN MATEO,2017-11-07,Brisbane,0,M,D,"To pay for general municipal expenses, shall the City impose an annual business license tax on a soil recycling establishment of up to twenty (20%) of its gross receipts or up to two hundred thousand dollars ($200,000), whichever is greater?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,831,275,1106,0.7513562386980108,M,1,Pass,0,201700074,831,275,1106,0.7513562386980108,1,Pass,1,110
201700075,2017,41,2,SAN MATEO,2017-11-07,Brisbane,0,M,E,"To pay for general municipal expenses, shall the City increase the annual business license tax for certain recycling establishments up to $4,000,000 (plus adjustments) per year?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,877,225,1102,0.7958257713248639,M,1,Pass,0,201700075,877,225,1102,0.7958257713248639,1,Pass,1,110
201700076,2017,41,2,SAN MATEO,2017-11-07,Burlingame,0,M,I,"To maintain/improve Burlingame's quality of life, including essential City facilities and services such as maintaining city streets, sidewalks and potholes; enhancing neighborhood police patrols/crime prevention programs, maintaining recreation programs and safe facilities for youth/teens; and other essential city services, shall the City of Burlingame enact an ongoing, 1/4 cent sales tax with authority to incur debt to accelerate infrastructure projects, providing $2,000,000 annually, with annual audits, independent citizens' oversight, and all funds spent locally?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,3396,1977,5373,0.6320491345616974,M,1,Pass,0,201700076,3396,1977,5373,0.6320491345616974,1,Pass,1,110
201700077,2017,41,2,SAN MATEO,2017-11-07,Pacifica,0,M,C,"Shall the Ordinance entitled Pacifica Community Preservation, Rent Stabilization, and Renters' Rights Act which protects certain tenants of multi-family housing from excessive rent increases and no-fault evictions and ensures that Landlords receive a fair and reasonable rate of return on their investment, be adopted?",70,Ordinance,82,Housing: Rent Control,4354,6640,10994,0.39603420047298526,M,2,Fail,0,201700077,4354,6640,10994,0.39603420047298526,2,Fail,70,80
201700078,2017,41,2,SAN MATEO,2017-11-07,Pacifica,0,M,G,"Shall an ordinance establishing a Marijuana Operations Tax at the rate of 6% of a Marijuana Operation's gross receipts, which may be decreased or increased after two years to a maximum of 10% by the City Council, to help fund municipal services, including police and fire protection services, emergency medical services, park, recreation, and street maintenance services, with no sunset date and estimated to generate $360,000 annually in tax revenue, be adopted?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,8588,2316,10904,0.7876008804108584,M,1,Pass,0,201700078,8588,2316,10904,0.7876008804108584,1,Pass,1,110
201700079,2017,41,2,SAN MATEO,2017-11-07,San Mateo,0,M,B,"To conform with state law, shall the Charter amendment changing the timing of the city's general municipal elections from odd-numbered years to even-numbered years, and extending the terms of the council members elected in 2015 and 2017 for a period of one year, respectively, be adopted?",20,Charter Amendment,48,Governance: Elections,9726,2219,11945,0.8142318961908749,M,1,Pass,0,201700079,9726,2219,11945,0.8142318961908749,1,Pass,20,40
201700080,2017,41,2,SAN MATEO,2017-11-07,San Mateo,0,M,H,"Shall the charter amendment revising the City of San Mateo's charter to: allow for regular council meetings to be held at locations other than City Hall, when necessary; updating the title of Personnel Director to Human Resources Director; and revising the Fiscal Administration provisions to conform with state law and current practices be adopted?",20,Charter Amendment,43,Governance: Organization,9774,2167,11941,0.8185244116908131,M,1,Pass,0,201700080,9774,2167,11941,0.8185244116908131,1,Pass,20,40
201700081,2017,42,2,SANTA BARBARA,2017-11-07,Santa Barbara,0,M,C,"To maintain essential services and repair critical infrastructure including:  Police, fire, and 911 emergency medical response; local streets, potholes, bridges and storm drains; neighborhood f re stations/public safety infrastructure; parks, youth/senior services; address homelessness; help retain local businesses; support other general services; shall the City of Santa Barbara enact a one-cent sales tax providing approximately 22 million dollars annually unless ended by voters; requiring audits, citizens oversight, public disclosure of spending, and all funds used locally?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,13501,10558,24059,0.5611621430649653,M,1,Pass,0,201700081,13501,10558,24059,0.5611621430649653,1,Pass,1,110
201700082,2017,43,2,SANTA CLARA,2017-04-25,Campbell,0,M,A,"Shall the ordinance levying a business license tax on marijuana businesses at the initial rate of 7% and a maximum rate of 15% of the gross receipts of the marijuana business be adopted to continue until repealed by the City Council or City voters, which is estimated to raise $130,000 - $260,000 annually for general City services, such as police, fire and code enforcement services?",2,Business Tax,34,Safety: Multiple Emergency Services,5582,1023,6605,0.8451173353520061,M,1,Pass,0,201700082,5582,1023,6605,0.8451173353520061,1,Pass,1,30
201700083,2017,43,2,SANTA CLARA,2017-04-25,Campbell,0,M,B,"Shall the ordinance allowing the City to license up to three medical marijuana dispensaries in Campbell, which would also be allowed to deliver medical marijuana to qualified patients throughout the City, and that would allow every qualified patient and primary caregiver to cultivate up to 100 square feet or 500 square feet of marijuana, respectively, without a license be adopted?",70,Ordinance,22,Land Use: Zoning,2398,4175,6573,0.364825802525483,M,2,Fail,0,201700083,2398,4175,6573,0.364825802525483,2,Fail,70,20
201700084,2017,43,2,SANTA CLARA,2017-04-25,Campbell,0,M,C,"Shall the ordinance imposing a moratorium on marijuana dispensaries in Campbell until at least April 1, 2019 be adopted, allowing time for study of traffic, neighborhood and safety issues, and providing the City Council discretion to allow for dispensaries after that date, provided that the dispensaries be at least 100 feet from residential properties and 600 feet from child care facilities, schools, parks and community centers, and other dispensaries?",70,Ordinance,22,Land Use: Zoning,4122,2411,6533,0.6309505587019746,M,1,Pass,0,201700084,4122,2411,6533,0.6309505587019746,1,Pass,70,20
201700085,2017,45,2,SHASTA,2017-08-29,Shasta Lake,0,M,A,"Shall an ordinance be adopted imposing a cannabis business tax on cultivation up to $26 per square foot, on manufacturing up to $25 per square foot, and on other cannabis businesses up to 12% gross receipts to provide funding for local law enforcement/code enforcement within the City of Shasta Lake?",2,Business Tax,32,Safety: Police,1240,325,1565,0.792332268370607,T,1,PassT,0,201700085,1240,325,1565,0.792332268370607,1,PassT,1,30
201700086,2017,49,2,SONOMA,2017-06-06,Santa Rosa,0,M,C,"Shall those provisions of the City of Santa Rosa Residential Rent Stabilization and Other Tenant Protections Ordinance that establish rent control for certain residential rental properties, prohibit landlords from evicting tenants of certain properties except for specified reasons, and provide other protections to tenants, be approved?",70,Ordinance,82,Housing: Rent Control,16382,17163,33545,0.4883589208525861,M,2,Fail,0,201700086,16382,17163,33545,0.4883589208525861,2,Fail,70,80
201700087,2017,49,2,SONOMA,2017-06-06,Santa Rosa,0,M,D,"Shall an ordinance be adopted authorizing a cannabis business tax in the City of Santa Rosa on cultivation businesses up to $25 per square foot of cultivation area (annually adjusted by CPI) or 8% of gross receipts, and on cannabis manufacturing, distribution and dispensary businesses up to 8% of gross receipts, to maintain general funds for City services and to address cannabis industry impacts, with all funds subject to audits and staying local, generating undetermined revenue until repealed?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,25632,7535,33167,0.7728163536044864,M,1,Pass,0,201700087,25632,7535,33167,0.7728163536044864,1,Pass,1,110
201700088,2017,49,2,SONOMA,2017-11-07,Cotati,0,M,G,"Shall an ordinance be adopted authorizing a City of Cotati cannabis business tax on cannabis cultivation businesses up to $25 per square foot of cultivation area (annually adjusted by CPI) or 8% of gross receipts, and on cannabis manufacturing, distribution and dispensary businesses up to 8% of gross receipts, to maintain local City services and address cannabis industry impacts with all funds subject to annual audits, generating approximately $300,000 in revenue per year until repealed?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,972,262,1234,0.7876823338735819,M,1,Pass,0,201700088,972,262,1234,0.7876823338735819,1,Pass,1,110
201700089,2017,49,2,SONOMA,2017-11-07,Windsor,0,M,H,"Shall the Town of Windsor adopt a resolution extending the Urban Growth Boundary (""UGB"") to December 31, 2040, revising the boundaries of the UGB to include approximately 22.5 additional acres for future business growth known as Assessor's Parcel Numbers 164-150-010, 164-150-009, and 164-150-054, and amending certain policies regarding implementation of the UGB?",70,Ordinance,21,Land Use: Growth Cap/Boundary,3337,1098,4435,0.752423900789177,M,1,Pass,0,201700089,3337,1098,4435,0.752423900789177,1,Pass,70,20
201700090,2017,50,2,STANISLAUS,2017-11-07,Modesto,0,M,T,"Shall the City of Modesto adopt an ordinance establishing a cannabis business tax on all cannabis businesses within the City, up to 10% of gross receipts of each business, potentially generating approximately one million dollars or more in revenues annually for general City services, including neighborhood safety, maintaining parks and recreation, and job creation, with all revenues remaining local, and which continues until repealed by the City Council or the voters?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,19832,4214,24046,0.8247525575979373,M,1,Pass,0,201700090,19832,4214,24046,0.8247525575979373,1,Pass,1,110
201700091,2017,54,2,TULARE,2017-06-06,Lindsay,0,M,O,"To help prevent the loss of vital public safety services, to maintain essential infrastructure, and to protect other general services, shall the City of Lindsay enact a general-purpose, one-percent sales tax, expected to generate $908,000 annually, with annual independent audits?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,397,184,581,0.6833046471600689,M,1,Pass,0,201700091,397,184,581,0.6833046471600689,1,Pass,1,110
201700092,2017,54,2,TULARE,2017-11-07,Farmersville,0,M,P,"For local revenue to improve the quality of life and essential general City services for Farmersville residents including police, 911 emergency medical response, fire department services, gang prevention programs, recreational facilities, park maintenance and improvements, street maintenance and repairs and other general services, shall Ordinance No. 483, imposing a one-half percent general transactions and use tax, be adopted? Estimated revenues of $280,000 annually, indefinitely.",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,225,147,372,0.6048387096774194,M,1,Pass,0,201700092,225,147,372,0.6048387096774194,1,Pass,1,110
201700093,2017,54,2,TULARE,2017-11-07,Farmersville,0,M,Q,"Shall Ordinance No. 484 be adopted authorizing a commercial cannabis business tax in the City of Farmersville on commercial cannabis businesses up to $25 per square foot (annually adjusted by CPI) or 10% of gross receipts, to maintain essential public safety and general City services including, but not limited to, police, drug addiction and gang prevention, park maintenance, street maintenance for Farmersville residents, generating undetermined revenue, potentially $500,000 to $3.5 million annually, until repealed?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,242,128,370,0.654054054054054,M,1,Pass,0,201700093,242,128,370,0.654054054054054,1,Pass,1,110
201700094,2017,54,2,TULARE,2017-11-07,Woodlake,0,M,R,"To provide local funding to improve quality of life; parks and recreation programs; neighborhood police patrols; gang prevention programs; street maintenance; lighting, landscaping, and trails; and other essential services, shall City of Woodlake Ordinance No. 609, imposing a one percent general transactions and use tax with independent audits and citizens’ oversight, be adopted? Revenues are estimated at approximately $430,000 annually, indefinitely.",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,293,163,456,0.6425438596491229,M,1,Pass,0,201700094,293,163,456,0.6425438596491229,1,Pass,1,110
201700095,2017,54,2,TULARE,2017-11-07,Woodlake,0,M,S,"Voters in California voted to impose state taxes on licensed cannabis businesses. Shall Ordinance No. 610 be enacted, imposing a local general tax on cannabis businesses at a rate not exceeding $25 per square foot (annually adjusted by CPI) or 10% of gross receipts, to maintain essential public safety and general City services for Woodlake residents; generating undetermined revenue until repealed?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,308,146,454,0.6784140969162996,M,1,Pass,0,201700095,308,146,454,0.6784140969162996,1,Pass,1,110
201700096,2017,1,3,ALAMEDA,2017-05-02,Hayward Unified,0,M,A,"To protect critical education programs, with funds that cannot be taken by the State, including math, reading, writing, and hands-on science classes and labs; restore and maintain music and art programs; enhancing library services, technology and college preparation programs; and attracting and retaining qualified teachers; shall Hayward Unified School District renew its expiring voter approved education tax at $88 per parcel annually, for 12 years, with senior exemptions, independent citizens' oversight and all money used for classrooms?",3,Property Tax,10,Education,9101,3778,12879,0.7066542433418743,T,1,PassT,0,201700096,9101,3778,12879,0.7066542433418743,1,PassT,1,10
201700097,2017,1,3,ALAMEDA,2017-08-29,San Leandro Unified,0,M,B,"To attract and retain highly qualified teachers, and to continue programs to improve core education in our local schools, particularly in math, science, technology and the arts, support manageable class sizes, and school libraries, shall the San Leandro Unified School District renew its existing parcel tax for 14 years at a rate of $78 per year, with an exemption for seniors, independent fiscal oversight, no money for administration, and all money benefiting San Leandro students?",3,Property Tax,10,Education,5472,3085,8557,0.6394764520275797,T,2,FailT,0,201700097,5472,3085,8557,0.6394764520275797,2,FailT,1,10
201700098,2017,15,3,KERN,2017-07-25,McFarland Unified,0,M,D,"To build, renovate or expand new or existing school facilities and provide 21st century learning environments, reduce student overcrowding, increase classroom technology infrastructure, and upgrade vocational education facilities to prepare students for college and high-paying jobs after graduation, shall the McFarland Unified School District be authorized to issue up to $20 million in bonds at legal interest rates, with an independent Oversight Committee, annual audits, and no money for administrator salaries?",11,GO Bond,10,Education,238,375,613,0.38825448613376834,T,2,FailT,0,201700098,238,375,613,0.38825448613376834,2,FailT,10,10
201700099,2017,19,3,LOS ANGELES,2017-03-07,Arcadia Unified,0,M,A,"To keep Arcadia schools among the best in California by renewing approximately $4.3 million in annual local funding the state cannot take away, shall Arcadia Unified School District continue attracting/retaining quality teachers; keeping schools safe/clean; protecting quality math, science, technology, reading, writing, art and music programs by extending the expiring school parcel tax at $288 per parcel annually for 18 years, requiring independent oversight/audits, senior exemptions, and all funds used locally to maintain quality education?",3,Property Tax,10,Education,4874,2333,7207,0.6762869432496185,T,1,PassT,0,201700099,4874,2333,7207,0.6762869432496185,1,PassT,1,10
201700100,2017,19,3,LOS ANGELES,2017-11-07,Glendora Unified,0,M,GG,"To upgrade and modernize classrooms, science labs, career training facilities, computer systems, and instructional technology to support high quality instruction/student achievement in science, technology, engineering, math/skilled trades, acquire, construct, and repair classrooms, facilities, sites/equipment, repair aging plumbing, electrical, heating/ventilation systems, improve student safety and campus security systems, shall Glendora Unified School District issue $98,000,000 in bonds at legal interest rates, with independent citizen oversight, no money for administrator salaries and all money staying local?",11,GO Bond,10,Education,2461,2763,5224,0.4710949464012251,F,2,FailF,0,201700100,2461,2763,5224,0.4710949464012251,2,FailF,10,10
201700101,2017,19,3,LOS ANGELES,2017-11-07,La Cañada Unified,0,M,LCF,"To repair and modernize classroom and school facilities, including fixing deteriorating roofs, plumbing and electrical systems, improve student safety and campus security systems, upgrade/expand classrooms, science labs, career-training facilities and instructional technology to support advanced programs in math, science, engineering, technology and the arts, construct, acquire, repair classrooms, sites, facilities and equipment, shall La Canada Unified School District issue $149,000,000 in bonds at legal rates, with citizen oversight, all money staying local and without increasing current tax rates?",11,GO Bond,10,Education,2900,1185,4085,0.7099143206854345,F,1,PassF,0,201700101,2900,1185,4085,0.7099143206854345,1,PassF,10,10
201700102,2017,21,3,MARIN,2017-11-07,Lagunitas Elemantary,0,M,A,"Shall the Lagunitas School District maintain vital educational programs including basic educational programs, enrichment and support services for students, by levying a $535.00 assessment per assessor’s parcel per year, with 6.5% yearly cost-of-living adjustment for 8 years, beginning July 1, 2018, exempting any single parcel used as a principal place of residence by any owner 65 years of age before February 1st of that year?",3,Property Tax,10,Education,1072,422,1494,0.7175368139223561,T,1,PassT,0,201700102,1072,422,1494,0.7175368139223561,1,PassT,1,10
201700103,2017,27,3,MONTEREY,2017-11-07,North Monterey County Unified,0,M,E,"To reopen and rebuild Moss Landing Middle School, constructing new campus classrooms, buildings and library, replacing infrastructure, providing technology for 21st century learning, hereby allowing the current middle school to reconvert to an elementary school relieving severe overcrowding at elementary schools, shall North Monterey County Unified School District be authorized to issue $36,000,000 in bonds at interest rates within the legal limit with no funds for administrator salaries and an appointed Independent Oversight Committee to monitor all bond expenditures?",11,GO Bond,10,Education,1390,1790,3180,0.4371069182389937,F,2,FailF,0,201700103,1390,1790,3180,0.4371069182389937,2,FailF,10,10
201700104,2017,27,3,MONTEREY,2017-11-07,North Monterey County Unified,0,M,F,"To upgrade schools by replacing old portables with new classrooms, science labs, athletic facilities at reopened middle school, relieving overcrowding, reducing traffic congestion, increasing safety, repairing or replacing inefficient heating, plumbing, electrical systems; replacing, constructing and renovating schools, shall the North Monterey County Unified School District be authorized to issue $40,000,000 in bonds at interest rates within the legal limit with no funds for administrator salaries and an appointed Independent Oversight Committee to monitor all bond expenditures?",11,GO Bond,10,Education,1432,1744,3176,0.4508816120906801,F,2,FailF,0,201700104,1432,1744,3176,0.4508816120906801,2,FailF,10,10
201700105,2017,41,3,SAN MATEO,2017-03-07,Menlo Park City Elementary,0,M,X,"To protect outstanding public schools; retain high-quality teachers, excellent programs, and reasonable class size; avoid teacher layoffs; and sustain property values, shall the Menlo Park City School District replace its expiring parcel tax at the new rate of $360 expiring after seven years, adjusted annually for inflation, raising $2.83 million annually to be spent only on teachers and essential educational programs at Encinal, Laurel, Oak Knoll, and Hillview schools with independent oversight, annual audit, and senior exemption?",3,Property Tax,10,Education,5858,1548,7406,0.7909802862543883,T,1,PassT,0,201700105,5858,1548,7406,0.7909802862543883,1,PassT,1,10
201700106,2017,41,3,SAN MATEO,2017-03-28,San Mateo-Foster City Elementary,0,M,Y,"To protect local schools from substantial program cuts by renewing local funding that cannot be taken by the State, protect math/science/reading/writing programs, attract/retain qualified teachers/educational staff, keep school libraries open and support art/drama/music programs, shall San Mateo-Foster City Elementary School District renew without increasing, its expiring voter approved education tax at $209.92 per parcel annually for 9 years, with CPI adjustments, senior exemptions, annual audits, and citizens’ oversight?",3,Property Tax,10,Education,13039,6951,19990,0.6522761380690345,T,2,FailT,0,201700106,13039,6951,19990,0.6522761380690345,2,FailT,1,10
