MeasID,YEAR,CO#,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,RECTYPE,RECTYPENAME,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,TYPEREC,TOPICREC
201800189,2018,19,2,LOS ANGELES,2018-04-10,Palos Verdes,0,M,E,"To fund the Palos Verdes Estates Police Department, shall an ordinance be adopted approving an annual parcel tax of $342 plus 200 per square foot of building improvements, generating approximately $5 million annually for 9 years and requiring a Citizens Financial Oversight Committee and annual financial audits?",3,Property Tax,32,Safety: Police,3940,1770,5710,0.6900175131348512,T,1.0,PassT,0,201800181,3940,1770,5710,0.6900175131348512,1.0,PassT,1,30
201800190,2018,19,2,LOS ANGELES,2018-04-10,Sierra Madre,0,M,A,"(ADVISORY) If Measure ""D"" passes, repealing the Utility Users' Tax and eliminating approximately 24% or $2.6 million of the City's General Fund Revenues, should the City Council eliminate paramedic services, reduce and outsource police services and library services, reduce code enforcement, and fire suppression services, in addition to other reductions which will be required to balance the budget?",30,Advisory,100,General Services,362,1999,2361,0.15332486234646336,M,2.0,Fail,0,201800182,362,1999,2361,0.15332486234646336,2.0,Fail,30,100
201800191,2018,19,2,LOS ANGELES,2018-04-10,Sierra Madre,0,M,D,Shall the City of Sierra Madre adopt a measure repealing the City's Utility Users Tax in its entirety?,5,Utility Tax,111,Revenues: Tax Repeal/Reduction/Limit,481,2157,2638,0.18233510235026534,M,2.0,Fail,0,201800183,481,2157,2638,0.18233510235026534,2.0,Fail,1,110
201800192,2018,19,2,LOS ANGELES,2018-04-10,Vernon,0,M,R,"Shall an ordinance be adopted to authorize the levy of a 6% utility users' tax on electricity, gas, telecommunications, video and water utility services for commercial/industrial customers, with exemptions for residential services, raising a total amount of $11.9 million for a duration of 10 years after the effective date?",5,Utility Tax,112,Revenues: Tax Creation/Incr./Contin.,31,16,47,0.6595744680851063,M,1.0,Pass,0,201800184,31,16,47,0.6595744680851063,1.0,Pass,1,110
201800193,2018,19,2,LOS ANGELES,2018-06-05,Burbank,0,M,T,"To maintain essential City services/infrastructure like police, fire, parks, libraries, streets and street lighting, shall the measure be adopted amending the City of Burbank Charter to continue the past practice of transferring not more than 7% of Burbank Water and Power’s gross annual sales of electricity, paid by retail electric rate payers, providing approximately $12.5 million annually to the City’s General Fund until ended by voters, with all money spent to benefit Burbank residents?",20,Charter Amendment,100,General Services,15969,3721,19690,0.8110208227526663,M,1.0,Pass,0,201800185,15969,3721,19690,0.8110208227526663,1.0,Pass,20,100
201800194,2018,19,2,LOS ANGELES,2018-06-05,Burbank,0,M,V,"To increase voter participation in City of Burbank elections, shall the measure be adopted amending City of Burbank Charter: 1.) changing City’s odd-numbered year general elections to November of even-numbered years coinciding with State/Federal elections and conforming to state law; 2.) eliminating City’s primary election; 3.) extending elected City official terms, one time, by one year and eight months to transition to even-numbered year elections; 4.) simplifying the election process in the Charter?",20,Charter Amendment,48,Governance: Elections,15808,3676,19484,0.8113323752822829,M,1.0,Pass,0,201800186,15808,3676,19484,0.8113323752822829,1.0,Pass,20,40
201800195,2018,19,2,LOS ANGELES,2018-06-05,Claremont,0,M,SC,"Shall the measure to impose an ad valorem tax on real property located in the City of Claremont at the maximum rate of $30.33 per $100,000 of assessed value, for a maximum term of 25 years, to annually raise an estimated $1.55 million through the sale of general obligation bonds with net proceeds of $23.5 million for construction of a new City police facility that will replace the existing 45-year old substandard police building, be adopted?",11,GO Bond,32,Safety: Police,5603,4109,9712,0.5769151565074135,T,2.0,FailT,0,201800187,5603,4109,9712,0.5769151565074135,2.0,FailT,10,30
201800196,2018,19,2,LOS ANGELES,2018-06-05,Glendale,0,M,P,"To improve and increase voter participation, shall the City Charter be amended to change the date of the general municipal election from April in odd numbered years to coincide with the statewide primary election in even numbered years beginning in March 2020 (or as determined by the state legislature) and remove reference to the board of education to reflect recent changes in the election process?",20,Charter Amendment,48,Governance: Elections,20005,4080,24085,0.8305999584803819,M,1.0,Pass,0,201800188,20005,4080,24085,0.8305999584803819,1.0,Pass,20,40
201800197,2018,19,2,LOS ANGELES,2018-06-05,Huntington Park,0,M,S,"To maintain and improve services such as 911 emergency services, public safety, senior services, community programs and prevent significant cuts to essential services, by funding general City services including hiring additional police personnel, maintaining anti-gang and graffiti efforts, youth and after-school parks and recreation services, expanding and improving City parks, fixing City streets and public infrastructure, shall the City sales tax be increased by one cent with annual financial audits, expenditure reports, and financial
oversight?",4,Sales Tax,100,General Services,2683,901,3584,0.7486049107142857,M,1.0,Pass,0,201800189,2683,901,3584,0.7486049107142857,1.0,Pass,1,100
201800198,2018,19,2,LOS ANGELES,2018-06-05,Inglewood,0,M,SE,Shall the Inglewood City Charter be amended to: (1) change the City’s General Municipal Election date for all elective offices to a Statewide Election date commencing in 2020; (2) extend the terms of office of all affected officials one-time and by one year to transition to the new election date; and (3) change the runoff election date to an established election date?,20,Charter Amendment,48,Governance: Elections,9452,3363,12815,0.7375731564572766,M,1.0,Pass,0,201800190,9452,3363,12815,0.7375731564572766,1.0,Pass,20,40
201800199,2018,19,2,LOS ANGELES,2018-06-05,Long Beach,0,M,M,"To maintain general City services like 9-1-1 emergency response, police/fire protection, street/pothole repairs, senior services, parks and libraries, shall the City of Long Beach amend its Charter to authorize annual fund transfers from the City’s water, sewer and gas utilities to the General Fund not to exceed 12% of utility gross revenues, generating approximately $25,500,000 annually for unrestricted general revenue purposes, requiring annual independent audits, until ended by voters?",5,Utility Tax,112,Revenues: Tax Creation/Incr./Contin.,35651,30659,66310,0.5376413813904388,M,1.0,Pass,0,201800191,35651,30659,66310,0.5376413813904388,1.0,Pass,1,110
201800200,2018,19,2,LOS ANGELES,2018-06-05,Monrovia,0,M,TT,"Shall an ordinance, placed on the ballot by the City Council, be adopted to increase the rate of the City’s existing transient occupancy tax, paid only by visitors to the City, from ten percent (10%) to twelve percent (12%) to raise an additional $400,000 per year in revenue to fund general City services such as public safety, parks and recreation, and senior services?",9,Transient Occupancy Tax,100,General Services,4356,2262,6618,0.658204895738894,M,1.0,Pass,0,201800192,4356,2262,6618,0.658204895738894,1.0,Pass,1,100
201800201,2018,19,2,LOS ANGELES,2018-06-05,Pasadena,0,M,AA,"Shall the Pasadena City Charter be amended consistent with state law to: 1) change the City’s primary and general election dates to coincide with statewide primary and general election dates, beginning with the November 2018 general election; 2) extend the current terms for the Mayor and Councilmembers by 19 months on a one-time basis in order to transition to the statewide election cycle; and 3) move the Mayor’s thematic budget message to February?",20,Charter Amendment,48,Governance: Elections,21470,4394,25864,0.8301113516857408,M,1.0,Pass,0,201800193,21470,4394,25864,0.8301113516857408,1.0,Pass,20,40
201800202,2018,19,2,LOS ANGELES,2018-06-05,Pasadena,0,M,BB,"Shall the Pasadena City Charter be amended consistent with state law to: 1) change the Pasadena Unified School District's election dates to coincide with statewide general election dates, utilizing the plurality voting format, beginning with the November 2020 general election; 2) extend the current terms of Board Members by 19 months on a onetime basis in order to transition to the statewide election cycle; and 3) change the timing of the Board President's annual address to May?",20,Charter Amendment,48,Governance: Elections,34549,6064,40613,0.8506882032846625,M,1.0,Pass,0,201800194,34549,6064,40613,0.8506882032846625,1.0,Pass,20,40
201800203,2018,19,2,LOS ANGELES,2018-06-05,Pasadena,0,M,CC,"Shall an ordinance be adopted to allow a limited number of commercial cannabis businesses to operate in Pasadena, subject to business, health and land use regulations, and to repeal the City of Pasadena’s current ban on commercial cannabis businesses, provided that: (1) the ordinance shall not take effect unless voters approve a Cannabis Business Tax, and (2) the City Council retains authority to amend existing ordinances and adopt future ordinances regarding commercial cannabis business activities?",70,Ordinance,20,Land Use,16099,10370,26469,0.6082209377007065,M,1.0,Pass,0,201800195,16099,10370,26469,0.6082209377007065,1.0,Pass,70,20
201800204,2018,19,2,LOS ANGELES,2018-06-05,Pasadena,0,M,DD,"Shall the City tax cannabis (marijuana) businesses at annual rates not to exceed $10.00 per canopy square foot for cultivation (adjustable for inflation), 6% of gross receipts for retail cannabis businesses, and 4% for all other cannabis businesses, to fund unrestricted general revenue purposes such as police, fire, roads and recreation; which is expected to generate an estimated $1.4 to $2.1 million annually and will be levied until repealed by the voters or City Council?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,19699,6237,25936,0.7595234423195558,M,1.0,Pass,0,201800196,19699,6237,25936,0.7595234423195558,1.0,Pass,1,110
201800205,2018,19,2,LOS ANGELES,2018-06-05,Rolling Hills Estates,0,M,A,"Shall an ordinance to simplify the City of Rolling Hills Estates’ existing business license ordinance be adopted, eliminating outdated classifications and updating business license tax rates to either flat rate, or 0.05% - 0.4% of gross receipts (depending on business type) generating approximately $200,000 annually, dedicated to local, unrestricted general revenue purposes, including sheriff’s patrols; 911 response; park/street maintenance; requiring local control of all funds and annual independent audits, until ended by voters?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,1776,455,2231,0.796055580457194,M,1.0,Pass,0,201800197,1776,455,2231,0.796055580457194,1.0,Pass,1,110
201800206,2018,19,2,LOS ANGELES,2018-06-05,Temple,0,M,VP,"To comply with State law intended to increase voting participation in local elections and save money on election costs, shall the Temple City Charter be amended to change the date for Temple City municipal elections from the first Tuesday after the first Monday of March in odd numbered years to the first Tuesday after the first Monday of March in even numbered years (which does not otherwise grant the City new powers)?",20,Charter Amendment,48,Governance: Elections,3285,985,4270,0.7693208430913349,M,1.0,Pass,0,201800198,3285,985,4270,0.7693208430913349,1.0,Pass,20,40
201800207,2018,19,2,LOS ANGELES,2018-11-06,Burbank,0,M,P,"To maintain City of Burbank’s fire, police, 9-1-1 response; keep fire stations open; maintain the number of police/firefighters; repair streets/potholes; ease traffic; earthquake retrofit city buildings/bridges; maintain senior/after-school programs; address homelessness, other services and aging infrastructure; Shall the measure be adopted approving an ordinance establishing a 3/4¢ sales tax providing approximately $20,000,000 annually until ended by voters; requiring audits, citizens’ oversight, all funds used in Burbank?",2,Business Tax,100,General Services,24567,15190,39757,0.6179289181779309,M,1.0,Pass,0,201800199,24567,15190,39757,0.6179289181779309,1.0,Pass,1,100
201800208,2018,19,2,LOS ANGELES,2018-11-06,Carson,0,M,CA,"Shall the measure, to adopt a CITY CHARTER to provide the People of Carson with greater local control, through provisions such as: limiting council authority to levy taxes, prohibiting favoritism and nepotism, banning marijuana dispensaries, regulations for redevelopment of contaminated sites, promoting economic development, regulating impacts of truck intensive business, prohibiting conflicts of interest or financial interests in City contracts, modifying methodology of compensation for council, imposing term limits on city council members, be adopted?",70,Ordinance,40,Governance,15390,11759,27149,0.5668717079818778,M,1.0,Pass,0,201800200,15390,11759,27149,0.5668717079818778,1.0,Pass,70,40
201800209,2018,19,2,LOS ANGELES,2018-11-06,Covina,0,M,CC,"To maintain current service levels including 911 emergency response, public safety, fire protection, paramedics, community policing, school safety officers, fix potholes/streets, community after school/senior/recreation programs, library services, homeless and other general City services, shall an ordinance be adopted increasing Covina’s sales tax by three-quarters of a percent generating approximately $5,100,000 annually until ended by voters, requiring audits, public disclosure, funds used only in Covina?",4,Sales Tax,100,General Services,8247,5745,13992,0.5894082332761578,M,1.0,Pass,0,201800201,8247,5745,13992,0.5894082332761578,1.0,Pass,1,100
201800210,2018,19,2,LOS ANGELES,2018-11-06,Cudahy,0,M,CS,"To provide dedicated funding for public safety services (including police services, code and parking enforcement), shall the City establish a parcel tax subject to citizen oversight that expires in 10 years on land parcels at a rate of $343/year per parcel for single family residential parcels; $556/year per dwelling unit for multifamily parcels; and between $3,500 to $112,000/year per parcel for other parcels to raise approximately $5,000,000 per year?",3,Property Tax,30,Safety,1295,1914,3209,0.40355250856964786,T,2.0,FailT,0,201800202,1295,1914,3209,0.40355250856964786,2.0,FailT,1,30
201800211,2018,19,2,LOS ANGELES,2018-11-06,Cudahy,0,M,R,"To maintain and improve City services such as senior and youth services and programs and prevent significant cuts to essential services, including graffiti removal efforts, expanding and improving City park facilities, fixing City streets and public infrastructure, shall the City establish a three-quarter percent transactions and use (sales) tax to raise approximately $750,000 annually, with annual financial audits, expenditure reports, and financial oversight, which will expire in 10 years?",4,Sales Tax,100,General Services,1947,1281,3228,0.6031598513011153,M,1.0,Pass,0,201800203,1947,1281,3228,0.6031598513011153,1.0,Pass,1,100
201800212,2018,19,2,LOS ANGELES,2018-11-06,Cudahy,0,M,U,"To fund city services, including public safety and emergency services; park and street maintenance; and recreational programs; shall the City increase the license tax on casino licenses and other gambling operations to 15% percent of total monthly gross gaming revenues with a required minimum license fee of $10,000 per month to raise a minimum of $120,000 per year or more depending on the level of gross gaming revenues?",2,Business Tax,100,General Services,2527,671,3198,0.7901813633520951,M,1.0,Pass,0,201800204,2527,671,3198,0.7901813633520951,1.0,Pass,1,100
201800213,2018,19,2,LOS ANGELES,2018-11-06,Culver,0,M,C,"Shall the measure to maintain 911 emergency response times by retaining firefighters, police officers, paramedics; fully staff neighborhood fire stations; fix potholes/streets; maintain senior services, after school programs, parks and other general fund City services, by increasing Culver City’s sales tax one-quarter cent until ended by voters with no rate increase, generating approximately $4,900,000 annually requiring independent annual audits, and all funds used locally be adopted?",4,Sales Tax,100,General Services,12846,5315,18161,0.7073399041902979,M,1.0,Pass,0,201800205,12846,5315,18161,0.7073399041902979,1.0,Pass,1,100
201800214,2018,19,2,LOS ANGELES,2018-11-06,Culver,0,M,D,"Shall the measure amending Sections 606 and 1500 of the Culver City Charter to change the date of the City’s General Municipal Election for City Council Members from April of even-numbered years to the date of the statewide general election, currently held in November of even-numbered years, effective in 2020, in accordance with the California Voter Participation Rights Act, be adopted?",20,Charter Amendment,48,Governance: Elections,14192,2874,17066,0.8315949841790695,M,1.0,Pass,0,201800206,14192,2874,17066,0.8315949841790695,1.0,Pass,20,40
201800215,2018,19,2,LOS ANGELES,2018-11-06,Diamond Bar,0,M,Q,"Shall the Ordinance to increase the Transient Occupancy Tax paid solely by hotel guests from its current rate of 10 percent to 14 percent providing approximately $450,000 annually, with no expiration date to be used for neighborhood sheriff protection, traffic safety improvements, local parks, trails, senior and youth recreation programs and other city services be adopted?",9,Transient Occupancy Tax,100,General Services,10817,5780,16597,0.6517442911369524,M,1.0,Pass,0,201800207,10817,5780,16597,0.6517442911369524,1.0,Pass,1,100
201800216,2018,19,2,LOS ANGELES,2018-11-06,Duarte,0,M,F,Shall the City of Duarte’s Fireworks Ordinance (set forth in Chapter 15.05 of the Duarte Municipal Code) be amended to prohibit the sale and discharge of all fireworks everywhere in the City at all times unless the fireworks are part of a public display permitted pursuant to Section 15.05.090 of the Duarte Municipal Code?,70,Ordinance,30,Safety,3570,3381,6951,0.513595166163142,M,1.0,Pass,0,201800208,3570,3381,6951,0.513595166163142,1.0,Pass,70,30
201800217,2018,19,2,LOS ANGELES,2018-11-06,Glendale,0,M,S,"Shall the measure to expand funding to protect essential services such as fire, paramedics, police, parks, recreation, senior, library, arts and culture, and affordable housing programs and services, and to improve streets and sidewalks, by enacting a three-quarter percent transaction and use (sales) tax that will generate approximately $30,000,000 annually, until ended by voters, with annual audits and all funds staying local, be adopted?",4,Sales Tax,100,General Services,28363,23526,51889,0.5466091079034092,M,1.0,Pass,0,201800209,28363,23526,51889,0.5466091079034092,1.0,Pass,1,100
201800218,2018,19,2,LOS ANGELES,2018-11-06,La Puente,0,M,LP,"To keep neighborhoods safe; improve 9-1-1 emergency response services; increase sheriff’s deputies’ patrols; expand after-school tutoring, mentoring, gang, and drug prevention programs; economic development; job training; senior services; water conservation; create jobs; fix potholes, local streets; increase graffiti/trash removal; provide other general fund services; shall the City of La Puente sales tax be increased by a half-cent (0.50%), generating about $1.5 million dollars annually, until ended by voters, requiring citizens oversight, all funds spent in La Puente?",4,Sales Tax,100,General Services,5962,2040,8002,0.7450637340664834,M,1.0,Pass,0,201800210,5962,2040,8002,0.7450637340664834,1.0,Pass,1,100
201800219,2018,19,2,LOS ANGELES,2018-11-06,Lawndale,0,M,L,"Shall the measure, the city of Lawndale vital city services measure, establishing a three-quarter cent sales tax, generating about $2,100,000 annually until ended by voters, be adopted to maintain vital city services, including: 9-1-1 response times, fighting gangs/drugs, ensuring safe drinking water, programs that attract businesses and create jobs, emergency communications systems, neighborhood police patrols/the number of sheriff deputies, addressing homelessness, requiring annual audits, citizen oversight, with all funds to be used locally?",4,Sales Tax,100,General Services,4408,2462,6870,0.6416302765647743,M,1.0,Pass,0,201800211,4408,2462,6870,0.6416302765647743,1.0,Pass,1,100
201800220,2018,19,2,LOS ANGELES,2018-11-06,Long Beach,0,M,AAA,"Shall the City Charter be amended to authorize the City Auditor to conduct performance audits, defined as financial, compliance, efficiency, economy, operational, or program audits or studies, of any City department, board or commission?",20,Charter Amendment,40,Governance,92517,37752,130269,0.7101996637726551,M,1.0,Pass,0,201800212,92517,37752,130269,0.7101996637726551,1.0,Pass,20,40
201800221,2018,19,2,LOS ANGELES,2018-11-06,Long Beach,0,M,BBB,Shall the City Charter be amended to limit the Mayor and City Councilmembers to serving three terms and to prohibit individuals who have already served three terms from being elected as write-in candidates?,20,Charter Amendment,45,Governance: Political Reform/Term Limits,75833,57627,133460,0.5682077026824517,M,1.0,Pass,0,201800213,75833,57627,133460,0.5682077026824517,1.0,Pass,20,40
201800222,2018,19,2,LOS ANGELES,2018-11-06,Long Beach,0,M,CCC,"Shall the City Charter be amended to create an ethics commission of Long Beach residents for the purpose of monitoring, administering and implementing governmental ethics in the City of Long Beach?",20,Charter Amendment,40,Governance,81462,50381,131843,0.6178712559635324,M,1.0,Pass,0,201800214,81462,50381,131843,0.6178712559635324,1.0,Pass,20,40
201800223,2018,19,2,LOS ANGELES,2018-11-06,Long Beach,0,M,DDD,Shall the City Charter be amended to create an independent citizens commission of Long Beach residents to determine the boundaries of City Council districts every ten years after the national census?,20,Charter Amendment,43,Governance: Organization,75851,51925,127776,0.5936247808665164,M,1.0,Pass,0,201800215,75851,51925,127776,0.5936247808665164,1.0,Pass,20,40
201800224,2018,19,2,LOS ANGELES,2018-11-06,Long Beach,0,M,WW,"Shall an ordinance be adopted to require Long Beach hotels containing more than 50 rooms to provide personal emergency contact devices for hotel workers, adopt restrictions on the square footage of hotel areas which may be cleaned and establish penalties for failure to comply with the restrictions?",70,Ordinance,38,Safety: Civil Fines/Criminal Penalties,84411,46480,130891,0.6448953709575143,M,1.0,Pass,0,201800216,84411,46480,130891,0.6448953709575143,1.0,Pass,70,30
201800225,2018,19,2,LOS ANGELES,2018-11-06,Los Angeles,0,M,B,Shall the City Charter be amended to allow the City to establish a municipal financial institution or bank?,20,Charter Amendment,74,Facilities: Public Works,430488,544498,974986,0.441532493799911,M,2.0,Fail,0,201800217,430488,544498,974986,0.441532493799911,2.0,Fail,20,70
201800226,2018,19,2,LOS ANGELES,2018-11-06,Los Angeles,0,M,E,"Shall the City Charter be amended to realign the City’s primary election date with the State’s primary election held in March of even-numbered years, and make other related and technical changes to City election procedures?",20,Charter Amendment,48,Governance: Elections,703563,271911,975474,0.721252437276647,M,1.0,Pass,0,201800218,703563,271911,975474,0.721252437276647,1.0,Pass,20,40
201800227,2018,19,2,LOS ANGELES,2018-11-06,Malibu,0,M,G,"Shall the ordinance be adopted to (1) allow and regulate cannabis (marijuana) businesses; (2) permit existing medical marijuana dispensaries to sell and deliver recreational (adult use) cannabis; and (3) impose a new general tax of 2.5% of gross receipts from sales of non-medical cannabis, the revenues from which may be used for general city purposes, until repealed by voters, which tax is estimated to raise approximately $75,000-$150,000 annually?",2,Business Tax,100,General Services,3616,1543,5159,0.7009110292692382,M,1.0,Pass,0,201800219,3616,1543,5159,0.7009110292692382,1.0,Pass,1,100
201800228,2018,19,2,LOS ANGELES,2018-11-06,Maywood,0,M,CT,"To fund general municipal expenses such as police, fire, roads, and recreation, shall the City tax cannabis (marijuana) businesses at an annual rate not to exceed 10% of gross receipts for all commercial cannabis activities conducted in the City which is expected to generate an estimated $1.2 million to $1.6 million annually and will be levied until repealed by the voters or the City Council?",2,Business Tax,100,General Services,3103,1314,4417,0.7025130178854426,M,1.0,Pass,0,201800220,3103,1314,4417,0.7025130178854426,1.0,Pass,1,100
201800229,2018,19,2,LOS ANGELES,2018-11-06,Pasadena,0,M,J,"(ADVISORY) If Pasadena voters approve a local sales tax measure, should the City use 2/3rds of the measure’s annual revenue to maintain essential City of Pasadena services such as fire, police, paramedics, emergency service/response times; keep fire stations open; improve neighborhood and school safety; repair streets/sidewalks; address homelessness; maintain after-school programs/senior services; with the remaining 1/3rd of the measure’s revenue going to support Pasadena public schools?",30,Advisory,100,General Services,36179,14036,50215,0.7204819277108434,M,1.0,Pass,0,201800221,36179,14036,50215,0.7204819277108434,1.0,Pass,30,100
201800230,2018,19,2,LOS ANGELES,2018-11-06,Pasadena,0,M,I,"Shall an ordinance be adopted to maintain essential City of Pasadena services such as fire, police, paramedics, emergency service/response times; keep fire stations open; improve neighborhood and school safety; repair streets/sidewalks; address homelessness; maintain after-school programs/senior services, and other general fund services, by establishing a ¾¢ sales tax providing approximately $21,000,000 annually until ended by voters; requiring audits and all funds locally controlled?",4,Sales Tax,100,General Services,35015,15924,50939,0.6873908007616953,M,1.0,Pass,0,201800222,35015,15924,50939,0.6873908007616953,1.0,Pass,1,100
201800231,2018,19,2,LOS ANGELES,2018-11-06,Pomona,0,M,PC,"To fund City services such as public safety activities and enforcement, crime prevention and other general services, shall the City tax cannabis (marijuana) businesses at annual rates up to $10.00 per canopy square foot for cultivation, and up to 6% of gross receipts for all other cannabis businesses; which is expected to generate an estimated $400,000 to $500,000 annually, until repealed by the voters?",2,Business Tax,30,Safety,21194,8570,29764,0.7120682703937643,M,1.0,Pass,0,201800223,21194,8570,29764,0.7120682703937643,1.0,Pass,1,30
201800232,2018,19,2,LOS ANGELES,2018-11-06,Pomona,0,M,PG,"To maintain/prevent reductions to City services including 911 emergency response times, police/fire protection, drug/gang-prevention, youth/after-school/park programs, address homelessness; fix streets/potholes, maintain library services, provide senior, business development and other general services for the City of Pomona, shall the measure establishing a ¾¢ sales tax providing approximately $12,000,000 annually, ending after a period of 10 years be adopted, requiring public disclosure, oversight, all funds for Pomona?",4,Sales Tax,100,General Services,19786,9966,29752,0.6650309222909384,M,1.0,Pass,0,201800224,19786,9966,29752,0.6650309222909384,1.0,Pass,1,100
201800233,2018,19,2,LOS ANGELES,2018-11-06,San Fernando,0,M,A,"Shall the City extend the half percent (1/2%) transactions and use tax to continue to preserve funding for essential city services such as SFPD, LAFD and SFPW; street repairs, park beautification, and other public works infrastructure projects; cultural and recreational programs; economic development; staffing recruitment, retention and wages; restoration of the City’s emergency “rainy day” fund; and other unrestricted general revenue purposes until voters decide to end it?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,3551,1576,5127,0.6926077628242637,M,1.0,Pass,0,201800225,3551,1576,5127,0.6926077628242637,1.0,Pass,1,110
201800234,2018,19,2,LOS ANGELES,2018-11-06,Santa Fe Springs,0,M,Y,"To maintain quality neighborhoods and effective 911 emergency response services by retaining firefighters, police officers, and paramedics; fixing potholes/streets; maintaining senior services, parks, library services, after school programs, community events, and graffiti removal shall a one cent transactions and use tax available for general municipal revenue purposes be collected in the City of Santa Fe Springs generating approximately $12.8 million annually, until ended by voters, requiring annual audits, with all funds controlled locally?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,3962,1285,5247,0.7550981513245664,M,1.0,Pass,0,201800226,3962,1285,5247,0.7550981513245664,1.0,Pass,1,110
201800235,2018,19,2,LOS ANGELES,2018-11-06,Santa Monica,0,M,RR,"Shall the City Charter be amended to change the eligibility requirement for service on the City’s Library Board, Personnel Board, and Airport Commission from that of “qualified elector” of the City to “resident” of the City and to ensure compliance with applicable laws related to compensation and reimbursement?",20,Charter Amendment,40,Governance,29180,8134,37314,0.7820121134158761,M,1.0,Pass,0,201800227,29180,8134,37314,0.7820121134158761,1.0,Pass,20,40
201800236,2018,19,2,LOS ANGELES,2018-11-06,Santa Monica,0,M,SM,"Shall City Charter Section 615 be amended to require, for a period of ten years, the votes of five Council members to amend (a) the Land Use and Circulation Element or (b) Downtown Community Plan, where that amendment would increase the maximum height limit or floor area ratio in any land use designation, with exceptions for 100% Affordable Housing Projects and property owned by Santa Monica-Malibu Unified School District?",20,Charter Amendment,20,Land Use,26476,10908,37384,0.7082174192167773,M,1.0,Pass,0,201800228,26476,10908,37384,0.7082174192167773,1.0,Pass,20,20
201800237,2018,19,2,LOS ANGELES,2018-11-06,Santa Monica,0,M,TL,"Shall the Santa Monica City Charter be amended to prohibit any person from serving as a member of the City Council for more than three terms, whether consecutive or not, where a term includes any full term of four years as well as any partial term of more than two years?",20,Charter Amendment,45,Governance: Political Reform/Term Limits,29237,10193,39430,0.7414912503170175,M,1.0,Pass,0,201800229,29237,10193,39430,0.7414912503170175,1.0,Pass,20,40
201800238,2018,19,2,LOS ANGELES,2018-11-06,South Pasadena,0,M,N,"Shall an Ordinance be adopted repealing the City of South Pasadena’s Utility Users Tax in its entirety, thereby eliminating $3.4 million of locally controlled revenue from the City’s general fund budget which is used to fund police and fire services, street improvement and maintenance programs, library services and park and recreation programs for youth and seniors?",5,Utility Tax,111,Revenues: Tax Repeal/Reduction/Limit,2313,9148,11461,0.20181485036209754,M,2.0,Fail,0,201800230,2313,9148,11461,0.20181485036209754,2.0,Fail,1,110
201800239,2018,19,2,LOS ANGELES,2018-11-06,West Covina,0,M,T,Shall the office of City Treasurer be appointed by the City Manager?,70,Ordinance,43,Governance: Organization,7295,19036,26331,0.2770498651779272,M,2.0,Fail,0,201800231,7295,19036,26331,0.2770498651779272,2.0,Fail,70,40
201800240,2018,19,2,LOS ANGELES,2018-11-06,West Covina,0,M,V,Shall the office of City Clerk be appointed by the City Manager?,70,Ordinance,43,Governance: Organization,8540,17645,26185,0.32614092037426007,M,2.0,Fail,0,201800232,8540,17645,26185,0.32614092037426007,2.0,Fail,70,40
201800241,2018,20,2,MADERA,2018-11-06,Chowchilla,0,M,N,"To prevent the loss of Chowchilla’s local police department, maintain/protect local police/fire services, including 911 police, fire, emergency medical response times; Drug/gang enforcement/prevention services; violent/property crime prevention; combatting methamphetamine; maintaining drug use prevention programs; and other local fire/medical response services, shall a measure establishing a one-cent sales tax for 8 years be adopted, providing $1,300,000 annually, including citizens oversight, annual audits, all funds used locally in Chowchilla?",4,Sales Tax,30,Safety,2121,773,2894,0.7328956461644782,T,1.0,PassF,0,201800233,2121,773,2894,0.7328956461644782,1.0,PassF,1,30
201800242,2018,21,2,MARIN,2018-06-05,Corte Madera,0,M,F,"Shall Corte Madera (1) eliminate the special drainage property tax ($98 per residential unit or per 1,000 commercial square feet) AND (2) extend the existing 1/2¢ sales tax at a 3/4¢ rate until ended by voters, providing $3,500,000 annually for unrestricted general revenue purposes (for example, flood/sea level rise/disaster preparedness, fire prevention, street repair, improved traffic flow, safety improvements, 911 response, and senior/youth programs) subject to annual audits and a citizens’ oversight committee?",3,Property Tax,112,Revenues: Tax Creation/Incr./Contin.,2485,743,3228,0.7698265179677819,M,1.0,Pass,0,201800234,2485,743,3228,0.7698265179677819,1.0,Pass,1,110
201800243,2018,21,2,MARIN,2018-06-05,San Rafael,0,M,G,"To maintain/enhance City of San Rafael services, with funding that cannot be taken by Sacramento, including: enhancing police and fire services, repairing potholes/maintaining streets, enhancing community centers, and administering a cannabis oversight program; shall the City of San Rafael’s ordinance levying, until repealed, a tax of up to 8% on cannabis (marijuana) businesses’ gross receipts in the city, eventually ramping up to approximately $1,000,000 in new funding annually, requiring independent citizen oversight and financial audits be adopted?",2,Business Tax,100,General Services,12772,2539,15311,0.8341715106785971,T,1.0,PassT,0,201800235,12772,2539,15311,0.8341715106785971,1.0,PassT,1,100
