MeasID_First,MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,RECTYPE,RECTYPENAME,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,typerec,topicrec
201500057,201500057,2015,26,2,MONO,2015-10-06,Mammoth Lakes,0,I,Z,(INITIATIVE) Shall the ordinance to require voter approval to alter transient rental zoning in certain residential neighborhoods be adopted?,40,Initiative,26,Land Use: Voter Approval,910,411,1321,0.6888720666161998,M,1,Pass,0,201500055,910,411,1321,0.6888720666161998,1,Pass,40,20
201500058,201500058,2015,19,2,LOS ANGELES,2015-11-03,Calabasas,0,M,O,"Shall Ordinance No. 2015-325 be adopted to remove the expiration date of November 8, 2030 in Ordinance No. 2005-225, and thereby make permanent the requirement to protect and preserve the existing areas of open space in Calabasas unless in a future election 2/3 of the voters choose to redesignate the open space for another purpose?",70,Ordinance,26,Land Use: Voter Approval,3506,436,3942,0.8893962455606291,M,1,Pass,0,201500056,3506,436,3942,0.8893962455606291,1,Pass,70,20
201500059,201500059,2015,50,2,STANISLAUS,2015-11-03,Ceres,0,M,D,"Should the city institute “by-district” elections whereby four (4) council members would have to live in the district they represent, and be elected only by the voters living in that district, with a Mayor elected “at-large” by all of the voters in the city?",70,Ordinance,43,Governance: Organization,1846,867,2713,0.6804275709546628,M,1,Pass,0,201500057,1846,867,2713,0.6804275709546628,1,Pass,70,40
201500060,201500060,2015,50,2,STANISLAUS,2015-11-03,Ceres,0,M,E,"Shall an ordinance be adopted amending the City’s Municipal Code to increase the City’s existing Transient Occupancy Tax, which is charged to occupants of hotels and motels, from five percent (5%) to ten percent (10%) at the rent charged by the hotel or motel?",9,Transient Occupancy Tax,112,Revenues: Tax Creation/Incr./Contin.,1571,1146,2717,0.5782112624217888,M,1,Pass,0,201500058,1571,1146,2717,0.5782112624217888,1,Pass,1,110
201500061,201500061,2015,19,2,LOS ANGELES,2015-11-03,Claremont,0,M,PS,"Shall the Claremont City Council adopt the ordinance levying a new special parcel tax of $286.00 per parcel per year commencing on July 1, 2016 and ending on June 30, 2056, for the purpose of funding the site acquisition, design, construction and furnishing of a new public safety facility?",3,Property Tax,30,Safety,4134,1372,5506,0.7508172902288412,T,1,PassT,0,201500059,4134,1372,5506,0.7508172902288412,1,PassT,1,30
201500062,201500062,2015,15,2,KERN,2015-11-03,Delano,0,M,A,"To maintain the City of Delano's current level of essential general services, including, but not limited to, police and fire services, street improvements, parks and recreations, and other General Fund services, shall the City of Delano continue collecting its existing voter-approved one percent (1%) sales tax for an additional ten (10) years, with all proceeds to be used for essential City general services, with no increase in tax rate?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,861,1103,1964,0.43839103869653767,M,2,Fail,0,201500060,861,1103,1964,0.43839103869653767,2,Fail,1,110
201500063,201500063,2015,47,2,SISKIYOU,2015-11-03,Dunsmuir,0,M,P,"Shall the City of Dunsmuir impose a Transactions and Use Tax of one-half of one percent (0.50%) of the gross receipts of any sale or use pursuant to Revenue and Taxation Code Section 7285.9 to fund general operations of the City of Dunsmuir including supporting the Dunsmuir Library, Dunsmuir Recreation and Parks District activities including the Community Center, and other eligible projects and/or services within the City of Dunsmuir?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,206,131,337,0.6112759643916914,M,1,Pass,0,201500061,206,131,337,0.6112759643916914,1,Pass,1,110
201500064,201500064,2015,12,2,HUMBOLDT,2015-11-03,Ferndale,0,M,C,"Shall the Transit Occupancy Tax, TOT, charged to persons who stay at a hotel within the Ferndale City limits be increased by 2% from the present 8% rate to 10%?",9,Transient Occupancy Tax,112,Revenues: Tax Creation/Incr./Contin.,254,81,335,0.7582089552238805,M,1,Pass,0,201500062,254,81,335,0.7582089552238805,1,Pass,1,110
201500065,201500065,2015,27,2,MONTEREY,2015-11-03,Greenfield,0,M,V,"To preserve the health, safety and welfare of Greenfield, and maintain/protect general City services, including 9-1-1 emergency response; building protection; neighborhood police patrols; gang/sex offender enforcement; animal control; street maintenance/pothole repair; park maintenance; and other essential services, shall the City of Greenfield continue a voter approved 1 cent transaction and use tax, subject to annual audits and public review?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,681,296,977,0.6970317297850563,M,1,Pass,0,201500063,681,296,977,0.6970317297850563,1,Pass,1,110
201500066,201500066,2015,27,2,MONTEREY,2015-11-03,Greenfield,0,M,W,"To enhance the health, safety and welfare of Greenfield, and provide greater general City services, such as strengthened public safety; increased youth recreation programs; re-establishment of code enforcement services; and other essential services, shall the City of Greenfield enact a voter approved 0.75 cent transaction and use tax, subject to annual audits and public review?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,588,383,971,0.6055612770339855,M,1,Pass,0,201500064,588,383,971,0.6055612770339855,1,Pass,1,110
201500067,201500067,2015,7,2,CONTRA COSTA,2015-11-03,Hercules,0,M,B,"To maintain Hercules' financial stability; enhance fiscal accountability; prevent cuts to police services/crime prevention programs, street/pothole repair, youth/senior programs, and other essential City services; and maintain the number of police officers patrolling neighborhood streets and the local Hercules Police Department, shall the City of Hercules continue its existing, voter-approved one-half cent sales tax, with citizens' oversight, audits, and funding that cannot be taken by Sacramento, and without increasing the current tax rate?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,2021,660,2681,0.7538232002983961,M,1,Pass,0,201500065,2021,660,2681,0.7538232002983961,1,Pass,1,110
201500068,201500068,2015,7,2,CONTRA COSTA,2015-11-03,Hercules,0,M,C,"To maintain Hercules' financial stability; enhance fiscal accountability; prevent cuts to police services/crime prevention programs, street/pothole repair, youth/senior programs, and other essential City services; and maintain the number of police officers patrolling neighborhood streets and the local Hercules Police Department, shall the City of Hercules continue its existing, voter-approved utility users' tax, with no tax increase, including low-income exemptions, independent citizens' oversight, annual audits, and funding that cannot be taken by Sacramento?",5,Utility Tax,112,Revenues: Tax Creation/Incr./Contin.,1929,742,2671,0.7222014226881318,M,1,Pass,0,201500066,1929,742,2671,0.7222014226881318,1,Pass,1,110
201500069,201500069,2015,19,2,LOS ANGELES,2015-11-03,Hermosa Beach,0,M,H,Shall an ordinance be adopted that would increase the Hermosa Beach transient occupancy tax (hotel bed tax) from 10 percent to 12 percent of room revenue?,9,Transient Occupancy Tax,112,Revenues: Tax Creation/Incr./Contin.,3027,537,3564,0.8493265993265994,M,1,Pass,0,201500067,3027,537,3564,0.8493265993265994,1,Pass,1,110
201500070,201500070,2015,43,2,SANTA CLARA,2015-11-03,Los Altos,0,M,A,"To replace the nearly 70-year old Hillview Community Center with a new facility to provide needed recreation and activity space and meeting rooms; to meet current handicapped and earthquake safety codes; to build community pool facilities; and to improve Hillview Park, open space and sports fields, shall the City of Los Altos issue $65,000,000 of bonds at the lowest available legal interest rates with all funds staying in Los Altos to benefit local residents, seniors and children?",11,GO Bond,73,Facilities: Museum/Cultural/Comm Ctrs,2724,6704,9428,0.28892660161221895,T,2,FailT,0,201500068,2724,6704,9428,0.28892660161221895,2,FailT,10,70
201500071,201500071,2015,19,2,LOS ANGELES,2015-11-03,Malibu,0,M,W,"Shall an ordinance be adopted approving the Civic Center-Northeast Specific Plan for property located at the northwest corner of Cross Creek and Civic Center Way that regulates development and limits uses to allow construction of a commercial shopping center up to 38,425 square feet, proposed to include a grocery store, retail and recreational/educational uses?",70,Ordinance,22,Land Use: Zoning,1479,1971,3450,0.42869565217391303,M,2,Fail,0,201500069,1479,1971,3450,0.42869565217391303,2,Fail,70,20
201500072,201500072,2015,50,2,STANISLAUS,2015-11-03,Modesto,0,A,H,"(ADVISORY) Do you want the City Council of the City of Modesto to extend sewer improvements to ten (10) specified residentially developed unincorporated areas, which may include undeveloped parcels, to which Measure M applies and for which an advisory vote has not yet been conducted? The areas that are the subject of this advisory measure are described in and depicted on a map included in the sample ballot / voter information pamphlet.",30,Advisory,102,General Services: Wastewater/Sewage,12769,9764,22533,0.5666799804730839,M,1,Pass,0,201500070,12769,9764,22533,0.5666799804730839,1,Pass,30,100
201500073,201500073,2015,50,2,STANISLAUS,2015-11-03,Modesto,0,I,I,"(INITIATIVE): Shall the City of Modesto 2008 Urban Area General Plan be amended to establish limit lines (boundaries) for nonresidential and medium and large lot residential development, outside of which areas new development subject to the limits would require voter approval?",40,Initiative,26,Land Use: Voter Approval,11311,11562,22873,0.494513181480348,M,2,Fail,0,201500071,11311,11562,22873,0.494513181480348,2,Fail,40,20
201500074,201500074,2015,50,2,STANISLAUS,2015-11-03,Modesto,0,M,G,"To implement the Safer Neighborhoods Initiative by restoring police patrols, crime prevention, gang suppression and youth development efforts; removing tagging; reducing nuisance properties; strengthening fire/emergency services; increasing neighborhood collaboration; and to maintain other general city services, shall the City of Modesto enact a ½ percent general sales tax that cannot be taken by the State, expires in 8 years, and requires audits, citizen oversight board reports, and all funds be spent in Modesto?",4,Sales Tax,34,Safety: Multiple Emergency Services,13078,10302,23380,0.5593669803250642,T,2,FailT,0,201500072,13078,10302,23380,0.5593669803250642,2,FailT,1,30
201500075,201500075,2015,21,2,MARIN,2015-11-03,Novato,0,M,C,"To continue funding, that cannot be taken by the State, for general city services including, but not limited to, protecting neighborhood police patrols, 9-1-1 emergency response, crime prevention/gang intervention services; fixing potholes, streets, parks; attracting/retaining qualified police officers; supporting the local economy/increasing jobs; and providing youth, senior, recreation programs, shall the City of Novato extend the existing voter approved sales tax, reducing the rate from ½ cent to ¼ cent, requiring oversight and audits?",4,Sales Tax,111,Revenues: Tax Repeal/Reduction/Limit,8121,2897,11018,0.7370666182610274,M,1,Pass,0,201500073,8121,2897,11018,0.7370666182610274,1,Pass,1,110
201500076,201500076,2015,21,2,MARIN,2015-11-03,Novato,0,M,D,Shall an ordinance be adopted to amend the San Anselmo General Plan to do the following: prohibit the use of Memorial Park as a flood detention basin; prevent any non-recreational uses that adversely affect or reduce Memorial Park’s current recreational amenities; and require voter approval before the park can be sold or transferred by the Town?,70,Ordinance,26,Land Use: Voter Approval,2425,1824,4249,0.5707225229465757,M,1,Pass,0,201500074,2425,1824,4249,0.5707225229465757,1,Pass,70,20
201500077,201500077,2015,21,2,MARIN,2015-11-03,San Anselmo,0,M,E,Shall an ordinance be adopted to amend the Town’s General Plan to affirm continued use of Memorial Park as primarily a recreational facility and to permit accessory use of Memorial Park for flood control by way of a detention basin only if a majority of voters approves a specific plan detailing development of the park for flood control following environmental review?,70,Ordinance,26,Land Use: Voter Approval,2414,1803,4217,0.5724448660184965,M,1,Pass,0,201500075,2414,1803,4217,0.5724448660184965,1,Pass,70,20
201500078,201500078,2015,41,2,SAN MATEO,2015-11-03,San Bruno,0,M,R,Shall the position of City Treasurer of the City of San Bruno be appointive?,70,Ordinance,43,Governance: Organization,2725,2652,5377,0.5067881718430352,M,1,Pass,0,201500076,2725,2652,5377,0.5067881718430352,1,Pass,70,40
201500079,201500079,2015,41,2,SAN MATEO,2015-11-03,San Bruno,0,M,U,Shall the position of City Clerk of the City of San Bruno be appointive?,70,Ordinance,43,Governance: Organization,2736,2628,5364,0.5100671140939598,M,1,Pass,0,201500077,2736,2628,5364,0.5100671140939598,1,Pass,70,40
201500080,201500080,2015,41,2,SAN MATEO,2015-11-03,San Carlos,0,M,V,"To permanently protect and preserve rare San Carlos open space from development, protect a local water source, prevent increased traffic congestion, and improve access to tranquil natural areas and parks, including walking trails, recreation, and restrooms/facilities, shall the City of San Carlos issue $45 million in bonds to acquire, create, and enhance Black Mountain Park located along Alameda de las Pulgas between Madera Avenue and Melendy Drive, with citizen oversight and funds restricted to these specific purposes only?",11,GO Bond,23,Land Use: Open Space,3834,5874,9708,0.39493201483312734,T,2,FailT,0,201500078,3834,5874,9708,0.39493201483312734,2,FailT,10,20
201500081,201500081,2015,19,2,LOS ANGELES,2015-11-03,San Marino,0,M,SA,"Shall an ordinance be adopted to continue a Special Public Safety Tax for Paramedic Services, Fire Protection and Prevention and Police Protection in the City of San Marino?",7,Miscellaneous Tax,34,Safety: Multiple Emergency Services,2195,776,2971,0.7388084819925951,T,1,PassT,0,201500079,2195,776,2971,0.7388084819925951,1,PassT,1,30
201500082,201500082,2015,19,2,LOS ANGELES,2015-11-03,San Marino,0,M,U,Shall an ordinance be adopted to update and extend for a period of ten years the Utility User Tax and reduce the maximum rate of the tax from 6% to 5%?,5,Utility Tax,111,Revenues: Tax Repeal/Reduction/Limit,2110,829,2939,0.7179312691391629,M,1,Pass,0,201500080,2110,829,2939,0.7179312691391629,1,Pass,1,110
201500083,201500083,2015,41,2,SAN MATEO,2015-11-03,San Mateo,0,M,S,"To continue locally controlled funding to maintain services and improve infrastructure, including: police patrols and gang prevention; street, sidewalk, and pothole repair; 9-1-1 response times and emergency medical services, fire prevention; senior, teen, and children's programs; parks, paths and playfields, library hours; and other city services; shall San Mateo extend the existing voter-approved quarter-cent sales tax for 30 years without increasing current tax rates with citizen oversight of how proceeds are spent?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,11037,4750,15787,0.6991195287261671,M,1,Pass,0,201500081,11037,4750,15787,0.6991195287261671,1,Pass,1,110
201500084,201500084,2015,21,2,MARIN,2015-11-03,Sausalito,0,M,F,"To bring Robin Sweeny Park, Southview Park, Dunphy Park and the MLK site to current health/safety standards; repair unsafe children’s playground equipment, upgrade safety lighting, pathways and play courts; add needed restrooms; restore wetlands/natural areas, shall the City of Sausalito enter into an agreement with the Sausalito Financing Authority and permit revenue from the MLK site to be used as revenue financing, with no increase in taxes?",12,Revenue Bond,78,Facilities: Parks & Recreation,1474,847,2321,0.6350710900473934,M,1,Pass,0,201500082,1474,847,2321,0.6350710900473934,1,Pass,10,70
201500085,201500085,2015,19,2,LOS ANGELES,2015-11-03,South Pasadena,0,M,L,"To keep the South Pasadena Public Library open every day and to help update its technology, shall an ordinance be adopted extending the Library Special Tax for 8 years; setting the rate for homeowners at $32-$64/year depending on residential square footage; for non-residential property owners at $32-$128/year based on lot size and for multi-family property owners at $16/unit; and adding an annual Los Angeles Consumer Price Index adjustment?",3,Property Tax,71,Facilities: Libraries,2933,653,3586,0.8179029559397658,T,1,PassT,0,201500083,2933,653,3586,0.8179029559397658,1,PassT,1,70
201500086,201500086,2015,41,2,SAN MATEO,2015-11-03,South San Francisco,0,M,W,"To maintain South San Francisco services, including maintaining neighborhood police patrols/9-1-1 response, programs for seniors/disabled residents, crime/gang suppression programs, repairing potholes/streets, maintaining youth/teen educational/recreational programs, providing a police operations center that meets earthquake safety codes, and other city services; shall South San Francisco levy a 1/2 cent sales tax for 30 years, with authority to incur debt to accelerate projects, annual audits, citizens' oversight, no funds for Sacramento and all funds for South San Francisco?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,4494,3007,7501,0.599120117317691,M,1,Pass,0,201500084,4494,3007,7501,0.599120117317691,1,Pass,1,110
201500087,201500087,2015,19,2,LOS ANGELES,2015-11-03,West Covina,0,M,C,"Shall Ordinance No. 2279 be approved to amend the city’s municipal code to eliminate illegal qualification requirements, require professional recruitment for the city manager, require that hiring and retention of the city manager be based on skills and experience, eliminate requirement that interim city manager be selected only from department heads, eliminate most restrictions on removal of the city manager, and provide that any appointment which violates state or local law is null and void?",70,Ordinance,42,Governance: Personnel/Labor Relations,4692,1713,6405,0.7325526932084309,M,1,Pass,0,201500085,4692,1713,6405,0.7325526932084309,1,Pass,70,40
201500088,201500088,2015,39,2,SAN JOAQUIN,2015-12-08,Tracy,0,I,K,(INITIATIVE) Shall an ordinance be adopted establishing a new Active Adult Residential Allotment Program in the City’s Municipal Code; exempting such program from the City’s Growth Management Ordinance; and allocating 600 Active Adult Residential Allotments to property located at the southeast corner of Corral Hollow and Valpico Roads?,40,Initiative,80,Housing,4535,1262,5797,0.7823011902708298,M,1,Pass,0,201500086,4535,1262,5797,0.7823011902708298,1,Pass,40,80
201500089,201500089,2015,19,3,LOS ANGELES,2015-03-10,San Marino Unified,0,M,E,"To continue a tradition of community support for the San Marino Unified School District’s students and educational programs and avoid a $4 million budget shortfall, support outstanding classroom teachers and a solid academic curriculum, maintain advanced placement and honors classes, arts and athletic programs, technology, and preserve smaller class sizes, shall the District continue to levy a $865 annual education parcel tax, as adjusted, for six (6) years that will offer an exemption to senior citizens?",3,Property Tax,10,Education,2131,687,2818,0.7562100780695529,T,1,PassT,0,201500087,2131,687,2818,0.7562100780695529,1,PassT,1,10
201500090,201500090,2015,36,3,SAN BERNARDINO,2015-04-14,Mountain View Elementary,0,M,W,"To provide for the acquisition, construction, installation, improvement, expansion and the equipping of school facilities, including the acquisition of land, for the benefit of the area and land included within School Facilities Improvement District No. 2 of the Mountain View School District, shall Mountain View School District issue $171 million in bonds of School Facilities Improvement District No. 2 of the Mountain View School District at legal rates, with independent oversight and annual audits?",11,GO Bond,10,Education,16,2,18,0.8888888888888888,T,1,PassT,0,201500088,16,2,18,0.8888888888888888,1,PassT,10,10
201500091,201500091,2015,43,3,SANTA CLARA,2015-05-05,Campbell Union Elementary,0,M,B,"To support quality education in local elementary and middle schools and provide stable local funding to maintain excellent core academic programs in reading, writing, math, and science, retain highly qualified teachers; and provide support for struggling students; shall Campbell Union Elementary School District authorize an annual $49 school parcel tax for 8 years with independent fiscal oversight, an exemption for seniors and qualified disabled citizens, no funds for administrators’ salaries and all funds benefitting our schools?",3,Property Tax,10,Education,7327,3475,10802,0.6783003147565265,T,1,PassT,0,201500089,7327,3475,10802,0.6783003147565265,1,PassT,1,10
201500092,201500092,2015,21,3,MARIN,2015-05-05,Nicasio Elementary,0,M,A,"To maintain small class sizes, provide competitive salaries, offer instructional programs that support diverse learners, and fund school operations essential to these goals, should Nicasio School District renew and extend its expiring parcel tax for ten years commencing July 1, 2015, increase the rate by $99 to a total of $573.46, and apply a 3% annual increase for each subsequent year, with an exemption for resident property owners age 65 and older?",3,Property Tax,10,Education,134,55,189,0.708994708994709,T,1,PassT,0,201500090,134,55,189,0.708994708994709,1,PassT,1,10
201500093,201500093,2015,43,3,SANTA CLARA,2015-05-05,Palo Alto Unified,0,M,A,"To preserve excellence in academic programs, including science, engineering, math, reading, writing, arts, and music with local funding that cannot be taken by the state; reduce class sizes; attract and retain qualified teachers; and advance health, well-being, and equitable opportunities for every student, shall the Palo Alto Unified School District renew its expiring parcel tax for six years, increase the rate by $120, and continue exemptions for seniors, annual two percent escalation adjustments, and independent oversight?",3,Property Tax,10,Education,13903,4073,17976,0.7734201157098354,T,1,PassT,0,201500091,13903,4073,17976,0.7734201157098354,1,PassT,1,10
201500094,201500094,2015,41,3,SAN MATEO,2015-05-05,San Carlos Elementary,0,M,P,"To support academic excellence and maintain high-quality educational programs, including math, reading and writing, and hands-on science instruction; attract and retain qualified and experienced teachers; and support art, music, libraries and a well-rounded education; shall San Carlos (Elementary) School District renew existing local school parcel taxes and increase them by $58 per year for six years, exempting senior citizens, with annual public reports and all funds spent to support local schools?",3,Property Tax,10,Education,4656,2163,6819,0.6827980642322922,T,1,PassT,0,201500092,4656,2163,6819,0.6827980642322922,1,PassT,1,10
201500095,201500095,2015,7,3,CONTRA COSTA,2015-05-05,San Ramon Valley Unified,0,M,A,"Without increasing the current tax rate, to support academic excellence, retain qualified and experienced teachers, and prepare students for 21st century college and careers with strong reading, writing, math and science education, shall San Ramon Valley Unified School District renew its expiring education tax at $144 per parcel for 9 years, with citizen oversight, annual audits, no funds for administrative salaries, an available exemption for persons 65 and older, and all funds spent to support local schools?",3,Property Tax,10,Education,19618,6548,26166,0.7497515860276694,T,1,PassT,0,201500093,19618,6548,26166,0.7497515860276694,1,PassT,1,10
201500096,201500096,2015,20,3,MADERA,2015-09-01,Golden Valley Unified,0,R,1,Shall Carla J Neal be recalled (removed) from the office of school board member?,50,Recall,13,Education: Recall,435,56,491,0.8859470468431772,M,1,Pass,0,201500094,435,56,491,0.8859470468431772,1,Pass,50,10
201500097,201500097,2015,20,3,MADERA,2015-09-01,Golden Valley Unified,0,R,2,Shall Kathleen Ctumpton be recalled (removed) from the office of school board member?,50,Recall,13,Education: Recall,452,90,542,0.8339483394833949,M,1,Pass,0,201500095,452,90,542,0.8339483394833949,1,Pass,50,10
201500098,201500098,2015,20,3,MADERA,2015-09-01,Golden Valley Unified,0,R,4,Shall John Moseley be recalled (removed) from the office of school board member?,50,Recall,13,Education: Recall,378,118,496,0.7620967741935484,M,1,Pass,0,201500096,378,118,496,0.7620967741935484,1,Pass,50,10
201500099,201500099,2015,19,3,LOS ANGELES,2015-11-03,Compton Unified,0,M,S,"To make schools modern, safe and inspiring; shall the Compton Unified School District issue $350,000,000 in bonds at legal rates to reconstruct local schools and facilities, including research libraries, modern classrooms and science labs, media and performing arts centers, technology centers and athletic complexes; improve safety, security, roofing, plumbing, heating, electrical, and other systems; with mandatory audits, independent citizen oversight, no money for administrator salaries, and all funds staying local?",11,GO Bond,10,Education,2762,2175,4937,0.5594490581324691,F,1,PassF,0,201500097,2762,2175,4937,0.5594490581324691,1,PassF,10,10
201500100,201500100,2015,49,3,SONOMA,2015-11-03,Cotati-Rohnert Park Unified,0,M,B,"To maintain quality education without increasing taxes and preserve local funding that cannot be taken by the State, shall Cotati-Rohnert Park Unified School District maintain reading, writing, math and science programs; attract and retain qualified teachers; keep school libraries open; and prepare students for college and careers, by renewing the expiring parcel tax at the current rate for eight years, with exemptions for senior citizens, independent citizen oversight, no money for administrators’ salaries and all funds staying local?",3,Property Tax,10,Education,5052,2349,7401,0.68261045804621,T,1,PassT,0,201500098,5052,2349,7401,0.68261045804621,1,PassT,1,10
201500101,201500101,2015,10,3,FRESNO,2015-11-03,Golden Plains Unified,0,R,1,Shall Maria Gomez be recalled (removed) from the office of school board member?,50,Recall,13,Education: Recall,388,118,506,0.766798418972332,M,1,Pass,0,201500099,388,118,506,0.766798418972332,1,Pass,50,10
201500102,201500102,2015,10,3,FRESNO,2015-11-03,Golden Plains Unified,0,R,2,Shall Luis Ramirez be recalled (removed) from the office of school board member?,50,Recall,13,Education: Recall,372,131,503,0.7395626242544732,M,1,Pass,0,201500100,372,131,503,0.7395626242544732,1,Pass,50,10
201500103,201500103,2015,10,3,FRESNO,2015-11-03,Golden Plains Unified,0,R,4,Shall Richard Gonzalez be recalled (removed) from the office of school board member?,50,Recall,13,Education: Recall,386,118,504,0.7658730158730159,M,1,Pass,0,201500101,386,118,504,0.7658730158730159,1,Pass,50,10
201500104,201500104,2015,13,3,IMPERIAL,2015-11-03,Herber Elementary,0,M,J,"Shall the Herber Elementary School District issue $6,000,000 of bonds at legal interest rates to construct a gymnasium for school and community use that meets health, safety, and handicapped accessibility requirements, classrooms to support the physical education curriculum and other educational needs, restrooms, changing rooms and storage areas with no money used for teacher or administrative salaries and with oversight from an independent citizens oversight committee?",11,GO Bond,10,Education,432,93,525,0.8228571428571428,T,1,PassT,0,201500102,432,93,525,0.8228571428571428,1,PassT,10,10
201500105,201500105,2015,19,3,LOS ANGELES,2015-11-03,Las Virgenes Unified,0,M,E,"To protect the quality of education in our local schools, fund core programs in math, science, reading, technology and the arts, attract/retain highly qualified teachers, counselors, and technology specialists, maintain smaller class sizes, enhance student achievement and prepare our students for success in college and careers, shall Las Virgenes Unified School District continue for twelve years the existing $98 annual school parcel tax without raising the current rate, with an exemption for seniors, and all money staying local?",3,Property Tax,10,Education,3095,959,4054,0.7634435125801677,T,1,PassT,1,201500103,3252,995,4247,0.7657169766894278,1,PassT,1,10
201500105,201500106,2015,56,3,VENTURA,2015-11-03,Las Virgenes Unified,0,M,E,"To protect the quality of education in our local schools, fund core programs in math, science, reading, technology and the arts, attract/retain highly qualified teachers, counselors, and technology specialists, maintain smaller class sizes, enhance student achievement and prepare our students for success in college and careers, shall Las Virgenes Unified School District continue for twelve years the existing $98 annual school parcel tax without raising the current rate, with an exemption for seniors, and all money staying local?",3,Property Tax,10,Education,157,36,193,0.8134715025906736,T,1,PassT,1,201500103,3252,995,4247,0.7657169766894278,1,PassT,1,10
201500107,201500107,2015,9,3,EL DORADO,2015-11-03,Placerville Union Elementary,0,M,B,"To keep classroom computers, technology and software up-todate, strengthen the computer network connecting classrooms to each other and the Internet, and provide instructional technology to all Placerville elementary and middle school students that will benefit them in high school and beyond, shall the Placerville Union School District issue $3,200,000 in bonds at interest rates within legal limits with all funds audited annually, monitored by an Independent Citizens' Oversight Committee, and no funds used for administrator salaries?",11,GO Bond,10,Education,1414,1121,2535,0.5577909270216963,F,1,PassF,0,201500104,1414,1121,2535,0.5577909270216963,1,PassF,10,10
201500108,201500108,2015,23,3,MENDOCINO,2015-11-03,Potter Valley Community Unified,0,M,T,"To modernize and improve Potter Valley schools, upgrade outdated electrical infrastructure, create classrooms with improved climate control and the capacity to use today's instructional technology, and make other basic repairs, shall the Potter Valley Community Unified School District be authorized to issue up to $3,100,000 in bonds at legal interest rates, with an Independent Citizens' Oversight Committee and annual audits to ensure funds are ONLY spent improving LOCAL classrooms and facilities, and NOT for administrator salaries or any other purpose?",11,GO Bond,10,Education,338,159,497,0.6800804828973843,F,1,PassF,0,201500105,338,159,497,0.6800804828973843,1,PassF,10,10
201500109,201500109,2015,41,3,SAN MATEO,2015-11-03,Redwood City Elementary,0,M,T,"To upgrade and repair neighborhood schools with funding that cannot be taken by the State, shall Redwood City Elementary School District: renovate aging classrooms and science labs for 21st century learning; fix or replace deteriorating roofs; update classroom and instructional technology; improve school fire and earthquake safety; and repair, construct, acquire, or equip classrooms, sites, and facilities; by issuing $193 million in bonds at legal rates with independent oversight, no money for administrators, and all funds staying local?",11,GO Bond,10,Education,8370,4817,13187,0.6347160081898839,F,1,PassF,0,201500106,8370,4817,13187,0.6347160081898839,1,PassF,10,10
201500110,201500110,2015,41,3,SAN MATEO,2015-11-03,San Mateo-Foster City Elementary,0,M,X,"To provide additional classrooms, relieve overcrowding and address increasing enrollment at San Mateo and Foster City schools, with funding that cannot be taken by the State, shall San Mateo - Foster City Elementary School District replace aging portable classrooms, update ad add new classrooms, provide modern classrooms, reduce class size, improve handicapped access, repair, construct, acquire equipment, classrooms, sites/facilities, by issuing $148,000,000 of bonds at legal rates, with citizen oversight, no money for administrators' salaries, and all funds benefiting San Mateo and Foster City schools?",11,GO Bond,10,Education,13177,9129,22306,0.5907379180489555,F,1,PassF,0,201500107,13177,9129,22306,0.5907379180489555,1,PassF,10,10
201500111,201500111,2015,21,3,MARIN,2015-11-03,San Rafael City Elementary,0,M,A,"To upgrade and repair schools with local funding that cannot be taken by the State, shall San Rafael City Elementary School District update, renovate/construct science, technology, engineering, math/core academic classrooms, replace aging electrical, plumbing/HVAC systems, make classrooms accessible for students with disabilities, repair, construct, acquire/equip classrooms, sites and facilities by issuing $108,225,000 of bonds at legal rates, with citizen oversight, no money for administrators’ salaries, benefits or pensions, and all funds used for San Rafael schools?",11,GO Bond,10,Education,5584,2722,8306,0.6722850951119672,F,1,PassF,0,201500108,5584,2722,8306,0.6722850951119672,1,PassF,10,10
201500112,201500112,2015,21,3,MARIN,2015-11-03,San Rafael City High,0,M,B,"To upgrade and repair schools with local funding that cannot be taken by the State, shall San Rafael City High School District update, renovate/construct science, technology, engineering, math/core academic classrooms, replace aging electrical, plumbing/HVAC systems, make classrooms accessible for students with disabilities, repair, construct, acquire/equip classrooms, sites and facilities by issuing $160,500,000 of bonds at legal rates, with citizen oversight, no money for administrators’ salaries, benefits or pensions, and all funds used for local high schools?",11,GO Bond,10,Education,9261,4327,13588,0.6815572564027083,F,1,PassF,0,201500109,9261,4327,13588,0.6815572564027083,1,PassF,10,10
