MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,Orig_TYPE,RECTYPE,RECTYPENAME,Orig_TOPIC,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,Passfail_sum,typerec,topicrec,OTH
201100056,2011,7,1,Contra Costa,2011-06-07,R-7A CSA,1,M,F,"Shall the appropriations limit under California Article XIII-B for County Service Area R-7A (Alamo Parks and Recreation) be increased to $1,650,000 and adjusted for changes in the cost-of-living and population, with the increase effective for the Fiscal Years 2010/2011 through 2013/2014 (inclusive) to provide for the expenditure of funds that will be available to the County Service Area during the stated fiscal years?",60,60,Gann Limit,110,110,Revenues,2153,499,2652,0.81184,M,1,Pass,0,201100053,2153,499,2652,0.81184,1,Pass,60,110,0
201100057,2011,30,2,Orange,2011-06-07,San Juan Capistrano,2,M,B,"Shall Resolution 10-11-02-02 approving a general plan amendment redesignating the 9.1 acre westerly portion of the Distrito La Novia site from ""Specific Plan"" to ""Planned Community"" and establishing land uses for the 153.8 acre Distrito La Novia-San Juan Meadows Planned Community located east of Valle Road at 7% general commercial, 3% high density residential, 44% open space recreation, 28% low density residential, and 18% natural open space, be approved?",70,70,Ordinance,22,22,Land Use: Zoning,3723,2946,6669,0.558255,M,1,Pass,0,201100054,3723,2946,6669,0.558255,1,Pass,70,20,0
201100058,2011,33,2,Riverside,2011-06-07,Menifee,2,M,C,"Shall the ordinance proposing adoption of a specific plan for commercial development of approximately 30 acres of undeveloped property located near the northwesterly portion of the interstate 215 interchange with Scott Road, be adopted?",70,70,Ordinance,22,22,Land Use: Zoning,8406,2592,10998,0.764321,M,1,Pass,0,201100055,8406,2592,10998,0.764321,1,Pass,70,20,0
201100059,2011,33,2,Riverside,2011-06-07,Wildomar,2,M,D,Shall Community Facilities District 2011-1 (Wildomar Parks) of the City of Wildomar be formed and authorized to levy a Special Tax at a maximum rate of $28 per benefit unit to provide park maintenance services?,3,3,Property Tax,105,105,General Services: Maintenance,2332,1828,4160,0.560577,T,2,FailT,0,201100056,2332,1828,4160,0.560577,2,FailT,1,100,0
201100060,2011,33,2,Riverside,2011-06-07,Canyon Lake,2,M,E,Shall Ordinance No. 133 enacting a special parcel tax to fund the continuation of existing police and fire protection services in the City of Canyon Lake be adopted?,3,3,Property Tax,34,34,Safety: Multiple Emergency Services,777,1274,2051,0.37884,T,2,FailT,0,201100057,777,1274,2051,0.37884,2,FailT,1,30,0
201100061,2011,35,3,San Benito,2011-06-07,Hollister Elementary,2,M,A,"To maintain and improve academic programs including reading, writing, science and math; improve student access to computer labs and technology; help keep school libraries open and minimize future classroom overcrowding; shall Hollister School District levy $96 per parcel annually for four years (see voter pamphlet) with senior exemptions, no money for administrators' salaries, independent community oversight, and all funds used for neighborhood schools and not taken by the State?",3,3,Property Tax,10,10,Education,2724,2539,5263,0.517576,T,2,FailT,0,201100058,2724,2539,5263,0.517576,2,FailT,1,10,0
201100062,2011,47,2,Siskiyou,2011-06-07,Mt. Shasta,2,M,H,"Shall the City of Mt. Shasta adopt an Ordinance adding Chapter 3.45 “Transactions and Use Tax – Libraries” to Title 3 of the Mt. Shasta Municipal Code, imposing a .25% Transactions and Use Tax to fund library operations of the Mt. Shasta Branch Library?",4,4,Sales Tax,71,71,Facilities: Libraries,635,201,836,0.759569,T,1,PassT,0,201100059,635,201,836,0.759569,1,PassT,1,70,0
201100063,2011,48,2,Solano,2011-06-07,Rio Vista,2,M,A,Shall an ordinance amending the Rio Vista Municipal Code to reduce water and wastewater rates be adopted?,70,70,Ordinance,104,104,General Services: Water,1123,1383,2506,0.448125,M,2,Fail,0,201100060,1123,1383,2506,0.448125,2,Fail,70,100,0
201100064,2011,36,3,San Bernardino,2011-06-21,Fontana Unified,2,M,E,"To maintain and improve academic programs including reading, writing, science and math; improve student access to computer labs and technology; retain teachers and counselors; help keep school libraries open and minimize future classroom overcrowding; shall Fontana Unified School District levy $96 per parcel annually for four years (see voter pamphlet) with senior exemptions, no money for administrators’ salaries, independent community oversight, and all funds used for neighborhood schools and not taken by the State?",3,3,Property Tax,10,10,Education,4153,3820,7973,0.520883,T,2,FailT,0,201100061,4153,3820,7973,0.520883,2,FailT,1,10,0
201100065,2011,57,3,Yolo,2011-07-12,Esparto Unified,2,M,B,"In order to reduce the impact of State budget cuts and provide financial stability for the Esparto Unified School District, shall the District be authorized to levy a parcel tax of $100 per parcel for five years, adjusted for inflation, for purposes of supporting student transportation, athletics, and core and elective academic programs? Parcel tax funds will not be spent on administrator salaries and will be audited annually by independent CPA’s as required by law.",3,3,Property Tax,10,10,Education,286,671,957,0.298851,T,2,FailT,0,201100062,286,671,957,0.298851,2,FailT,1,10,0
201100066,2011,12,1,Humboldt,2011-08-30,Scotia CSD - Proposed,1,M,T,"Shall the action taken on October 13,2010, by the Local Agency Formation Commission of Humboldt County by adoption of Resolution No. 10-09, thereby ordering the formation of the Scotia Community Services District in the territory described, subject to the terms and conditions specified in that resolution, be approved?",70,70,Ordinance,44,44,Governance: Incorporation/Formation/Annexation,140,9,149,0.939597,M,1,Pass,0,201100063,140,9,149,0.939597,1,Pass,70,40,0
201100067,2011,23,2,Mendocino,2011-08-30,Point Arena,2,R,1,Shall Riboli be recalled (removed) from the office of City Councilmember?,50,50,Recall,46,46,Governance: Recall,92,58,150,0.613333,M,1,Pass,0,201100064,92,58,150,0.613333,1,Pass,50,40,0
201100068,2011,23,2,Mendocino,2011-08-30,Point Arena,2,R,2,Shall Oropeza be recalled (removed) from the office of City Councilmember?,50,50,Recall,46,46,Governance: Recall,75,73,148,0.506757,M,1,Pass,0,201100065,75,73,148,0.506757,1,Pass,50,40,0
201100069,2011,23,2,Mendocino,2011-08-30,Point Arena,2,R,3,Shall Sinnott be recalled (removed) from the office of City Councilmember?,50,50,Recall,46,46,Governance: Recall,98,52,150,0.653333,M,1,Pass,0,201100066,98,52,150,0.653333,1,Pass,50,40,0
201100070,2011,23,2,Mendocino,2011-08-30,Point Arena,2,R,4,Shall Ingham be recalled (removed) from the office of City Councilmember?,50,50,Recall,46,46,Governance: Recall,85,63,148,0.574324,M,1,Pass,0,201100067,85,63,148,0.574324,1,Pass,50,40,0
201100071,2011,36,1,San Bernardino,2011-08-30,Lake Arrowhead CSD,1,A,1,(ADVISORY) Shall the mailed ballot be used to conduct all future general district elections?,30,30,Advisory,48,48,Governance: Elections,1910,147,2057,0.928537,M,1,Pass,0,201100068,1910,147,2057,0.928537,1,Pass,30,40,0
201100072,2011,40,2,San Luis Obispo,2011-08-30,San Luis Obispo,2,M,A-11,"Shall Section 1105 (Retirement) of the San Luis Obispo Charter, which authorizes the City Council to enter into a contract with the Board of Administration of the Public Employees' Retirement System (PERS), be amended to provide that the City Council may terminate or amend its contract or negotiate another contract to provide improved or reduced employee benefits only in accordance with state law and as permitted by the Board of Administration of PERS?",20,20,Charter Amendment,42,42,Governance: Personnel/Labor Relations,7848,2764,10612,0.73954,M,1,Pass,0,201100069,7848,2764,10612,0.73954,1,Pass,20,40,0
201100073,2011,40,2,San Luis Obispo,2011-08-30,San Luis Obispo,2,M,B-11,"Shall San Luis Obispo Charter Section 1107 (""Impartial and Binding Arbitration and San Luis Obispo Firefighters Association, IAFF Local 3523, Employee Disputes"") be repealed in its entirety, leaving resolution of disputes over wages, hours, or working conditions, which remain unresolved after good faith negotiations between the City and the two covered organizations, subject to the same State law procedures for impasse resolution that govern other public employee organizations?",20,20,Charter Amendment,42,42,Governance: Personnel/Labor Relations,7723,2905,10628,0.726665,M,1,Pass,0,201100070,7723,2905,10628,0.726665,1,Pass,20,40,0
201100074,2011,49,3,Sonoma,2011-08-30,Kenwood Elementary,2,M,A,"To preserve quality education despite inadequate state funding and prevent further program cuts, shall the Kenwood School District renew - without increasing - the existing school parcel tax of $52.00 per year for a period of five years, beginning July 1, 2012, with certain specific exemptions as set forth in the Resolution and Order of Election? Funds to be used for maintaining and enhancing core programs and essential enrichment programs and continuing our commitment to small class sizes.",3,3,Property Tax,10,10,Education,1388,326,1714,0.809802,T,1,PassT,0,201100071,1388,326,1714,0.809802,1,PassT,1,10,0
201100100,2011,19,3,Los Angeles,2011-11-08,Las Virgenes Unified,2,M,K,"To provide local school funding that cannot be taken by state government; retain high-quality teachers; preserve smaller class sizes; minimize teacher layoffs; and protect academic opportunities and high achievement in science, math, reading and the arts; shall the Las Virgenes Unified School District establish a local parcel tax of $95 annually for eight years, with exemptions for seniors, independent fiscal oversight, no funds for administrator salaries, and guaranteeing every dollar stays within our community preserving quality education?",3,3,Property Tax,10,10,Education,4290,3290,7580,0.565963,T,2,FailT,1,201100097,4460,3408,7868,0.566853,2,FailT,1,10,0
201100162,2011,56,3,Ventura,2011-11-08,Las Virgenes Unified,2,M,K,"To provide local school funding that cannot be taken by state government; retain high-quality teachers; preserve smaller class sizes; minimize teacher layoffs; and protect academic opportunities and high achievement in science, math, reading and the arts; shall Las Virgenes Unified School District serving Bell Canyon establish a parcel tax of $95 annually for eight years, exempting seniors, and guaranteeing independent fiscal oversight, no funds for administrators, and every dollar to local schools preserving quality education?",3,3,Property Tax,10,10,Education,170,118,288,0.590278,T,2,FailT,1,201100097,4460,3408,7868,0.566853,2,FailT,1,10,0
201100075,2011,1,2,Alameda,2011-11-08,Emeryville,2,M,C,"To maintain the high quality of life in Emeryville and fund essential services including police, fire, 9-1-1, park maintenance, litter abatement, graffiti removal, flood protection, street maintenance, accessibility improvements, child care, senior and recreation programs, shall an ordinance be adopted that increases the business tax rate to 0.10% of gross receipts, amends the definition of gross receipts and makes other clarifications?",2,2,Gasoline Tax,112,112,Revenues: Tax Creation/Incr./Contin.,1111,236,1347,0.824796,M,1,Pass,0,201100072,1111,236,1347,0.824796,1,Pass,1,110,0
201100076,2011,1,2,Alameda,2011-11-08,Emeryville,2,M,D,"To maintain the high quality of life in Emeryville and fund essential services including police, fire, 9-1-1, park maintenance, litter abatement, graffiti removal, flood protection, street maintenance, accessibility improvements, child care, senior and recreation programs, shall an ordinance be adopted that increases the limit on the maximum annual business tax that businesses pay?",2,2,Gasoline Tax,112,112,Revenues: Tax Creation/Incr./Contin.,1080,262,1342,0.804769,M,1,Pass,0,201100073,1080,262,1342,0.804769,1,Pass,1,110,0
201100077,2011,1,2,Alameda,2011-11-08,Emeryville,2,M,F,(INITIATIVE) Shall an initiative ordinance be enacted that amends Emeryville Municipal Code Section 2-1.302 to prohibit the Emeryville City Council from employing a City Attorney and subordinate employees in the City Attorney's Office and require the City Council by contract to designate a City Attorney or law firm to act as City Attorney?,40,40,Initiative,43,43,Governance: Organization,448,840,1288,0.347826,M,2,Fail,0,201100074,448,840,1288,0.347826,2,Fail,40,40,0
201100078,2011,1,3,Alameda,2011-11-08,Newark Unified,2,M,G,"To preserve quality education, provide safe and modern schools, and qualify for matching funds, shall Newark Unified School District update aging classrooms, libraries, and science labs to meet earthquake/fire/safety standards; improve access for students with disabilities, remove asbestos, lead and hazardous materials; and improve energy/operational efficiency to maximize funding for instructional programs; by issuing $63 million in bonds at legal rates, with independent oversight, no money for administrators' salaries, and all funds staying in Newark?",11,11,GO Bond,11,11,Education: Bonds,3286,2592,5878,0.559034,F,1,PassF,0,201100075,3286,2592,5878,0.559034,1,PassF,10,10,0
201100079,2011,7,2,Contra Costa,2011-11-08,Lafayette,2,M,G,"Shall the City of Lafayette be authorized to collect a parcel tax not to exceed $89 per year per equivalent residential unit for ten years, with the purpose to complete Lafayette’s road and drain reconstruction program and bring all failed public streets to a good quality, with a volunteer Oversight Committee reviewing expenditures annually to ensure conformance with the ballot measure, and with the tax terminating if the work is finished in less than ten years?",3,3,Property Tax,62,62,Transport: Roads,3683,2708,6391,0.576279,T,2,FailT,0,201100076,3683,2708,6391,0.576279,2,FailT,1,60,0
201100080,2011,7,2,Contra Costa,2011-11-08,Pittsburg,2,M,H,"To provide for and maintain the City’s programs and services, including youth facilities, police services, park and recreational facilities; city streets, and other city purposes, shall an ordinance be adopted increasing the transient occupancy tax, which is a general tax charged on persons renting hotel rooms, from 8 percent to a maximum of 12 percent and eliminating the tax exemption for federal and state employees traveling on official business?",9,9,Transient Occupancy Tax,112,112,Revenues: Tax Creation/Incr./Contin.,4264,1217,5481,0.77796,M,1,Pass,0,201100077,4264,1217,5481,0.77796,1,Pass,1,110,0
201100081,2011,7,2,Contra Costa,2011-11-08,Pittsburg,2,M,I,"To protect certain vacant land from development in the City of Antioch, shall an ordinance be adopted amending the City of Pittsburg's General Plan, amending the previously approved Urban Limit Line to include approximately 193.60 acres in City's southeast area; prezoning land within the amended Urban Limit Line to single family residential, high density residential and general industrial; and allowing for over three dwelling units an acre in residential development south of Buchanan Road?",70,70,Ordinance,21,21,Land Use: Growth Cap/Boundary,4361,1151,5512,0.791183,M,1,Pass,0,201100078,4361,1151,5512,0.791183,1,Pass,70,20,0
201100082,2011,10,1,Fresno,2011-11-08,Biola CSD,1,R,1,Shall Alfonso Rabago be recalled as board member; Biola Community Services District?,50,50,Recall,46,46,Governance: Recall,110,14,124,0.887097,M,1,Pass,0,201100079,110,14,124,0.887097,1,Pass,50,40,0
201100083,2011,10,3,Fresno,2011-11-08,Parlier Unified,2,R,1,Shall Mary Villanueva be recalled as board member; Parlier Unified School District?,50,50,Recall,13,13,Education: Recall,421,591,1012,0.416008,M,2,Fail,0,201100080,421,591,1012,0.416008,2,Fail,50,10,0
201100084,2011,10,1,Fresno,2011-11-08,Biola CSD,1,R,2,Shall Bibiana Rabago be recalled as board member; Biola Community Services District?,50,50,Recall,46,46,Governance: Recall,113,13,126,0.896825,M,1,Pass,0,201100081,113,13,126,0.896825,1,Pass,50,40,0
201100085,2011,10,3,Fresno,2011-11-08,Parlier Unified,2,R,2,Shall Enrique Maldonado be recalled as board member; Parlier Unified School District?,50,50,Recall,13,13,Education: Recall,416,590,1006,0.413519,M,2,Fail,0,201100082,416,590,1006,0.413519,2,Fail,50,10,0
201100086,2011,10,3,Fresno,2011-11-08,Parlier Unified,2,R,3,Shall David Torrez be recalled as board member; Parlier Unified School District?,50,50,Recall,13,13,Education: Recall,404,604,1008,0.400794,M,2,Fail,0,201100083,404,604,1008,0.400794,2,Fail,50,10,0
201100087,2011,10,3,Fresno,2011-11-08,Parlier Unified,2,R,4,Shall Melissa Cano be recalled as board member; Parlier Unified School District?,50,50,Recall,13,13,Education: Recall,408,602,1010,0.40396,M,2,Fail,0,201100084,408,602,1010,0.40396,2,Fail,50,10,0
201100088,2011,12,3,Humboldt,2011-11-08,Fortuna Union Elementary and Rohnerville Elementary,2,M,U,Proposed reorganization of Fortuna Union Elementary School District and Rohnerville School District.,70,70,Ordinance,12,12,Education: Districts,1226,1134,2360,0.519492,M,1,Pass,0,201100085,1226,1134,2360,0.519492,1,Pass,70,10,0
201100089,2011,13,2,Imperial,2011-11-08,Brawley,2,M,K,"Shall the City of Brawley extend the collection of the Utility User tax in an amount Not to exceed four percent, upon the following utilities: defined telephone, electricity, gas, water, sewer, trash and cable television; in order to maintain City public services, including, but not limited to police, fire, administration, library and parks and recreation, and subject to future council action to reduce said percentage, for a period of time which would expire on May 31, 2018?",5,5,Utility Tax,112,112,Revenues: Tax Creation/Incr./Contin.,1653,1207,2860,0.577972,M,1,Pass,0,201100086,1653,1207,2860,0.577972,1,Pass,1,110,0
201100090,2011,13,2,Imperial,2011-11-08,Holtville,2,M,M,"Shall the ordinance reducing the Utility Users Tax by 1% a year for a five year period commencing July 1, 2012 until the tax is totally eliminated be adopted?",5,5,Utility Tax,111,111,Revenues: Tax Repeal/Reduction/Limit,274,292,566,0.484099,M,2,Fail,0,201100087,274,292,566,0.484099,2,Fail,1,110,0
201100091,2011,13,2,Imperial,2011-11-08,Holtville,2,M,N,"Shall the City of Holtville reduce the current 5% Utility Users Tax by 0.5% each year beginning with fiscal year 2012-2013, for a period of three years (through November 2016), whereupon the City Council shall consider the continued reduction of the remaining 3.5% Utility Users Tax?",5,5,Utility Tax,111,111,Revenues: Tax Repeal/Reduction/Limit,200,352,552,0.362319,M,2,Fail,0,201100088,200,352,552,0.362319,2,Fail,1,110,0
201100092,2011,13,2,Imperial,2011-11-08,Holtville,2,M,O,"Shall the electors of the City of Holtville extend the five percent (5%) Utility Users Tax for a period of five years through 2016, in order to maintain City General Government Services, including police (sheriff), fire and emergency paramedic services, parks and recreation services, equipment and facilities?",5,5,Utility Tax,112,112,Revenues: Tax Creation/Incr./Contin.,241,325,566,0.425795,M,2,Fail,0,201100089,241,325,566,0.425795,2,Fail,1,110,0
201100093,2011,15,2,Kern,2011-11-08,California City,2,M,A,"Shall a city-wide special tax of up to $150.00 per lot or parcel be approved for each of ten (10) fiscal years beginning July 1, 2012, for (1) police operations, training and supplies, personnel, equipment, law enforcement, dispatch, code enforcement, and animal control, and (2) fire prevention and suppression operations, training and supplies, firefighter and paramedic personnel, equipment and supplies?",3,3,Property Tax,30,30,Safety,1250,731,1981,0.630994,T,2,FailT,0,201100090,1250,731,1981,0.630994,2,FailT,1,30,0
201100094,2011,19,2,Los Angeles,2011-11-08,Vernon,2,M,A,"Shall the Vernon City Charter be amended to limit the number of terms a City Council member may serve at two terms, with a lifetime band thereafter?",20,20,Charter Amendment,45,45,Governance: Political Reform/Term Limits,43,9,52,0.826923,M,1,Pass,0,201100091,43,9,52,0.826923,1,Pass,20,40,0
201100095,2011,19,2,Los Angeles,2011-11-08,Vernon,2,M,B,Shall the Vernon City Charter be amended to reaffirm the City's longstanding policy of ensuring the payment of prevailing wages on public works projects?,20,20,Charter Amendment,42,42,Governance: Personnel/Labor Relations,52,0,52,1.0,M,1,Pass,0,201100092,52,0,52,1.0,1,Pass,20,40,0
201100096,2011,19,2,Los Angeles,2011-11-08,Vernon,2,M,C,Shall the Vernon City Charter be amended to remove the provision mandating at-will employment for City employees?,20,20,Charter Amendment,42,42,Governance: Personnel/Labor Relations,52,0,52,1.0,M,1,Pass,0,201100093,52,0,52,1.0,1,Pass,20,40,0
201100097,2011,19,2,Los Angeles,2011-11-08,Maywood,2,M,C,Shall the Office of City Clerk of the City of Maywood be appointive?,70,70,Ordinance,43,43,Governance: Organization,536,745,1281,0.418423,M,2,Fail,0,201100094,536,745,1281,0.418423,2,Fail,70,40,0
201100098,2011,19,2,Los Angeles,2011-11-08,Vernon,2,M,D,Shall Article VI of the Vernon City Charter be amended to eliminate restrictions on the City Council's authority to remove the City Administrator and to reduce the City Administrator's compensation?,20,20,Charter Amendment,42,42,Governance: Personnel/Labor Relations,52,0,52,1.0,M,1,Pass,0,201100095,52,0,52,1.0,1,Pass,20,40,0
201100099,2011,19,3,Los Angeles,2011-11-08,Newhall Elementary,2,M,E,"Without increasing local tax rates and to protect the quality of education in neighborhood elementary schools, shall School Facilities Improvement District No. 2011-1 of the Newhall School District, repair/replace deteriorated roofs, lighting, and electrical systems; upgrade classrooms, science labs, libraries and technology; and improve energy efficiency, using savings to maintain instruction; by issuing $60 million in bonds at legal interest rates, with mandatory audits, independent citizen oversight, no money for administrators, and all funds staying in our community benefiting local children grades K-6?",11,11,GO Bond,11,11,Education: Bonds,3706,1850,5556,0.667027,F,1,PassF,0,201100096,3706,1850,5556,0.667027,1,PassF,10,10,0
201100101,2011,19,3,Los Angeles,2011-11-08,Palos Verdes Peninsula Unified,2,M,M,"Without increasing existing taxes and to protect the quality of education and promote student achievement shall Palos Verdes Peninsula Unified School District extend the existing school parcel taxes to fund advanced programs in math, science and technology, keep classroom technology up-to-date, attract and retain highly qualified teachers, and maintain manageable class sizes, with an exemption for seniors, a cost of living adjustment for inflation, with all money staying in our community to benefit local schools?",3,3,Property Tax,10,10,Education,9499,4298,13797,0.688483,T,1,PassT,0,201100098,9499,4298,13797,0.688483,1,PassT,1,10,0
201100102,2011,19,2,Los Angeles,2011-11-08,Hermosa Beach,2,M,N,"Shall an ordinance be adopted as recommended by the Business License Tax Review Committee, comprised of residents and business owners, and a unanimous City Council to simplify, update and restructure the City's business license tax Ordinance and offer incentives for new businesses?",70,70,Ordinance,110,110,Revenues,1703,1076,2779,0.61281,M,1,Pass,0,201100099,1703,1076,2779,0.61281,1,Pass,70,110,0
201100103,2011,19,2,Los Angeles,2011-11-08,Montebello,2,M,O,Shall an ordinance be approved which requires franchises for providing solid waste (trash) hauling services to be awarded through a competitive bidding process requiring a public hearing and other compliance requirements to ensure fairness and transparency?,70,70,Ordinance,47,47,Governance: Contracting/Bidding/Leasing,3039,1236,4275,0.710877,M,1,Pass,0,201100100,3039,1236,4275,0.710877,1,Pass,70,40,0
201100104,2011,19,2,Los Angeles,2011-11-08,San Marino,2,M,P,"Shall an ordinance be adopted to establish term limits for members of the City Council limiting them to two (2), four (4) year consecutive terms, with a hiatus of two (2) years before being eligible to hold office again as a member of the City Council",70,70,Ordinance,45,45,Governance: Political Reform/Term Limits,1794,568,2362,0.759526,M,1,Pass,0,201100101,1794,568,2362,0.759526,1,Pass,70,40,0
201100105,2011,19,2,Los Angeles,2011-11-08,Hermosa Beach,2,I,Q,(INITIATIVE) Shall an ordinance be adopted as submitted by initiative petition to amend the City's business license tax ordinance by modifying the amount of business license tax on restaurants and bars in order to increase tax revenue to the City?,40,40,Initiative,110,110,Revenues,610,2128,2738,0.22279,M,2,Fail,0,201100102,610,2128,2738,0.22279,2,Fail,40,110,0
201100106,2011,19,2,Los Angeles,2011-11-08,San Marino,2,M,S,"Shall an ordinance be adopted to continue a Special Public Safety Tax for Paramedic Services, Fire Protection and Prevention and Police Protection in the City of San Marino?",7,7,Miscellaneous Tax,34,34,Safety: Multiple Emergency Services,1794,651,2445,0.733742,T,1,PassT,0,201100103,1794,651,2445,0.733742,1,PassT,1,30,0
201100107,2011,19,2,Los Angeles,2011-11-08,Maywood,2,M,T,Shall the Office of City Treasurer of the City of Maywood be appointive?,70,70,Ordinance,43,43,Governance: Organization,505,773,1278,0.395149,M,2,Fail,0,201100104,505,773,1278,0.395149,2,Fail,70,40,0
201100108,2011,19,2,Los Angeles,2011-11-08,South Pasadena,2,M,UT,"To offset state cuts and provide vital city services, shall an ordinance be adopted to extend and reduce the South Pasadena Utility User's Tax from 8% to 7.5% to maintain police patrols, fire, paramedics and 9-1-1 emergency services and safety equipment; fix potholes; repair streets and sidewalks; maintain senior meals and services; and other essential city services, requiring equal taxpayer treatment, annual audits, with no funds for Sacramento, with the entire tax expiring in 10 years?",5,5,Utility Tax,111,111,Revenues: Tax Repeal/Reduction/Limit,2463,2104,4567,0.539304,M,1,Pass,0,201100105,2463,2104,4567,0.539304,1,Pass,1,110,0
201100109,2011,21,3,Marin,2011-11-08,Larkspur-Corte Madera Unified,2,M,A,"To relieve overcrowding in the Larkspur-Corte Madera School District by reopening the San Clemente School site; make essential fire and earthquake safety upgrades to existing facilities; improve access for the disabled; repair or replace outdated heating, ventilation and electrical systems; and enhance classroom technology infrastructure, shall the Larkspur-Corte Madera School District be authorized to issue up to twenty-six million dollars in bonds and establish a citizens' oversight committee to ensure all expenditures are made according to approved plans?",11,11,GO Bond,11,11,Education: Bonds,3243,1331,4574,0.709007,F,1,PassF,0,201100106,3243,1331,4574,0.709007,1,PassF,10,10,0
201100110,2011,21,3,Marin,2011-11-08,Tamalpais Union High,2,M,B,"To maintain quality public high school education including small class sizes and exceptional instructional programs in Belvedere, Bolinas, Corte Madera, Fairfax, Greenbrae, Kentfield, Larkspur, Marin City, Mill Valley, Nicasio, Ross, San Anselmo, San Geronimo, Sausalito, Stinson Beach, and Tiburon, shall Tamalpais Union High School District be authorized to renew a parcel tax for ten years commencing July 1, 2012, at the current rate plus an annual 3% increase ($245.94 + tax year 2012-2013), with an exemption for parcels owned and occupied by persons 65 and older?",3,3,Property Tax,10,10,Education,22146,8040,30186,0.733651,T,1,PassT,0,201100107,22146,8040,30186,0.733651,1,PassT,1,10,0
201100111,2011,21,2,Marin,2011-11-08,Corte Madera,2,M,C,"In order to continue existing emergency services in the Town of Corte Madera, shall there be a continuation of the special tax for paramedic and/or emergency medical services for four more years at the annual amount of $60.00 per residence and per 1,000 square feet of floor area for nonresidential uses for fiscal year 2011-2012, increasing a maximum of $5.00 yearly, if needed, with the appropriations limit increasing by the amount of said tax?",3,3,Property Tax,36,36,Safety: Emergency Medical/Paramedic,2540,539,3079,0.824943,T,1,PassT,0,201100108,2540,539,3079,0.824943,1,PassT,1,30,0
201100112,2011,21,2,Marin,2011-11-08,Fairfax,2,M,D,"To offset declining property tax revenues and severe state budget cuts and to prevent further cuts to general Town services, shall an ordinance be adopted to enact a one-half cent transaction and use tax in the Town of Fairfax, subject to annual independent audits, public expenditure reports, local use of all funds, and expiration on March 31, 2017?",4,4,Sales Tax,112,112,Revenues: Tax Creation/Incr./Contin.,1568,829,2397,0.654151,M,1,Pass,0,201100109,1568,829,2397,0.654151,1,Pass,1,110,0
201100113,2011,21,1,Marin,2011-11-08,Lucas Valley County Service Area No.13,1,M,E,"Shall the existing special tax for paramedic services be increased from $85.00 to a maximum of $95.00 per year for each living unit, and from 11 cents to a maximum of 13.2 cents per square foot of structure for each non-residential structure? These increases will be phased in over four years.",3,3,Property Tax,36,36,Safety: Emergency Medical/Paramedic,367,107,474,0.774262,T,1,PassT,0,201100110,367,107,474,0.774262,1,PassT,1,30,0
201100114,2011,21,1,Marin,2011-11-08,Santa Venetia-Bayside Acres Fire Protection District County Service Area No.19,1,M,F,"Shall the existing special tax for paramedic services be increased from $85.00 to a maximum of $95.00 per year for each living unit, and from 11 cents to a maximum of 13.2 cents per square foot of structure for each non-residential structure? These increases will be phased in over four years.",3,3,Property Tax,36,36,Safety: Emergency Medical/Paramedic,947,331,1278,0.741002,T,1,PassT,0,201100111,947,331,1278,0.741002,1,PassT,1,30,0
201100115,2011,21,1,Marin,2011-11-08,Marinwood CSD,1,M,G,"To maintain current fire protection services, shall Resolution No. 2011-06 be approved increasing the Special Tax for Fire Protection Service by 10 cents to a maximum of 28 cents per square foot of living or working area, and by $30 to a maximum of $90 per acre of unimproved lands, with annual cost of living adjustments consistent with CPI, and the appropriation limit increased by the amount of said tax?",3,3,Property Tax,33,33,Safety: Fire,888,436,1324,0.670695,T,1,PassT,0,201100112,888,436,1324,0.670695,1,PassT,1,30,0
201100116,2011,23,1,Mendocino,2011-11-08,Mendocino,2,M,A,"Shall the ordinance titled ""Library Special Transactions And Use Tax"" be approved?",7,7,Miscellaneous Tax,71,71,Facilities: Libraries,15000,4825,19825,0.75662,M,1,Pass,0,201100113,15000,4825,19825,0.75662,1,Pass,1,70,0
201100117,2011,26,3,Mono,2011-11-08,Mammoth Unified,2,M,S,"To protect our local schools from ongoing state budget cuts and to maintain high quality academic programs by preserving smaller classes, attracting and retaining excellent teachers, strengthening core curriculum, and enhancing technology, art, music and athletics, shall Mammoth Unified School District extend the current $59 annual education parcel tax for five years with an exemption for senior citizens' primary residences, overseen by an independent citizen's oversight committee, and every dollar spent on Mammoth Schools?",3,3,Property Tax,10,10,Education,1213,399,1612,0.752481,T,1,PassT,0,201100114,1213,399,1612,0.752481,1,PassT,1,10,0
201100118,2011,27,2,Monterey,2011-11-08,Del Rey Oaks,2,M,S,"Shall the existing one percent (1%) Transactions and Use Tax be re-authorized and extended for a period of not more than five (5) years, unless terminated sooner by the City Council or unless extension or re-authorization is approved by the voters of the City at an election called for that purpose, the proceeds of said tax to be utilized for general purposes?",4,4,Sales Tax,112,112,Revenues: Tax Creation/Incr./Contin.,323,54,377,0.856764,M,1,Pass,0,201100115,323,54,377,0.856764,1,Pass,1,110,0
