MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,RECTYPE,RECTYPENAME,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,Passfail_sum,typerec,topicrec
201600094,2016,38,1,SAN FRANCISCO,2016-11-08,San Francisco,0,M,F,"Shall the City amend the Charter to allow San Francisco residents to vote on local candidates and local ballot measures if they are U.S. citizens, at least 16 years old and registered to vote?",20,Charter Amendment,48,Governance: Elections,172744,187860,360604,0.4790407205688234,M,2,Fail,0,201600088,172744,187860,360604,0.4790407205688234,2,Fail,20,40
201600095,2016,38,1,SAN FRANCISCO,2016-11-08,San Francisco,0,M,G,"Shall the City amend the Charter to rename the Office of Citizen Complaints as the Department of Police Accountability (DPA); require the DPA to review the San Francisco Police Department’s use-of-force policies and its handling of claims of police misconduct; allow the DPA to audit or review any SFPD policy, procedure or practice; specify the City records that the DPA may access to perform its duties; and provide that the DPA would separately submit its budget to the Mayor?",20,Charter Amendment,43,Governance: Organization,281776,67096,348872,0.8076773143158522,M,1,Pass,0,201600089,281776,67096,348872,0.8076773143158522,1,Pass,20,40
201600096,2016,38,1,SAN FRANCISCO,2016-11-08,San Francisco,0,M,H,"Shall the City amend the Charter to create the position of Public Advocate, responsible for investigating and attempting to resolve public complaints concerning City services and programs; and shall it be City policy to provide the Public Advocate with sufficient funding and a support staff of at least three and up to 25 city employees?",20,Charter Amendment,43,Governance: Organization,167114,182807,349921,0.4775763672371764,M,2,Fail,0,201600090,167114,182807,349921,0.4775763672371764,2,Fail,20,40
201600097,2016,38,1,SAN FRANCISCO,2016-11-08,San Francisco,0,M,I,"Shall the City amend the Charter to establish the Dignity Fund and set aside at least $38 million a year, plus scheduled increases, from the General Fund until June 30, 2037, to pay for programs and services to assist seniors and adults with disabilities?",20,Charter Amendment,106,General Services: Social/Welfare,245962,125224,371186,0.6626381382918537,M,1,Pass,0,201600091,245962,125224,371186,0.6626381382918537,1,Pass,20,100
201600098,2016,38,1,SAN FRANCISCO,2016-11-08,San Francisco,0,M,J,"Shall the City amend the Charter to create a Homeless Housing and Services Fund, which would provide services to the homeless including housing and Navigation Centers, programs to prevent homelessness and assistance in transitioning out of homelessness by allocating $50 million per year for 24 years, adjusted annually; and create a Transportation Improvement Fund, which would be used to improve the City’s transportation network by allocating $101.6 million per year for 24 years, adjusted annually?",20,Charter Amendment,106,General Services: Social/Welfare,251699,123004,374703,0.6717293429729679,M,1,Pass,0,201600092,251699,123004,374703,0.6717293429729679,1,Pass,20,100
201600099,2016,38,1,SAN FRANCISCO,2016-11-08,San Francisco,0,M,M,"Shall the City amend the Charter to create the Housing and Development Commission to oversee two new departments (the Department of Economic and Workforce Development and the Department of Housing and Community Development) that would take over the duties of the Office of Economic and Workforce Development and the Mayor’s Office of Housing and Community Development, which would cease to exist?",20,Charter Amendment,43,Governance: Organization,155993,196895,352888,0.4420467683797692,M,2,Fail,0,201600093,155993,196895,352888,0.4420467683797692,2,Fail,20,40
201600100,2016,38,1,SAN FRANCISCO,2016-11-08,San Francisco,0,M,L,"Shall the City allow the Mayor to nominate four members to the SFMTA Board of Directors, subject to approval by the Board of Supervisors; allow the Board of Supervisors to appoint three members; reduce from seven to six the number of votes needed for the Board of Supervisors to reject the SFMTA’s proposed budget; and require the SFMTA to respond to the Board’s findings and submit a revised budget if the Board of Supervisors rejected the original budget?",70,Ordinance,43,Governance: Organization,159830,195775,355605,0.44945937205607345,M,2,Fail,0,201600094,159830,195775,355605,0.44945937205607345,2,Fail,70,40
201600101,2016,38,1,SAN FRANCISCO,2016-11-08,San Francisco,0,M,N,"Shall the City allow a non-citizen resident of San Francisco who is of legal voting age and the parent, legal guardian or legally recognized caregiver of a child living in the San Francisco Unified School District to vote for members of the Board of Education?",70,Ordinance,48,Governance: Elections,203413,170570,373983,0.5439097499084183,M,1,Pass,0,201600095,203413,170570,373983,0.5439097499084183,1,Pass,70,40
201600102,2016,38,1,SAN FRANCISCO,2016-11-08,San Francisco,0,M,O,"Shall the City permanently exempt new office space on Candlestick Point and most of the former Navy shipyard at Hunters Point from the City’s annual 950,000-square-foot limit, and provide that any new office space in this project area would not count toward the annual limit that applies in the rest of the City?",70,Ordinance,27,Land Use: Military Base,187281,173580,360861,0.518983763831503,M,1,Pass,0,201600096,187281,173580,360861,0.518983763831503,1,Pass,70,20
201600103,2016,38,1,SAN FRANCISCO,2016-11-08,San Francisco,0,M,P,Shall the City be prohibited from proceeding with an affordable housing project on City-owned property unless the Mayor’s Office of Housing and Community Development receives at least three proposals; and shall the City incorporate into City law most current criteria for selecting a developer for affordable housing projects on City-owned property?,70,Ordinance,47,Governance: Contracting/Bidding/Leasing,117787,242852,360639,0.3266063847781299,M,2,Fail,0,201600097,117787,242852,360639,0.3266063847781299,2,Fail,70,40
201600104,2016,38,1,SAN FRANCISCO,2016-11-08,San Francisco,0,M,Q,"Shall the City prohibit the placement of tents on public sidewalks without a City permit and allow the City to remove unauthorized tents if the City provides 24-hour advance notice, offers shelter for all tent residents and stores the residents’ personal property for up to 90 days?",70,Ordinance,20,Land Use,194410,181138,375548,0.517670177979912,M,1,Pass,0,201600098,194410,181138,375548,0.517670177979912,1,Pass,70,20
201600105,2016,38,1,SAN FRANCISCO,2016-11-08,San Francisco,0,M,R,"Shall the City create a Neighborhood Crime Unit to prevent and investigate crimes that affect neighborhood safety and quality of life when the City has at least 1,971 full-duty uniformed police officers?",70,Ordinance,32,Safety: Police,165723,201059,366782,0.4518296972043339,M,2,Fail,0,201600099,165723,201059,366782,0.4518296972043339,2,Fail,70,30
201600106,2016,38,1,SAN FRANCISCO,2016-11-08,San Francisco,0,M,S,Shall the City use the money raised by the current 8% base tax on the rental of hotel rooms to provide specific funding for two different areas: arts programs and family homeless services?,70,Ordinance,106,General Services: Social/Welfare,233099,132769,365868,0.6371122918648255,T,2,FailT,0,201600100,233099,132769,365868,0.6371122918648255,2,FailT,70,100
201600107,2016,38,1,SAN FRANCISCO,2016-11-08,San Francisco,0,M,T,"Shall the City prohibit any lobbyist from making campaign contributions to a City elected official or bundling contributions for the official, if the lobbyist was registered to lobby the official’s agency; generally prohibit lobbyists from providing gifts of any value to City officials; and require lobbyists to identify the City agencies they plan to lobby?",70,Ordinance,45,Governance: Political Reform/Term Limits,313411,45738,359149,0.8726489562827684,M,1,Pass,0,201600101,313411,45738,359149,0.8726489562827684,1,Pass,70,40
201600108,2016,38,1,SAN FRANCISCO,2016-11-08,San Francisco,0,M,U,Shall the City increase the income eligibility limit for on-site rental units for all new and existing affordable housing units to make them affordable for households earning up to 110% of the area median income?,70,Ordinance,81,Housing: Affordable,126760,232531,359291,0.3528059428151554,M,2,Fail,0,201600102,126760,232531,359291,0.3528059428151554,2,Fail,70,80
201600109,2016,38,1,SAN FRANCISCO,2016-11-08,San Francisco,0,M,X,"Shall the City require developers of projects in parts of the Mission and South of Market neighborhoods to build replacement space if they remove production, distribution and repair (PDR) uses of 5,000 square feet or more, institutional community (IC) uses of 2,500 square feet or more, or arts activities uses of any size, and to obtain a conditional use authorization before changing the property’s use?",70,Ordinance,20,Land Use,211168,141578,352746,0.5986403814642831,M,1,Pass,0,201600103,211168,141578,352746,0.5986403814642831,1,Pass,70,20
201600110,2016,40,1,SAN LUIS OBISPO,2016-11-08,San Luis Obispo,0,M,J,"To improve our region’s transportation system by: Fixing potholes, repaving local streets, relieving traffic congestion; Improving street, highway and bridge safety; Making bike and transit improvements within and between communities; Increasing senior, veterans, disabled and student transit; and Providing safe routes to school. Shall San Luis Obispo County voters enact a half cent transportation sales tax, providing $25,000,000 annually for nine (9) years, requiring independent citizens’ oversight, where all funds stay local and cannot be taken by the State?",4,Sales Tax,60,Transport,86038,43714,129752,0.6630957518959245,T,2,FailT,0,201600104,86038,43714,129752,0.6630957518959245,2,FailT,1,60
201600111,2016,41,1,SAN MATEO,2016-06-07,CSA No. 1,1,M,G,Shall Resolution No. 074361 of the County of San Mateo continuing the levy of a special tax for four years at a maximum rate of $65 per parcel per year for extended police and structural fire protection services be approved?,3,Property Tax,34,Safety: Multiple Emergency Services,1153,360,1513,0.7620621282220753,T,1,PassT,0,201600105,1153,360,1513,0.7620621282220753,1,PassT,1,30
201600113,2016,41,1,SAN MATEO,2016-11-08,San Mateo,0,M,K,"To ensure San Mateo County quality of life by retaining/improving critical facilities/services, such as: providing affordable homes for seniors, people with disablilties, veterans, families; enhancing public transit; combatting human trafficking; addressing sea level rise; maintaining safe schools and neighborhoods; high-quality preschool and reading programs; park maintenance; and low-income healthcare, shall San Mateo County extend the existing hal-cent sales tax, without increasing the rate, providing $85,000,000 annually for 20 years that the State cannot take away?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,206910,87117,294027,0.7037108836943546,M,1,Pass,0,201600106,206910,87117,294027,0.7037108836943546,1,Pass,1,110
201600114,2016,42,1,SANTA BARBARA,2016-11-08,Isla Vista CSD,1,M,F2016,"If the Isla Vista Community Services District is formed, shall a utility user tax to be imposed by the District on the utilities of gas, water, electricity, sewage, and/or garbage disposal services at the rate of 8% of the total cost of an individual’s service charge for the utility being taxed be approved?",5,Utility Tax,112,Revenues: Tax Creation/Incr./Contin.,4039,2559,6598,0.6121551985450137,T,2,FailT,0,201600107,4039,2559,6598,0.6121551985450137,2,FailT,1,110
201600115,2016,42,1,SANTA BARBARA,2016-11-08,Santa Barbara,0,M,B2016,"In order to have uniformity with local cities’ hotel tax rates of 12% (Buellton, Carpinteria, Goleta, Solvang, and Santa Barbara) and for general county purposes such as law enforcement, parks, recreation, facility and road maintenance, and others, shall an ordinance amending Santa Barbara County Code Section 32-12 increasing the transient occupancy tax rate (paid by persons renting accommodations for 30 days or less) in the unincorporated areas of the County from 10% to 12% be adopted?",9,Transient Occupancy Tax,112,Revenues: Tax Creation/Incr./Contin.,82498,78215,160713,0.5133249954888528,M,1,Pass,0,201600108,82498,78215,160713,0.5133249954888528,1,Pass,1,110
201600116,2016,42,1,SANTA BARBARA,2016-11-08,Isla Vista CSD,1,M,E2016,"Shall the formation of the Isla Vista Community Services District pursuant to Government Code Section 61250 with a provisional appropriations limit of $640,000 be approved?",70,Ordinance,44,Governance: Incorporation/Formation/Annexation,5651,834,6485,0.8713955281418658,M,1,Pass,0,201600109,5651,834,6485,0.8713955281418658,1,Pass,70,40
201600118,2016,43,1,SANTA CLARA,2016-06-07,Santa Clara,0,M,A,"To continue protecting and preserving local parks; improving access to natural areas, open space, trails and recreational opportunities; keeping restrooms and facilities clean and safe; and maintaining, operating, acquiring and improving local parks, shall the Santa Clara County Park Charter Fund, established in 1972, be extended by an annual general fund transfer estimated to equal 1.5 cents per $100 of assessed valuation of all property for 15 years, without increasing taxes and all funds benefitting Santa Clara County parks?",70,Ordinance,78,Facilities: Parks & Recreation,310794,87240,398034,0.7808227437857067,M,1,Pass,0,201600110,310794,87240,398034,0.7808227437857067,1,Pass,70,70
201600119,2016,43,1,SANTA CLARA,2016-11-08,Santa Clara,0,M,A,"To provide affordable local housing for vulnerable populations including veterans, seniors, the disabled, low and moderate income individuals or families, foster youth, victims of abuse, the homeless and individuals suffering from mental health or substance abuse illnesses, which housing may include supportive mental health and substance abuse services, shall the County of Santa Clara issue up to $950 million in general obligation bonds to acquire or improve real property subject to independent citizen oversight and regular audits?",11,GO Bond,81,Housing: Affordable,454284,214968,669252,0.6787936382707859,T,1,PassT,0,201600111,454284,214968,669252,0.6787936382707859,1,PassT,10,80
201600120,2016,44,1,SANTA CRUZ,2016-11-08,Santa Cruz,0,M,D,"In order to: improve children’s safety around schools; repair potholes; repave streets; improve traffic flow on Highway 1; maintain senior/disabled transit; reduce global warming pollution by providing transportation options like sidewalks, buses, bike lanes, trails; preserve rail options; shall Santa Cruz County voters adopt an ordinance establishing a half-cent sales tax for 30 years, raising approximately $17 million annually, requiring citizen oversight, independent audits, and funds spent locally?",4,Sales Tax,61,Transport: Mass Transit,83816,39839,123655,0.6778213578100359,T,1,PassT,0,201600112,83816,39839,123655,0.6778213578100359,1,PassT,1,60
201600121,2016,44,1,SANTA CRUZ,2016-11-08,Santa Cruz,0,M,E,"To protect the quality of life in Santa Cruz County and to fund essential County services such as police, fire, emergency response, health services, youth and senior programs, job creation, housing, environmental protection, and animal shelter/adoption, shall Measure K be amended to revise the definition of cannabis to conform to State law and revise the definition of cannabis business or medical marijuana business to include all cannabis businesses with all funds staying local?",70,Ordinance,22,Land Use: Zoning,95016,23143,118159,0.8041367987203684,M,1,Pass,0,201600113,95016,23143,118159,0.8041367987203684,1,Pass,70,20
201600122,2016,46,1,SIERRA,2016-06-07,Sierra,0,M,A,"(ADVISORY) Should the County of Sierra adopt an ordinance which would allow commercial marijuana activities within the County, including but not limited to cultivation, processing, distribution, warehousing and transportation of marijuana?",30,Advisory,22,Land Use: Zoning,578,913,1491,0.3876592890677398,M,2,Fail,0,201600114,578,913,1491,0.3876592890677398,2,Fail,30,20
201600123,2016,46,1,SIERRA,2016-11-08,Sierra,0,M,B,"Shall an ordinance be adopted amending chapter 8.01 of the Sierra County Code banning commercial cultivation of marijuana, regulating outdoor cultivation and indoor cultivation of medical marijuana for qualified patients and primary caregivers only, limiting cultivation per parcel to 10 plants for one qualified caregiver or patient and 20 plants for two or more qualified caregivers or patients, and regulating the location and conditions under which marijuana may be grown within Sierra County?",70,Ordinance,22,Land Use: Zoning,775,1053,1828,0.42396061269146607,M,2,Fail,0,201600115,775,1053,1828,0.42396061269146607,2,Fail,70,20
201600124,2016,47,1,SISKIYOU,2016-06-07,CSA No. 6,1,M,R,"To provide a method to finance increased emergency medical services shall an annual special tax be levied of $5.00 per Legal Secured Parcel, excluding agricultural secured parcels not improved with a residential dwelling unit located in County Service Area No. 6, commencing Fiscal Year 2017/2018?",3,Property Tax,36,Safety: Emergency Medical/Paramedic,4355,4885,9240,0.4713203463203463,T,2,FailT,0,201600116,4355,4885,9240,0.4713203463203463,2,FailT,1,30
201600125,2016,47,1,SISKIYOU,2016-06-07,Siskiyou,0,M,S,"To pay for the servicing of the construction loan liability funding the construction of the new County jail, shall the County of Siskiyou enact a half-cent sales tax for the term of the construction loan, requiring an expenditure plan and annual audit review to ensure funds are spent locally as promised for the benefit of constructing the new County jail?",4,Sales Tax,31,Safety: Jails/Courts,8081,8130,16211,0.49848868052556905,T,2,FailT,0,201600117,8081,8130,16211,0.49848868052556905,2,FailT,1,30
201600126,2016,47,1,SISKIYOU,2016-06-07,Siskiyou,0,M,T,"Shall Ordinance 15-19 which establishes new limits, conditions, and restrictions related to the cultivation of medical marijuana be adopted?",70,Ordinance,22,Land Use: Zoning,9741,6473,16214,0.6007771062045146,M,1,Pass,0,201600118,9741,6473,16214,0.6007771062045146,1,Pass,70,20
201600127,2016,47,1,SISKIYOU,2016-06-07,Siskiyou,0,M,U,Shall Ordinance 15-18 which establishes new procedures for code enforcement related to the cultivation of medical marijuana be adopted?,70,Ordinance,22,Land Use: Zoning,9572,6682,16254,0.5889011935523564,M,1,Pass,0,201600119,9572,6682,16254,0.5889011935523564,1,Pass,70,20
201600128,2016,47,1,SISKIYOU,2016-11-08,Lake Shastina CSD,1,M,B,"Shall the Lake Shastina Community Services District increase their special tax for police services to $110 per year? This reflects an increase of $3.75 per month on each parcel and is the first increase in twenty years. This measure provides for recruiting and retaining qualified law enforcement personnel, furnish, operate and maintain vehicles and essential safety equipment, and police related services for the protection of life and property in the Lake Shastina Community Services District.",3,Property Tax,32,Safety: Police,815,406,1221,0.6674856674856675,T,1,PassT,0,201600120,815,406,1221,0.6674856674856675,1,PassT,1,30
201600129,2016,47,1,SISKIYOU,2016-11-08,Siskiyou,0,M,G,"To go toward the Siskiyou County General Fund and be used to pay for the servicing of the construction loan liability funding the construction of the new County jail, shall the County of Siskiyou enact a quarter-percent (0.25%) sales tax for the term of the construction loan for the benefit of the County General Fund and constructing the new County jail?",4,Sales Tax,31,Safety: Jails/Courts,8081,12124,20205,0.39995050730017323,M,2,Fail,0,201600121,8081,12124,20205,0.39995050730017323,2,Fail,1,30
201600130,2016,47,1,SISKIYOU,2016-11-08,Siskiyou,0,M,H,"(INITIATIVE) Shall the County of Siskiyou amend Articles 1 through 3 of Chapter 13 of Title 3 of the Siskiyou County Code to extend the requirement to obtain a groundwater extraction permit to all other groundwater sources in the County not currently defined as a groundwater basin when groundwater is extracted for use outside the County, and to remove the permitting exemption for commercial water bottling enterprises?",40,Initiative,22,Land Use: Zoning,8828,11002,19830,0.44518406454866366,M,2,Fail,0,201600122,8828,11002,19830,0.44518406454866366,2,Fail,40,20
201600132,2016,48,1,SOLANO,2016-06-07,Solano,0,M,H,"Shall the people of Solano County enact a one-half percent sales tax for general governmental purposes such as maintenance and repair of local streets and roads, pothole repairs, road safety projects, senior and disabled mobility and other essential services within the seven cities and unincorporated area for 5 years with annual audits made available to the public showing how all revenue was spent the previous year?",4,Sales Tax,62,Transport: Roads,42120,52982,95102,0.44289289394544806,M,2,Fail,0,201600123,42120,52982,95102,0.44289289394544806,2,Fail,1,60
201600133,2016,48,1,SOLANO,2016-06-07,Solano,0,M,G,"(ADVISORY) Shall Solano County allocate 100% of proceeds of any new voter approved taxes on the June 2016 ballot to transportation improvements, including road safety repairs, filling potholes, maintaining local streets and roads, and protecting transportation for seniors and disabled persons, keeping revenues in local communities and requiring that a citizen oversight committee approve all projects before funds are spent?",30,Advisory,62,Transport: Roads,60811,33449,94260,0.64514109908763,M,1,Pass,0,201600124,60811,33449,94260,0.64514109908763,1,Pass,30,60
201600134,2016,48,1,SOLANO,2016-11-08,Solano,0,M,A,"Shall the people of Solano County enact a one-quarter of one percent sales tax for general governmental purposes such as improving children’s services to homeless children, preventing child abuse, improving access to high quality childcare and preventative child health care programs, providing employment opportunities for youths and other essential services for ten years and assure public accountability by means of a citizens’ oversight committee and annual audits?",4,Sales Tax,106,General Services: Social/Welfare,84010,72729,156739,0.5359865764104658,M,1,Pass,0,201600125,84010,72729,156739,0.5359865764104658,1,Pass,1,100
201600135,2016,48,1,SOLANO,2016-11-08,Solano,0,M,C,"Shall the people of Solano County adopt Ordinance No. 2016 – 1773 to amend Article XII of Chapter 11 of the Solano County Code to establish a general business license tax on marijuana businesses within the County of no more than 15% of annual gross receipts of the business, and which will continue until repealed by the Board of Supervisors or County voters?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,97895,58603,156498,0.6255351506089535,M,1,Pass,0,201600126,97895,58603,156498,0.6255351506089535,1,Pass,1,110
201600136,2016,48,1,SOLANO,2016-11-08,Solano,0,M,B,"(ADVISORY) Shall the Board of Supervisors provide prevention oriented children's services promoting and improving Solano County children's health, safety and educational success and require oversight and accountability by allocating 100% of the tax revenue collected from any transactions and use tax measure authorized in the incorporated and unincorporated areas of Solano County on the November 8, 2016 ballot?",30,Advisory,106,General Services: Social/Welfare,91448,62641,154089,0.5934751993977506,M,1,Pass,0,201600127,91448,62641,154089,0.5934751993977506,1,Pass,30,100
201600138,2016,49,1,SONOMA,2016-11-08,Sonoma,0,M,J,"To expand, maintain, and restore Sonoma County parks for future generations; protect drinking water sources, streams, and rivers; protect natural areas; preserve fish and wildlife habitat; reduce wildfire risk and; increase walking, hiking, and biking trails, shall Sonoma County establish a half cent sales tax in the unincorporated areas of Sonoma County for ten years providing $9.5 million annually, with citizens’ oversight and annual audits?",4,Sales Tax,78,Facilities: Parks & Recreation,45444,24346,69790,0.6511534603811434,T,2,FailT,0,201600128,45444,24346,69790,0.6511534603811434,2,FailT,1,70
201600139,2016,49,1,SONOMA,2016-11-08,Sonoma,0,M,L,"To address the impacts of tourists by investing in roads, emergency response, workforce housing for families and veterans, water quality protection, and other County services, shall Sonoma County increase the transient occupancy tax from 9% to 12%, until repealed, and paid only by guests staying overnight at lodging facilities within the unincorporated area, in line with many neighboring cities and counties, providing $4 million annually to local County services, subject to annual audits?",9,Transient Occupancy Tax,112,Revenues: Tax Creation/Incr./Contin.,149472,69666,219138,0.6820907373435917,M,1,Pass,0,201600129,149472,69666,219138,0.6820907373435917,1,Pass,1,110
201600140,2016,49,1,SONOMA,2016-11-08,Sonoma,0,M,Y,"To maintain, restore/enhance Library services including: maintaining children's/teen books, materials/ services; providing educational services, including homework help/computer labs; expanding senior/disabled services; keeping qualified librarians; restoring library hours; shall the Sonoma County Library increase the sales tax by 1/8 of a percent, providing $12,000,000 annually for ten years, and increase the spending limit to allow use of the revenue, with independent audits, citizen oversight, requiring all funds go to Sonoma County Library/no money for Sacramento?",4,Sales Tax,71,Facilities: Libraries,159857,62208,222065,0.7198658050570779,T,1,PassT,0,201600130,159857,62208,222065,0.7198658050570779,1,PassT,1,70
201600141,2016,49,1,SONOMA,2016-11-08,Sonoma,0,M,K,"In order to preserve rural open space and agricultural land, maintain community identities, and prevent sprawl, shall the “Community Separators Protection Ordinance” be adopted to amend the Sonoma County General Plan to require voter approval of changes to the General Plan that increase the allowed density or intensity of development within Community Separators until December 31, 2036, and to repeal Ordinance 5145R?",70,Ordinance,26,Land Use: Voter Approval,173309,39596,212905,0.8140203377093069,M,1,Pass,0,201600131,173309,39596,212905,0.8140203377093069,1,Pass,70,20
201600142,2016,49,1,SONOMA,2016-11-08,Sonoma,0,M,M,"Shall the “Sonoma County Transgenic Contamination Prevention Ordinance,” which would 1) prohibit the propagation, cultivation, raising, or growing of genetically engineered organisms, as defined in the ordinance, in the unincorporated County; 2) require the Sonoma County Agricultural Commissioner to enforce the ordinance by assessing a civil monetary penalty or pursuing an injunction against violators; and 3) provide for fines and fees for each violation, be adopted?",70,Ordinance,36,Safety: Emergency Medical/Paramedic,122399,90947,213346,0.5737112483946266,M,1,Pass,0,201600132,122399,90947,213346,0.5737112483946266,1,Pass,70,30
201600143,2016,50,1,STANISLAUS,2016-11-08,Stanislaus,0,M,L,"To provide funding for local transportation improvements including: fixing potholes/maintaining streets; improving emergency response; providing safe routes to schools; providing senior, veterans and disabled shuttle services; and improving safety/reducing traffic congestion on Highway 99/major streets; shall the Stanislaus County Transportation Authority enact a ½ cent sales tax, generating $38,000,000 annually for transportation projects, funds that cannot be taken by the State, requiring all money to be spent in Stanislaus County with citizens’ oversight for 25 years?",4,Sales Tax,60,Transport,121527,47372,168899,0.7195246863510145,T,1,PassT,0,201600133,121527,47372,168899,0.7195246863510145,1,PassT,1,60
201600144,2016,52,1,TEHAMA,2016-11-08,Tehama,0,M,M,"Shall the Tehama County Charter be amended so that the salary of each member of the Board of Supervisors is increased by an additional $600 per month on July 1st of each year, 2017, 2018, 2019, and 2020, and shall not otherwise be changed except by a vote of the people at the time of a general election",20,Charter Amendment,42,Governance: Personnel/Labor Relations,4379,18772,23151,0.18914949678199647,F,2,FailF,0,201600134,4379,18772,23151,0.18914949678199647,2,FailF,20,40
201600145,2016,55,1,TUOLUMNE,2016-11-08,Tuolumne,0,M,K,"May affordable rental housing be developed, constructed or acquired with public funds within the unicorporated area of the County of Tuolumne in an amount that does not exceed 60 units annually, with any units not used carrying over to the next year's allotment, and only after satisfying the public review process?",70,Ordinance,81,Housing: Affordable,11959,10793,22752,0.5256241209563994,M,1,Pass,0,201600135,11959,10793,22752,0.5256241209563994,1,Pass,70,80
201600146,2016,56,1,VENTURA,2016-11-08,Ventura,0,M,AA,"To help preserve Ventura County’s quality of life by: fixing potholes, repaving streets, repairing bridges; improving traffic flow and safety on 101 and 118; keeping senior, veteran, disabled, and student bus fares affordable; increasing bicycle and pedestrian safety; protecting waterways and beaches from polluted runoff and restoring watersheds; Shall Ventura County’s sales tax be increased by one-half cent for thirty years, raising $70 million annually, with independent oversight and audits, and with all funds benefiting local residents?",4,Sales Tax,60,Transport,193449,140600,334049,0.5791036644324635,T,2,FailT,0,201600136,193449,140600,334049,0.5791036644324635,2,FailT,1,60
201600147,2016,56,1,VENTURA,2016-11-08,Ventura,0,M,C,"Shall the current ordinance requiring a vote of the people for changes to Open Space, Agricultural and Rural General Plan land use designations, goals and policies in the unincorporated area of the County be extended from 2020 through 2050, with specified modifications, such as permitting changes without a vote to allow for up to 12 acres of land to be used for food processing?",70,Ordinance,26,Land Use: Voter Approval,183394,134217,317611,0.5774170290071817,M,1,Pass,0,201600137,183394,134217,317611,0.5774170290071817,1,Pass,70,20
201600148,2016,56,1,VENTURA,2016-11-08,Ventura,0,M,F,"Shall the current ordinance requiring a vote of the people for changes to Open Space, Agricultural and Rural General Plan land use designations, goals and policies in the unincorporated area of the County be extended from 2020 through 2036, with specified modifications, such as permitting changes without a vote to allow for redesignation of land adjacent to certain school sites and up to 225 acres of land to be used for food processing?",70,Ordinance,26,Land Use: Voter Approval,149054,172751,321805,0.463181119000637,M,2,Fail,0,201600138,149054,172751,321805,0.463181119000637,2,Fail,70,20
201600149,2016,58,1,YUBA,2016-06-07,Yuba,0,M,A,Shall the ordinance that would increase the number of medical marijuana plants that may be cultivated on parcels of land greater than one acre and allow for cultivation of medical marijuana outdoors and within residences be adopted?,70,Ordinance,22,Land Use: Zoning,5514,9087,14601,0.37764536675570165,M,2,Fail,0,201600139,5514,9087,14601,0.37764536675570165,2,Fail,70,20
201600150,2016,58,1,YUBA,2016-06-07,Yuba,0,M,B,Shall the ordinance that authorizes licensed medical marijuana dispensaries that will provide medical marijuana to qualified patients and primary caregivers in a retail setting be adopted?,70,Ordinance,22,Land Use: Zoning,6495,8030,14525,0.44716006884681586,M,2,Fail,0,201600140,6495,8030,14525,0.44716006884681586,2,Fail,70,20
201600151,2016,58,1,YUBA,2016-11-08,Yuba,0,M,E,"(INITIATIVE) Shall the ordinance that would allow for commercial medical cannabis activity in Yuba County and establish regulations to generally regulate the cultivation, manufacturing, distribution, and transportation of medical cannabis within the County be adopted?",40,Initiative,22,Land Use: Zoning,9871,11960,21831,0.45215519215794053,M,2,Fail,0,201600141,9871,11960,21831,0.45215519215794053,2,Fail,40,20
201600152,2016,1,2,ALAMEDA,2016-06-07,Hayward,0,M,D,"To maintain City of Hayward services including: neighborhood police patrols, fire stations/911, firefighter, paramedic response times; preserving youth/anti-gang programs; emergency/disaster preparedness; city streets, sidewalks and lighting; shall the City of Hayward renew the existing Utility Users Tax at the current 5.5 percent rate on gas, electricity, video, telecommunications services, providing $16 million annually for 20 years from the current end date, with exemptions for low-income lifeline users; and all money used for City of Hayward services?",5,Utility Tax,112,Revenues: Tax Creation/Incr./Contin.,17271,6283,23554,0.7332512524411989,M,1,Pass,0,201600142,17271,6283,23554,0.7332512524411989,1,Pass,1,110
201600153,2016,1,2,ALAMEDA,2016-06-07,Piedmont,0,M,F,"To maintain essential police, fire, and paramedic service, to prevent the reduction in maintenance in City parks, greenspaces and other public areas, and to prevent the loss of youth, family, and senior recreational and safety services, shall the City of Piedmont continue to authorize a parcel tax, replacing the existing Municipal Services Tax, as is more specifically set forth in Ord. 721 N.S. which is on file with the Piedmont City Clerk?",3,Property Tax,112,Revenues: Tax Creation/Incr./Contin.,3591,1541,5132,0.6997272018706158,T,1,PassT,0,201600143,3591,1541,5132,0.6997272018706158,1,PassT,1,110
201600154,2016,1,2,ALAMEDA,2016-06-07,Hayward,0,M,C,"Shall the charter and municipal code of the City of Hayward be amended to change general municipal elections from June of even-numbered years to November of even-numbered years, to be effective in 2018; and, if approved, to extend temporarily by five months the terms of the mayor and council members elected in 2014 and 2016, respectively, and whose terms expire in 2018 and 2020?",20,Charter Amendment,48,Governance: Elections,13891,9019,22910,0.6063291139240506,M,1,Pass,0,201600144,13891,9019,22910,0.6063291139240506,1,Pass,20,40
