RecordID,RaceID,CO,JUR,CNTYNAME,YEAR,DATE,PLACE,CSD,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INCUMB,NUM_INC,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,PERCENT,ELECTED,RACEID,RVOTES,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,Indivtotal_votes,Multitotal_votes,Totalwritein_votes,Newtotvotes,Rindivto,Newelected
201100115,20110088,41,1,SAN MATEO,2011,2011-05-03,San Mateo,0,County Supervisor,1,County Supervisor,1,Full,1,Papan,Gina,Deputy Attorney General,N,2,6,21796,0,85773,85773,0.254113,2,88,3.0,0,0,201100021,201100115,0,21796,85773,0,85773,3.0,2
201100116,20110088,41,1,SAN MATEO,2011,2011-05-03,San Mateo,0,County Supervisor,1,County Supervisor,1,Full,1,Nagel,Terry,Mayor/Nonprofit Manager,N,2,6,8683,0,85773,85773,0.101232,2,88,4.0,0,0,201100021,201100116,0,8683,85773,0,85773,4.0,2
201100117,20110088,41,1,SAN MATEO,2011,2011-05-03,San Mateo,0,County Supervisor,1,County Supervisor,1,Full,1,Stogner,Michael G.,Businessman,N,2,6,6269,0,85773,85773,0.073088,2,88,5.0,0,0,201100021,201100117,0,6269,85773,0,85773,5.0,2
201100118,20110088,41,1,SAN MATEO,2011,2011-05-03,San Mateo,0,County Supervisor,1,County Supervisor,1,Full,1,Nikas,Demetrios,Retired,N,2,6,2870,0,85773,85773,0.03346,2,88,6.0,0,0,201100021,201100118,0,2870,85773,0,85773,6.0,2
201101035,20111042,19,3,LOS ANGELES,2011,2011-05-17,Los Angeles Community College,0,School Board Member,3,School Board Member,5,Full,1,Svonkin,Scott,School Board Member,N,2,2,82415,0,154343,154343,0.533973,1,1042,1.0,0,0,201100265,201101035,0,82415,154343,0,154343,1.0,1
201101036,20111042,19,3,LOS ANGELES,2011,2011-05-17,Los Angeles Community College,0,School Board Member,3,School Board Member,5,Full,1,Gutierrez,Lydia A.,Teacher/Neighborhood Boardmember,N,2,2,71928,0,154343,154343,0.466027,2,1042,2.0,0,0,201100265,201101036,0,71928,154343,0,154343,2.0,2
201101037,20111044,19,3,LOS ANGELES,2011,2011-05-17,Los Angeles Unified,0,School Board Member,3,School Board Member,5,Full,1,Kayser,Bennett S.,Teacher,N,2,2,10741,0,20880,20880,0.514416,1,1044,1.0,0,0,201100266,201101037,0,10741,20880,0,20880,1.0,1
201101038,20111044,19,3,LOS ANGELES,2011,2011-05-17,Los Angeles Unified,0,School Board Member,3,School Board Member,5,Full,1,Sanchez,Luis,Educator/Parent,N,2,2,10139,0,20880,20880,0.485584,2,1044,2.0,0,0,201100266,201101038,0,10139,20880,0,20880,2.0,2
201100155,20110130,7,2,CONTRA COSTA,2011,2011-06-07,Hercules,0,City Council,2,City Council,,Short,1,Romero,Dan,Insurance Agency Principal,N,2,3,1704,26,3626,3652,0.469939,1,130,1.0,1,0,201100031,201100155,0,1704,3626,26,3652,1.0,1
201100156,20110130,7,2,CONTRA COSTA,2011,2011-06-07,Hercules,0,City Council,2,City Council,,Short,1,McCoy,Sherry,Consultant,N,2,3,994,26,3626,3652,0.274131,2,130,2.0,1,0,201100031,201100156,0,994,3626,26,3652,2.0,2
201100157,20110130,7,2,CONTRA COSTA,2011,2011-06-07,Hercules,0,City Council,2,City Council,,Short,1,Jones,Mark A.,Local Business Manager,N,2,3,928,26,3626,3652,0.255929,2,130,3.0,0,0,201100031,201100157,0,928,3626,26,3652,3.0,2
201100158,20110133,7,2,CONTRA COSTA,2011,2011-06-07,Hercules,0,City Council - R,2,City Council,1,Short,1,Wilkins,William W.,Retired Public Employee,N,2,2,1774,45,3369,3414,0.526566,1,133,1.0,0,0,201100032,201100158,0,1774,3369,45,3414,1.0,1
201100159,20110133,7,2,CONTRA COSTA,2011,2011-06-07,Hercules,0,City Council - R,2,City Council,1,Short,1,de la Vega,Virgilio,IT/Business Consultant,N,2,2,1595,45,3369,3414,0.473434,2,133,2.0,0,0,201100032,201100159,0,1595,3369,45,3414,2.0,2
201100160,20110135,7,2,CONTRA COSTA,2011,2011-06-07,Hercules,0,City Council - R,2,City Council,2,Short,1,Boulanger,Gerard,Business Owner,N,2,1,2603,240,2603,2843,1.0,1,135,1.0,0,0,201100033,201100160,0,2603,2603,240,2843,1.0,1
201100450,20110425,19,2,LOS ANGELES,2011,2011-06-07,Compton,0,City Council,2,City Council,1,Full,1,Zurita,Janna,Meals-On-Wheels Coordinator/Nurse,N,2,2,1637,0,3165,3165,0.51722,1,425,1.0,0,0,201100103,201100450,0,1637,3165,0,3165,1.0,1
201100451,20110425,19,2,LOS ANGELES,2011,2011-06-07,Compton,0,City Council,2,City Council,1,Full,1,Calhoun,Barbara J.,Incumbent/Councilwoman,N,2,2,1528,0,3165,3165,0.48278,2,425,2.0,0,0,201100103,201100451,0,1528,3165,0,3165,2.0,2
201100674,20110656,33,2,RIVERSIDE,2011,2011-06-07,Riverside,0,City Council,2,City Council,1,Full,1,Gardner,Mike,Ward 1 Councilmember,Y,1,4,2676,0,4677,4677,0.572162,1,656,1.0,0,0,201100162,201100674,0,2676,4677,0,4677,1.0,1
201100675,20110656,33,2,RIVERSIDE,2011,2011-06-07,Riverside,0,City Council,2,City Council,1,Full,1,Yeager,Marisa V.,Transportation Policy Manager,N,2,4,1060,0,4677,4677,0.226641,2,656,2.0,0,0,201100162,201100675,0,1060,4677,0,4677,2.0,2
201100676,20110656,33,2,RIVERSIDE,2011,2011-06-07,Riverside,0,City Council,2,City Council,1,Full,1,Betro,Dom,Entrepreneur/Educator,N,2,4,599,0,4677,4677,0.128074,2,656,3.0,0,0,201100162,201100676,0,599,4677,0,4677,3.0,2
201100677,20110656,33,2,RIVERSIDE,2011,2011-06-07,Riverside,0,City Council,2,City Council,1,Full,1,Pitruzzello,Dvonne,Businesswoman/Educator/Teacher,N,2,4,342,0,4677,4677,0.073124,2,656,4.0,0,0,201100162,201100677,0,342,4677,0,4677,4.0,2
201100678,20110660,33,2,RIVERSIDE,2011,2011-06-07,Riverside,0,City Council,2,City Council,3,Full,1,Bailey,"William ""Rusty""",Teacher/City Councilman,Y,1,2,3926,0,4514,4514,0.869739,1,660,1.0,0,0,201100163,201100678,0,3926,4514,0,4514,1.0,1
201100679,20110660,33,2,RIVERSIDE,2011,2011-06-07,Riverside,0,City Council,2,City Council,3,Full,1,Davis,Jim,Fabrication Inspector,N,2,2,588,0,4514,4514,0.130261,2,660,2.0,0,0,201100163,201100679,0,588,4514,0,4514,2.0,2
201100680,20110662,33,2,RIVERSIDE,2011,2011-06-07,Riverside,0,City Council,2,City Council,5,Full,1,Mac Arthur,Chris,Business Owner/Councilman,Y,1,1,2632,0,2632,2632,1.0,1,662,1.0,0,0,201100164,201100680,0,2632,2632,0,2632,1.0,1
201100681,20110663,33,2,RIVERSIDE,2011,2011-06-07,Riverside,0,City Council,2,City Council,7,Full,1,Adams,Steve,Councilman/Retired Policeman,Y,1,3,1499,0,3210,3210,0.466978,3,663,1.0,1,1,201100165,201100681,0,1499,3210,0,3210,1.0,3
201100682,20110663,33,2,RIVERSIDE,2011,2011-06-07,Riverside,0,City Council,2,City Council,7,Full,1,Brandiff,John,Delivery Service Provider,N,2,3,976,0,3210,3210,0.30405,3,663,2.0,1,1,201100165,201100682,0,976,3210,0,3210,2.0,3
201100683,20110663,33,2,RIVERSIDE,2011,2011-06-07,Riverside,0,City Council,2,City Council,7,Full,1,Frizzel,"Teresa R. ""Terry""",Businesswoman/Realtor,N,2,3,735,0,3210,3210,0.228972,3,663,3.0,0,1,201100165,201100683,0,735,3210,0,3210,3.0,3
201100812,20110819,47,2,SISKIYOU,2011,2011-06-07,Mt. Shasta,0,City Clerk,6,Other City Office,,Short,1,"Kennedy, Sr.",John E.,Retired Businessman,N,2,1,693,17,693,710,1.0,1,819,1.0,0,0,201100203,201100812,0,693,693,17,710,1.0,1
201100721,20110703,36,2,SAN BERNARDINO,2011,2011-07-12,San Bernardino,0,City Council,2,City Council,2,Full,1,Jenkins,Robert,Teacher,N,2,3,778,0,1542,1542,0.50454,1,703,1.0,0,0,201100174,201100721,0,778,1542,0,1542,1.0,1
201100722,20110703,36,2,SAN BERNARDINO,2011,2011-07-12,San Bernardino,0,City Council,2,City Council,2,Full,1,Longville,John,San Bernardino Community College Trustee,N,2,3,397,0,1542,1542,0.257458,2,703,2.0,0,0,201100174,201100722,0,397,1542,0,1542,2.0,2
201100723,20110703,36,2,SAN BERNARDINO,2011,2011-07-12,San Bernardino,0,City Council,2,City Council,2,Full,1,Martin,Jerry,Retired Businessman,N,2,3,367,0,1542,1542,0.238003,2,703,3.0,0,0,201100174,201100723,0,367,1542,0,1542,3.0,2
201100001,20110001,5,1,CALAVERAS,2011,2011-08-30,Calaveras,1,"Director, Wallace CSD",4,CSD/CSA Director,,Full,2,Fetzer,"Jack ""Joe""",Retired Correctional Officer,N,2,3,59,0,130,130,0.453846,1,1,1.0,0,0,201100001,201100001,0,59,130,0,130,1.0,1
201100002,20110001,5,1,CALAVERAS,2011,2011-08-30,Calaveras,1,"Director, Wallace CSD",4,CSD/CSA Director,,Full,2,Reyner,David,Incumbent,Y,1,3,45,0,130,130,0.346154,1,1,2.0,0,0,201100001,201100002,0,45,130,0,130,2.0,1
201100003,20110001,5,1,CALAVERAS,2011,2011-08-30,Calaveras,1,"Director, Wallace CSD",4,CSD/CSA Director,,Full,2,Pugh,Bill,Retired Board Member,N,2,3,26,0,130,130,0.2,2,1,3.0,0,0,201100001,201100003,0,26,130,0,130,3.0,2
201100018,20110018,12,1,HUMBOLDT,2011,2011-08-30,Humboldt,1,"Director, Scotia CSD - Proposed",4,CSD/CSA Director,,Full,5,Broadstock,John,Fire Chief,N,2,9,109,0,641,641,0.170047,1,18,1.0,0,0,201100007,201100018,0,109,641,0,641,1.0,1
201100019,20110018,12,1,HUMBOLDT,2011,2011-08-30,Humboldt,1,"Director, Scotia CSD - Proposed",4,CSD/CSA Director,,Full,5,McKnight,Gayle,Food Service Manager,N,2,9,103,0,641,641,0.160686,1,18,2.0,0,0,201100007,201100019,0,103,641,0,641,2.0,1
201100020,20110018,12,1,HUMBOLDT,2011,2011-08-30,Humboldt,1,"Director, Scotia CSD - Proposed",4,CSD/CSA Director,,Full,5,Barnes,James,Plumber/Water Treatment,N,2,9,96,0,641,641,0.149766,1,18,3.0,0,0,201100007,201100020,0,96,641,0,641,3.0,1
201100021,20110018,12,1,HUMBOLDT,2011,2011-08-30,Humboldt,1,"Director, Scotia CSD - Proposed",4,CSD/CSA Director,,Full,5,Laloli,Kevin,Mechanic Driver,N,2,9,69,0,641,641,0.107644,1,18,4.5,0,0,201100007,201100021,0,69,641,0,641,4.5,1
201100022,20110018,12,1,HUMBOLDT,2011,2011-08-30,Humboldt,1,"Director, Scotia CSD - Proposed",4,CSD/CSA Director,,Full,5,Walsh,Rick,Operations Superintendent,N,2,9,69,0,641,641,0.107644,1,18,4.5,0,0,201100007,201100022,0,69,641,0,641,4.5,1
201100023,20110018,12,1,HUMBOLDT,2011,2011-08-30,Humboldt,1,"Director, Scotia CSD - Proposed",4,CSD/CSA Director,,Full,5,Depucci,Carolyn,Homemaker,N,2,9,68,0,641,641,0.106084,2,18,6.0,0,0,201100007,201100023,0,68,641,0,641,6.0,2
201100024,20110018,12,1,HUMBOLDT,2011,2011-08-30,Humboldt,1,"Director, Scotia CSD - Proposed",4,CSD/CSA Director,,Full,5,Sanderson,Marilyn,Pharmacy Technician,N,2,9,48,0,641,641,0.074883,2,18,7.0,0,0,201100007,201100024,0,48,641,0,641,7.0,2
201100025,20110018,12,1,HUMBOLDT,2011,2011-08-30,Humboldt,1,"Director, Scotia CSD - Proposed",4,CSD/CSA Director,,Full,5,Stephens,"William ""Bill""",Family Nurse Practitioner,N,2,9,40,0,641,641,0.062402,2,18,8.0,0,0,201100007,201100025,0,40,641,0,641,8.0,2
201100026,20110018,12,1,HUMBOLDT,2011,2011-08-30,Humboldt,1,"Director, Scotia CSD - Proposed",4,CSD/CSA Director,,Full,5,Canessa,John,Retired Machinist Welder,N,2,9,39,0,641,641,0.060842,2,18,9.0,0,0,201100007,201100026,0,39,641,0,641,9.0,2
201100082,20110082,36,1,SAN BERNARDINO,2011,2011-08-30,San Bernardino,1,"Director, Lake Arrowhead CSD",4,CSD/CSA Director,,Full,2,Wurm,John,Attorney/Business Owner,N,2,4,1733,0,3956,3956,0.438069,1,82,1.0,0,0,201100019,201100082,0,1733,3956,0,3956,1.0,1
201100083,20110082,36,1,SAN BERNARDINO,2011,2011-08-30,San Bernardino,1,"Director, Lake Arrowhead CSD",4,CSD/CSA Director,,Full,2,Wagner,Ralph,Incumbent,Y,1,4,1076,0,3956,3956,0.271992,1,82,2.0,0,0,201100019,201100083,0,1076,3956,0,3956,2.0,1
201100084,20110082,36,1,SAN BERNARDINO,2011,2011-08-30,San Bernardino,1,"Director, Lake Arrowhead CSD",4,CSD/CSA Director,,Full,2,Durand,Harvey,Appointed Incumbent,N,2,4,854,0,3956,3956,0.215875,2,82,3.0,0,0,201100019,201100084,0,854,3956,0,3956,3.0,2
201100085,20110082,36,1,SAN BERNARDINO,2011,2011-08-30,San Bernardino,1,"Director, Lake Arrowhead CSD",4,CSD/CSA Director,,Full,2,Hobart,Chad,Self-Employed DJ,N,2,4,293,0,3956,3956,0.074065,2,82,4.0,0,0,201100019,201100085,0,293,3956,0,3956,4.0,2
201100086,20110086,36,1,SAN BERNARDINO,2011,2011-08-30,San Bernardino,1,"Director, Lake Arrowhead CSD",4,CSD/CSA Director,,Short,1,Butler,Philip,Business Owner/Engineer,N,2,2,1161,0,2207,2207,0.526053,1,86,1.0,0,0,201100020,201100086,0,1161,2207,0,2207,1.0,1
201100087,20110086,36,1,SAN BERNARDINO,2011,2011-08-30,San Bernardino,1,"Director, Lake Arrowhead CSD",4,CSD/CSA Director,,Short,1,Williamson,Jim,Appointed Incumbent,N,2,2,1046,0,2207,2207,0.473947,2,86,2.0,0,0,201100020,201100087,0,1046,2207,0,2207,2.0,2
201100641,20110623,23,2,MENDOCINO,2011,2011-08-30,Point Arena,0,City Council - R,2,City Council,1,Short,1,Sanders,Trevor S.,No Ballot Designation,N,2,1,93,3,93,96,1.0,1,623,1.0,0,0,201100155,201100641,0,93,93,3,96,1.0,1
201100642,20110624,23,2,MENDOCINO,2011,2011-08-30,Point Arena,0,City Council - R,2,City Council,2,Short,1,Riehl,Brian,No Ballot Designation,N,2,1,70,9,70,79,1.0,1,624,1.0,0,0,201100156,201100642,0,70,70,9,79,1.0,1
201100643,20110625,23,2,MENDOCINO,2011,2011-08-30,Point Arena,0,City Council - R,2,City Council,3,Short,1,Burkey,Douglas M.,No Ballot Designation,N,2,1,98,5,98,103,1.0,1,625,1.0,0,0,201100157,201100643,0,98,98,5,103,1.0,1
201100644,20110626,23,2,MENDOCINO,2011,2011-08-30,Point Arena,0,City Council - R,2,City Council,4,Short,1,Cross,Lloyd Thomas,No Ballot Designation,N,2,1,88,4,88,92,1.0,1,626,1.0,0,0,201100158,201100644,0,88,88,4,92,1.0,1
201100718,20110700,34,2,SACRAMENTO,2011,2011-08-30,Isleton,0,City Council,2,City Council,,Full,1,Bulahan,Pamela,Treasurer,N,2,3,50,3,109,112,0.458716,1,700,1.0,1,0,201100173,201100718,0,50,109,3,112,1.0,1
201100719,20110700,34,2,SACRAMENTO,2011,2011-08-30,Isleton,0,City Council,2,City Council,,Full,1,Gomez,Michael V.,No Ballot Designation,N,2,3,43,3,109,112,0.394495,2,700,2.0,1,0,201100173,201100719,0,43,109,3,112,2.0,2
201100720,20110700,34,2,SACRAMENTO,2011,2011-08-30,Isleton,0,City Council,2,City Council,,Full,1,Corsaut,Jim,No Ballot Designation,N,2,3,16,3,109,112,0.146789,2,700,3.0,0,0,201100173,201100720,0,16,109,3,112,3.0,2
201100724,20110706,36,2,SAN BERNARDINO,2011,2011-08-30,Upland,0,City Council,2,City Council,,Full,1,Stone,"Debra ""Debbie""",Funeral Director,N,2,11,3585,0,10268,10268,0.349143,1,706,1.0,1,0,201100175,201100724,0,3585,10268,0,10268,1.0,1
201100725,20110706,36,2,SAN BERNARDINO,2011,2011-08-30,Upland,0,City Council,2,City Council,,Full,1,Thouvenell,Martin,Retired Police Chief,N,2,11,2894,0,10268,10268,0.281847,2,706,2.0,1,0,201100175,201100725,0,2894,10268,0,10268,2.0,2
201100726,20110706,36,2,SAN BERNARDINO,2011,2011-08-30,Upland,0,City Council,2,City Council,,Full,1,Morgan,Dan,University Ethics Instructor,N,2,11,1215,0,10268,10268,0.118329,2,706,3.0,0,0,201100175,201100726,0,1215,10268,0,10268,3.0,2
201100727,20110706,36,2,SAN BERNARDINO,2011,2011-08-30,Upland,0,City Council,2,City Council,,Full,1,Dejournett,"Robert ""Bubba""",Retired School Teacher,N,2,11,697,0,10268,10268,0.067881,2,706,4.0,0,0,201100175,201100727,0,697,10268,0,10268,4.0,2
201100728,20110706,36,2,SAN BERNARDINO,2011,2011-08-30,Upland,0,City Council,2,City Council,,Full,1,Sundstrom,Maureen,Attorney,N,2,11,675,0,10268,10268,0.065738,2,706,5.0,0,0,201100175,201100728,0,675,10268,0,10268,5.0,2
201100729,20110706,36,2,SAN BERNARDINO,2011,2011-08-30,Upland,0,City Council,2,City Council,,Full,1,Gavin,Eric,Technology Professional,N,2,11,326,0,10268,10268,0.031749,2,706,6.0,0,0,201100175,201100729,0,326,10268,0,10268,6.0,2
201100730,20110706,36,2,SAN BERNARDINO,2011,2011-08-30,Upland,0,City Council,2,City Council,,Full,1,Bezanson,Ladan,After School Educator,N,2,11,239,0,10268,10268,0.023276,2,706,7.0,0,0,201100175,201100730,0,239,10268,0,10268,7.0,2
201100731,20110706,36,2,SAN BERNARDINO,2011,2011-08-30,Upland,0,City Council,2,City Council,,Full,1,Courey,Elaine R.,Middle School Teacher,N,2,11,225,0,10268,10268,0.021913,2,706,8.0,0,0,201100175,201100731,0,225,10268,0,10268,8.0,2
201100732,20110706,36,2,SAN BERNARDINO,2011,2011-08-30,Upland,0,City Council,2,City Council,,Full,1,Fittante,Sam,Retired Upland Businessman,N,2,11,163,0,10268,10268,0.015875,2,706,9.0,0,0,201100175,201100732,0,163,10268,0,10268,9.0,2
201100733,20110706,36,2,SAN BERNARDINO,2011,2011-08-30,Upland,0,City Council,2,City Council,,Full,1,Zaman,Muhammad,Management Consultant,N,2,11,140,0,10268,10268,0.013635,2,706,10.0,0,0,201100175,201100733,0,140,10268,0,10268,10.0,2
201100734,20110706,36,2,SAN BERNARDINO,2011,2011-08-30,Upland,0,City Council,2,City Council,,Full,1,Roppel,Steven,Real Estate Agent,N,2,11,109,0,10268,10268,0.010616,2,706,11.0,0,0,201100175,201100734,0,109,10268,0,10268,11.0,2
201100004,20110004,9,1,EL DORADO,2011,2011-11-08,El Dorado,1,"Director, Grizzly Flats CSD",4,CSD/CSA Director,,Short,1,Strauss,Fred A.,Civil Engineer,N,2,2,162,0,276,276,0.586957,1,4,1.0,0,0,201100002,201100004,0,162,276,0,276,1.0,1
201100005,20110004,9,1,EL DORADO,2011,2011-11-08,El Dorado,1,"Director, Grizzly Flats CSD",4,CSD/CSA Director,,Short,1,Rogers,John,Audit Supervisor/CPA,N,2,2,114,0,276,276,0.413043,2,4,2.0,0,0,201100002,201100005,0,114,276,0,276,2.0,2
201100006,20110006,9,1,EL DORADO,2011,2011-11-08,El Dorado,1,"Director, Hillwood CSD",4,CSD/CSA Director,,Full,3,Pryor,Joanne,Community Volunteer,N,2,4,78,0,242,242,0.322314,1,6,1.0,0,0,201100003,201100006,0,78,242,0,242,1.0,1
201100007,20110006,9,1,EL DORADO,2011,2011-11-08,El Dorado,1,"Director, Hillwood CSD",4,CSD/CSA Director,,Full,3,Stailey,Stan,Incumbent,Y,1,4,74,0,242,242,0.305785,1,6,2.0,0,0,201100003,201100007,0,74,242,0,242,2.0,1
201100008,20110006,9,1,EL DORADO,2011,2011-11-08,El Dorado,1,"Director, Hillwood CSD",4,CSD/CSA Director,,Full,3,Da Ronco,Michael A.,Retired,N,2,4,61,0,242,242,0.252066,1,6,3.0,0,0,201100003,201100008,0,61,242,0,242,3.0,1
201100009,20110006,9,1,EL DORADO,2011,2011-11-08,El Dorado,1,"Director, Hillwood CSD",4,CSD/CSA Director,,Full,3,Egly,Joseph,Incumbent,Y,1,4,29,0,242,242,0.119835,2,6,4.0,0,0,201100003,201100009,0,29,242,0,242,4.0,2
201100010,20110010,10,1,FRESNO,2011,2011-11-08,Fresno,1,"Director, Biola CSD",4,CSD/CSA Director,,Full,2,Lozano,Reyes,Retired Firefighter,N,2,3,99,3,202,205,0.490099,1,10,1.0,0,0,201100004,201100010,0,99,202,3,205,1.0,1
201100011,20110010,10,1,FRESNO,2011,2011-11-08,Fresno,1,"Director, Biola CSD",4,CSD/CSA Director,,Full,2,Bennett,Leslie,Appointed Incumbent,N,2,3,90,3,202,205,0.445545,1,10,2.0,0,0,201100004,201100011,0,90,202,3,205,2.0,1
201100012,20110010,10,1,FRESNO,2011,2011-11-08,Fresno,1,"Director, Biola CSD",4,CSD/CSA Director,,Full,2,"Rabago, Jr.",Alfonso,Crew Supervisor,N,2,3,13,3,202,205,0.064356,2,10,3.0,0,0,201100004,201100012,0,13,202,3,205,3.0,2
201100013,20110013,10,1,FRESNO,2011,2011-11-08,Fresno,1,"Director, Biola CSD - R",4,CSD/CSA Director,,Short,1,Hernandez,Rudy M.,No Ballot Designation,N,2,1,111,2,111,113,0.49115,1,13,1.0,1,0,201100005,201100013,0,111,226,5,231,1.0,1
201100014,20110014,10,1,FRESNO,2011,2011-11-08,Fresno,1,"Director, Biola CSD - R",4,CSD/CSA Director,,Short,1,Madera,Martha M.,Retired Waitress,N,2,1,115,3,115,118,0.50885,1,14,1.0,0,0,201100005,201100014,0,115,226,5,231,1.0,1
201100015,20110015,10,1,FRESNO,2011,2011-11-08,Fresno,1,"Director, Lanare CSD",4,CSD/CSA Director,,Full,2,Rodriguez,Juventino,Retired Farm Worker,N,2,3,11,1,30,31,0.366667,1,15,1.0,0,0,201100006,201100015,0,11,30,1,31,1.0,1
201100016,20110015,10,1,FRESNO,2011,2011-11-08,Fresno,1,"Director, Lanare CSD",4,CSD/CSA Director,,Full,2,"Guzman, Jr.",Ernesto,Air Conditioning Technician,N,2,3,10,1,30,31,0.333333,1,15,2.0,0,0,201100006,201100016,0,10,30,1,31,2.0,1
201100017,20110015,10,1,FRESNO,2011,2011-11-08,Fresno,1,"Director, Lanare CSD",4,CSD/CSA Director,,Full,2,Sanchez,Enedina,School Bus Driver,N,2,3,9,1,30,31,0.3,2,15,3.0,0,0,201100006,201100017,0,9,30,1,31,3.0,2
201100027,20110027,12,1,HUMBOLDT,2011,2011-11-08,Humboldt,1,"Director, Humboldt CSD",4,CSD/CSA Director,,Full,3,Saunderson,Dave,Appointed Incumbent,N,2,4,1557,31,5647,5678,0.275722,1,27,1.0,0,0,201100008,201100027,0,1557,5647,31,5678,1.0,1
201100028,20110027,12,1,HUMBOLDT,2011,2011-11-08,Humboldt,1,"Director, Humboldt CSD",4,CSD/CSA Director,,Full,3,Scolari,Frank,Incumbent,Y,1,4,1533,31,5647,5678,0.271472,1,27,2.0,0,0,201100008,201100028,0,1533,5647,31,5678,2.0,1
201100029,20110027,12,1,HUMBOLDT,2011,2011-11-08,Humboldt,1,"Director, Humboldt CSD",4,CSD/CSA Director,,Full,3,McKenny,Kevin H.,Incumbent,Y,1,4,1526,31,5647,5678,0.270232,1,27,3.0,0,0,201100008,201100029,0,1526,5647,31,5678,3.0,1
201100030,20110027,12,1,HUMBOLDT,2011,2011-11-08,Humboldt,1,"Director, Humboldt CSD",4,CSD/CSA Director,,Full,3,Davis,George,Retired Businessman,N,2,4,1031,31,5647,5678,0.182575,2,27,4.0,0,0,201100008,201100030,0,1031,5647,31,5678,4.0,2
201100031,20110031,12,1,HUMBOLDT,2011,2011-11-08,Humboldt,1,"Director, Manila CSD",4,CSD/CSA Director,,Full,3,Dellas,Joy,Incumbent,Y,1,7,70,3,294,297,0.238095,1,31,1.0,0,0,201100009,201100031,0,70,294,3,297,1.0,1
201100032,20110031,12,1,HUMBOLDT,2011,2011-11-08,Humboldt,1,"Director, Manila CSD",4,CSD/CSA Director,,Full,3,Bramlett,Jan,Child Advocacy Supervisor,N,2,7,62,3,294,297,0.210884,1,31,2.0,0,0,201100009,201100032,0,62,294,3,297,2.0,1
201100033,20110031,12,1,HUMBOLDT,2011,2011-11-08,Humboldt,1,"Director, Manila CSD",4,CSD/CSA Director,,Full,3,Seeber,Mike,Operations Director,N,2,7,54,3,294,297,0.183673,1,31,3.0,0,0,201100009,201100033,0,54,294,3,297,3.0,1
201100034,20110031,12,1,HUMBOLDT,2011,2011-11-08,Humboldt,1,"Director, Manila CSD",4,CSD/CSA Director,,Full,3,Opalach,Susan,Community Volunteer,N,2,7,42,3,294,297,0.142857,2,31,4.0,0,0,201100009,201100034,0,42,294,3,297,4.0,2
201100035,20110031,12,1,HUMBOLDT,2011,2011-11-08,Humboldt,1,"Director, Manila CSD",4,CSD/CSA Director,,Full,3,Rose,Robert,Retired,N,2,7,37,3,294,297,0.12585,2,31,5.0,0,0,201100009,201100035,0,37,294,3,297,5.0,2
201100036,20110031,12,1,HUMBOLDT,2011,2011-11-08,Humboldt,1,"Director, Manila CSD",4,CSD/CSA Director,,Full,3,Thoma,Zachary B.,Handyman,N,2,7,17,3,294,297,0.057823,2,31,6.0,0,0,201100009,201100036,0,17,294,3,297,6.0,2
201100037,20110031,12,1,HUMBOLDT,2011,2011-11-08,Humboldt,1,"Director, Manila CSD",4,CSD/CSA Director,,Full,3,Garcia,Geronimo,Bicycle Gardener,N,2,7,12,3,294,297,0.040816,2,31,7.0,0,0,201100009,201100037,0,12,294,3,297,7.0,2
201100038,20110038,12,1,HUMBOLDT,2011,2011-11-08,Humboldt,1,"Director, McKinleyville CSD",4,CSD/CSA Director,,Full,2,Corbett,John W.,Incumbent,Y,1,3,1376,27,3182,3209,0.432432,1,38,1.0,0,0,201100010,201100038,0,1376,3182,27,3209,1.0,1
201100039,20110038,12,1,HUMBOLDT,2011,2011-11-08,Humboldt,1,"Director, McKinleyville CSD",4,CSD/CSA Director,,Full,2,Edwards,Helen,Incumbent,Y,1,3,1323,27,3182,3209,0.415776,1,38,2.0,0,0,201100010,201100039,0,1323,3182,27,3209,2.0,1
201100040,20110038,12,1,HUMBOLDT,2011,2011-11-08,Humboldt,1,"Director, McKinleyville CSD",4,CSD/CSA Director,,Full,2,Elsebusch,David,Small Business Owner,N,2,3,483,27,3182,3209,0.151791,2,38,3.0,0,0,201100010,201100040,0,483,3182,27,3209,3.0,2
201100041,20110041,12,1,HUMBOLDT,2011,2011-11-08,Humboldt,1,"Director, Willow Creek CSD",4,CSD/CSA Director,,Full,3,Nelson,Bruce,Incumbent,Y,1,5,195,21,755,776,0.258278,1,41,1.0,0,0,201100011,201100041,0,195,755,21,776,1.0,1
201100042,20110041,12,1,HUMBOLDT,2011,2011-11-08,Humboldt,1,"Director, Willow Creek CSD",4,CSD/CSA Director,,Full,3,O'Gorman,Tom,Farmer,Y,1,5,165,21,755,776,0.218543,1,41,2.0,0,0,201100011,201100042,0,165,755,21,776,2.0,1
201100043,20110041,12,1,HUMBOLDT,2011,2011-11-08,Humboldt,1,"Director, Willow Creek CSD",4,CSD/CSA Director,,Full,3,Gower,Judy M.,Incumbent,Y,1,5,164,21,755,776,0.217219,1,41,3.0,0,0,201100011,201100043,0,164,755,21,776,3.0,1
