RecordID,RACEID,CO#,JUR,CNTYNAME,YEAR,DATE,PLACE,CSD,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,First,BALDESIG,INC,NUM_INC,CAND#,VOTES,WRITEIN,VOTES_sum,TOTVOTES,PERCENT,ELECTED,RVOTES,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,Indivtotal_votes,Multitotal_votes,Total_writein,Newtotvotes,Rindivto,Newelected
201802037,863,19,2,LOS ANGELES,2018,2018-11-06,Lawndale,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Kearney,Pat,Incumbent,Y,1,3,3024,0,8974,8974,0.3369734789391576,1,2.0,0,0,201800860,201802036,0,3024,8974,0,8974,2.0,1
201802038,863,19,2,LOS ANGELES,2018,2018-11-06,Lawndale,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Macias,Edgar,Small Business Owner,N,2,3,2341,0,8974,8974,0.2608647203030978,2,3.0,0,0,201800860,201802037,0,2341,8974,0,8974,3.0,2
201802039,863,19,2,LOS ANGELES,2018,2018-11-06,Lawndale,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Suarez,Bernadette,Appointed City Councilwoman,Y,1,3,3609,0,8974,8974,0.4021618007577446,1,1.0,0,0,201800860,201802038,0,3609,8974,0,8974,1.0,1
201802040,865,19,2,LOS ANGELES,2018,2018-11-06,Lomita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Gazeley,Jim,Lomita Council Member,Y,1,4,3364,0,12550,12550,0.2680478087649402,1,3.0,0,0,201800862,201802039,0,3364,12550,0,12550,3.0,1
201802041,865,19,2,LOS ANGELES,2018,2018-11-06,Lomita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Pisano,Nick,Transportation Planner,N,2,4,1910,0,12550,12550,0.15219123505976095,2,4.0,0,0,201800862,201802040,0,1910,12550,0,12550,4.0,2
201802042,865,19,2,LOS ANGELES,2018,2018-11-06,Lomita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Segawa,Cindy,School Administrative Assistant,N,2,4,3733,0,12550,12550,0.29745019920318727,1,1.0,0,0,201800862,201802041,0,3733,12550,0,12550,1.0,1
201802043,865,19,2,LOS ANGELES,2018,2018-11-06,Lomita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Waronek,Mark,Lomita Councilmember/Businessman,Y,1,4,3543,0,12550,12550,0.28231075697211155,1,2.0,0,0,201800862,201802042,0,3543,12550,0,12550,2.0,1
201802044,866,19,2,LOS ANGELES,2018,2018-11-06,Lynwood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Becerra,Rowland,Community Organizer/Commissioner,N,2,12,1840,0,26526,26526,0.06936590514966448,2,7.0,0,0,201800863,201802043,0,1840,26526,0,26526,7.0,2
201802045,866,19,2,LOS ANGELES,2018,2018-11-06,Lynwood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Carr,Patricia,Retired County Worker,N,2,12,2230,0,26526,26526,0.08406846113247379,2,5.0,0,0,201800863,201802044,0,2230,26526,0,26526,5.0,2
201802046,866,19,2,LOS ANGELES,2018,2018-11-06,Lynwood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Carrillo,Miguel,Field Manager,N,2,12,934,0,26526,26526,0.0352107366357536,2,11.0,0,0,201800863,201802045,0,934,26526,0,26526,11.0,2
201802047,866,19,2,LOS ANGELES,2018,2018-11-06,Lynwood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Casanova,Jorge,Businessman/Father/Commissioner,N,2,12,3190,0,26526,26526,0.12025936816708135,1,3.0,0,0,201800863,201802046,0,3190,26526,0,26526,3.0,1
201802048,866,19,2,LOS ANGELES,2018,2018-11-06,Lynwood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Castro,"Rebecca ""Becky""",No Ballot Designation,N,2,12,869,0,26526,26526,0.03276031063861871,2,12.0,0,0,201800863,201802047,0,869,26526,0,26526,12.0,2
201802049,866,19,2,LOS ANGELES,2018,2018-11-06,Lynwood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Coleman,Nanette,Business Consultant/Psychotherapist,N,2,12,1746,0,26526,26526,0.06582221216919248,2,9.0,0,0,201800863,201802048,0,1746,26526,0,26526,9.0,2
201802050,866,19,2,LOS ANGELES,2018,2018-11-06,Lynwood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,George,Linda,Retired Teacher,N,2,12,2249,0,26526,26526,0.08478473950086707,2,4.0,0,0,201800863,201802049,0,2249,26526,0,26526,4.0,2
201802051,866,19,2,LOS ANGELES,2018,2018-11-06,Lynwood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Jacinto,Edwin,Realtor/Businessman,N,2,12,1817,0,26526,26526,0.06849883133529368,2,8.0,0,0,201800863,201802050,0,1817,26526,0,26526,8.0,2
201802052,866,19,2,LOS ANGELES,2018,2018-11-06,Lynwood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Nunez,Candice,General Manager,N,2,12,1075,0,26526,26526,0.04052627610646158,2,10.0,0,0,201800863,201802051,0,1075,26526,0,26526,10.0,2
201802053,866,19,2,LOS ANGELES,2018,2018-11-06,Lynwood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Rodriguez,Ramon,Businessman,N,2,12,1910,0,26526,26526,0.07200482545427128,2,6.0,0,0,201800863,201802052,0,1910,26526,0,26526,6.0,2
201802054,866,19,2,LOS ANGELES,2018,2018-11-06,Lynwood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Santana,Marisela,Community Relations,N,2,12,3304,0,26526,26526,0.124557038377441,1,2.0,0,0,201800863,201802053,0,3304,26526,0,26526,2.0,1
201802055,866,19,2,LOS ANGELES,2018,2018-11-06,Lynwood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Solache,Jose,Mayor/Nonprofit Director,Y,1,12,5362,0,26526,26526,0.20214129533288094,1,1.0,0,0,201800863,201802054,0,5362,26526,0,26526,1.0,1
201802056,867,19,2,LOS ANGELES,2018,2018-11-06,Malibu,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Damavandi,Olivia,Community Volunteer,N,2,5,1896,0,9328,9328,0.2032590051457976,2,3.0,0,0,201800864,201802055,0,1896,9328,0,9328,3.0,2
201802057,867,19,2,LOS ANGELES,2018,2018-11-06,Malibu,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Farrer,Karen,Community Volunteer,N,2,5,2855,0,9328,9328,0.3060677530017153,1,1.0,0,0,201800864,201802056,0,2855,9328,0,9328,1.0,1
201802058,867,19,2,LOS ANGELES,2018,2018-11-06,Malibu,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Palmer,Jim,Accountant/Winemaker,N,2,5,1486,0,9328,9328,0.15930531732418524,2,4.0,0,0,201800864,201802057,0,1486,9328,0,9328,4.0,2
201802059,867,19,2,LOS ANGELES,2018,2018-11-06,Malibu,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Pierson,Mikke,Small Business Owner,N,2,5,2460,0,9328,9328,0.2637221269296741,1,2.0,0,0,201800864,201802058,0,2460,9328,0,9328,2.0,1
201802060,867,19,2,LOS ANGELES,2018,2018-11-06,Malibu,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Simmens,Lance,Author,N,2,5,631,0,9328,9328,0.0676457975986278,2,5.0,0,0,201800864,201802059,0,631,9328,0,9328,5.0,2
201802061,868,19,2,LOS ANGELES,2018,2018-11-06,Maywood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,De La Riva,"Eduardo ""Eddie""",Incumbent,Y,1,6,2484,0,11462,11462,0.2167161053917292,1,3.0,0,0,201800865,201802060,0,2484,11462,0,11462,3.0,1
201802062,868,19,2,LOS ANGELES,2018,2018-11-06,Maywood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Flores,Cesar,Notary/Business Owner,N,2,6,1003,0,11462,11462,0.08750654336067004,2,6.0,0,0,201800865,201802061,0,1003,11462,0,11462,6.0,2
201802063,868,19,2,LOS ANGELES,2018,2018-11-06,Maywood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Lanuza,Joaquin,Councilman/I.T. Consultant,Y,1,6,1012,0,11462,11462,0.08829174664107485,2,5.0,0,0,201800865,201802062,0,1012,11462,0,11462,5.0,2
201802064,868,19,2,LOS ANGELES,2018,2018-11-06,Maywood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Lara,Ricardo,Business Owner,N,2,6,2681,0,11462,11462,0.23390333275170128,1,2.0,0,0,201800865,201802063,0,2681,11462,0,11462,2.0,1
201802065,868,19,2,LOS ANGELES,2018,2018-11-06,Maywood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Marquez,Heber,Teacher,N,2,6,2882,0,11462,11462,0.2514395393474088,1,1.0,0,0,201800865,201802064,0,2882,11462,0,11462,1.0,1
201802066,868,19,2,LOS ANGELES,2018,2018-11-06,Maywood,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Ruiz,Dianna,Manager/Dental Assistant,N,2,6,1400,0,11462,11462,0.12214273250741581,2,4.0,0,0,201800865,201802065,0,1400,11462,0,11462,4.0,2
201802067,869,19,2,LOS ANGELES,2018,2018-11-06,Montebello,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Barajas,Art,Montebello Councilman/Business owner,Y,1,10,4053,0,35628,35628,0.11375884136072752,2,4.0,0,0,201800866,201802066,0,4053,35628,0,35628,4.0,2
201802068,869,19,2,LOS ANGELES,2018,2018-11-06,Montebello,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Cobos-Cawthorne,Kimberly,"Co-Founder, Activist Group",N,2,10,4111,0,35628,35628,0.1153867744470641,1,2.0,0,0,201800866,201802067,0,4111,35628,0,35628,2.0,1
201802069,869,19,2,LOS ANGELES,2018,2018-11-06,Montebello,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Jimenz,Angie,Small Business Owner,N,2,10,4056,0,35628,35628,0.11384304479622769,1,3.0,0,0,201800866,201802068,0,4056,35628,0,35628,3.0,1
201802070,869,19,2,LOS ANGELES,2018,2018-11-06,Montebello,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Lopez,Delia,Businesswoman,N,2,10,3104,0,35628,35628,0.08712248793084092,2,8.0,0,0,201800866,201802069,0,3104,35628,0,35628,8.0,2
201802071,869,19,2,LOS ANGELES,2018,2018-11-06,Montebello,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Melendez,Salvador,Legal Community Advocate,N,2,10,4176,0,35628,35628,0.11721118221623442,1,1.0,0,0,201800866,201802070,0,4176,35628,0,35628,1.0,1
201802072,869,19,2,LOS ANGELES,2018,2018-11-06,Montebello,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Molinari,"William ""Bill""",Councilmember/Retired Contractor,Y,1,10,2719,0,35628,35628,0.07631638037498596,2,10.0,0,0,201800866,201802071,0,2719,35628,0,35628,10.0,2
201802073,869,19,2,LOS ANGELES,2018,2018-11-06,Montebello,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Mooradian,Ashod,Attorney/Appointed City Treasurer,N,2,10,3266,0,35628,35628,0.09166947344785001,2,7.0,0,0,201800866,201802072,0,3266,35628,0,35628,7.0,2
201802074,869,19,2,LOS ANGELES,2018,2018-11-06,Montebello,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Romero,Vivian,Councilmember/Businesswoman,Y,1,10,3869,0,35628,35628,0.10859436398338386,2,5.0,0,0,201800866,201802073,0,3869,35628,0,35628,5.0,2
201802075,869,19,2,LOS ANGELES,2018,2018-11-06,Montebello,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Torres,David,Consumer Protection Specialist,N,2,10,3459,0,35628,35628,0.09708656113169417,2,6.0,0,0,201800866,201802074,0,3459,35628,0,35628,6.0,2
201802076,869,19,2,LOS ANGELES,2018,2018-11-06,Montebello,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Vasquez,"Rosemarie ""Rosie""",Retired Business Owner,N,2,10,2815,0,35628,35628,0.07901089031099136,2,9.0,0,0,201800866,201802075,0,2815,35628,0,35628,9.0,2
201802077,871,19,2,LOS ANGELES,2018,2018-11-06,Palmdale,0,CITY COUNCIL,2,CITY COUNCIL,3,Full,1,Bettencourt,Laura,Crime Analyst,Y,1,1,6457,0,6457,6457,1.0,1,1.0,0,0,201800868,201802076,0,6457,6457,0,6457,1.0,1
201802078,872,19,2,LOS ANGELES,2018,2018-11-06,Palmdale,0,CITY COUNCIL,2,CITY COUNCIL,4,Full,1,Aleman,Oscar,Business Owner,N,2,2,2772,0,7896,7896,0.35106382978723405,2,2.0,0,0,201800869,201802077,0,2772,7896,0,7896,2.0,2
201802079,872,19,2,LOS ANGELES,2018,2018-11-06,Palmdale,0,CITY COUNCIL,2,CITY COUNCIL,4,Full,1,Ventura,Juan,City Planner,Y,1,2,5124,0,7896,7896,0.648936170212766,1,1.0,0,0,201800869,201802078,0,5124,7896,0,7896,1.0,1
201802080,874,19,2,LOS ANGELES,2018,2018-11-06,Pico Rivera,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Armenta,David,City Councilmember,Y,1,7,3955,0,26937,26937,0.14682407098043584,2,4.0,0,0,201800871,201802079,0,3955,26937,0,26937,4.0,2
201802081,874,19,2,LOS ANGELES,2018,2018-11-06,Pico Rivera,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Camacho,Gustavo,Mayor/Business Executive,Y,1,7,6820,0,26937,26937,0.2531833537513457,1,1.0,0,0,201800871,201802080,0,6820,26937,0,26937,1.0,1
201802082,874,19,2,LOS ANGELES,2018,2018-11-06,Pico Rivera,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Elias,Raul,El Ranco Teacher,N,2,7,5056,0,26937,26937,0.18769721943794782,1,2.0,0,0,201800871,201802081,0,5056,26937,0,26937,2.0,1
201802083,874,19,2,LOS ANGELES,2018,2018-11-06,Pico Rivera,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Lutz,Erik,Housing Advocate/Broker,N,2,7,2759,0,26937,26937,0.10242417492668078,2,5.0,0,0,201800871,201802082,0,2759,26937,0,26937,5.0,2
201802084,874,19,2,LOS ANGELES,2018,2018-11-06,Pico Rivera,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Martinez,Andre,Freelance Journalist,N,2,7,2219,0,26937,26937,0.08237739911645692,2,6.0,0,0,201800871,201802083,0,2219,26937,0,26937,6.0,2
201802085,874,19,2,LOS ANGELES,2018,2018-11-06,Pico Rivera,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Ramos,Albert,College Admission Director,N,2,7,2113,0,26937,26937,0.0784422912722278,2,7.0,0,0,201800871,201802084,0,2113,26937,0,26937,7.0,2
201802086,874,19,2,LOS ANGELES,2018,2018-11-06,Pico Rivera,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Saavedra,Christine,Community Outreach Manager,N,2,7,4015,0,26937,26937,0.14905149051490515,2,3.0,0,0,201800871,201802085,0,4015,26937,0,26937,3.0,2
201802087,875,19,2,LOS ANGELES,2018,2018-11-06,Pomona,0,CITY COUNCIL,2,CITY COUNCIL,2,Full,1,Elizalde,Jacqueline,Human Services Provider,N,2,2,1633,0,3329,3329,0.4905376990087113,2,2.0,0,0,201800872,201802086,0,1633,3329,0,3329,2.0,2
201802088,875,19,2,LOS ANGELES,2018,2018-11-06,Pomona,0,CITY COUNCIL,2,CITY COUNCIL,2,Full,1,Preciado,Victor,Youth Program Coordinator,N,2,2,1696,0,3329,3329,0.5094623009912886,1,1.0,0,0,201800872,201802087,0,1696,3329,0,3329,1.0,1
201802089,876,19,2,LOS ANGELES,2018,2018-11-06,Pomona,0,CITY COUNCIL,2,CITY COUNCIL,3,Full,1,Carrizosa,Cristina,Pomona City Councilmember,Y,1,2,1507,0,3470,3470,0.43429394812680117,2,2.0,0,0,201800873,201802088,0,1507,3470,0,3470,2.0,2
201802090,876,19,2,LOS ANGELES,2018,2018-11-06,Pomona,0,CITY COUNCIL,2,CITY COUNCIL,3,Full,1,Garcia,Nora,Teacher,N,2,2,1963,0,3470,3470,0.5657060518731989,1,1.0,0,0,201800873,201802089,0,1963,3470,0,3470,1.0,1
201802091,877,19,2,LOS ANGELES,2018,2018-11-06,Pomona,0,CITY COUNCIL,2,CITY COUNCIL,5,Full,1,Escobar,Ginna,Incumbent,Y,1,3,2356,0,5608,5608,0.42011412268188303,2,2.0,1,0,201800874,201802090,0,2356,5608,0,5608,2.0,2
201802092,877,19,2,LOS ANGELES,2018,2018-11-06,Pomona,0,CITY COUNCIL,2,CITY COUNCIL,5,Full,1,Grajeda,George,Realtor Business Developer,N,2,3,786,0,5608,5608,0.14015691868758917,2,3.0,0,0,201800874,201802091,0,786,5608,0,5608,3.0,2
201802093,877,19,2,LOS ANGELES,2018,2018-11-06,Pomona,0,CITY COUNCIL,2,CITY COUNCIL,5,Full,1,Lustro,Steve,Retired Development Director,N,2,3,2466,0,5608,5608,0.4397289586305278,1,1.0,1,0,201800874,201802092,0,2466,5608,0,5608,1.0,1
201802094,878,19,2,LOS ANGELES,2018,2018-11-06,Rosemead,0,CITY COUNCIL,2,CITY COUNCIL,,Short,1,Berry,James,Rosemead Traffic Commissioner,N,2,3,2173,0,7865,7865,0.27628734901462176,2,3.0,0,0,201800875,201802093,0,2173,7865,0,7865,3.0,2
201802095,878,19,2,LOS ANGELES,2018,2018-11-06,Rosemead,0,CITY COUNCIL,2,CITY COUNCIL,,Short,1,Dang,Sean,Rosemead Commissioner/Engineer,N,2,3,3105,0,7865,7865,0.3947870311506675,1,1.0,1,0,201800875,201802094,0,3105,7865,0,7865,1.0,1
201802096,878,19,2,LOS ANGELES,2018,2018-11-06,Rosemead,0,CITY COUNCIL,2,CITY COUNCIL,,Short,1,Eng,Nancy Hong,Planning Commissioner/Realtor,N,2,3,2587,0,7865,7865,0.32892561983471075,2,2.0,1,0,201800875,201802095,0,2587,7865,0,7865,2.0,2
201802097,879,19,2,LOS ANGELES,2018,2018-11-06,San Fernando,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Ballin,Sylvia,Mayor,Y,1,6,2246,0,11147,11147,0.20148918991656947,1,1.0,0,0,201800876,201802096,0,2246,11147,0,11147,1.0,1
201802098,879,19,2,LOS ANGELES,2018,2018-11-06,San Fernando,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Bernal,David,Technician/Union Steward,N,2,6,1244,0,11147,11147,0.11159953350677312,2,6.0,0,0,201800876,201802097,0,1244,11147,0,11147,6.0,2
201802099,879,19,2,LOS ANGELES,2018,2018-11-06,San Fernando,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Lopez,Antonio,Vice-Mayor/Executive Director,Y,1,6,2199,0,11147,11147,0.1972728088274872,1,2.0,0,0,201800876,201802098,0,2199,11147,0,11147,2.0,1
201802100,879,19,2,LOS ANGELES,2018,2018-11-06,San Fernando,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Pacheco,Hector,Attorney/Business Owner,N,2,6,2120,0,11147,11147,0.19018570018839148,1,3.0,0,0,201800876,201802099,0,2120,11147,0,11147,3.0,1
201802101,879,19,2,LOS ANGELES,2018,2018-11-06,San Fernando,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Pena,Yvonne,Planning Commissioner,N,2,6,1931,0,11147,11147,0.1732304655961245,2,4.0,0,0,201800876,201802100,0,1931,11147,0,11147,4.0,2
201802102,879,19,2,LOS ANGELES,2018,2018-11-06,San Fernando,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Soto,Jaime,College Professor,Y,1,6,1407,0,11147,11147,0.12622230196465417,2,5.0,0,0,201800876,201802101,0,1407,11147,0,11147,5.0,2
201802103,880,19,2,LOS ANGELES,2018,2018-11-06,Santa Clarita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Boydston,Timben,Executive Director,N,2,15,12857,0,179565,179565,0.07160081307604489,2,7.0,0,0,201800877,201802102,0,12857,179565,0,179565,7.0,2
201802104,880,19,2,LOS ANGELES,2018,2018-11-06,Santa Clarita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Dean,Ken,Teacher/Educator,N,2,15,14951,0,179565,179565,0.08326232840475593,2,5.0,0,0,201800877,201802103,0,14951,179565,0,179565,5.0,2
201802105,880,19,2,LOS ANGELES,2018,2018-11-06,Santa Clarita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Gibbs,Jason,Senior Project Manager,N,2,15,10008,0,179565,179565,0.05573469217275082,2,9.0,0,0,201800877,201802104,0,10008,179565,0,179565,9.0,2
201802106,880,19,2,LOS ANGELES,2018,2018-11-06,Santa Clarita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Haddock,Brett,Software Engineer,N,2,15,11427,0,179565,179565,0.06363712304736446,2,8.0,0,0,201800877,201802105,0,11427,179565,0,179565,8.0,2
201802107,880,19,2,LOS ANGELES,2018,2018-11-06,Santa Clarita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Hargett,Matthew,Emergency Medical Technician,N,2,15,7093,0,179565,179565,0.03950101634505611,2,10.0,0,0,201800877,201802106,0,7093,179565,0,179565,10.0,2
201802108,880,19,2,LOS ANGELES,2018,2018-11-06,Santa Clarita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,McLean,Marsha,Santa Clarita Councilwoman/Business owner,Y,1,15,25273,0,179565,179565,0.1407456909754128,1,2.0,0,0,201800877,201802107,0,25273,179565,0,179565,2.0,1
201802109,880,19,2,LOS ANGELES,2018,2018-11-06,Santa Clarita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Miranda,Bill,Appointed Councilman/Business owner,Y,1,15,18885,0,179565,179565,0.1051708295046362,1,3.0,0,0,201800877,201802108,0,18885,179565,0,179565,3.0,1
201802110,880,19,2,LOS ANGELES,2018,2018-11-06,Santa Clarita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Nichols,Sandra,Retired,N,2,15,5049,0,179565,179565,0.02811795171664857,2,13.0,0,0,201800877,201802109,0,5049,179565,0,179565,13.0,2
201802111,880,19,2,LOS ANGELES,2018,2018-11-06,Santa Clarita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Ortega,Cherry,Businessperson/Investor/Entrepreneur,N,2,15,6499,0,179565,179565,0.0361930220254504,2,11.0,0,0,201800877,201802110,0,6499,179565,0,179565,11.0,2
201802112,880,19,2,LOS ANGELES,2018,2018-11-06,Santa Clarita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Smith,Logan,Non-Profit Organizer,N,2,15,12871,0,179565,179565,0.07167877927212987,2,6.0,0,0,201800877,201802111,0,12871,179565,0,179565,6.0,2
201802113,880,19,2,LOS ANGELES,2018,2018-11-06,Santa Clarita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Trautman,Diane,Non-Profit Organization Leader,N,2,15,16479,0,179565,179565,0.09177178180603124,2,4.0,0,0,201800877,201802112,0,16479,179565,0,179565,4.0,2
201802114,880,19,2,LOS ANGELES,2018,2018-11-06,Santa Clarita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Varma,Sankalp,Driver,N,2,15,2595,0,179565,179565,0.01445159134575223,2,15.0,0,0,201800877,201802113,0,2595,179565,0,179565,15.0,2
201802115,880,19,2,LOS ANGELES,2018,2018-11-06,Santa Clarita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Weber,Sean,Santa Clarita Businessperson,N,2,15,5072,0,179565,179565,0.02824603903878818,2,12.0,0,0,201800877,201802114,0,5072,179565,0,179565,12.0,2
201802116,880,19,2,LOS ANGELES,2018,2018-11-06,Santa Clarita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Weste,Laurene,Mayor/Santa Clarita Councilmember,Y,1,15,25603,0,179565,179565,0.14258346559741597,1,1.0,0,0,201800877,201802115,0,25603,179565,0,179565,1.0,1
201802117,880,19,2,LOS ANGELES,2018,2018-11-06,Santa Clarita,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Wieczorek,Paul,Postal Carrier,N,2,15,4903,0,179565,179565,0.02730487567176232,2,14.0,0,0,201800877,201802116,0,4903,179565,0,179565,14.0,2
201802118,881,19,2,LOS ANGELES,2018,2018-11-06,Santa Fe Springs,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Aranda,Ralph,Retired Administrator,N,2,6,1254,0,11925,11925,0.10515723270440251,2,6.0,0,0,201800878,201802117,0,1254,11925,0,11925,6.0,2
201802119,881,19,2,LOS ANGELES,2018,2018-11-06,Santa Fe Springs,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Carter,Blake,Small Business Owner,N,2,6,1388,0,11925,11925,0.11639412997903564,2,5.0,0,0,201800878,201802118,0,1388,11925,0,11925,5.0,2
201802120,881,19,2,LOS ANGELES,2018,2018-11-06,Santa Fe Springs,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Mora,John,Business Owner,N,2,6,1914,0,11925,11925,0.16050314465408805,1,3.0,0,0,201800878,201802119,0,1914,11925,0,11925,3.0,1
201802121,881,19,2,LOS ANGELES,2018,2018-11-06,Santa Fe Springs,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Rodriguez,Annette,Human Resources Manager,N,2,6,2692,0,11925,11925,0.22574423480083858,1,2.0,0,0,201800878,201802120,0,2692,11925,0,11925,2.0,1
201802122,881,19,2,LOS ANGELES,2018,2018-11-06,Santa Fe Springs,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Samo,Jay,Incumbent,Y,1,6,1891,0,11925,11925,0.15857442348008385,2,4.0,0,0,201800878,201802121,0,1891,11925,0,11925,4.0,2
201802123,881,19,2,LOS ANGELES,2018,2018-11-06,Santa Fe Springs,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Trujillo,Juanita,Incumbent,Y,1,6,2786,0,11925,11925,0.23362683438155135,1,1.0,0,0,201800878,201802122,0,2786,11925,0,11925,1.0,1
201802124,882,19,2,LOS ANGELES,2018,2018-11-06,Santa Monica,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Bellomo,Scott,Businessman,N,2,7,8183,0,98205,98205,0.08332569624764523,2,6.0,0,0,201800879,201802123,0,8183,98205,0,98205,6.0,2
201802125,882,19,2,LOS ANGELES,2018,2018-11-06,Santa Monica,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Himmelrich,Sue,Councilmember/Nonprofit Attorney,Y,1,7,23419,0,98205,98205,0.2384705463061962,1,1.0,0,0,201800879,201802124,0,23419,98205,0,98205,1.0,1
201802126,882,19,2,LOS ANGELES,2018,2018-11-06,Santa Monica,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,McKeown,Kevin,Education Consultant/Councilmember,Y,1,7,18836,0,98205,98205,0.19180286136143782,1,3.0,0,0,201800879,201802125,0,18836,98205,0,98205,3.0,1
201802127,882,19,2,LOS ANGELES,2018,2018-11-06,Santa Monica,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Morena,Greg,Small Business Owner,N,2,7,19454,0,98205,98205,0.19809581996843337,1,2.0,0,0,201800879,201802126,0,19454,98205,0,98205,2.0,1
201802128,882,19,2,LOS ANGELES,2018,2018-11-06,Santa Monica,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Neri,Geoffrey,Attorney-At-Law,N,2,7,6632,0,98205,98205,0.06753220304465149,2,7.0,0,0,201800879,201802127,0,6632,98205,0,98205,7.0,2
