RecordID,RACEID,CO#,JUR,CNTYNAME,YEAR,DATE,PLACE,CSD,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,First,BALDESIG,INC,NUM_INC,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,PERCENT,ELECTED,RVOTES,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,Indivtotal_votes,Multitotal_votes,Total_writein,Newtotvotes,Rindivto,Newelected
202002184,694,24,2,MERCED,2020,2020-11-03 00:00:00,Livingston,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Moran,Jose A.,Educator,N,2,5,2405,27,6542,6569,0.366113563708327,1,1.0,0,0,202000694,202002183,0,2405,6542,27,6569,1.0,1
202002185,694,24,2,MERCED,2020,2020-11-03 00:00:00,Livingston,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Nova,Melissa,Referral Clerk,N,2,5,394,27,6542,6569,0.05997868777591719,2,5.0,0,0,202000694,202002184,0,394,6542,27,6569,5.0,2
202002186,694,24,2,MERCED,2020,2020-11-03 00:00:00,Livingston,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Sicairos,Arturo,Real Estate Agent,N,2,5,1035,27,6542,6569,0.1575582280407977,2,4.0,0,0,202000694,202002185,0,1035,6542,27,6569,4.0,2
202002187,697,24,2,MERCED,2020,2020-11-03 00:00:00,Los Banos,0,CITY COUNCIL,2,CITY COUNCIL,1,Full,1,Lambert,Kenneth W.,Business Owner,N,2,2,1822,17,3122,3139,0.5804396304555591,1,1.0,0,0,202000697,202002186,0,1822,3122,17,3139,1.0,1
202002188,697,24,2,MERCED,2020,2020-11-03 00:00:00,Los Banos,0,CITY COUNCIL,2,CITY COUNCIL,1,Full,1,Newman,Dave,Speed Rail Engineer,N,2,2,1300,17,3122,3139,0.41414463204842306,2,2.0,0,0,202000697,202002187,0,1300,3122,17,3139,2.0,2
202002190,700,24,2,MERCED,2020,2020-11-03 00:00:00,Merced,0,CITY COUNCIL,2,CITY COUNCIL,1,Full,1,Knox,Joel J.,Retired Teacher,N,2,3,1443,21,3437,3458,0.41729323308270677,2,2.0,1,0,202000700,202002189,0,1443,3437,21,3458,2.0,2
202002191,700,24,2,MERCED,2020,2020-11-03 00:00:00,Merced,0,CITY COUNCIL,2,CITY COUNCIL,1,Full,1,Ornelas,Jesse F.,Program Manager,N,2,3,1541,21,3437,3458,0.4456333140543667,1,1.0,1,0,202000700,202002190,0,1541,3437,21,3458,1.0,1
202002192,700,24,2,MERCED,2020,2020-11-03 00:00:00,Merced,0,CITY COUNCIL,2,CITY COUNCIL,1,Full,1,Smith,Louis,Retired Teacher,N,2,3,453,21,3437,3458,0.13100057836899942,2,3.0,0,0,202000700,202002191,0,453,3437,21,3458,3.0,2
202002193,701,24,2,MERCED,2020,2020-11-03 00:00:00,Merced,0,CITY COUNCIL,2,CITY COUNCIL,3,Full,1,Brooks,Allen,Business Owner,N,2,2,1805,12,3728,3740,0.48262032085561496,2,2.0,0,0,202000701,202002192,0,1805,3728,12,3740,2.0,2
202002194,701,24,2,MERCED,2020,2020-11-03 00:00:00,Merced,0,CITY COUNCIL,2,CITY COUNCIL,3,Full,1,Perez,Bertha A.,Labor Organizer,N,2,2,1923,12,3728,3740,0.5141711229946524,1,1.0,0,0,202000701,202002193,0,1923,3728,12,3740,1.0,1
202002195,702,24,2,MERCED,2020,2020-11-03 00:00:00,Merced,0,CITY COUNCIL,2,CITY COUNCIL,5,Full,1,Boyle,Sarah,Business Woman/Commissioner,N,2,2,2440,19,4621,4640,0.5258620689655172,1,1.0,0,0,202000702,202002194,0,2440,4621,19,4640,1.0,1
202002196,702,24,2,MERCED,2020,2020-11-03 00:00:00,Merced,0,CITY COUNCIL,2,CITY COUNCIL,5,Full,1,Martinez,Jeremy,Businessman/Non-profit Executive,N,2,2,2181,19,4621,4640,0.4700431034482759,2,2.0,0,0,202000702,202002195,0,2181,4621,19,4640,2.0,2
202002210,705,25,2,MODOC,2020,2020-03-03 00:00:00,Alturas,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Conrad,Michael,No Ballot Designation,N,2,4,266,12,1641,1653,0.16091954022988506,2,4.0,0,0,202000705,202002209,0,266,1641,12,1653,4.0,2
202002211,705,25,2,MODOC,2020,2020-03-03 00:00:00,Alturas,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Crosby,Kelly,No Ballot Designation,N,2,4,433,12,1641,1653,0.2619479733817302,1,3.0,0,0,202000705,202002210,0,433,1641,12,1653,3.0,1
202002213,705,25,2,MODOC,2020,2020-03-03 00:00:00,Alturas,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Wood,Samantha,No Ballot Designation,N,2,4,440,12,1641,1653,0.2661826981246219,1,2.0,0,0,202000705,202002212,0,440,1641,12,1653,2.0,1
202002214,706,26,2,MONO,2020,2020-11-03 00:00:00,Mammoth Lakes,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Myrold,Cyndi,Finance Manager,N,2,4,1161,0,4929,4929,0.2355447352404139,2,3.0,0,0,202000706,202002213,0,1161,4929,0,4929,3.0,2
202002215,706,26,2,MONO,2020,2020-11-03 00:00:00,Mammoth Lakes,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Rea,Sarah,Executive Assistant,N,2,4,1648,0,4929,4929,0.3343477378778657,1,1.0,0,0,202000706,202002214,0,1648,4929,0,4929,1.0,1
202002217,706,26,2,MONO,2020,2020-11-03 00:00:00,Mammoth Lakes,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Steenstra,Heidi,Property Manager,N,2,4,809,0,4929,4929,0.16413065530533577,2,4.0,0,0,202000706,202002216,0,809,4929,0,4929,4.0,2
202002218,707,27,2,MONTEREY,2020,2020-11-03 00:00:00,Carmel-By-The-Sea,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Ferlito,Karen,Community Volunteer,N,2,4,1121,0,3563,3563,0.3146225091215268,1,1.0,0,0,202000707,202002217,0,1121,3563,0,3563,1.0,1
202002219,707,27,2,MONTEREY,2020,2020-11-03 00:00:00,Carmel-By-The-Sea,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Massoudi,Mo,Agricultural Scientist,N,2,4,634,0,3563,3563,0.1779399382542801,2,4.0,0,0,202000707,202002218,0,634,3563,0,3563,4.0,2
202002221,707,27,2,MONTEREY,2020,2020-11-03 00:00:00,Carmel-By-The-Sea,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Robertson,Graeme A.,No Ballot Designation,N,2,4,768,0,3563,3563,0.21554869492001122,2,3.0,0,0,202000707,202002220,0,768,3563,0,3563,3.0,2
202002223,709,27,2,MONTEREY,2020,2020-11-03 00:00:00,Del Rey Oaks,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Donaldson,Scott,Retired Military,N,2,4,521,0,1819,1819,0.28642111050027486,1,1.0,0,0,202000709,202002222,0,521,1819,0,1819,1.0,1
202002224,709,27,2,MONTEREY,2020,2020-11-03 00:00:00,Del Rey Oaks,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Kreeger,Gary,Math Teacher,N,2,4,350,0,1819,1819,0.19241341396371633,2,4.0,0,0,202000709,202002223,0,350,1819,0,1819,4.0,2
202002225,709,27,2,MONTEREY,2020,2020-11-03 00:00:00,Del Rey Oaks,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Shirley,Kim,Community College Instructor,N,2,4,458,0,1819,1819,0.2517866959868059,2,3.0,0,0,202000709,202002224,0,458,1819,0,1819,3.0,2
202002227,711,27,2,MONTEREY,2020,2020-11-03 00:00:00,Gonzales,0,CITY COUNCIL,2,CITY COUNCIL,,Full,1,"Martinez, Sr.",Henry,Businessman,N,2,2,604,0,2445,2445,0.24703476482617587,2,2.0,0,0,202000711,202002226,0,604,2445,0,2445,2.0,2
202002228,713,27,2,MONTEREY,2020,2020-11-03 00:00:00,Greenfield,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Camacho,Silvia,Animal Control Officer,N,2,4,1095,0,5652,5652,0.1937367303609342,2,4.0,0,0,202000713,202002227,0,1095,5652,0,5652,4.0,2
202002230,713,27,2,MONTEREY,2020,2020-11-03 00:00:00,Greenfield,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Torres,Avelina T.,Retired,N,2,4,1243,0,5652,5652,0.21992215145081387,2,3.0,0,0,202000713,202002229,0,1243,5652,0,5652,3.0,2
202002234,716,27,2,MONTEREY,2020,2020-11-03 00:00:00,Marina,0,CITY COUNCIL,2,CITY COUNCIL,2,Full,1,Biala,Kathy Yaeko,Appointed Planning Commissioner,N,2,2,1598,0,2285,2285,0.6993435448577681,1,1.0,0,0,202000716,202002233,0,1598,2285,0,2285,1.0,1
202002235,716,27,2,MONTEREY,2020,2020-11-03 00:00:00,Marina,0,CITY COUNCIL,2,CITY COUNCIL,2,Full,1,Imamura,Brad,Retired Public Employee,N,2,2,687,0,2285,2285,0.30065645514223194,2,2.0,0,0,202000716,202002234,0,687,2285,0,2285,2.0,2
202002236,717,27,2,MONTEREY,2020,2020-11-03 00:00:00,Marina,0,CITY COUNCIL,2,CITY COUNCIL,3,Full,1,Dirksen,Cristina Medina,Communications Consultant,N,2,3,943,0,2172,2172,0.43416206261510126,1,1.0,1,0,202000717,202002235,0,943,2172,0,2172,1.0,1
202002237,717,27,2,MONTEREY,2020,2020-11-03 00:00:00,Marina,0,CITY COUNCIL,2,CITY COUNCIL,3,Full,1,Martin,Leslie D.,Retired Naval Officer,N,2,3,546,0,2172,2172,0.2513812154696133,2,3.0,0,0,202000717,202002236,0,546,2172,0,2172,3.0,2
202002240,718,27,2,MONTEREY,2020,2020-11-03 00:00:00,Monterey,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Carter,Zoë G.,Businesswoman,N,2,5,2598,0,20687,20687,0.12558611688500024,2,5.0,0,0,202000718,202002239,0,2598,20687,0,20687,5.0,2
202002241,718,27,2,MONTEREY,2020,2020-11-03 00:00:00,Monterey,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Chavez,Gabriela,Environmental Committee Treasurer,N,2,5,3216,0,20687,20687,0.15545995069367236,2,3.0,0,0,202000718,202002240,0,3216,20687,0,20687,3.0,2
202002242,718,27,2,MONTEREY,2020,2020-11-03 00:00:00,Monterey,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Garrison,Hunter,High School Teacher,N,2,5,3004,0,20687,20687,0.14521196886933824,2,4.0,0,0,202000718,202002241,0,3004,20687,0,20687,4.0,2
202002244,720,27,2,MONTEREY,2020,2020-11-03 00:00:00,Pacific Grove,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Coletti,Luke,Marine Science Technician,N,2,6,4405,0,20261,20261,0.21741276343714525,1,1.0,0,0,202000720,202002243,0,4405,20261,0,20261,1.0,1
202002245,720,27,2,MONTEREY,2020,2020-11-03 00:00:00,Pacific Grove,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Kleiss,Jill,Substitute Teacher,N,2,6,2627,0,20261,20261,0.1296579635753418,2,6.0,0,0,202000720,202002244,0,2627,20261,0,20261,6.0,2
202002246,720,27,2,MONTEREY,2020,2020-11-03 00:00:00,Pacific Grove,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Miller,Scott K.,Retired Police Chief,N,2,6,3152,0,20261,20261,0.15556981392823652,2,4.0,0,0,202000720,202002245,0,3152,20261,0,20261,4.0,2
202002247,720,27,2,MONTEREY,2020,2020-11-03 00:00:00,Pacific Grove,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Poduri,Chaps,Businessman/Father,N,2,6,3263,0,20261,20261,0.16104831943141998,1,3.0,0,0,202000720,202002246,0,3263,20261,0,20261,3.0,1
202002249,720,27,2,MONTEREY,2020,2020-11-03 00:00:00,Pacific Grove,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Woodfin,Scott,Firefighter/Paramedic,N,2,6,2893,0,20261,20261,0.14278663442080844,2,5.0,0,0,202000720,202002248,0,2893,20261,0,20261,5.0,2
202002251,722,27,2,MONTEREY,2020,2020-11-03 00:00:00,Salinas,0,CITY COUNCIL,2,CITY COUNCIL,1,Full,1,González,Carla Viviana,Educator,N,2,2,2819,0,5548,5548,0.5081110310021629,1,1.0,0,0,202000722,202002250,0,2819,5548,0,5548,1.0,1
202002252,723,27,2,MONTEREY,2020,2020-11-03 00:00:00,Salinas,0,CITY COUNCIL,2,CITY COUNCIL,4,Full,1,Lomeli,Albert,Teacher/Navy Reservist,N,2,3,1973,0,6060,6060,0.32557755775577557,2,2.0,1,0,202000723,202002251,0,1973,6060,0,6060,2.0,2
202002253,723,27,2,MONTEREY,2020,2020-11-03 00:00:00,Salinas,0,CITY COUNCIL,2,CITY COUNCIL,4,Full,1,Montemayor,"Ramon ""Ray""",Retired Public Worker,N,2,3,1647,0,6060,6060,0.2717821782178218,2,3.0,0,0,202000723,202002252,0,1647,6060,0,6060,3.0,2
202002254,723,27,2,MONTEREY,2020,2020-11-03 00:00:00,Salinas,0,CITY COUNCIL,2,CITY COUNCIL,4,Full,1,Osorino,Orlando,Small Business Owner,N,2,3,2440,0,6060,6060,0.40264026402640263,1,1.0,1,0,202000723,202002253,0,2440,6060,0,6060,1.0,1
202002255,724,27,2,MONTEREY,2020,2020-11-03 00:00:00,Salinas,0,CITY COUNCIL,2,CITY COUNCIL,6,Full,1,Robinson,Vanessa Michelle,Elementary Teacher,N,2,3,2691,0,9901,9901,0.2717907282092718,2,2.0,1,0,202000724,202002254,0,2691,9901,0,9901,2.0,2
202002256,724,27,2,MONTEREY,2020,2020-11-03 00:00:00,Salinas,0,CITY COUNCIL,2,CITY COUNCIL,6,Full,1,"Rocamora, Jr.",Mars,Businessman,N,2,3,2411,0,9901,9901,0.2435107564892435,2,3.0,0,0,202000724,202002255,0,2411,9901,0,9901,3.0,2
202002257,724,27,2,MONTEREY,2020,2020-11-03 00:00:00,Salinas,0,CITY COUNCIL,2,CITY COUNCIL,6,Full,1,Rocha,Anthony,School Board Member,N,2,3,4799,0,9901,9901,0.4846985153014847,1,1.0,1,0,202000724,202002256,0,4799,9901,0,9901,1.0,1
202002259,726,27,2,MONTEREY,2020,2020-11-03 00:00:00,Sand City,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Difede,Donald R.,Sales Associate,N,2,4,42,0,289,289,0.1453287197231834,2,4.0,0,0,202000726,202002258,0,42,289,0,289,4.0,2
202002260,726,27,2,MONTEREY,2020,2020-11-03 00:00:00,Sand City,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Ghodsi,Kayhan,Retired Restaurateur,N,2,4,74,0,289,289,0.2560553633217993,2,3.0,0,0,202000726,202002259,0,74,289,0,289,3.0,2
202002262,728,27,2,MONTEREY,2020,2020-11-03 00:00:00,Seaside,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Adeeb,Ayman,Dentist/Business Owner,N,2,5,2236,0,16595,16595,0.13473937933112384,2,5.0,0,0,202000728,202002261,0,2236,16595,0,16595,5.0,2
202002263,728,27,2,MONTEREY,2020,2020-11-03 00:00:00,Seaside,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Dunn,Tinisha,Healthcare Worker,N,2,5,2986,0,16595,16595,0.17993371497438987,2,4.0,0,0,202000728,202002262,0,2986,16595,0,16595,4.0,2
202002264,728,27,2,MONTEREY,2020,2020-11-03 00:00:00,Seaside,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Garcia-Arrazola,Alexis,Community Outreach Representative,N,2,5,3157,0,16595,16595,0.19023802350105454,1,2.0,0,0,202000728,202002263,0,3157,16595,0,16595,2.0,1
202002265,728,27,2,MONTEREY,2020,2020-11-03 00:00:00,Seaside,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Mason,Regina,Social Worker,N,2,5,2999,0,16595,16595,0.18071708345887316,2,3.0,0,0,202000728,202002264,0,2999,16595,0,16595,3.0,2
202002267,731,27,2,MONTEREY,2020,2020-11-03 00:00:00,Soledad,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,"Jimenez, Jr.",Ben,Retired Administrator,N,2,2,2504,0,6075,6075,0.41218106995884773,1,2.0,0,0,202000731,202002266,0,2504,6075,0,6075,2.0,1
202002291,732,28,2,NAPA,2020,2020-11-03 00:00:00,American Canyon,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Altman,"Eric ""Ea""",Financial Analyst/Underwriter,N,2,5,1536,0,15795,15795,0.09724596391263057,2,4.0,0,0,202000732,202002290,0,1536,15795,0,15795,4.0,2
202002292,732,28,2,NAPA,2020,2020-11-03 00:00:00,American Canyon,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Kishineff,Jason,Homemaker,N,2,5,946,0,15795,15795,0.05989237100348212,2,5.0,0,0,202000732,202002291,0,946,15795,0,15795,5.0,2
202002293,732,28,2,NAPA,2020,2020-11-03 00:00:00,American Canyon,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Palma,Joey H.,Businessman,N,2,5,2430,0,15795,15795,0.15384615384615385,2,3.0,0,0,202000732,202002292,0,2430,15795,0,15795,3.0,2
202002294,732,28,2,NAPA,2020,2020-11-03 00:00:00,American Canyon,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Washington,Pierre,Retired Police Detective,N,2,5,4834,0,15795,15795,0.30604621715732827,1,2.0,0,0,202000732,202002293,0,4834,15795,0,15795,2.0,1
202002296,734,28,2,NAPA,2020,2020-11-03 00:00:00,Calistoga,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Gift,Lisa M.,Small Business Owner,N,2,4,842,0,3672,3672,0.22930283224400871,1,2.0,0,0,202000734,202002295,0,842,3672,0,3672,2.0,1
202002298,734,28,2,NAPA,2020,2020-11-03 00:00:00,Calistoga,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Makras,Spiro,Small Business Owner,N,2,4,777,0,3672,3672,0.21160130718954248,2,3.0,0,0,202000734,202002297,0,777,3672,0,3672,3.0,2
202002299,736,28,2,NAPA,2020,2020-11-03 00:00:00,Napa,0,CITY COUNCIL,2,CITY COUNCIL,2,Full,1,Campbell,David,Small Business Owner,N,2,4,2230,0,10086,10086,0.2210985524489391,2,2.0,0,0,202000736,202002298,0,2230,10086,0,10086,2.0,2
202002300,736,28,2,NAPA,2020,2020-11-03 00:00:00,Napa,0,CITY COUNCIL,2,CITY COUNCIL,2,Full,1,Hinton,Jim,Consultant,N,2,4,1360,0,10086,10086,0.13484037279397185,2,3.0,0,0,202000736,202002299,0,1360,10086,0,10086,3.0,2
202002301,736,28,2,NAPA,2020,2020-11-03 00:00:00,Napa,0,CITY COUNCIL,2,CITY COUNCIL,2,Full,1,Painter,Beth,Businesswomen/Planning Commissioner,N,2,4,5387,0,10086,10086,0.53410668253024,1,1.0,0,0,202000736,202002300,0,5387,10086,0,10086,1.0,1
202002302,736,28,2,NAPA,2020,2020-11-03 00:00:00,Napa,0,CITY COUNCIL,2,CITY COUNCIL,2,Full,1,Stoddard,Paul,Financial Consultant,N,2,4,1109,0,10086,10086,0.1099543922268491,2,4.0,0,0,202000736,202002301,0,1109,10086,0,10086,4.0,2
202002303,737,28,2,NAPA,2020,2020-11-03 00:00:00,Napa,0,CITY COUNCIL,2,CITY COUNCIL,4,Full,1,Cazares,Renee,Small Business Owner,N,2,2,2232,0,7264,7264,0.30726872246696035,2,2.0,0,0,202000737,202002302,0,2232,7264,0,7264,2.0,2
202002304,737,28,2,NAPA,2020,2020-11-03 00:00:00,Napa,0,CITY COUNCIL,2,CITY COUNCIL,4,Full,1,Narvaez,"Bernardo ""Bernie""",Small Business Owner,N,2,2,5032,0,7264,7264,0.6927312775330396,1,1.0,0,0,202000737,202002303,0,5032,7264,0,7264,1.0,1
202002305,739,28,2,NAPA,2020,2020-11-03 00:00:00,St. Helena,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Hall,Eric,Small Business Owner,N,2,5,1215,0,5108,5108,0.23786217697729053,1,1.0,0,0,202000739,202002304,0,1215,5108,0,5108,1.0,1
202002306,739,28,2,NAPA,2020,2020-11-03 00:00:00,St. Helena,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Hardy,Lester,Lawyer,N,2,5,1190,0,5108,5108,0.23296789350039154,1,2.0,0,0,202000739,202002305,0,1190,5108,0,5108,2.0,1
202002308,739,28,2,NAPA,2020,2020-11-03 00:00:00,St. Helena,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Segura,Rosaura,Napa Valley College Governing Board Member Trustee Area 6,N,2,5,977,0,5108,5108,0.1912685982772122,2,4.0,0,0,202000739,202002307,0,977,5108,0,5108,4.0,2
202002309,739,28,2,NAPA,2020,2020-11-03 00:00:00,St. Helena,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Stanton,Leslie,Retired Librarian,N,2,5,1132,0,5108,5108,0.22161315583398591,2,3.0,0,0,202000739,202002308,0,1132,5108,0,5108,3.0,2
202002311,741,28,2,NAPA,2020,2020-11-03 00:00:00,Yountville,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Knight,Eric E.,Millwork Sales Specialist,N,2,4,762,0,2762,2762,0.27588703837798695,1,2.0,0,0,202000741,202002310,0,762,2762,0,2762,2.0,1
202002313,741,28,2,NAPA,2020,2020-11-03 00:00:00,Yountville,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Owens,Scott,Executive Assistant,N,2,4,500,0,2762,2762,0.18102824040550325,2,4.0,0,0,202000741,202002312,0,500,2762,0,2762,4.0,2
202002323,742,29,2,NEVADA,2020,2020-03-03 00:00:00,Nevada City,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Ewald,Rick,Consumer Advocate,N,2,6,381,0,4144,4144,0.09194015444015444,2,6.0,0,0,202000742,202002322,0,381,4144,0,4144,6.0,2
202002324,742,29,2,NEVADA,2020,2020-03-03 00:00:00,Nevada City,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Fernández,Daniela,Community Engagement Specialist,N,2,6,938,0,4144,4144,0.22635135135135134,1,2.0,0,0,202000742,202002323,0,938,4144,0,4144,2.0,1
202002325,742,29,2,NEVADA,2020,2020-03-03 00:00:00,Nevada City,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Fleming,Douglass,Grant Consultant,N,2,6,1079,0,4144,4144,0.26037644787644787,1,1.0,0,0,202000742,202002324,0,1079,4144,0,4144,1.0,1
202002327,742,29,2,NEVADA,2020,2020-03-03 00:00:00,Nevada City,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Reich,Lorraine A.,Attorney/Mediator/Community Organizer,N,2,6,515,0,4144,4144,0.12427606177606178,2,4.0,0,0,202000742,202002326,0,515,4144,0,4144,4.0,2
202002330,743,29,2,NEVADA,2020,2020-11-03 00:00:00,Grass Valley,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Branstrom,Bob,Retired Business Analyst,N,2,5,2978,0,12163,12163,0.24484091095946722,1,3.0,0,0,202000743,202002329,0,2978,12163,0,12163,3.0,1
202002331,743,29,2,NEVADA,2020,2020-11-03 00:00:00,Grass Valley,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Conrad,Steven,No Ballot Designation,N,2,5,941,0,12163,12163,0.07736578146838774,2,5.0,0,0,202000743,202002330,0,941,12163,0,12163,5.0,2
202002332,743,29,2,NEVADA,2020,2020-11-03 00:00:00,Grass Valley,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Ivy,Thomas J.,Planning Commissioner/Contractor,N,2,5,2985,0,12163,12163,0.24541642686837128,1,2.0,0,0,202000743,202002331,0,2985,12163,0,12163,2.0,1
202002333,743,29,2,NEVADA,2020,2020-11-03 00:00:00,Grass Valley,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Peevey,Edward W.,County of Nevada Group Supervisor II,N,2,5,1722,0,12163,12163,0.14157691359039712,2,4.0,0,0,202000743,202002332,0,1722,12163,0,12163,4.0,2
202002334,744,29,2,NEVADA,2020,2020-11-03 00:00:00,Nevada City,0,CITY COUNCIL,2,CITY COUNCIL,,Full,1,Cobden,Amy,Scientist/Ecologist,N,2,3,717,0,1983,1983,0.3615733736762481,2,2.0,1,0,202000744,202002333,0,717,1983,0,1983,2.0,2
202002335,744,29,2,NEVADA,2020,2020-11-03 00:00:00,Nevada City,0,CITY COUNCIL,2,CITY COUNCIL,,Full,1,Llanos,Catalina,Geographer,N,2,3,310,0,1983,1983,0.15632879475542108,2,3.0,0,0,202000744,202002334,0,310,1983,0,1983,3.0,2
202002336,744,29,2,NEVADA,2020,2020-11-03 00:00:00,Nevada City,0,CITY COUNCIL,2,CITY COUNCIL,,Full,1,Petersen,Gary E.,Natural Resources Manager,N,2,3,956,0,1983,1983,0.4820978315683308,1,1.0,1,0,202000744,202002335,0,956,1983,0,1983,1.0,1
202002337,745,29,2,NEVADA,2020,2020-11-03 00:00:00,Truckee,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Bernard,Frank J.,Management Consultant,N,2,7,1255,0,15959,15959,0.07863901246945297,2,5.0,0,0,202000745,202002336,0,1255,15959,0,15959,5.0,2
202002338,745,29,2,NEVADA,2020,2020-11-03 00:00:00,Truckee,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Costa,Dow,Manager/Coach/Father,N,2,7,2645,0,15959,15959,0.1657372015790463,2,3.0,0,0,202000745,202002337,0,2645,15959,0,15959,3.0,2
202002339,745,29,2,NEVADA,2020,2020-11-03 00:00:00,Truckee,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Dolan,Marcy,Registered Respiratory Therapist,N,2,7,1807,0,15959,15959,0.11322764584247133,2,4.0,0,0,202000745,202002338,0,1807,15959,0,15959,4.0,2
202002340,745,29,2,NEVADA,2020,2020-11-03 00:00:00,Truckee,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Forbes,Jack,Property Manager,N,2,7,727,0,15959,15959,0.04555423272134845,2,6.0,0,0,202000745,202002339,0,727,15959,0,15959,6.0,2
202002341,745,29,2,NEVADA,2020,2020-11-03 00:00:00,Truckee,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Henderson,Courtney,Doctor Public Health,N,2,7,4979,0,15959,15959,0.31198696660191744,1,1.0,0,0,202000745,202002340,0,4979,15959,0,15959,1.0,1
202002342,745,29,2,NEVADA,2020,2020-11-03 00:00:00,Truckee,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Romack,Lindsay,County of Placer District Director,N,2,7,4143,0,15959,15959,0.2596027320007519,1,2.0,0,0,202000745,202002341,0,4143,15959,0,15959,2.0,1
202002343,745,29,2,NEVADA,2020,2020-11-03 00:00:00,Truckee,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Sielchan,Nicholas J.,Parent,N,2,7,403,0,15959,15959,0.02525220878501159,2,7.0,0,0,202000745,202002342,0,403,15959,0,15959,7.0,2
202002344,746,29,2,NEVADA,2020,2020-11-03 00:00:00,Truckee,0,CITY COUNCIL,2,CITY COUNCIL,,Short,1,Embertson,Carla,Independent Business Owner,N,2,2,3504,0,8048,8048,0.43538767395626243,2,2.0,0,0,202000746,202002343,0,3504,8048,0,8048,2.0,2
202002345,746,29,2,NEVADA,2020,2020-11-03 00:00:00,Truckee,0,CITY COUNCIL,2,CITY COUNCIL,,Short,1,Zabriskie,Jan,Retired Lawyer,N,2,2,4544,0,8048,8048,0.5646123260437376,1,1.0,0,0,202000746,202002344,0,4544,8048,0,8048,1.0,1
