RecordID,RaceID,CO,JUR,CNTYNAME,YEAR,DATE,PLACE,CSD,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INC,NUM_INC,CAND#,VOTES,WRITEIN,VOTES_sum,TOTVOTES,Percent,elected,RACEID,RVOTES,runoff,checkrunoff,Multi_RaceID,Multi_CandID,Multi_CO,indivtotal_votes,multitotal_votes,total_writein,newtotvotes,Rindivto,newelected
201400889,20140425,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Jamul/Dulzura CPA",4,DIRECTOR,,Full,7,White,Randy,Appointed Incumbent,Y,1,8,1388,0,10624,10624,0.13064759036144577,1,425,4.0,0,0,201400425,201400889,0,1388,10624,0,10624,4.0,1
201400890,20140425,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Jamul/Dulzura CPA",4,DIRECTOR,,Full,7,Casinelli,Michael,Incumbent,Y,1,8,1192,0,10624,10624,0.11219879518072289,1,425,5.0,0,0,201400425,201400890,0,1192,10624,0,10624,5.0,1
201400891,20140425,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Jamul/Dulzura CPA",4,DIRECTOR,,Full,7,Strouf,Jean,Appointed Incumbent,Y,1,8,1191,0,10624,10624,0.11210466867469879,1,425,6.0,0,0,201400425,201400891,0,1191,10624,0,10624,6.0,1
201400892,20140425,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Jamul/Dulzura CPA",4,DIRECTOR,,Full,7,Herde,William S.,Appointed Incumbent,Y,1,8,1073,0,10624,10624,0.10099774096385543,1,425,7.0,0,0,201400425,201400892,0,1073,10624,0,10624,7.0,1
201400893,20140425,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Jamul/Dulzura CPA",4,DIRECTOR,,Full,7,Marzec,Richard,Appointed Incumbent,Y,1,8,1034,0,10624,10624,0.09732680722891568,2,425,8.0,0,0,201400425,201400893,0,1034,10624,0,10624,8.0,2
201400894,20140426,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Lakeside CPA",4,DIRECTOR,,Full,7,Sesko,Brian S.,General Contractor/Rancher,N,2,9,7811,0,54833,54833,0.14245071398610326,1,426,1.0,0,0,201400426,201400894,0,7811,54833,0,54833,1.0,1
201400895,20140426,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Lakeside CPA",4,DIRECTOR,,Full,7,Anderson,Mike,Realtor,N,2,9,6905,0,54833,54833,0.12592781719037804,1,426,2.0,0,0,201400426,201400895,0,6905,54833,0,54833,2.0,1
201400896,20140426,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Lakeside CPA",4,DIRECTOR,,Full,7,Cyphert,Laura D.,Certified Public Accountant,N,2,9,6468,0,54833,54833,0.11795816387941568,1,426,3.0,0,0,201400426,201400896,0,6468,54833,0,54833,3.0,1
201400897,20140426,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Lakeside CPA",4,DIRECTOR,,Full,7,Bugbee,Julie,Incumbent,Y,1,9,6420,0,54833,54833,0.11708277861871501,1,426,4.0,0,0,201400426,201400897,0,6420,54833,0,54833,4.0,1
201400898,20140426,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Lakeside CPA",4,DIRECTOR,,Full,7,Janeway,Nick,Military Healthcare Support,N,2,9,6375,0,54833,54833,0.11626210493680812,1,426,5.0,0,0,201400426,201400898,0,6375,54833,0,54833,5.0,1
201400899,20140426,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Lakeside CPA",4,DIRECTOR,,Full,7,Robak,Steve,Plumbing Contractor,N,2,9,6274,0,54833,54833,0.11442014845075046,1,426,6.0,0,0,201400426,201400899,0,6274,54833,0,54833,6.0,1
201400900,20140426,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Lakeside CPA",4,DIRECTOR,,Full,7,Thompson,Nathan,Assest Protection Specialist,N,2,9,5769,0,54833,54833,0.10521036602046213,1,426,7.0,0,0,201400426,201400900,0,5769,54833,0,54833,7.0,1
201400901,20140426,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Lakeside CPA",4,DIRECTOR,,Full,7,Cyphert,"Milton ""Milt""",Appointed Incumbent,N,2,9,5065,0,54833,54833,0.09237138219685226,2,426,8.0,0,0,201400426,201400901,0,5065,54833,0,54833,8.0,2
201400902,20140426,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Lakeside CPA",4,DIRECTOR,,Full,7,Ensall,Karen,No Ballot Designation,N,2,9,3746,0,54833,54833,0.06831652472051501,2,426,9.0,0,0,201400426,201400902,0,3746,54833,0,54833,9.0,2
201400903,20140427,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Ramona CPA",4,DIRECTOR,,Full,7,Ross,David,Deputy Sheriff,N,2,14,3982,0,34521,34521,0.11535007676486776,1,427,1.0,0,0,201400427,201400903,0,3982,34521,0,34521,1.0,1
201400904,20140427,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Ramona CPA",4,DIRECTOR,,Full,7,Mansolf,Kristi,Ramona Community Planning Group Member,Y,1,14,3793,0,34521,34521,0.10987514846035747,1,427,2.0,0,0,201400427,201400904,0,3793,34521,0,34521,2.0,1
201400905,20140427,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Ramona CPA",4,DIRECTOR,,Full,7,Terrazas,Rick,District Director,N,2,14,3139,0,34521,34521,0.09093015845427421,1,427,3.0,0,0,201400427,201400905,0,3139,34521,0,34521,3.0,1
201400906,20140427,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Ramona CPA",4,DIRECTOR,,Full,7,Lucio,Frank D.,Retired Teacher,N,2,14,3136,0,34521,34521,0.0908432548303931,1,427,4.0,0,0,201400427,201400906,0,3136,34521,0,34521,4.0,1
201400907,20140427,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Ramona CPA",4,DIRECTOR,,Full,7,Ensign,Scotty,Landscape Contractor,N,2,14,3007,0,34521,34521,0.08710639900350511,1,427,5.0,0,0,201400427,201400907,0,3007,34521,0,34521,5.0,1
201400908,20140427,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Ramona CPA",4,DIRECTOR,,Full,7,Noyas,Elio,General Contractor,N,2,14,2542,0,34521,34521,0.07363633730193216,1,427,6.0,0,0,201400427,201400908,0,2542,34521,0,34521,6.0,1
201400909,20140427,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Ramona CPA",4,DIRECTOR,,Full,7,Scherer,Dan,Building Inspector,N,2,14,2519,0,34521,34521,0.07297007618551027,1,427,7.0,0,0,201400427,201400909,0,2519,34521,0,34521,7.0,1
201400910,20140427,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Ramona CPA",4,DIRECTOR,,Full,7,Maxson,Robin Joy,Manager/Community Advocate,N,2,14,2480,0,34521,34521,0.07184032907505576,2,427,8.0,0,0,201400427,201400910,0,2480,34521,0,34521,8.0,2
201400911,20140427,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Ramona CPA",4,DIRECTOR,,Full,7,Wallace,Kevin F.J.,Incumbent,Y,1,14,2261,0,34521,34521,0.06549636453173431,2,427,9.0,0,0,201400427,201400911,0,2261,34521,0,34521,9.0,2
201400912,20140427,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Ramona CPA",4,DIRECTOR,,Full,7,Hopewell,Lynn,Administrative Assistant,N,2,14,2087,0,34521,34521,0.06045595434662959,2,427,10.0,0,0,201400427,201400912,0,2087,34521,0,34521,10.0,2
201400913,20140427,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Ramona CPA",4,DIRECTOR,,Full,7,Sprong,Dennis,Account Manager,N,2,14,1902,0,34521,34521,0.05509689754062744,2,427,11.0,0,0,201400427,201400913,0,1902,34521,0,34521,11.0,2
201400914,20140427,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Ramona CPA",4,DIRECTOR,,Full,7,Holabird,Jamie,Loan Officer,N,2,14,1542,0,34521,34521,0.04466846267489354,2,427,12.0,0,0,201400427,201400914,0,1542,34521,0,34521,12.0,2
201400915,20140427,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Ramona CPA",4,DIRECTOR,,Full,7,Bauman,Charles M.,IT Specialist,N,2,14,1343,0,34521,34521,0.03890385562411286,2,427,13.0,0,0,201400427,201400915,0,1343,34521,0,34521,13.0,2
201400916,20140427,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Ramona CPA",4,DIRECTOR,,Full,7,Kraus,Edward F.,No Ballot Designation,N,2,14,788,0,34521,34521,0.02282668520610643,2,427,14.0,0,0,201400427,201400916,0,788,34521,0,34521,14.0,2
201400917,20140428,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Valley Center CPA",4,DIRECTOR,,Full,7,O'Connor,Michael W.,Retired Firefigher,N,2,9,3035,0,20720,20720,0.14647683397683398,1,428,1.0,0,0,201400428,201400917,0,3035,20720,0,20720,1.0,1
201400918,20140428,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Valley Center CPA",4,DIRECTOR,,Full,7,Hutchison,Steve,Incumbent,Y,1,9,2759,0,20720,20720,0.13315637065637065,1,428,2.0,0,0,201400428,201400918,0,2759,20720,0,20720,2.0,1
201400919,20140428,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Valley Center CPA",4,DIRECTOR,,Full,7,Plonter,Claire,Small Business Owner,N,2,9,2447,0,20720,20720,0.1180984555984556,1,428,3.0,0,0,201400428,201400919,0,2447,20720,0,20720,3.0,1
201400920,20140428,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Valley Center CPA",4,DIRECTOR,,Full,7,Fajardo,Susan J.,Registered Nurse,N,2,9,2377,0,20720,20720,0.11472007722007722,1,428,4.0,0,0,201400428,201400920,0,2377,20720,0,20720,4.0,1
201400921,20140428,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Valley Center CPA",4,DIRECTOR,,Full,7,Norwood,La Vonne R.,Incumbent,Y,1,9,2153,0,20720,20720,0.10390926640926641,1,428,5.0,0,0,201400428,201400921,0,2153,20720,0,20720,5.0,1
201400922,20140428,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Valley Center CPA",4,DIRECTOR,,Full,7,Vick,Jon,Incumbent,Y,1,9,2134,0,20720,20720,0.10299227799227799,1,428,6.0,0,0,201400428,201400922,0,2134,20720,0,20720,6.0,1
201400923,20140428,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Valley Center CPA",4,DIRECTOR,,Full,7,Garritson,James,Teacher,N,2,9,2088,0,20720,20720,0.10077220077220077,1,428,7.0,0,0,201400428,201400923,0,2088,20720,0,20720,7.0,1
201400924,20140428,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Valley Center CPA",4,DIRECTOR,,Full,7,Jackson,Mark A.,Incumbent,Y,1,9,1982,0,20720,20720,0.09565637065637066,2,428,8.0,0,0,201400428,201400924,0,1982,20720,0,20720,8.0,2
201400925,20140428,37,1,SAN DIEGO,2014,2014-11-04,San Diego,1,"MEMBER, Valley Center CPA",4,DIRECTOR,,Full,7,Stock,Dorothy V.,Retired Realtor,N,2,9,1745,0,20720,20720,0.0842181467181467,2,428,9.0,0,0,201400428,201400925,0,1745,20720,0,20720,9.0,2
201400926,20140429,38,1,SAN FRANCISCO,2014,2014-06-03,San Francisco,0,SUPERIOR JUDGE,5,Other County,20,Full,1,Flores,Daniel,Civil Rights Attorney,N,2,3,50109,383,108328,108711,0.46093771559455804,3,429,1.0,1,1,201400429,201400926,0,50109,108328,383,108711,1.0,3
201400927,20140429,38,1,SAN FRANCISCO,2014,2014-06-03,San Francisco,0,SUPERIOR JUDGE,5,Other County,20,Full,1,Kingsley,Carol,Mediator/Attorney/Arbitrator,N,2,3,29950,383,108328,108711,0.27550109924478666,3,429,2.0,1,1,201400429,201400927,0,29950,108328,383,108711,2.0,3
201400928,20140429,38,1,SAN FRANCISCO,2014,2014-06-03,San Francisco,0,SUPERIOR JUDGE,5,Other County,20,Full,1,Willams,Kimberly Toney,San Francisco Assistant District Attorney,N,2,3,28269,383,108328,108711,0.26003808262273365,2,429,3.0,0,0,201400429,201400928,0,28269,108328,383,108711,3.0,2
201400929,20140430,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,ASSESSOR-RECORDER,5,Other County,,Full,1,Chu,Carmen,Incumbent,Y,1,1,148798,2966,148798,151764,0.9804564982472787,1,430,1.0,0,0,201400430,201400929,0,148798,148798,2966,151764,1.0,1
201400930,20140431,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,10,Full,1,Cohen,Malia,"Member, Board of Supervisors",Y,1,5,7141,48,15312,15360,0.46490885416666666,1,431,1.0,1,0,201400431,201400930,0,7141,15312,48,15360,1.0,1
201400931,20140431,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,10,Full,1,Kelly,Tony,Business Owner/Director,N,2,5,3688,48,15312,15360,0.24010416666666667,2,431,2.0,1,0,201400431,201400931,0,3688,15312,48,15360,2.0,2
201400932,20140431,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,10,Full,1,Tran,Marlene,Community Volunteer,N,2,5,2704,48,15312,15360,0.17604166666666668,2,431,3.0,0,0,201400431,201400932,0,2704,15312,48,15360,3.0,2
201400933,20140431,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,10,Full,1,Richard,Shawn M.,Executive Director,N,2,5,986,48,15312,15360,0.06419270833333333,2,431,4.0,0,0,201400431,201400933,0,986,15312,48,15360,4.0,2
201400934,20140431,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,10,Full,1,Donaldson,Ed,No Ballot Designation,N,2,5,793,48,15312,15360,0.05162760416666667,2,431,5.0,0,0,201400431,201400934,0,793,15312,48,15360,5.0,2
201400935,20140432,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,2,Full,1,Farrell,Mark E.,Incumbent,Y,1,2,15546,141,19636,19777,0.7860646205187846,1,432,1.0,0,0,201400432,201400935,0,15546,19636,141,19777,1.0,1
201400936,20140432,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,2,Full,1,Carvallo,Juan-Antonio,Inventor/Technology Executive,N,2,2,4090,141,19636,19777,0.20680588562471558,2,432,2.0,0,0,201400432,201400936,0,4090,19636,141,19777,2.0,2
201400937,20140433,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,4,Full,1,Tang,Katy,Incumbent,Y,1,1,14981,511,14981,15492,0.9670152336689903,1,433,1.0,0,0,201400433,201400937,0,14981,14981,511,15492,1.0,1
201400938,20140434,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,6,Full,1,Kim,Jane,San Francisco Supervisor,Y,1,4,8827,130,12962,13092,0.6742285365108464,1,434,1.0,0,0,201400434,201400938,0,8827,12962,130,13092,1.0,1
201400939,20140434,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,6,Full,1,Nulty,Michael,Non-Profit Director,N,2,4,1467,130,12962,13092,0.11205316223648029,2,434,2.0,0,0,201400434,201400939,0,1467,12962,130,13092,2.0,2
201400940,20140434,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,6,Full,1,Whitaker,Jamie,Tax Revenue Analyst,N,2,4,1458,130,12962,13092,0.11136571952337306,2,434,3.0,0,0,201400434,201400940,0,1458,12962,130,13092,3.0,2
201400941,20140434,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,6,Full,1,Salaverry,David Carlos,Independent Contractor,N,2,4,1210,130,12962,13092,0.09242285365108463,2,434,4.0,0,0,201400434,201400941,0,1210,12962,130,13092,4.0,2
201400942,20140435,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,8,Full,1,Wiener,Scott,"Member, Board of Supervisors",Y,1,5,22854,261,29163,29424,0.7767128874388256,1,435,1.0,0,0,201400435,201400942,0,22854,29163,261,29424,1.0,1
201400943,20140435,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,8,Full,1,Petrelis,Michael,Community Housing Blogger,N,2,5,2004,261,29163,29424,0.06810766721044045,2,435,2.0,0,0,201400435,201400943,0,2004,29163,261,29424,2.0,2
201400944,20140435,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,8,Full,1,Basso,Tommy,Businessman,N,2,5,1574,261,29163,29424,0.05349374660141381,2,435,3.0,0,0,201400435,201400944,0,1574,29163,261,29424,3.0,2
201400945,20140435,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,8,Full,1,Davis,George,Writer,N,2,5,1372,261,29163,29424,0.04662860250135943,2,435,4.0,0,0,201400435,201400945,0,1372,29163,261,29424,4.0,2
201400946,20140435,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,8,Full,1,Nulty,John,Community Volunteer,N,2,5,1359,261,29163,29424,0.0461867862969005,2,435,5.0,0,0,201400435,201400946,0,1359,29163,261,29424,5.0,2
201400947,20140436,38,1,SAN FRANCISCO,2014,2014-11-04,San Fancisco,0,PUBLIC DEFENDER,5,Other County,,Full,1,Adachi,Jeff,Public Defender,Y,1,1,149869,2647,149869,152516,0.9826444438616276,1,436,1.0,0,0,201400436,201400947,0,149869,149869,2647,152516,1.0,1
201400948,20140437,38,1,SAN FRANCISCO,2014,2014-11-04,San Francisco,0,SUPERIOR JUDGE,5,Other County,20,Full,1,Flores,Daniel,Civil Rights Attorney,N,2,2,88257,0,147855,147855,0.5969158973318454,1,437,1.0,0,0,201400437,201400948,0,88257,147855,0,147855,1.0,1
201400949,20140437,38,1,SAN FRANCISCO,2014,2014-11-04,San Francisco,0,SUPERIOR JUDGE,5,Other County,20,Full,1,Kingsley,Carol,Mediator/Attorney/Arbitrator,N,2,2,59598,0,147855,147855,0.4030841026681546,2,437,2.0,0,0,201400437,201400949,0,59598,147855,0,147855,2.0,2
201400950,20140438,39,1,SAN JOAQUIN,2014,2014-06-03,San Joaquin,0,ASSESSOR-CLERK-RECORDER,5,Other County,,Full,1,Blackmore,Kenneth W.,Incumbent,Y,1,1,62744,850,62744,63594,0.9866339591785389,1,438,1.0,0,0,201400438,201400950,0,62744,62744,850,63594,1.0,1
201400951,20140439,39,1,SAN JOAQUIN,2014,2014-06-03,San Joaquin,0,AUDITOR-CONTROLLER,5,Other County,,Full,1,Wilverding,Jerome,Auditor/Controller,Y,1,1,61200,836,61200,62036,0.9865239538332581,1,439,1.0,0,0,201400439,201400951,0,61200,61200,836,62036,1.0,1
201400952,20140440,39,1,SAN JOAQUIN,2014,2014-06-03,San Joaquin,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,2,Full,1,Miller,Kathy,No Ballot Designation,N,2,2,7692,43,14839,14882,0.5168660126327107,1,440,1.0,0,0,201400440,201400952,0,7692,14839,43,14882,1.0,1
201400953,20140440,39,1,SAN JOAQUIN,2014,2014-06-03,San Joaquin,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,2,Full,1,Canepa,Paul,No Ballot Designation,N,2,2,7147,43,14839,14882,0.4802445907808091,2,440,2.0,0,0,201400440,201400953,0,7147,14839,43,14882,2.0,2
201400954,20140441,39,1,SAN JOAQUIN,2014,2014-06-03,San Joaquin,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,4,Full,1,Munson,Russ,No Ballot Designation,N,2,3,10368,43,22210,22253,0.465914708129241,3,441,1.0,1,1,201400441,201400954,0,10368,22210,43,22253,1.0,3
201400955,20140441,39,1,SAN JOAQUIN,2014,2014-06-03,San Joaquin,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,4,Full,1,Winn,Charles,No Ballot Designation,N,2,3,8400,43,22210,22253,0.3774771940861906,3,441,2.0,1,1,201400441,201400955,0,8400,22210,43,22253,2.0,3
201400956,20140441,39,1,SAN JOAQUIN,2014,2014-06-03,San Joaquin,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,4,Full,1,Lopez,Manuel,No Ballot Designation,N,2,3,3442,43,22210,22253,0.15467577405293667,2,441,3.0,0,0,201400441,201400956,0,3442,22210,43,22253,3.0,2
201400957,20140442,39,1,SAN JOAQUIN,2014,2014-06-03,San Joaquin,0,DISTRICT ATTORNEY,5,Other County,,Full,1,Salazar,Tori Verber,No Ballot Designation,N,2,2,58320,229,73679,73908,0.7890891378470531,1,442,1.0,0,0,201400442,201400957,0,58320,73679,229,73908,1.0,1
201400958,20140442,39,1,SAN JOAQUIN,2014,2014-06-03,San Joaquin,0,DISTRICT ATTORNEY,5,Other County,,Full,1,Hickey,Gary,No Ballot Designation,N,2,2,15359,229,73679,73908,0.20781241543540616,2,442,2.0,0,0,201400442,201400958,0,15359,73679,229,73908,2.0,2
201400959,20140443,39,1,SAN JOAQUIN,2014,2014-06-03,San Joaquin,0,SHERIFF-CORONER-ADMINISTRATOR,5,Other County,,Full,1,Moore,Steve,Sheriff/Coroner/Public Administrator,Y,1,2,43890,191,75521,75712,0.5796967455621301,1,443,1.0,0,0,201400443,201400959,0,43890,75521,191,75712,1.0,1
201400960,20140443,39,1,SAN JOAQUIN,2014,2014-06-03,San Joaquin,0,SHERIFF-CORONER-ADMINISTRATOR,5,Other County,,Full,1,Withrow,Pat,No,N,2,2,31631,191,75521,75712,0.41778053677092136,2,443,2.0,0,0,201400443,201400960,0,31631,75521,191,75712,2.0,2
201400961,20140444,39,1,SAN JOAQUIN,2014,2014-06-03,San Joaquin,0,SUPERINTENDENT OF SCHOOLS,5,Other County,,Full,1,Mousalimas,James,No Ballot Designation,N,2,3,31587,241,72821,73062,0.43233144452656647,3,444,1.0,1,1,201400444,201400961,0,31587,72821,241,73062,1.0,3
201400962,20140444,39,1,SAN JOAQUIN,2014,2014-06-03,San Joaquin,0,SUPERINTENDENT OF SCHOOLS,5,Other County,,Full,1,Tilton,Jeff,Superintendent of Schools,N,2,3,24500,241,72821,73062,0.3353316361446443,3,444,2.0,1,1,201400444,201400962,0,24500,72821,241,73062,2.0,3
201400963,20140444,39,1,SAN JOAQUIN,2014,2014-06-03,San Joaquin,0,SUPERINTENDENT OF SCHOOLS,5,Other County,,Full,1,Gillespie,Michael,No Ballot Designation,N,2,3,16734,241,72821,73062,0.22903835098957048,2,444,3.0,0,0,201400444,201400963,0,16734,72821,241,73062,3.0,2
201400964,20140445,39,1,SAN JOAQUIN,2014,2014-06-03,San Joaquin,0,SUPERIOR JUDGE,5,Other County,3,Full,1,"Mulvihill, Jr.",Michael J.,Criminal Prosecutor,N,2,1,63068,926,63068,63994,0.985529893427509,1,445,1.0,0,0,201400445,201400964,0,63068,63068,926,63994,1.0,1
201400965,20140446,39,1,SAN JOAQUIN,2014,2014-06-03,San Joaquin,0,TREASURER-TAX COLLECTOR,5,Other County,,Full,1,Khan,Shabbir A.,No Ballot Designation,Y,1,1,64425,1070,64425,65495,0.9836628750286281,1,446,1.0,0,0,201400446,201400965,0,64425,64425,1070,65495,1.0,1
201400966,20140447,39,1,SAN JOAQUIN,2014,2014-11-04,San Joaquin,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,,Full,1,Winn,"Charles ""Chuck""",Retired CHP Commander,N,2,2,15708,0,29892,29892,0.525491770373344,1,447,1.0,0,0,201400447,201400966,0,15708,29892,0,29892,1.0,1
201400967,20140447,39,1,SAN JOAQUIN,2014,2014-11-04,San Joaquin,0,COUNTY SUPERVISOR,1,COUNTY SUPERVISOR,,Full,1,Munson,Russ,Business Owner,N,2,2,14184,0,29892,29892,0.47450822962665595,2,447,2.0,0,0,201400447,201400967,0,14184,29892,0,29892,2.0,2
201400968,20140448,39,1,SAN JOAQUIN,2014,2014-11-04,San Joaquin,1,"DIRECTOR, Lockeford CSD",4,DIRECTOR,,Full,3,Rowe,David M.,Incumbent,Y,1,4,354,7,1295,1302,0.271889400921659,1,448,1.0,0,0,201400449,201400968,0,354,1295,7,1302,1.0,1
201400969,20140448,39,1,SAN JOAQUIN,2014,2014-11-04,San Joaquin,1,"DIRECTOR, Lockeford CSD",4,DIRECTOR,,Full,3,Stetson,Noel,Incumbent,Y,1,4,331,7,1295,1302,0.2542242703533026,1,448,2.0,0,0,201400449,201400969,0,331,1295,7,1302,2.0,1
201400970,20140448,39,1,SAN JOAQUIN,2014,2014-11-04,San Joaquin,1,"DIRECTOR, Lockeford CSD",4,DIRECTOR,,Full,3,Gordon,Gary,Retired School Teacher,N,2,4,315,7,1295,1302,0.24193548387096775,1,448,3.0,0,0,201400449,201400970,0,315,1295,7,1302,3.0,1
201400971,20140448,39,1,SAN JOAQUIN,2014,2014-11-04,San Joaquin,1,"DIRECTOR, Lockeford CSD",4,DIRECTOR,,Full,3,McAnelly,David R.,Appointed Incumbent,Y,1,4,295,7,1295,1302,0.22657450076804916,2,448,4.0,0,0,201400449,201400971,0,295,1295,7,1302,4.0,2
201400972,20140449,39,1,SAN JOAQUIN,2014,2014-11-04,San Joaquin,1,"DIRECTOR, Mountain House CSD",4,DIRECTOR,,Full,2,Lucid,Brain,Retired Army Lieutenant Colonel,N,2,4,728,6,2330,2336,0.3116438356164384,1,449,1.0,0,0,201400450,201400972,0,728,2330,6,2336,1.0,1
201400973,20140449,39,1,SAN JOAQUIN,2014,2014-11-04,San Joaquin,1,"DIRECTOR, Mountain House CSD",4,DIRECTOR,,Full,2,Gutierrez,Steven Joseph,Incumbent,Y,1,4,589,6,2330,2336,0.2521404109589041,1,449,2.0,0,0,201400450,201400973,0,589,2330,6,2336,2.0,1
201400974,20140449,39,1,SAN JOAQUIN,2014,2014-11-04,San Joaquin,1,"DIRECTOR, Mountain House CSD",4,DIRECTOR,,Full,2,Lee III,Thomas A.,Retired Software Engineer,N,2,4,510,6,2330,2336,0.2183219178082192,2,449,3.0,0,0,201400450,201400974,0,510,2330,6,2336,3.0,2
201400975,20140449,39,1,SAN JOAQUIN,2014,2014-11-04,San Joaquin,1,"DIRECTOR, Mountain House CSD",4,DIRECTOR,,Full,2,Farron,Celeste,Incumbent,Y,1,4,503,6,2330,2336,0.2153253424657534,2,449,4.0,0,0,201400450,201400975,0,503,2330,6,2336,4.0,2
