RecordID,RaceID,CO,JUR,CNTYNAME,YEAR,DATE,PLACE,CSD,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INC,NUM_INC,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,PERCENT,ELECTED,RACEID,RVOTES,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,Indivtotal_votes,Multitotal_votes,Total_writein,Newtotvotes,Rindivto,Newelected
201300815,201300219,37,2,SAN DIEGO,2013,2013-03-26,San Diego,0,City Council,2,City Council,4,Short,2,Crenshaw,Dwayne,Community Nonprofit Director/Educator,N,2,9,2025,0,13319,13319,0.15203844132442376,1,219,2.0,0,0,201300219,201300815,0,2025,13319,0,13319,2.0,1
201300816,201300219,37,2,SAN DIEGO,2013,2013-03-26,San Diego,0,City Council,2,City Council,4,Short,2,Pollard,"Brian ""Barry""",Businessman,N,2,9,1548,0,13319,13319,0.11622494181244838,2,219,3.0,0,0,201300219,201300816,0,1548,13319,0,13319,3.0,2
201300817,201300219,37,2,SAN DIEGO,2013,2013-03-26,San Diego,0,City Council,2,City Council,4,Short,2,Smith,Ray,Pastor/Developer,N,2,9,1207,0,13319,13319,0.09062241910053308,2,219,4.0,0,0,201300219,201300817,0,1207,13319,0,13319,4.0,2
201300818,201300219,37,2,SAN DIEGO,2013,2013-03-26,San Diego,0,City Council,2,City Council,4,Short,2,Lopez Brown,Blanca,Teacher/Businesswoman,N,2,9,1084,0,13319,13319,0.08138749155341993,2,219,5.0,0,0,201300219,201300818,0,1084,13319,0,13319,5.0,2
201300819,201300219,37,2,SAN DIEGO,2013,2013-03-26,San Diego,0,City Council,2,City Council,4,Short,2,Spackman,Sandy,Administrative Coordinator/Educator,N,2,9,1067,0,13319,13319,0.08011111945341241,2,219,6.0,0,0,201300219,201300819,0,1067,13319,0,13319,6.0,2
201300820,201300219,37,2,SAN DIEGO,2013,2013-03-26,San Diego,0,City Council,2,City Council,4,Short,2,Williams,Bruce,Senior Community Policy Advisor,N,2,9,1059,0,13319,13319,0.07951047375929124,2,219,7.0,0,0,201300219,201300820,0,1059,13319,0,13319,7.0,2
201300821,201300219,37,2,SAN DIEGO,2013,2013-03-26,San Diego,0,City Council,2,City Council,4,Short,2,Villafranca,Tony,Business Owner,N,2,9,621,0,13319,13319,0.04662512200615662,2,219,8.0,0,0,201300219,201300821,0,621,13319,0,13319,8.0,2
201300822,201300219,37,2,SAN DIEGO,2013,2013-03-26,San Diego,0,City Council,2,City Council,4,Short,2,Montgomery,Monica,Attorney,N,2,9,404,0,13319,13319,0.0303326075531196,2,219,9.0,0,0,201300219,201300822,0,404,13319,0,13319,9.0,2
201300823,201300220,37,2,SAN DIEGO,2013,2013-05-21,San Diego,0,City Council,2,City Council,4,Short,1,Cole,Myrtle,Senior Care Advocate,N,2,2,6612,0,12215,12215,0.541301678264429,1,220,1.0,0,0,201300220,201300823,0,6612,12215,0,12215,1.0,1
201300824,201300220,37,2,SAN DIEGO,2013,2013-05-21,San Diego,0,City Council,2,City Council,4,Short,1,Crenshaw,Dwayne,Community Nonprofit Director/Educator,N,2,2,5603,0,12215,12215,0.458698321735571,2,220,2.0,0,0,201300220,201300824,0,5603,12215,0,12215,2.0,2
201300838,201300224,41,2,SAN MATEO,2013,2013-11-05,Atherton,0,City Council,2,City Council,,Full,1,Degolia,Rick,Business Consultant,N,2,3,1178,0,1893,1893,0.6222926571579503,1,222,1.0,0,0,201300224,201300838,0,1178,1893,0,1893,1.0,1
201300839,201300224,41,2,SAN MATEO,2013,2013-11-05,Atherton,0,City Council,2,City Council,,Full,1,Conlon,Greg,Businessman CPA,N,2,3,393,0,1893,1893,0.2076069730586371,2,222,2.0,0,0,201300224,201300839,0,393,1893,0,1893,2.0,2
201300840,201300224,41,2,SAN MATEO,2013,2013-11-05,Atherton,0,City Council,2,City Council,,Full,1,Beymer-Sandhu,Diane,Chief Executive Officer,N,2,3,322,0,1893,1893,0.17010036978341259,2,222,3.0,0,0,201300224,201300840,0,322,1893,0,1893,3.0,2
201300841,201300225,41,2,SAN MATEO,2013,2013-11-05,Belmont,0,City Council,2,City Council,,Full,3,Reed,Eric,Father / Biotechnology Director,N,2,6,2983,0,13940,13940,0.21398852223816356,1,223,1.0,0,0,201300225,201300841,0,2983,13940,0,13940,1.0,1
201300842,201300225,41,2,SAN MATEO,2013,2013-11-05,Belmont,0,City Council,2,City Council,,Full,3,Stone,Charles,Father / Business Owner,N,2,6,2745,0,13940,13940,0.19691535150645625,1,223,2.0,0,0,201300225,201300842,0,2745,13940,0,13940,2.0,1
201300843,201300225,41,2,SAN MATEO,2013,2013-11-05,Belmont,0,City Council,2,City Council,,Full,3,Lieberman,Warren,Incumbent,Y,1,6,2632,0,13940,13940,0.18880918220946916,1,223,3.0,0,0,201300225,201300843,0,2632,13940,0,13940,3.0,1
201300844,201300225,41,2,SAN MATEO,2013,2013-11-05,Belmont,0,City Council,2,City Council,,Full,3,Mercer,Kristin,Belmont Planning Commissioner,N,2,6,2292,0,13940,13940,0.16441893830703014,2,223,4.0,0,0,201300225,201300844,0,2292,13940,0,13940,4.0,2
201300845,201300225,41,2,SAN MATEO,2013,2013-11-05,Belmont,0,City Council,2,City Council,,Full,3,d'Souza,Gladwyn,Engineer / Nonprofit Director,N,2,6,1909,0,13940,13940,0.13694404591104734,2,223,5.0,0,0,201300225,201300845,0,1909,13940,0,13940,5.0,2
201300846,201300225,41,2,SAN MATEO,2013,2013-11-05,Belmont,0,City Council,2,City Council,,Full,3,Verdone,Mike C.,Businessman / Consultant,N,2,6,1379,0,13940,13940,0.09892395982783357,2,223,6.0,0,0,201300225,201300846,0,1379,13940,0,13940,6.0,2
201300847,201300226,41,2,SAN MATEO,2013,2013-11-05,Brisbane,0,City Council,2,City Council,,Full,3,Liu,Lori S.,Mother / Attorney,N,2,4,879,0,2651,2651,0.3315729913240287,1,224,1.0,0,0,201300226,201300847,0,879,2651,0,2651,1.0,1
201300848,201300226,41,2,SAN MATEO,2013,2013-11-05,Brisbane,0,City Council,2,City Council,,Full,3,Conway,W. Clarke,Incumbent,Y,1,4,790,0,2651,2651,0.2980007544322897,1,224,2.0,0,0,201300226,201300848,0,790,2651,0,2651,2.0,1
201300849,201300226,41,2,SAN MATEO,2013,2013-11-05,Brisbane,0,City Council,2,City Council,,Full,3,Lentz,Cliff,Incumbent,Y,1,4,684,0,2651,2651,0.25801584307808373,1,224,3.0,0,0,201300226,201300849,0,684,2651,0,2651,3.0,1
201300850,201300226,41,2,SAN MATEO,2013,2013-11-05,Brisbane,0,City Council,2,City Council,,Full,3,Escolar,Gavin Kelly,Jewelry Designer / Artist,N,2,4,298,0,2651,2651,0.11241041116559788,2,224,4.0,0,0,201300226,201300850,0,298,2651,0,2651,4.0,2
201300851,201300227,41,2,SAN MATEO,2013,2013-11-05,Burlingame,0,City Council,2,City Council,,Full,3,Keighran,Ann,Incumbent,Y,1,9,3028,0,13219,13219,0.2290642257356835,1,225,1.0,0,0,201300227,201300851,0,3028,13219,0,13219,1.0,1
201300852,201300227,41,2,SAN MATEO,2013,2013-11-05,Burlingame,0,City Council,2,City Council,,Full,3,Brownrigg,Michael,Incumbent,Y,1,9,2701,0,13219,13219,0.20432710492472955,1,225,2.0,0,0,201300227,201300852,0,2701,13219,0,13219,2.0,1
201300853,201300227,41,2,SAN MATEO,2013,2013-11-05,Burlingame,0,City Council,2,City Council,,Full,3,Ortiz,Ricardo,Businessman,N,2,9,2054,0,13219,13219,0.15538240411528859,1,225,3.0,0,0,201300227,201300853,0,2054,13219,0,13219,3.0,1
201300854,201300227,41,2,SAN MATEO,2013,2013-11-05,Burlingame,0,City Council,2,City Council,,Full,3,Cohen,Russ,Association Executive Director,N,2,9,2045,0,13219,13219,0.15470156592783116,2,225,4.0,0,0,201300227,201300854,0,2045,13219,0,13219,4.0,2
201300855,201300227,41,2,SAN MATEO,2013,2013-11-05,Burlingame,0,City Council,2,City Council,,Full,3,Bandrapalli,Nirmala,Mother and Entrepreneur,N,2,9,1512,0,13219,13219,0.1143808154928512,2,225,5.0,0,0,201300227,201300855,0,1512,13219,0,13219,5.0,2
201300856,201300227,41,2,SAN MATEO,2013,2013-11-05,Burlingame,0,City Council,2,City Council,,Full,3,Peceimer,Andrew,Business Owner,N,2,9,891,0,13219,13219,0.06740298055828732,2,225,6.0,0,0,201300227,201300856,0,891,13219,0,13219,6.0,2
201300857,201300227,41,2,SAN MATEO,2013,2013-11-05,Burlingame,0,City Council,2,City Council,,Full,3,Duncan,Steve,Retail Management,N,2,9,392,0,13219,13219,0.02965428549814661,2,225,7.0,0,0,201300227,201300857,0,392,13219,0,13219,7.0,2
201300858,201300227,41,2,SAN MATEO,2013,2013-11-05,Burlingame,0,City Council,2,City Council,,Full,3,Kent,Alexander England,School Real Estate,N,2,9,319,0,13219,13219,0.02413193131099176,2,225,8.0,0,0,201300227,201300858,0,319,13219,0,13219,8.0,2
201300859,201300227,41,2,SAN MATEO,2013,2013-11-05,Burlingame,0,City Council,2,City Council,,Full,3,Schinagl,Robert,Store Clerk,N,2,9,277,0,13219,13219,0.02095468643619033,2,225,9.0,0,0,201300227,201300859,0,277,13219,0,13219,9.0,2
201300860,201300228,41,2,SAN MATEO,2013,2013-11-05,Foster City,0,City Council,2,City Council,,Full,2,Bronitsky,Charlie,Incumbent,Y,1,2,2916,0,5590,5590,0.5216457960644008,1,226,1.0,0,0,201300228,201300860,0,2916,5590,0,5590,1.0,1
201300861,201300228,41,2,SAN MATEO,2013,2013-11-05,Foster City,0,City Council,2,City Council,,Full,2,Pollard,Gary,Business Owner,N,2,2,2674,0,5590,5590,0.4783542039355993,1,226,2.0,0,0,201300228,201300861,0,2674,5590,0,5590,2.0,1
201300862,201300229,41,2,SAN MATEO,2013,2013-11-05,Millbrae,0,City Council,2,City Council,,Full,2,Oliva,Anne,Appointed Incumbent,N,2,4,1849,0,6137,6137,0.301287273912335,1,227,1.0,0,0,201300229,201300862,0,1849,6137,0,6137,1.0,1
201300863,201300229,41,2,SAN MATEO,2013,2013-11-05,Millbrae,0,City Council,2,City Council,,Full,2,Holober,Reuben D.,Biotech Industry Employee,N,2,4,1838,0,6137,6137,0.2994948671989571,1,227,2.0,0,0,201300229,201300863,0,1838,6137,0,6137,2.0,1
201300864,201300229,41,2,SAN MATEO,2013,2013-11-05,Millbrae,0,City Council,2,City Council,,Full,2,Schneider,Ann,Environmental Manager / Educator,N,2,4,1563,0,6137,6137,0.2546846993645103,2,227,3.0,0,0,201300229,201300864,0,1563,6137,0,6137,3.0,2
201300865,201300229,41,2,SAN MATEO,2013,2013-11-05,Millbrae,0,City Council,2,City Council,,Full,2,Radtke,Douglas,Accountant / Auditor,N,2,4,887,0,6137,6137,0.14453315952419749,2,227,4.0,0,0,201300229,201300865,0,887,6137,0,6137,4.0,2
201300866,201300230,41,2,SAN MATEO,2013,2013-11-05,Portola Valley,0,City Council,2,City Council,,Full,3,Richards,F. John,Architect,Y,1,4,882,0,3136,3136,0.28125,1,228,1.0,0,0,201300230,201300866,0,882,3136,0,3136,1.0,1
201300867,201300230,41,2,SAN MATEO,2013,2013-11-05,Portola Valley,0,City Council,2,City Council,,Full,3,Moise Derwin,Maryann,Incumbent,Y,1,4,875,0,3136,3136,0.27901785714285715,1,228,2.0,0,0,201300230,201300867,0,875,3136,0,3136,2.0,1
201300868,201300230,41,2,SAN MATEO,2013,2013-11-05,Portola Valley,0,City Council,2,City Council,,Full,3,Hughes,Craig R.,Entrepreneur / Executive,N,2,4,857,0,3136,3136,0.2732780612244898,1,228,3.0,0,0,201300230,201300868,0,857,3136,0,3136,3.0,1
201300869,201300230,41,2,SAN MATEO,2013,2013-11-05,Portola Valley,0,City Council,2,City Council,,Full,3,Eisberg,Bud,Retired Airline Pilot,N,2,4,522,0,3136,3136,0.16645408163265307,2,228,4.0,0,0,201300230,201300869,0,522,3136,0,3136,4.0,2
201300870,201300231,41,2,SAN MATEO,2013,2013-11-05,Redwood City,0,City Council,2,City Council,,Full,3,Gee,Jeff,City Councilmember / Architect,Y,1,6,4865,0,19941,19941,0.2439697106464069,1,229,1.0,0,0,201300231,201300870,0,4865,19941,0,19941,1.0,1
201300871,201300231,41,2,SAN MATEO,2013,2013-11-05,Redwood City,0,City Council,2,City Council,,Full,3,Howard,Diane,Nurse,N,2,6,4403,0,19941,19941,0.2208013640238704,1,229,2.0,0,0,201300231,201300871,0,4403,19941,0,19941,2.0,1
201300872,201300231,41,2,SAN MATEO,2013,2013-11-05,Redwood City,0,City Council,2,City Council,,Full,3,Seybert,John D.,City Council Member,Y,1,6,3730,0,19941,19941,0.18705180281831402,1,229,3.0,0,0,201300231,201300872,0,3730,19941,0,19941,3.0,1
201300873,201300231,41,2,SAN MATEO,2013,2013-11-05,Redwood City,0,City Council,2,City Council,,Full,3,Rankin,Corrin,Business Owner,N,2,6,2560,0,19941,19941,0.12837871721578656,2,229,4.0,0,0,201300231,201300873,0,2560,19941,0,19941,4.0,2
201300874,201300231,41,2,SAN MATEO,2013,2013-11-05,Redwood City,0,City Council,2,City Council,,Full,3,Han,"James ""Lee""",Business Manager,N,2,6,2259,0,19941,19941,0.11328418835564917,2,229,5.0,0,0,201300231,201300874,0,2259,19941,0,19941,5.0,2
201300875,201300231,41,2,SAN MATEO,2013,2013-11-05,Redwood City,0,City Council,2,City Council,,Full,3,Schmidt,Ernie,Businessman,N,2,6,2124,0,19941,19941,0.10651421693997291,2,229,6.0,0,0,201300231,201300875,0,2124,19941,0,19941,6.0,2
201300876,201300232,41,2,SAN MATEO,2013,2013-11-05,San Bruno,0,City Council,2,City Council,,Full,2,Medina,Rico E.,Councilmember,Y,1,4,2526,0,7758,7758,0.32559938128383603,1,231,1.0,0,0,201300232,201300876,0,2526,7758,0,7758,1.0,1
201300877,201300232,41,2,SAN MATEO,2013,2013-11-05,San Bruno,0,City Council,2,City Council,,Full,2,Ibarra,Ken,Councilmember / Architect,Y,1,4,2239,0,7758,7758,0.288605310647074,1,231,2.0,0,0,201300232,201300877,0,2239,7758,0,7758,2.0,1
201300878,201300232,41,2,SAN MATEO,2013,2013-11-05,San Bruno,0,City Council,2,City Council,,Full,2,Medina,Marty,Construction Inspector,N,2,4,1764,0,7758,7758,0.2273781902552204,2,231,3.0,0,0,201300232,201300878,0,1764,7758,0,7758,3.0,2
201300879,201300232,41,2,SAN MATEO,2013,2013-11-05,San Bruno,0,City Council,2,City Council,,Full,2,Mason,Andrew T.,Project Manager,N,2,4,1229,0,7758,7758,0.15841711781386955,2,231,4.0,0,0,201300232,201300879,0,1229,7758,0,7758,4.0,2
201300880,201300233,41,2,SAN MATEO,2013,2013-11-05,San Carlos,0,City Council,2,City Council,,Full,3,Grassilli,Bob,Incumbent,Y,1,6,3312,0,13042,13042,0.253948780861831,1,234,1.0,0,0,201300233,201300880,0,3312,13042,0,13042,1.0,1
201300881,201300233,41,2,SAN MATEO,2013,2013-11-05,San Carlos,0,City Council,2,City Council,,Full,3,Johnson,Cameron,Technology Executive,N,2,6,3179,0,13042,13042,0.24375095844195677,1,234,2.0,0,0,201300233,201300881,0,3179,13042,0,13042,2.0,1
201300882,201300233,41,2,SAN MATEO,2013,2013-11-05,San Carlos,0,City Council,2,City Council,,Full,3,Grocott,Matt,Incumbent,Y,1,6,2709,0,13042,13042,0.20771354086796504,1,234,3.0,0,0,201300233,201300882,0,2709,13042,0,13042,3.0,1
201300883,201300233,41,2,SAN MATEO,2013,2013-11-05,San Carlos,0,City Council,2,City Council,,Full,3,Clapper,Karen,Appointed Incumbent,N,2,6,2130,0,13042,13042,0.16331850943106885,2,234,4.0,0,0,201300233,201300883,0,2130,13042,0,13042,4.0,2
201300884,201300233,41,2,SAN MATEO,2013,2013-11-05,San Carlos,0,City Council,2,City Council,,Full,3,Doherty,Inge Tiegel,Management Consultant,N,2,6,1040,0,13042,13042,0.07974237080202423,2,234,5.0,0,0,201300233,201300884,0,1040,13042,0,13042,5.0,2
201300885,201300233,41,2,SAN MATEO,2013,2013-11-05,San Carlos,0,City Council,2,City Council,,Full,3,Corral,Michael,Sales Professional,N,2,6,672,0,13042,13042,0.05152583959515412,2,234,6.0,0,0,201300233,201300885,0,672,13042,0,13042,6.0,2
201300886,201300234,41,2,SAN MATEO,2013,2013-11-05,San Mateo,0,City Council,2,City Council,,Full,3,Lim,David G.,Incumbent,Y,1,5,7675,0,27718,27718,0.27689587993361714,1,235,1.0,0,0,201300234,201300886,0,7675,27718,0,27718,1.0,1
201300887,201300234,41,2,SAN MATEO,2013,2013-11-05,San Mateo,0,City Council,2,City Council,,Full,3,Goethals,Joe,Deputy District Attorney,N,2,5,6486,0,27718,27718,0.23399956706833105,1,235,2.0,0,0,201300234,201300887,0,6486,27718,0,27718,2.0,1
201300888,201300234,41,2,SAN MATEO,2013,2013-11-05,San Mateo,0,City Council,2,City Council,,Full,3,Ross,Robert,Incumbent,Y,1,5,6485,0,27718,27718,0.23396348942925174,1,235,3.0,0,0,201300234,201300888,0,6485,27718,0,27718,3.0,1
201300889,201300234,41,2,SAN MATEO,2013,2013-11-05,San Mateo,0,City Council,2,City Council,,Full,3,Hugg,Joshua,Nonprofit Program Manager,N,2,5,3665,0,27718,27718,0.13222454722562957,2,235,4.0,0,0,201300234,201300889,0,3665,27718,0,27718,4.0,2
201300890,201300234,41,2,SAN MATEO,2013,2013-11-05,San Mateo,0,City Council,2,City Council,,Full,3,Schmidt,Karen E.,Marketing Operations Executive,N,2,5,3407,0,27718,27718,0.12291651634317051,2,235,5.0,0,0,201300234,201300890,0,3407,27718,0,27718,5.0,2
201300891,201300235,41,2,SAN MATEO,2013,2013-11-05,South San Francisco,0,City Council,2,City Council,,Full,3,Addiego,Mark,Incumbent,Y,1,8,3143,0,15496,15496,0.20282653588022714,1,237,1.0,0,0,201300235,201300891,0,3143,15496,0,15496,1.0,1
201300892,201300235,41,2,SAN MATEO,2013,2013-11-05,South San Francisco,0,City Council,2,City Council,,Full,3,Normandy,Liza L.,"Trustee, South San Francisco School District",N,2,8,2715,0,15496,15496,0.1752065049044915,1,237,2.0,0,0,201300235,201300892,0,2715,15496,0,15496,2.0,1
201300893,201300235,41,2,SAN MATEO,2013,2013-11-05,South San Francisco,0,City Council,2,City Council,,Full,3,Gupta,Pradeep,Appointed Councilmember,N,2,8,2426,0,15496,15496,0.15655653071760453,1,237,3.0,0,0,201300235,201300893,0,2426,15496,0,15496,3.0,1
201300894,201300235,41,2,SAN MATEO,2013,2013-11-05,South San Francisco,0,City Council,2,City Council,,Full,3,Goodman,Maurice Duprá,SSF Unified School District Board Member,N,2,8,1910,0,15496,15496,0.12325761486835313,2,237,4.0,0,0,201300235,201300894,0,1910,15496,0,15496,4.0,2
201300895,201300235,41,2,SAN MATEO,2013,2013-11-05,South San Francisco,0,City Council,2,City Council,,Full,3,Ochsenhirt,Rick,Businessperson,N,2,8,1674,0,15496,15496,0.10802787816210635,2,237,5.0,0,0,201300235,201300895,0,1674,15496,0,15496,5.0,2
201300896,201300235,41,2,SAN MATEO,2013,2013-11-05,South San Francisco,0,City Council,2,City Council,,Full,3,Prouty,John Harry,Small Businessman,N,2,8,1573,0,15496,15496,0.10151006711409397,2,237,6.0,0,0,201300235,201300896,0,1573,15496,0,15496,6.0,2
201300897,201300235,41,2,SAN MATEO,2013,2013-11-05,South San Francisco,0,City Council,2,City Council,,Full,3,Mackay,Kate,Mother / Student,N,2,8,1200,0,15496,15496,0.07743933918430562,2,237,7.0,0,0,201300235,201300897,0,1200,15496,0,15496,7.0,2
201300898,201300235,41,2,SAN MATEO,2013,2013-11-05,South San Francisco,0,City Council,2,City Council,,Full,3,Lock,"William ""Bill""",Community Volunteer,N,2,8,855,0,15496,15496,0.05517552916881776,2,237,8.0,0,0,201300235,201300898,0,855,15496,0,15496,8.0,2
201300899,201300236,41,2,SAN MATEO,2013,2013-11-05,South San Francisco,0,City Council,2,City Council,,Short,1,Matsumoto,Karyl,Elected Councilmember,Y,1,3,3348,0,5676,5676,0.5898520084566596,1,238,1.0,0,0,201300236,201300899,0,3348,5676,0,5676,1.0,1
201300900,201300236,41,2,SAN MATEO,2013,2013-11-05,South San Francisco,0,City Council,2,City Council,,Short,1,Martin,Carlos,Attorney / Business Development,N,2,3,1518,0,5676,5676,0.26744186046511625,2,238,2.0,0,0,201300236,201300900,0,1518,5676,0,5676,2.0,2
201300901,201300236,41,2,SAN MATEO,2013,2013-11-05,South San Francisco,0,City Council,2,City Council,,Short,1,Post,Collin K.,Father,N,2,3,810,0,5676,5676,0.1427061310782241,2,238,3.0,0,0,201300236,201300901,0,810,5676,0,5676,3.0,2
201300902,201300237,41,2,SAN MATEO,2013,2013-11-05,Woodside,0,City Council,2,City Council,2,Full,1,Cody Gordon,Deborah,Engineer / Executive Director,Y,1,1,650,0,650,650,1.0,1,240,1.0,0,0,201300237,201300902,0,650,650,0,650,1.0,1
201300903,201300238,41,2,SAN MATEO,2013,2013-11-05,Woodside,0,City Council,2,City Council,4,Full,1,Tanner,David,Incumbent,Y,1,1,640,0,640,640,1.0,1,241,1.0,0,0,201300238,201300903,0,640,640,0,640,1.0,1
201300904,201300239,41,2,SAN MATEO,2013,2013-11-05,Woodside,0,City Council,2,City Council,6,Full,1,Kasten,Anne M.,Incumbent,Y,1,1,632,0,632,632,1.0,1,242,1.0,0,0,201300239,201300904,0,632,632,0,632,1.0,1
201300908,201300243,43,2,SANTA CLARA,2013,2013-11-05,Sunnyvale,0,City Council,2,City Council,1,Full,1,Larsson,Gustav,Software Engineer,N,2,2,9205,0,17511,17511,0.525669579121695,1,243,1.0,0,0,201300243,201300908,0,9205,17511,0,17511,1.0,1
201300909,201300243,43,2,SANTA CLARA,2013,2013-11-05,Sunnyvale,0,City Council,2,City Council,1,Full,1,Frazer,Andy,Software Engineer,N,2,2,8306,0,17511,17511,0.47433042087830507,2,243,2.0,0,0,201300243,201300909,0,8306,17511,0,17511,2.0,2
201300910,201300244,43,2,SANTA CLARA,2013,2013-11-05,Sunnyvale,0,City Council,2,City Council,2,Full,1,Hendricks,Glenn,Senior Engineering Manager,N,2,3,10181,0,17628,17628,0.5775470841842524,1,244,1.0,0,0,201300244,201300910,0,10181,17628,0,17628,1.0,1
201300911,201300244,43,2,SANTA CLARA,2013,2013-11-05,Sunnyvale,0,City Council,2,City Council,2,Full,1,Hoffman,Steve,Chief Executive Officer,N,2,3,6406,0,17628,17628,0.36339913773542093,2,244,2.0,0,0,201300244,201300911,0,6406,17628,0,17628,2.0,2
201300912,201300244,43,2,SANTA CLARA,2013,2013-11-05,Sunnyvale,0,City Council,2,City Council,2,Full,1,Magana,Gustavo,Law School Student,N,2,3,1041,0,17628,17628,0.05905377808032675,2,244,3.0,0,0,201300244,201300912,0,1041,17628,0,17628,3.0,2
201300913,201300245,43,2,SANTA CLARA,2013,2013-11-05,Sunnyvale,0,City Council,2,City Council,3,Full,1,Griffith,"James R. ""Jim""",Engineer/Sunnyvale Councilmember,Y,1,2,11410,0,17617,17617,0.6476698643355849,1,245,1.0,0,0,201300245,201300913,0,11410,17617,0,17617,1.0,1
201300914,201300245,43,2,SANTA CLARA,2013,2013-11-05,Sunnyvale,0,City Council,2,City Council,3,Full,1,Merrick,"Tappan ""Tap"" G.",Investment Adviser Representative,N,2,2,6207,0,17617,17617,0.35233013566441507,2,245,2.0,0,0,201300245,201300914,0,6207,17617,0,17617,2.0,2
201300915,201300246,47,2,SISKIYOU,2013,2013-11-05,Dunsmuir,0,City Council,2,City Council,,Short,2,Welch,Scott,Paralegal,N,2,4,238,24,629,653,0.36447166921898927,1,246,1.0,0,0,201300246,201300915,0,238,629,24,653,1.0,1
201300916,201300246,47,2,SISKIYOU,2013,2013-11-05,Dunsmuir,0,City Council,2,City Council,,Short,2,Padula,Timothy,Railroad Bridge Welder,N,2,4,235,24,629,653,0.35987748851454826,1,246,2.0,0,0,201300246,201300916,0,235,629,24,653,2.0,1
201300917,201300246,47,2,SISKIYOU,2013,2013-11-05,Dunsmuir,0,City Council,2,City Council,,Short,2,Gnesa,"Linda M. ""Scooby""",Retired Military Paramedic,N,2,4,109,24,629,653,0.1669218989280245,2,246,3.0,0,0,201300246,201300917,0,109,629,24,653,3.0,2
201300918,201300246,47,2,SISKIYOU,2013,2013-11-05,Dunsmuir,0,City Council,2,City Council,,Short,2,Juarez,Mark,Entrepreneur/Inventor,N,2,4,47,24,629,653,0.07197549770290965,2,246,4.0,0,0,201300246,201300918,0,47,629,24,653,4.0,2
201300919,201300247,48,2,SOLANO,2013,2013-11-05,Vallejo,0,City Council,2,City Council,,Full,3,Malgapo,Jess,Councilmember / Retired Navy,Y,1,8,7266,162,35714,35876,0.20253093990411417,1,247,1.0,0,0,201300247,201300919,0,7266,35714,162,35876,1.0,1
201300920,201300247,48,2,SOLANO,2013,2013-11-05,Vallejo,0,City Council,2,City Council,,Full,3,Miessner,Katy,Finance Manager,N,2,8,6458,162,35714,35876,0.1800089196119969,1,247,2.0,0,0,201300247,201300920,0,6458,35714,162,35876,2.0,1
201300921,201300247,48,2,SOLANO,2013,2013-11-05,Vallejo,0,City Council,2,City Council,,Full,3,Dew,Pippin,Businesswoman / Realtor / Parent,N,2,8,6219,162,35714,35876,0.17334708440182853,1,247,3.0,0,0,201300247,201300921,0,6219,35714,162,35876,3.0,1
201300922,201300247,48,2,SOLANO,2013,2013-11-05,Vallejo,0,City Council,2,City Council,,Full,3,Summers,"Anthony ""Tony""",Employer Recruiter / Pastor,N,2,8,5253,162,35714,35876,0.14642100568625266,2,247,4.0,0,0,201300247,201300922,0,5253,35714,162,35876,4.0,2
201300923,201300247,48,2,SOLANO,2013,2013-11-05,Vallejo,0,City Council,2,City Council,,Full,3,Meitzenheimer,Liat F.,GVRD Boardmember,N,2,8,4144,162,35714,35876,0.11550897535957186,2,247,5.0,0,0,201300247,201300923,0,4144,35714,162,35876,5.0,2
201300924,201300247,48,2,SOLANO,2013,2013-11-05,Vallejo,0,City Council,2,City Council,,Full,3,Platzer,Chris,Licensed Deck Officer,N,2,8,3216,162,35714,35876,0.08964210056862526,2,247,6.0,0,0,201300247,201300924,0,3216,35714,162,35876,6.0,2
201300925,201300247,48,2,SOLANO,2013,2013-11-05,Vallejo,0,City Council,2,City Council,,Full,3,Blackwell,Herman Woody,Retired Employment Consultant,N,2,8,1714,162,35714,35876,0.04777567175827852,2,247,7.0,0,0,201300247,201300925,0,1714,35714,162,35876,7.0,2
201300926,201300247,48,2,SOLANO,2013,2013-11-05,Vallejo,0,City Council,2,City Council,,Full,3,Mapalo,Tony,Security Officer,N,2,8,1444,162,35714,35876,0.04024974913591259,2,247,8.0,0,0,201300247,201300926,0,1444,35714,162,35876,8.0,2
201300927,201300248,48,2,SOLANO,2013,2013-11-05,Vallejo,0,City Council,2,City Council,,Short,1,Verder-Aliga,Rozzana,Senior Program Manager,N,2,3,6353,65,13545,13610,0.46678912564290964,1,248,1.0,1,0,201300248,201300927,0,6353,13545,65,13610,1.0,1
201300928,201300248,48,2,SOLANO,2013,2013-11-05,Vallejo,0,City Council,2,City Council,,Short,1,Schivley,Joanne,Retired Businesswoman / Banker,N,2,3,5024,65,13545,13610,0.3691403379867744,2,248,2.0,0,0,201300248,201300928,0,5024,13545,65,13610,2.0,2
201300929,201300248,48,2,SOLANO,2013,2013-11-05,Vallejo,0,City Council,2,City Council,,Short,1,"Johnson, Jr.",Ronald J.,Businessman / Bodyguard,N,2,3,2168,65,13545,13610,0.15929463629684057,2,248,3.0,0,0,201300248,201300929,0,2168,13545,65,13610,3.0,2
