RecordID,RACEID,CO,JUR,CNTYNAME,YEAR,DATE,PLACE,CSD,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INCUMB,NUM_INC,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,RVOTES,PERCENT,ELECTED,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,Indivtotal_votes,Multitotal_votes,Total_writein,Newtotvotes,Rindivto,Newelected
201601292,435,15,2,KERN,2016,2016-06-07,Bakersfield,0,MAYOR,6,OTHER CITY,,Full,1,Nemnich,Nathan,No Ballot Designation,N,2,25,58,0,60907,60907,25.0,0.00095227149588717,2,0,0,201600435,201601292,0,58,60907,0,60907,25.0,2
201601295,436,15,2,KERN,2016,2016-11-08,Arvin,0,CITY COUNCIL,2,CITY COUNCIL,,Full,1,Martinez,Gabriela,Homemaker,N,2,2,1701,0,2247,2247,1.0,0.7570093457943925,1,0,0,201600436,201601295,0,1701,2247,0,2247,1.0,1
201601296,436,15,2,KERN,2016,2016-11-08,Arvin,0,CITY COUNCIL,2,CITY COUNCIL,,Full,1,Look,Matt,Homemaker,N,2,2,546,0,2247,2247,2.0,0.24299065420560748,2,0,0,201600436,201601296,0,546,2247,0,2247,2.0,2
201601352,437,15,2,KERN,2016,2016-11-08,Arvin,0,MAYOR,6,OTHER CITY,,Full,1,Gurrola,Jose,Councilmember,Y,1,3,1233,0,2387,2387,1.0,0.5165479681608713,1,0,0,201600437,201601352,0,1233,2387,0,2387,1.0,1
201601353,437,15,2,KERN,2016,2016-11-08,Arvin,0,MAYOR,6,OTHER CITY,,Full,1,Flores,Jose C.,Incumbent,Y,1,3,795,0,2387,2387,2.0,0.3330540427314621,2,0,0,201600437,201601353,0,795,2387,0,2387,2.0,2
201601354,437,15,2,KERN,2016,2016-11-08,Arvin,0,MAYOR,6,OTHER CITY,,Full,1,Ortiz,Jess,Retired Firefighter,N,2,3,359,0,2387,2387,3.0,0.15039798910766652,2,0,0,201600437,201601354,0,359,2387,0,2387,3.0,2
201601297,438,15,2,KERN,2016,2016-11-08,Bakersfield,0,CITY COUNCIL,2,CITY COUNCIL,2,Full,1,Gonzalez,Andrae,School Board Trustee,N,2,3,6369,0,11385,11385,1.0,0.5594202898550724,1,0,0,201600438,201601297,0,6369,11385,0,11385,1.0,1
201601298,438,15,2,KERN,2016,2016-11-08,Bakersfield,0,CITY COUNCIL,2,CITY COUNCIL,2,Full,1,Maxwell,Terry,Councilman/Business Owner,Y,1,3,3843,0,11385,11385,2.0,0.3375494071146245,2,0,0,201600438,201601298,0,3843,11385,0,11385,2.0,2
201601299,438,15,2,KERN,2016,2016-11-08,Bakersfield,0,CITY COUNCIL,2,CITY COUNCIL,2,Full,1,Blanton,Kevin,Retired,N,2,3,1173,0,11385,11385,3.0,0.10303030303030303,2,0,0,201600438,201601299,0,1173,11385,0,11385,3.0,2
201601300,439,15,2,KERN,2016,2016-11-08,Bakersfield,0,CITY COUNCIL,2,CITY COUNCIL,5,Full,1,Tkac,Jeff,Businessman/Volunteer Policeman,N,2,3,9817,0,18919,18919,1.0,0.5188963475870818,1,0,0,201600439,201601300,0,9817,18919,0,18919,1.0,1
201601301,439,15,2,KERN,2016,2016-11-08,Bakersfield,0,CITY COUNCIL,2,CITY COUNCIL,5,Full,1,Hanson,Harold,Councilmember/Businessman,Y,1,3,4725,0,18919,18919,2.0,0.24974892964744436,2,0,0,201600439,201601301,0,4725,18919,0,18919,2.0,2
201601302,439,15,2,KERN,2016,2016-11-08,Bakersfield,0,CITY COUNCIL,2,CITY COUNCIL,5,Full,1,Nance,Ryan,Carpenter Instructor,N,2,3,4377,0,18919,18919,3.0,0.23135472276547386,2,0,0,201600439,201601302,0,4377,18919,0,18919,3.0,2
201601303,440,15,2,KERN,2016,2016-11-08,Bakersfield,0,CITY COUNCIL,2,CITY COUNCIL,6,Full,1,Sullivan,Jacquie,Councilwoman/Businesswoman,Y,1,2,9565,0,13981,13981,1.0,0.6841427651813174,1,0,0,201600440,201601303,0,9565,13981,0,13981,1.0,1
201601304,440,15,2,KERN,2016,2016-11-08,Bakersfield,0,CITY COUNCIL,2,CITY COUNCIL,6,Full,1,"Cloud, Jr.",Bobby L.,Attorney,N,2,2,4416,0,13981,13981,2.0,0.3158572348186825,2,0,0,201600440,201601304,0,4416,13981,0,13981,2.0,2
201601355,441,15,2,KERN,2016,2016-11-08,Bakersfield,0,MAYOR,6,OTHER CITY,,Full,1,Goh,Karen,Chief Executive Officer,N,2,2,59355,0,112512,112512,1.0,0.527543728668942,1,0,0,201600441,201601355,0,59355,112512,0,112512,1.0,1
201601356,441,15,2,KERN,2016,2016-11-08,Bakersfield,0,MAYOR,6,OTHER CITY,,Full,1,Carter,Kyle,Home Builder/Businessman,N,2,2,53157,0,112512,112512,2.0,0.472456271331058,2,0,0,201600441,201601356,0,53157,112512,0,112512,2.0,2
201601305,442,15,2,KERN,2016,2016-11-08,California City,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Stump,Gene,Aircraft Mission Planner,N,2,8,1062,0,6343,6343,1.0,0.16742866151663252,1,0,0,201600442,201601305,0,1062,6343,0,6343,1.0,1
201601306,442,15,2,KERN,2016,2016-11-08,California City,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Parris,Donald L.,School Administrator,N,2,8,1022,0,6343,6343,2.0,0.16112249724105313,1,0,0,201600442,201601306,0,1022,6343,0,6343,2.0,1
201601307,442,15,2,KERN,2016,2016-11-08,California City,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Carmona,Vic,Local Business Owner,N,2,8,989,0,6343,6343,3.0,0.15591991171370015,2,0,0,201600442,201601307,0,989,6343,0,6343,3.0,2
201601308,442,15,2,KERN,2016,2016-11-08,California City,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Warren,Rick,Appointed Incumbent,Y,1,8,977,0,6343,6343,4.0,0.15402806243102632,2,0,0,201600442,201601308,0,977,6343,0,6343,4.0,2
201601309,442,15,2,KERN,2016,2016-11-08,California City,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Elmes,Inge M.,Business Owner,N,2,8,856,0,6343,6343,5.0,0.1349519154973987,2,0,0,201600442,201601309,0,856,6343,0,6343,5.0,2
201601310,442,15,2,KERN,2016,2016-11-08,California City,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Macedonio,Karen L.,Mental Health Volunteer,N,2,8,600,0,6343,6343,6.0,0.09459246413369068,2,0,0,201600442,201601310,0,600,6343,0,6343,6.0,2
201601311,442,15,2,KERN,2016,2016-11-08,California City,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Bradley,Shawn,Entrepreneur,N,2,8,558,0,6343,6343,7.0,0.08797099164433234,2,0,0,201600442,201601311,0,558,6343,0,6343,7.0,2
201601312,442,15,2,KERN,2016,2016-11-08,California City,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Dodson,Joseph,Research Assistant,N,2,8,279,0,6343,6343,8.0,0.04398549582216617,2,0,0,201600442,201601312,0,279,6343,0,6343,8.0,2
201601357,443,15,2,KERN,2016,2016-11-08,California City,0,MAYOR,6,OTHER CITY,,Short,1,Wood,Jennifer A.,Incumbent,Y,1,3,1899,0,3752,3752,1.0,0.5061300639658849,1,0,0,201600443,201601357,0,1899,3752,0,3752,1.0,1
201601358,443,15,2,KERN,2016,2016-11-08,California City,0,MAYOR,6,OTHER CITY,,Short,1,Martin,Leonard J.,Investor/Developer,N,2,3,1026,0,3752,3752,2.0,0.27345415778251597,2,0,0,201600443,201601358,0,1026,3752,0,3752,2.0,2
201601359,443,15,2,KERN,2016,2016-11-08,California City,0,MAYOR,6,OTHER CITY,,Short,1,Peralta,Lou,Promoter/Writer,N,2,3,827,0,3752,3752,3.0,0.22041577825159914,2,0,0,201600443,201601359,0,827,3752,0,3752,3.0,2
201601313,444,15,2,KERN,2016,2016-11-08,Delano,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Aguirre,Joe,Healthcare Professional,N,2,5,3170,0,14126,14126,1.0,0.22440889140591816,1,0,0,201600444,201601313,0,3170,14126,0,14126,1.0,1
201601314,444,15,2,KERN,2016,2016-11-08,Delano,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Pascual,Rueben,Incumbent,Y,1,5,3031,0,14126,14126,2.0,0.21456888007928643,1,0,0,201600444,201601314,0,3031,14126,0,14126,2.0,1
201601315,444,15,2,KERN,2016,2016-11-08,Delano,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Vallejo,Grace,Incumbent,Y,1,5,2850,0,14126,14126,3.0,0.20175562792014726,1,0,0,201600444,201601315,0,2850,14126,0,14126,3.0,1
201601316,444,15,2,KERN,2016,2016-11-08,Delano,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Chavez,Ricardo G.,Incumbent,Y,1,5,2693,0,14126,14126,4.0,0.1906413705224409,2,0,0,201600444,201601316,0,2693,14126,0,14126,4.0,2
201601317,444,15,2,KERN,2016,2016-11-08,Delano,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Jimenez,Rita,Eligibility Worker,N,2,5,2382,0,14126,14126,5.0,0.16862523007220728,2,0,0,201600444,201601317,0,2382,14126,0,14126,5.0,2
201601318,445,15,2,KERN,2016,2016-11-08,Maricopa,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Mock,Gary,Petroleum Energy Consultant,N,2,4,204,0,581,581,1.0,0.35111876075731496,1,0,0,201600445,201601318,0,204,581,0,581,1.0,1
201601319,445,15,2,KERN,2016,2016-11-08,Maricopa,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,"Wilke, III",John W.,Incumbent,Y,1,4,133,0,581,581,2.0,0.2289156626506024,1,0,0,201600445,201601319,0,133,581,0,581,2.0,1
201601320,445,15,2,KERN,2016,2016-11-08,Maricopa,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,"Crump, Jr.",John N.,Incumbent,Y,1,4,130,0,581,581,3.0,0.22375215146299485,1,0,0,201600445,201601320,0,130,581,0,581,3.0,1
201601321,445,15,2,KERN,2016,2016-11-08,Maricopa,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Horn,Johnny L.,Incumbent,Y,1,4,114,0,581,581,4.0,0.1962134251290878,2,0,0,201600445,201601321,0,114,581,0,581,4.0,2
201601322,446,15,2,KERN,2016,2016-11-08,McFarland,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,McFarland,Stephen,Incumbent,Y,1,2,1245,0,2364,2364,1.0,0.5266497461928934,1,0,0,201600446,201601322,0,1245,2364,0,2364,1.0,1
201601323,446,15,2,KERN,2016,2016-11-08,McFarland,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Melendez,Rafael,Incumbent,Y,1,2,1119,0,2364,2364,2.0,0.4733502538071066,1,0,0,201600446,201601323,0,1119,2364,0,2364,2.0,1
201601324,447,15,2,KERN,2016,2016-11-08,Ridgecrest,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Stephens,Lindsey,Planning Commissioner,N,2,7,2799,0,16776,16776,1.0,0.16684549356223177,1,0,0,201600447,201601324,0,2799,16776,0,16776,1.0,1
201601325,447,15,2,KERN,2016,2016-11-08,Ridgecrest,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Leahy,Scott,Businessman,N,2,7,2666,0,16776,16776,2.0,0.15891750119217932,1,0,0,201600447,201601325,0,2666,16776,0,16776,2.0,1
201601326,447,15,2,KERN,2016,2016-11-08,Ridgecrest,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Wiknich,Thomas R.,Businessman,N,2,7,2470,0,16776,16776,3.0,0.1472341440152599,2,0,0,201600447,201601326,0,2470,16776,0,16776,3.0,2
201601327,447,15,2,KERN,2016,2016-11-08,Ridgecrest,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Acton,Lori R.,Vice Mayor,N,2,7,2402,0,16776,16776,4.0,0.14318073438245113,2,0,0,201600447,201601327,0,2402,16776,0,16776,4.0,2
201601328,447,15,2,KERN,2016,2016-11-08,Ridgecrest,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Martin,Wallace,Businessman/Planning Commissioner,N,2,7,2180,0,16776,16776,5.5,0.12994754411063425,2,0,0,201600447,201601328,0,2180,16776,0,16776,5.5,2
201601329,447,15,2,KERN,2016,2016-11-08,Ridgecrest,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Matthews,David A.,Retired Electronic Engineer,N,2,7,2180,0,16776,16776,5.5,0.12994754411063425,2,0,0,201600447,201601329,0,2180,16776,0,16776,5.5,2
201601330,447,15,2,KERN,2016,2016-11-08,Ridgecrest,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Cox,L. Warren,Planning Commissioner/Businessman,N,2,7,2079,0,16776,16776,7.0,0.12392703862660945,2,0,0,201600447,201601330,0,2079,16776,0,16776,7.0,2
201601360,448,15,2,KERN,2016,2016-11-08,Ridgecrest,0,MAYOR,6,OTHER CITY,,Short,1,Breeden,"Margaret ""Peggy""",Mayor/Business Owner,N,2,3,4735,0,10320,10320,1.0,0.4588178294573643,1,1,0,201600448,201601360,0,4735,10320,0,10320,1.0,1
201601361,448,15,2,KERN,2016,2016-11-08,Ridgecrest,0,MAYOR,6,OTHER CITY,,Short,1,Sanders,Jim,Council Members,Y,1,3,3295,0,10320,10320,2.0,0.3192829457364341,2,1,0,201600448,201601361,0,3295,10320,0,10320,2.0,2
201601362,448,15,2,KERN,2016,2016-11-08,Ridgecrest,0,MAYOR,6,OTHER CITY,,Short,1,Neel,Michael,Retired Electronic Engineer,N,2,3,2290,0,10320,10320,3.0,0.22189922480620156,2,0,0,201600448,201601362,0,2290,10320,0,10320,3.0,2
201601331,449,15,2,KERN,2016,2016-11-08,Shafter,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Alvarado,Gilbert T.,Incumbent,Y,1,4,1909,0,6543,6543,1.0,0.2917621885985022,1,0,0,201600449,201601331,0,1909,6543,0,6543,1.0,1
201601332,449,15,2,KERN,2016,2016-11-08,Shafter,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Garcia,Manuel,Outreach Specialist,N,2,4,1818,0,6543,6543,2.0,0.27785419532324623,1,0,0,201600449,201601332,0,1818,6543,0,6543,2.0,1
201601333,449,15,2,KERN,2016,2016-11-08,Shafter,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Givens,Chad A.,Senior Project Manager,N,2,4,1434,0,6543,6543,3.0,0.21916552040348464,1,0,0,201600449,201601333,0,1434,6543,0,6543,3.0,1
201601334,449,15,2,KERN,2016,2016-11-08,Shafter,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Florez,Fran,Incumbent,Y,1,4,1382,0,6543,6543,4.0,0.21121809567476693,2,0,0,201600449,201601334,0,1382,6543,0,6543,4.0,2
201601293,450,15,2,KERN,2016,2016-11-08,Taft,0,CITY CLERK,6,OTHER CITY,,Full,1,Mayfield,Yvette,Appointed Incumbent,Y,1,1,1779,0,1779,1779,1.0,1.0,1,0,0,201600450,201601293,0,1779,1779,0,1779,1.0,1
201601335,451,15,2,KERN,2016,2016-11-08,Taft,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Noerr,Dave,Incumbent,Y,1,3,1300,0,3329,3329,1.0,0.39050765995794534,1,0,0,201600451,201601335,0,1300,3329,0,3329,1.0,1
201601336,451,15,2,KERN,2016,2016-11-08,Taft,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Krier,Orchel D.,Incumbent,Y,1,3,1027,0,3329,3329,2.0,0.3085010513667768,1,0,0,201600451,201601336,0,1027,3329,0,3329,2.0,1
201601337,451,15,2,KERN,2016,2016-11-08,Taft,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Wagner,Andrew,Oiler/Crane Operator,N,2,3,1002,0,3329,3329,3.0,0.30099128867527786,2,0,0,201600451,201601337,0,1002,3329,0,3329,3.0,2
201601350,452,15,2,KERN,2016,2016-11-08,Taft,0,CITY TREASURER,6,OTHER CITY,,Full,1,Mangum,"Charles ""Ben""",Incumbent,Y,1,1,1788,0,1788,1788,1.0,1.0,1,0,0,201600452,201601350,0,1788,1788,0,1788,1.0,1
201601294,453,15,2,KERN,2016,2016-11-08,Tehachapi,0,CITY CLERK,6,OTHER CITY,,Full,1,Marsha,"Victoria ""Tori""",Appointed Incumbent,Y,1,1,2529,0,2529,2529,1.0,1.0,1,0,0,201600453,201601294,0,2529,2529,0,2529,1.0,1
201601338,454,15,2,KERN,2016,2016-11-08,Tehachapi,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Grimes,Ed,Incumbent,Y,1,4,1480,0,5107,5107,1.0,0.2897983160368122,1,0,0,201600454,201601338,0,1480,5107,0,5107,1.0,1
201601339,454,15,2,KERN,2016,2016-11-08,Tehachapi,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Hetge,Kenneth R.,Local Business Owner,N,2,4,1315,0,5107,5107,2.0,0.25748971999216763,1,0,0,201600454,201601339,0,1315,5107,0,5107,2.0,1
201601340,454,15,2,KERN,2016,2016-11-08,Tehachapi,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Nixon,Kim,City Council Member,Y,1,4,1236,0,5107,5107,3.0,0.24202075582533777,2,0,0,201600454,201601340,0,1236,5107,0,5107,3.0,2
201601341,454,15,2,KERN,2016,2016-11-08,Tehachapi,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Hester,Maryann,Community Volunteer,N,2,4,1076,0,5107,5107,4.0,0.2106912081456824,2,0,0,201600454,201601341,0,1076,5107,0,5107,4.0,2
201601351,455,15,2,KERN,2016,2016-11-08,Tehachapi,0,CITY TREASURER,6,OTHER CITY,,Full,1,Burt,Jenny,Registered Dental Assistant,N,2,1,2446,0,2446,2446,1.0,1.0,1,0,0,201600455,201601351,0,2446,2446,0,2446,1.0,1
201601342,456,15,2,KERN,2016,2016-11-08,Wasco,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Espita,Danny,Incumbent,Y,1,8,1530,0,7513,7513,1.0,0.20364701184613337,1,0,0,201600456,201601342,0,1530,7513,0,7513,1.0,1
201601343,456,15,2,KERN,2016,2016-11-08,Wasco,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Cortez,Tilo,Incumbent,Y,1,8,1274,0,7513,7513,2.0,0.1695727405829895,1,0,0,201600456,201601343,0,1274,7513,0,7513,2.0,1
201601344,456,15,2,KERN,2016,2016-11-08,Wasco,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Garcia,Alex,Self-Employed,N,2,8,1219,0,7513,7513,3.0,0.16225209636629842,1,0,0,201600456,201601344,0,1219,7513,0,7513,3.0,1
201601345,456,15,2,KERN,2016,2016-11-08,Wasco,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Reyna,Gilberto,Appointed Incumbent,Y,1,8,805,0,7513,7513,4.0,0.10714761080793292,2,0,0,201600456,201601345,0,805,7513,0,7513,4.0,2
201601346,456,15,2,KERN,2016,2016-11-08,Wasco,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Saldana,Eduardo R.,Crane Operator,N,2,8,776,0,7513,7513,5.0,0.1032876347664049,2,0,0,201600456,201601346,0,776,7513,0,7513,5.0,2
201601347,456,15,2,KERN,2016,2016-11-08,Wasco,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Kim,"Janghan ""John""",Entrepreneuer,N,2,8,711,0,7513,7513,6.0,0.09463596432849727,2,0,0,201600456,201601347,0,711,7513,0,7513,6.0,2
201601348,456,15,2,KERN,2016,2016-11-08,Wasco,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Pallares,John P.,Draftsman/Planning Commissioner,N,2,8,611,0,7513,7513,7.0,0.0813257021163317,2,0,0,201600456,201601348,0,611,7513,0,7513,7.0,2
201601349,456,15,2,KERN,2016,2016-11-08,Wasco,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Martinez,Joe,Quality Assurance Manager,N,2,8,587,0,7513,7513,8.0,0.07813123918541195,2,0,0,201600456,201601349,0,587,7513,0,7513,8.0,2
201601363,457,16,2,KINGS,2016,2016-11-08,Avenal,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Wooley,Glenda,Incumbent,Y,1,4,489,6,1736,1742,1.0,0.2807118254879449,1,0,0,201600457,201601363,0,489,1736,6,1742,1.0,1
201601364,457,16,2,KINGS,2016,2016-11-08,Avenal,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Moreno,Rosa Isela,Homemaker,N,2,4,477,6,1736,1742,2.0,0.2738231917336395,1,0,0,201600457,201601364,0,477,1736,6,1742,2.0,1
201601365,457,16,2,KINGS,2016,2016-11-08,Avenal,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Ovalle,Dagoberto,No Ballot Designation,Y,1,4,416,6,1736,1742,3.0,0.23880597014925373,1,0,0,201600457,201601365,0,416,1736,6,1742,3.0,1
201601366,457,16,2,KINGS,2016,2016-11-08,Avenal,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Harvick,"Wesley ""Keith""",No Ballot Designation,N,2,4,354,6,1736,1742,4.0,0.20321469575200918,2,0,0,201600457,201601366,0,354,1736,6,1742,4.0,2
201601367,458,16,2,KINGS,2016,2016-11-08,Corcoran,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Zamora-Bragg,Jeannette,Government Analyst,N,2,6,787,25,3769,3794,1.0,0.20743278861360043,1,0,0,201600458,201601367,0,787,3769,25,3794,1.0,1
201601368,458,16,2,KINGS,2016,2016-11-08,Corcoran,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Nolen,Patricia,Community Volunteer,N,2,6,744,25,3769,3794,2.0,0.19609910384818133,1,0,0,201600458,201601368,0,744,3769,25,3794,2.0,1
201601369,458,16,2,KINGS,2016,2016-11-08,Corcoran,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Kassner,Karl,Fire Captain/Paramedic,N,2,6,678,25,3769,3794,3.0,0.1787032156035846,2,0,0,201600458,201601369,0,678,3769,25,3794,3.0,2
201601370,458,16,2,KINGS,2016,2016-11-08,Corcoran,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Kwast,Debra,Business Owner,N,2,6,597,25,3769,3794,4.0,0.15735371639430681,2,0,0,201600458,201601370,0,597,3769,25,3794,4.0,2
201601371,458,16,2,KINGS,2016,2016-11-08,Corcoran,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,DeVaney,Jeffrey Shea,Councilman,N,2,6,525,25,3769,3794,5.0,0.13837638376383765,2,0,0,201600458,201601371,0,525,3769,25,3794,5.0,2
201601372,458,16,2,KINGS,2016,2016-11-08,Corcoran,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,"Cryer, Jr.",Clarence,Chief Executive Officer,N,2,6,438,25,3769,3794,6.0,0.11544544016868741,2,0,0,201600458,201601372,0,438,3769,25,3794,6.0,2
201601373,459,16,2,KINGS,2016,2016-11-08,Hanford,0,CITY COUNCIL,2,CITY COUNCIL,B,Full,1,Sorenson,Sue,Business Owner/Hygienist,N,2,4,1461,33,3690,3723,1.0,0.39242546333601935,1,1,0,201600459,201601373,0,1461,3690,33,3723,1.0,1
201601374,459,16,2,KINGS,2016,2016-11-08,Hanford,0,CITY COUNCIL,2,CITY COUNCIL,B,Full,1,Dwyer,Glenda,Retired,N,2,4,1150,33,3690,3723,2.0,0.308890679559495,2,1,0,201600459,201601374,0,1150,3690,33,3723,2.0,2
201601375,459,16,2,KINGS,2016,2016-11-08,Hanford,0,CITY COUNCIL,2,CITY COUNCIL,B,Full,1,Johal,Parm,Businessman,N,2,4,714,33,3690,3723,3.0,0.1917808219178082,2,0,0,201600459,201601375,0,714,3690,33,3723,3.0,2
201601376,459,16,2,KINGS,2016,2016-11-08,Hanford,0,CITY COUNCIL,2,CITY COUNCIL,B,Full,1,Morrow,Kalish,Business Owner,N,2,4,365,33,3690,3723,4.0,0.09803921568627451,2,0,0,201600459,201601376,0,365,3690,33,3723,4.0,2
201601377,460,16,2,KINGS,2016,2016-11-08,Hanford,0,CITY COUNCIL,2,CITY COUNCIL,C,Full,1,Devine,Martin,Pest Control Professional,N,2,3,1646,57,3487,3544,1.0,0.46444695259593677,1,1,0,201600460,201601377,0,1646,3487,57,3544,1.0,1
201601378,460,16,2,KINGS,2016,2016-11-08,Hanford,0,CITY COUNCIL,2,CITY COUNCIL,C,Full,1,Pannett,Gary,Incumbent,Y,1,3,1389,57,3487,3544,2.0,0.39193002257336346,2,1,0,201600460,201601378,0,1389,3487,57,3544,2.0,2
201601379,460,16,2,KINGS,2016,2016-11-08,Hanford,0,CITY COUNCIL,2,CITY COUNCIL,C,Full,1,Cole,Mark,Mortgage Lender,N,2,3,452,57,3487,3544,3.0,0.1275395033860045,2,0,0,201600460,201601379,0,452,3487,57,3544,3.0,2
201601380,461,16,2,KINGS,2016,2016-11-08,Lemoore,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Neal,"Edward ""Eddie""",Incumbent,Y,1,7,3165,40,14379,14419,1.0,0.21950204591164435,1,0,0,201600461,201601380,0,3165,14379,40,14419,1.0,1
201601381,461,16,2,KINGS,2016,2016-11-08,Lemoore,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Andrade Blair,Holly,Educator/College Instructor,N,2,7,2759,40,14379,14419,2.0,0.19134475345030863,1,0,0,201600461,201601381,0,2759,14379,40,14419,2.0,1
201601382,461,16,2,KINGS,2016,2016-11-08,Lemoore,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Brown,David,Property Accountable Officer,N,2,7,2176,40,14379,14419,3.0,0.15091199112282405,1,0,0,201600461,201601382,0,2176,14379,40,14419,3.0,1
201601383,461,16,2,KINGS,2016,2016-11-08,Lemoore,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Etchegoin,Raymond,Plant Foreman,N,2,7,1986,40,14379,14419,4.0,0.1377349330744157,2,0,0,201600461,201601383,0,1986,14379,40,14419,4.0,2
201601384,461,16,2,KINGS,2016,2016-11-08,Lemoore,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Simonson,"Jody ""Joe""",Construction Superintendent,N,2,7,1939,40,14379,14419,5.0,0.13447534503086206,2,0,0,201600461,201601384,0,1939,14379,40,14419,5.0,2
201601385,461,16,2,KINGS,2016,2016-11-08,Lemoore,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Valenzuela,Angela,Secretary,N,2,7,1516,40,14379,14419,6.0,0.10513905263887925,2,0,0,201600461,201601385,0,1516,14379,40,14419,6.0,2
201601386,461,16,2,KINGS,2016,2016-11-08,Lemoore,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Halliman,Beverly,Retired Adminstrator,N,2,7,838,40,14379,14419,7.0,0.05811776128719051,2,0,0,201600461,201601386,0,838,14379,40,14419,7.0,2
201601387,462,17,2,LAKE,2016,2016-11-08,Clearlake,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Bennett,"Stanley ""Nick""",Retired Law Enforcement,N,2,6,1895,12,8003,8015,1.0,0.2364316905801622,1,0,0,201600462,201601387,0,1895,8003,12,8015,1.0,1
201601388,462,17,2,LAKE,2016,2016-11-08,Clearlake,0,CITY COUNCIL,2,CITY COUNCIL,,Full,3,Overton,Joyce,Incumbent,Y,1,6,1699,12,8003,8015,2.0,0.21197754210854647,1,0,0,201600462,201601388,0,1699,8003,12,8015,2.0,1
