RecordID,RaceID,CO,JUR,CNTYNAME,YEAR,DATE,PLACE,CSD,OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INC,NUM_INC,CAND#,VOTES,SUMVOTES,WRITEIN,TOTVOTES,PERCENT,elected,RVOTES,RACEID,runoff,checkrunoff,Multi_RaceID,Multi_CandID,Multi_CO,indivtotal_votes,multitotal_votes,total_writein,newtotvotes,Rindivto,newelected
201500296,20150077,19,2,LOS ANGELES,2015,2015-03-03,Temple City,0,CITY COUNCIL,CITY COUNCIL,,Full,3,Sternquist,Cynthia A.,Councilmember/Educator,N,2,5,1755,5973,0,5973,0.29382219989954794,1,1.0,77,0,0,201500077,201500296,0,1755,5973,0,5973,1.0,1
201500297,20150077,19,2,LOS ANGELES,2015,2015-03-03,Temple City,0,CITY COUNCIL,CITY COUNCIL,,Full,3,Man,William,Civil Engineer,N,2,5,1681,5973,0,5973,0.2814331156872593,1,2.0,77,0,0,201500077,201500297,0,1681,5973,0,5973,2.0,1
201500298,20150077,19,2,LOS ANGELES,2015,2015-03-03,Temple City,0,CITY COUNCIL,CITY COUNCIL,,Full,3,Fish,Nanette (Nan) G.,Director,Y,1,5,1551,5973,0,5973,0.2596685082872928,1,3.0,77,0,0,201500077,201500298,0,1551,5973,0,5973,3.0,1
201500299,20150077,19,2,LOS ANGELES,2015,2015-03-03,Temple City,0,CITY COUNCIL,CITY COUNCIL,,Full,3,Chang,Richard J.,Director/Senior Instructor,Y,1,5,606,5973,0,5973,0.10145655449522853,2,4.0,77,0,0,201500077,201500299,0,606,5973,0,5973,4.0,2
201500300,20150077,19,2,LOS ANGELES,2015,2015-03-03,Temple City,0,CITY COUNCIL,CITY COUNCIL,,Full,3,Cleary,James,Plasterer,Y,1,5,380,5973,0,5973,0.06361962163067135,2,5.0,77,0,0,201500077,201500300,0,380,5973,0,5973,5.0,2
201500301,20150078,19,2,LOS ANGELES,2015,2015-03-03,West Hollywood,0,CITY COUNCIL,CITY COUNCIL,,Full,3,D'Amico,John,West Hollywood City Councilmember,Y,1,12,2312,13087,0,13087,0.1766638649041033,1,1.0,78,0,0,201500078,201500301,0,2312,13087,0,13087,1.0,1
201500302,20150078,19,2,LOS ANGELES,2015,2015-03-03,West Hollywood,0,CITY COUNCIL,CITY COUNCIL,,Full,3,Meister,Lauren,Businesswoman/Market Researcher,N,2,12,2138,13087,0,13087,0.1633682280125315,1,2.0,78,0,0,201500078,201500302,0,2138,13087,0,13087,2.0,1
201500303,20150078,19,2,LOS ANGELES,2015,2015-03-03,West Hollywood,0,CITY COUNCIL,CITY COUNCIL,,Full,3,Horvath,Lindsey,Small Business Owner,N,2,12,2135,13087,0,13087,0.1631389928937113,1,3.0,78,0,0,201500078,201500303,0,2135,13087,0,13087,3.0,1
201500304,20150078,19,2,LOS ANGELES,2015,2015-03-03,West Hollywood,0,CITY COUNCIL,CITY COUNCIL,,Full,3,Heilman,John,Councilmemebr,N,2,12,2066,13087,0,13087,0.15786658516084665,2,4.0,78,0,0,201500078,201500304,0,2066,13087,0,13087,4.0,2
201500305,20150078,19,2,LOS ANGELES,2015,2015-03-03,West Hollywood,0,CITY COUNCIL,CITY COUNCIL,,Full,3,Guardarrama,Joseph,Government Ethics Attorney,N,2,12,1881,13087,0,13087,0.14373041950026744,2,5.0,78,0,0,201500078,201500305,0,1881,13087,0,13087,5.0,2
201500306,20150078,19,2,LOS ANGELES,2015,2015-03-03,West Hollywood,0,CITY COUNCIL,CITY COUNCIL,,Full,3,Block,Larry,Local Business Owner,N,2,12,1033,13087,0,13087,0.07893329258042332,2,6.0,78,0,0,201500078,201500306,0,1033,13087,0,13087,6.0,2
201500307,20150078,19,2,LOS ANGELES,2015,2015-03-03,West Hollywood,0,CITY COUNCIL,CITY COUNCIL,,Full,3,Mason,James Duke,Writer,N,2,12,376,13087,0,13087,0.02873080155879881,2,7.0,78,0,0,201500078,201500307,0,376,13087,0,13087,7.0,2
201500308,20150078,19,2,LOS ANGELES,2015,2015-03-03,West Hollywood,0,CITY COUNCIL,CITY COUNCIL,,Full,3,Ralston,Matthew,Journalist,N,2,12,357,13087,0,13087,0.02727897913960419,2,8.0,78,0,0,201500078,201500308,0,357,13087,0,13087,8.0,2
201500309,20150078,19,2,LOS ANGELES,2015,2015-03-03,West Hollywood,0,CITY COUNCIL,CITY COUNCIL,,Full,3,Landavazo,Christopher T.,Deputy Sheriff,N,2,12,333,13087,0,13087,0.02544509818904256,2,9.0,78,0,0,201500078,201500309,0,333,13087,0,13087,9.0,2
201500310,20150078,19,2,LOS ANGELES,2015,2015-03-03,West Hollywood,0,CITY COUNCIL,CITY COUNCIL,,Full,3,Schukraft,Tristan,Media Executive,N,2,12,278,13087,0,13087,0.0212424543440055,2,10.0,78,0,0,201500078,201500310,0,278,13087,0,13087,10.0,2
201500311,20150078,19,2,LOS ANGELES,2015,2015-03-03,West Hollywood,0,CITY COUNCIL,CITY COUNCIL,,Full,3,Funnagan,Brian,Apartemnt Manager,N,2,12,97,13087,0,13087,0.00741193550851991,2,11.0,78,0,0,201500078,201500311,0,97,13087,0,13087,11.0,2
201500312,20150078,19,2,LOS ANGELES,2015,2015-03-03,West Hollywood,0,CITY COUNCIL,CITY COUNCIL,,Full,3,Allendorfer,John,Resident Manager,N,2,12,81,13087,0,13087,0.00618934820814549,2,12.0,78,0,0,201500078,201500312,0,81,13087,0,13087,12.0,2
201500313,20150043,19,2,LOS ANGELES,2015,2015-03-03,Carson,0,CITY TREASURER,CITY TREASURER,,Full,1,Cooper,Monica,Carson UUTCBOC Member,N,2,5,3361,9519,0,9519,0.3530833070700704,1,1.0,43,1,0,201500043,201500313,0,3361,9519,0,9519,1.0,1
201500314,20150043,19,2,LOS ANGELES,2015,2015-03-03,Carson,0,CITY TREASURER,CITY TREASURER,,Full,1,Duque,Eddie,Finance / Investment Manager,N,2,5,2499,9519,0,9519,0.2625275764260952,2,2.0,43,1,0,201500043,201500314,0,2499,9519,0,9519,2.0,2
201500315,20150043,19,2,LOS ANGELES,2015,2015-03-03,Carson,0,CITY TREASURER,CITY TREASURER,,Full,1,Avilla,Karen,Incumbent,N,2,5,1542,9519,0,9519,0.1619918058619603,2,3.0,43,0,0,201500043,201500315,0,1542,9519,0,9519,3.0,2
201500316,20150043,19,2,LOS ANGELES,2015,2015-03-03,Carson,0,CITY TREASURER,CITY TREASURER,,Full,1,Merton,Joe,Businessman,N,2,5,1313,9519,0,9519,0.1379346570017859,2,4.0,43,0,0,201500043,201500316,0,1313,9519,0,9519,4.0,2
201500317,20150043,19,2,LOS ANGELES,2015,2015-03-03,Carson,0,CITY TREASURER,CITY TREASURER,,Full,1,Loyola,Emilio Ramos,Retired U.S. Navy,N,2,5,804,9519,0,9519,0.08446265364008824,2,5.0,43,0,0,201500043,201500317,0,804,9519,0,9519,5.0,2
201500318,20150067,19,2,LOS ANGELES,2015,2015-03-03,Redondo Beach,0,CITY TREASURER,CITY TREASURER,,Full,1,Diels,Steven,Redondo Beach City Treasurer,Y,1,1,9605,9605,0,9605,1.0,1,1.0,67,0,0,201500067,201500318,0,9605,9605,0,9605,1.0,1
201500319,20150076,19,2,LOS ANGELES,2015,2015-03-03,Signal Hill,0,CITY TREASURER,CITY TREASURER,,Full,1,Blunden,Larry,Appointed Incumbent,N,2,1,691,691,0,691,1.0,1,1.0,76,0,0,201500076,201500319,0,691,691,0,691,1.0,1
201500320,20150039,19,2,LOS ANGELES,2015,2015-03-03,Azusa,0,MAYOR,MAYOR,,Full,1,Rocha,Joseph Romero,Mayor of Azusa,Y,1,1,1731,1731,0,1731,1.0,1,1.0,39,0,0,201500039,201500320,0,1731,1731,0,1731,1.0,1
201500321,20150053,19,2,LOS ANGELES,2015,2015-03-03,La Verne,0,MAYOR,MAYOR,,Full,1,Kendrick,Don,Business Owner/Incumbent,Y,1,1,3396,3396,0,3396,1.0,1,1.0,53,0,0,201500053,201500321,0,3396,3396,0,3396,1.0,1
201500322,20150071,19,2,LOS ANGELES,2015,2015-03-03,San Dimas,0,MAYOR,MAYOR,,Full,1,Morris,Curtis W.,Incumbent,Y,1,1,2398,2398,0,2398,1.0,1,1.0,71,0,0,201500071,201500322,0,2398,2398,0,2398,1.0,1
201500323,20150079,19,2,LOS ANGELES,2015,2015-03-10,Pasadena,0,CITY COUNCIL,CITY COUNCIL,1,Full,1,Hampton,Tyron,Business Owner,N,2,5,1022,2238,0,2238,0.45665773011617516,3,1.0,79,1,1,201500079,201500323,0,1022,2238,0,2238,1.0,3
201500324,20150079,19,2,LOS ANGELES,2015,2015-03-10,Pasadena,0,CITY COUNCIL,CITY COUNCIL,1,Full,1,Wells,Calvin E.,Fire Chief,N,2,5,551,2238,0,2238,0.24620196604110814,3,2.0,79,1,1,201500079,201500324,0,551,2238,0,2238,2.0,3
201500325,20150079,19,2,LOS ANGELES,2015,2015-03-10,Pasadena,0,CITY COUNCIL,CITY COUNCIL,1,Full,1,Biery,Brian,Nonprofit Community Organizer,N,2,5,337,2238,0,2238,0.15058087578194818,2,3.0,79,0,0,201500079,201500325,0,337,2238,0,2238,3.0,2
201500326,20150079,19,2,LOS ANGELES,2015,2015-03-10,Pasadena,0,CITY COUNCIL,CITY COUNCIL,1,Full,1,Boyden,Pixie,IT Director/Educator,N,2,5,267,2238,0,2238,0.1193029490616622,2,4.0,79,0,0,201500079,201500326,0,267,2238,0,2238,4.0,2
201500327,20150079,19,2,LOS ANGELES,2015,2015-03-10,Pasadena,0,CITY COUNCIL,CITY COUNCIL,1,Full,1,Acevedo,German,Broadcast Graphics Designer,N,2,5,61,2238,0,2238,0.02725647899910634,2,5.0,79,0,0,201500079,201500327,0,61,2238,0,2238,5.0,2
201500328,20150080,19,2,LOS ANGELES,2015,2015-03-10,Pasadena,0,CITY COUNCIL,CITY COUNCIL,2,Full,1,McAustin,Margaret,City Councilmember,Y,1,1,1430,1430,0,1430,1.0,1,1.0,80,0,0,201500080,201500328,0,1430,1430,0,1430,1.0,1
201500329,20150081,19,2,LOS ANGELES,2015,2015-03-10,Pasadena,0,CITY COUNCIL,CITY COUNCIL,4,Full,1,Masuda,Gene,City Councilmember,Y,1,1,2155,2155,0,2155,1.0,1,1.0,81,0,0,201500081,201500329,0,2155,2155,0,2155,1.0,1
201500330,20150082,19,2,LOS ANGELES,2015,2015-03-10,Pasadena,0,CITY COUNCIL,CITY COUNCIL,6,Full,1,Madison,Steve,City Councilmember,Y,1,1,2381,2381,0,2381,1.0,1,1.0,82,0,0,201500082,201500330,0,2381,2381,0,2381,1.0,1
201500331,20150083,19,2,LOS ANGELES,2015,2015-03-10,Pasadena,0,MAYOR,MAYOR,,Full,1,Tornek,Terry,City Councilmember/Businessperson,N,2,6,5475,15086,0,15086,0.36291926289274823,3,1.0,83,1,1,201500083,201500331,0,5475,15086,0,15086,1.0,3
201500332,20150083,19,2,LOS ANGELES,2015,2015-03-10,Pasadena,0,MAYOR,MAYOR,,Full,1,Robinson,Jacque,Vice Mayor/Councilmember,N,2,6,4643,15086,0,15086,0.3077687922577224,3,2.0,83,1,1,201500083,201500332,0,4643,15086,0,15086,2.0,3
201500333,20150083,19,2,LOS ANGELES,2015,2015-03-10,Pasadena,0,MAYOR,MAYOR,,Full,1,Morgan,Don,Business Owner/Educator,N,2,6,2250,15086,0,15086,0.14914490255866367,2,3.0,83,0,0,201500083,201500333,0,2250,15086,0,15086,3.0,2
201500334,20150083,19,2,LOS ANGELES,2015,2015-03-10,Pasadena,0,MAYOR,MAYOR,,Full,1,Thomson,Bill,College Trustee/Attorney,N,2,6,2008,15086,0,15086,0.1331035397056874,2,4.0,83,0,0,201500083,201500334,0,2008,15086,0,15086,4.0,2
201500335,20150083,19,2,LOS ANGELES,2015,2015-03-10,Pasadena,0,MAYOR,MAYOR,,Full,1,Shay,Allen,Business Owner,N,2,6,634,15086,0,15086,0.04202571920986345,2,5.0,83,0,0,201500083,201500335,0,634,15086,0,15086,5.0,2
201500336,20150083,19,2,LOS ANGELES,2015,2015-03-10,Pasadena,0,MAYOR,MAYOR,,Full,1,Hardin,Jason,Magazine Publisher,N,2,6,76,15086,0,15086,0.00503778337531486,2,6.0,83,0,0,201500083,201500336,0,76,15086,0,15086,6.0,2
201500337,20150085,19,2,LOS ANGELES,2015,2015-04-07,Inglewood,0,CITY CLERK,CITY CLERK,,Full,1,Horton,Yvonne,Incumbent,Y,1,2,5015,5578,0,5578,0.8990677662244532,1,1.0,85,0,0,201500085,201500337,0,5015,5578,0,5578,1.0,1
201500338,20150085,19,2,LOS ANGELES,2015,2015-04-07,Inglewood,0,CITY CLERK,CITY CLERK,,Full,1,Mitchell,Kesha,No Ballot Designation,N,2,2,563,5578,0,5578,0.10093223377554679,2,2.0,85,0,0,201500085,201500338,0,563,5578,0,5578,2.0,2
201500339,20150084,19,2,LOS ANGELES,2015,2015-04-07,Glendale,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Devine,Paula,Council Member,Y,1,7,9592,33737,0,33737,0.28431692207368764,1,1.0,84,0,0,201500084,201500339,0,9592,33737,0,33737,1.0,1
201500340,20150084,19,2,LOS ANGELES,2015,2015-04-07,Glendale,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Gharpetian,Vartan,Small Business Owner,N,2,7,7480,33737,0,33737,0.22171503097489403,1,2.0,84,0,0,201500084,201500340,0,7480,33737,0,33737,2.0,1
201500341,20150084,19,2,LOS ANGELES,2015,2015-04-07,Glendale,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Yesayan,Armen Erik,Urban Planner,N,2,7,5587,33737,0,33737,0.16560452915196966,2,3.0,84,0,0,201500084,201500341,0,5587,33737,0,33737,3.0,2
201500342,20150084,19,2,LOS ANGELES,2015,2015-04-07,Glendale,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Fuentes,Edith M.,Retired City Administrator,N,2,7,4234,33737,0,33737,0.12550019266680498,2,4.0,84,0,0,201500084,201500342,0,4234,33737,0,33737,4.0,2
201500343,20150084,19,2,LOS ANGELES,2015,2015-04-07,Glendale,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Weaver,Dave,Councilman/Civil Engineer,Y,1,7,4165,33737,0,33737,0.12345496042920236,2,5.0,84,0,0,201500084,201500343,0,4165,33737,0,33737,5.0,2
201500344,20150084,19,2,LOS ANGELES,2015,2015-04-07,Glendale,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Keuroghelian,Chahe,Small Business Manager,N,2,7,2018,33737,0,33737,0.05981563268814655,2,6.0,84,0,0,201500084,201500344,0,2018,33737,0,33737,6.0,2
201500345,20150084,19,2,LOS ANGELES,2015,2015-04-07,Glendale,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Poghosyan,Evelyne,Business Owner/Mother,N,2,7,661,33737,0,33737,0.01959273201529478,2,7.0,84,0,0,201500084,201500345,0,661,33737,0,33737,7.0,2
201500346,20150086,19,2,LOS ANGELES,2015,2015-04-07,Inglewood,0,CITY COUNCIL,CITY COUNCIL,3,Full,1,"Morales, Jr.",Elroy,Incumbent,Y,1,3,1300,1465,0,1465,0.8873720136518771,1,1.0,86,0,0,201500086,201500346,0,1300,1465,0,1465,1.0,1
201500347,20150086,19,2,LOS ANGELES,2015,2015-04-07,Inglewood,0,CITY COUNCIL,CITY COUNCIL,3,Full,1,James,Spencer,No Ballot Designation,N,2,3,111,1465,0,1465,0.0757679180887372,2,2.0,86,0,0,201500086,201500347,0,111,1465,0,1465,2.0,2
201500348,20150086,19,2,LOS ANGELES,2015,2015-04-07,Inglewood,0,CITY COUNCIL,CITY COUNCIL,3,Full,1,James,Marcantel,No Ballot Designation,N,2,3,54,1465,0,1465,0.03686006825938567,2,3.0,86,0,0,201500086,201500348,0,54,1465,0,1465,3.0,2
201500349,20150087,19,2,LOS ANGELES,2015,2015-04-07,Inglewood,0,CITY COUNCIL,CITY COUNCIL,4,Full,1,Franklin,Ralph,Incumbent,Y,1,1,968,968,0,968,1.0,1,1.0,87,0,0,201500087,201500349,0,968,968,0,968,1.0,1
201500350,20150088,19,2,LOS ANGELES,2015,2015-04-07,Inglewood,0,CITY TREASURER,CITY TREASURER,,Full,1,Brown,Wanda,Incumbent,Y,1,1,5118,5118,0,5118,1.0,1,1.0,88,0,0,201500088,201500350,0,5118,5118,0,5118,1.0,1
201500351,20150089,19,2,LOS ANGELES,2015,2015-04-14,Burbank,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Rogers,Will,Investigative Journalist,N,2,4,5295,18468,0,18468,0.2867121507472385,1,1.0,89,0,0,201500089,201500351,0,5295,18468,0,18468,1.0,1
201500352,20150089,19,2,LOS ANGELES,2015,2015-04-14,Burbank,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Gabel-Luddy,Emily,Burbank City Councilmember,Y,1,4,5119,18468,0,18468,0.2771821529131471,1,2.0,89,0,0,201500089,201500352,0,5119,18468,0,18468,2.0,1
201500353,20150089,19,2,LOS ANGELES,2015,2015-04-14,Burbank,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Guillen,Juan J.,Small Business Owner,N,2,4,4514,18468,0,18468,0.24442278535845788,2,3.0,89,0,0,201500089,201500353,0,4514,18468,0,18468,3.0,2
201500354,20150089,19,2,LOS ANGELES,2015,2015-04-14,Burbank,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Rizzotti,Christopher John,Small Business Owner,N,2,4,3540,18468,0,18468,0.19168291098115658,2,4.0,89,0,0,201500089,201500354,0,3540,18468,0,18468,4.0,2
201500355,20150090,19,2,LOS ANGELES,2015,2015-04-14,Long Beach,0,CITY COUNCIL,CITY COUNCIL,,Full,1,Supernaw,Daryl,Business Consultant,N,2,3,2293,4438,0,4438,0.5166741775574584,1,1.0,90,0,0,201500090,201500355,0,2293,4438,0,4438,1.0,1
201500356,20150090,19,2,LOS ANGELES,2015,2015-04-14,Long Beach,0,CITY COUNCIL,CITY COUNCIL,,Full,1,Chico,Herlinda,Public Affairs Specialist,N,2,3,1940,4438,0,4438,0.43713384407390715,2,2.0,90,0,0,201500090,201500356,0,1940,4438,0,4438,2.0,2
201500357,20150090,19,2,LOS ANGELES,2015,2015-04-14,Long Beach,0,CITY COUNCIL,CITY COUNCIL,,Full,1,Lindemann,Richard,No Ballot Designation,N,2,3,205,4438,0,4438,0.04619197836863452,2,3.0,90,0,0,201500090,201500357,0,205,4438,0,4438,3.0,2
201500358,20150091,19,2,LOS ANGELES,2015,2015-04-14,Monrovia,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Shevlin,Becky,Incumbent,Y,1,9,1945,8715,0,8715,0.2231784279977051,1,1.0,91,0,0,201500091,201500358,0,1945,8715,0,8715,1.0,1
201500359,20150091,19,2,LOS ANGELES,2015,2015-04-14,Monrovia,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Crudgington,Gloria,Businesswoman,N,2,9,1882,8715,0,8715,0.2159495123350545,1,2.0,91,0,0,201500091,201500359,0,1882,8715,0,8715,2.0,1
201500360,20150091,19,2,LOS ANGELES,2015,2015-04-14,Monrovia,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Austin,Scott,Firefighter,N,2,9,1653,8715,0,8715,0.18967297762478486,2,3.0,91,0,0,201500091,201500360,0,1653,8715,0,8715,3.0,2
201500361,20150091,19,2,LOS ANGELES,2015,2015-04-14,Monrovia,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Parry,Robert C.J.,Businessman,N,2,9,1471,8715,0,8715,0.16878944348823866,2,4.0,91,0,0,201500091,201500361,0,1471,8715,0,8715,4.0,2
201500362,20150091,19,2,LOS ANGELES,2015,2015-04-14,Monrovia,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Ziegler,Chris,Businessman,N,2,9,683,8715,0,8715,0.07837062535857717,2,5.0,91,0,0,201500091,201500362,0,683,8715,0,8715,5.0,2
201500363,20150091,19,2,LOS ANGELES,2015,2015-04-14,Monrovia,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Kittleson,Jordan,Server,N,2,9,529,8715,0,8715,0.06069994262765347,2,6.0,91,0,0,201500091,201500363,0,529,8715,0,8715,6.0,2
201500364,20150091,19,2,LOS ANGELES,2015,2015-04-14,Monrovia,0,CITY COUNCIL,CITY COUNCIL,,Full,2,DeCosta,Clifford,Retired Peace Officer,N,2,9,365,8715,0,8715,0.04188181296615032,2,7.0,91,0,0,201500091,201500364,0,365,8715,0,8715,7.0,2
201500365,20150091,19,2,LOS ANGELES,2015,2015-04-14,Monrovia,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Grollnek,Stephen,Executive Vice President,N,2,9,99,8715,0,8715,0.01135972461273666,2,8.0,91,0,0,201500091,201500365,0,99,8715,0,8715,8.0,2
201500366,20150091,19,2,LOS ANGELES,2015,2015-04-14,Monrovia,0,CITY COUNCIL,CITY COUNCIL,,Full,2,Gulley,Tom,Small Business Owner,N,2,9,88,8715,0,8715,0.01009753298909926,2,9.0,91,0,0,201500091,201500366,0,88,8715,0,8715,9.0,2
201500367,20150093,19,2,LOS ANGELES,2015,2015-04-14,Vernon,0,CITY COUNCIL,CITY COUNCIL,,Full,1,Woodruff-Perez,Yvette,No Ballot Designation,N,2,2,21,34,0,34,0.6176470588235294,1,1.0,93,0,0,201500093,201500367,0,21,34,0,34,1.0,1
201500368,20150093,19,2,LOS ANGELES,2015,2015-04-14,Vernon,0,CITY COUNCIL,CITY COUNCIL,,Full,1,Roberts,Dennis E.,Retiree,N,2,2,13,34,0,34,0.38235294117647056,2,2.0,93,0,0,201500093,201500368,0,13,34,0,34,2.0,2
201500369,20150092,19,2,LOS ANGELES,2015,2015-04-14,Monrovia,0,MAYOR,MAYOR,,Full,1,Adams,Tom,City Council Member,N,2,3,2286,4625,0,4625,0.49427027027027026,1,1.0,92,1,0,201500092,201500369,0,2286,4625,0,4625,1.0,1
201500370,20150092,19,2,LOS ANGELES,2015,2015-04-14,Monrovia,0,MAYOR,MAYOR,,Full,1,Lutz,Mary Ann,Mayor / Business Owner,Y,1,3,2182,4625,0,4625,0.47178378378378377,2,2.0,92,1,0,201500092,201500370,0,2182,4625,0,4625,2.0,2
201500371,20150092,19,2,LOS ANGELES,2015,2015-04-14,Monrovia,0,MAYOR,MAYOR,,Full,1,Holen,Leonard,No Ballot Designation,N,2,3,157,4625,0,4625,0.03394594594594595,2,3.0,92,0,0,201500092,201500371,0,157,4625,0,4625,3.0,2
201500372,20150094,19,2,LOS ANGELES,2015,2015-04-21,Compton,0,CITY COUNCIL,CITY COUNCIL,1,Full,1,Zurita,Janna,"Councilwoman District 1, City of Compton",Y,1,6,512,1622,6,1628,0.3144963144963145,3,1.0,94,1,1,201500094,201500372,0,512,1622,6,1628,1.0,3
201500373,20150094,19,2,LOS ANGELES,2015,2015-04-21,Compton,0,CITY COUNCIL,CITY COUNCIL,1,Full,1,Alatorre,Richard,Businessman,N,2,6,454,1622,6,1628,0.2788697788697789,3,2.0,94,1,1,201500094,201500373,0,454,1622,6,1628,2.0,3
201500374,20150094,19,2,LOS ANGELES,2015,2015-04-21,Compton,0,CITY COUNCIL,CITY COUNCIL,1,Full,1,Monk,Kevin,Associate Pastor,N,2,6,361,1622,6,1628,0.22174447174447173,2,3.0,94,0,0,201500094,201500374,0,361,1622,6,1628,3.0,2
201500375,20150094,19,2,LOS ANGELES,2015,2015-04-21,Compton,0,CITY COUNCIL,CITY COUNCIL,1,Full,1,Calhoun,Barbara Jean,Community Action Boardmember,N,2,6,132,1622,6,1628,0.08108108108108109,2,4.0,94,0,0,201500094,201500375,0,132,1622,6,1628,4.0,2
201500376,20150094,19,2,LOS ANGELES,2015,2015-04-21,Compton,0,CITY COUNCIL,CITY COUNCIL,1,Full,1,Thomas,Mae,Compton School Boardmember,N,2,6,129,1622,6,1628,0.07923832923832924,2,5.0,94,0,0,201500094,201500376,0,129,1622,6,1628,5.0,2
201500377,20150094,19,2,LOS ANGELES,2015,2015-04-21,Compton,0,CITY COUNCIL,CITY COUNCIL,1,Full,1,Scott,Otha Ray,Educator/Businessperson,N,2,6,34,1622,6,1628,0.02088452088452088,2,6.0,94,0,0,201500094,201500377,0,34,1622,6,1628,6.0,2
201500378,20150095,19,2,LOS ANGELES,2015,2015-04-21,Compton,0,CITY COUNCIL,CITY COUNCIL,4,Full,1,Jones,Willie O.,City Councilman,Y,1,6,293,1023,6,1029,0.2847424684159378,3,1.0,95,1,1,201500095,201500378,0,293,1023,6,1029,1.0,3
201500379,20150095,19,2,LOS ANGELES,2015,2015-04-21,Compton,0,CITY COUNCIL,CITY COUNCIL,4,Full,1,Sharif,Emma,"Boardmember, Compton Unified School District",N,2,6,208,1023,6,1029,0.2021379980563654,3,2.0,95,1,1,201500095,201500379,0,208,1023,6,1029,2.0,3
201500380,20150095,19,2,LOS ANGELES,2015,2015-04-21,Compton,0,CITY COUNCIL,CITY COUNCIL,4,Full,1,Parker,Bryan O.,Government Employee,N,2,6,199,1023,6,1029,0.1933916423712342,2,3.0,95,0,0,201500095,201500380,0,199,1023,6,1029,3.0,2
201500381,20150095,19,2,LOS ANGELES,2015,2015-04-21,Compton,0,CITY COUNCIL,CITY COUNCIL,4,Full,1,Hernandez,Mario,Accountant/City Employee,N,2,6,143,1023,6,1029,0.13896987366375121,2,4.0,95,0,0,201500095,201500381,0,143,1023,6,1029,4.0,2
201500382,20150095,19,2,LOS ANGELES,2015,2015-04-21,Compton,0,CITY COUNCIL,CITY COUNCIL,4,Full,1,Davis,Charles,"Boardmember, Compton Unified School District",N,2,6,113,1023,6,1029,0.1098153547133139,2,5.0,95,0,0,201500095,201500382,0,113,1023,6,1029,5.0,2
201500383,20150095,19,2,LOS ANGELES,2015,2015-04-21,Compton,0,CITY COUNCIL,CITY COUNCIL,4,Full,1,Cumby,Terrance,Community Organizer,N,2,6,67,1023,6,1029,0.06511175898931001,2,6.0,95,0,0,201500095,201500383,0,67,1023,6,1029,6.0,2
201500384,20150096,19,2,LOS ANGELES,2015,2015-04-21,Pasadena,0,CITY COUNCIL,CITY COUNCIL,1,Full,1,Hampton,Tyron,Business Owner,N,2,2,1238,2423,0,2423,0.5109368551382584,1,1.0,96,0,0,201500096,201500384,0,1238,2423,0,2423,1.0,1
201500385,20150096,19,2,LOS ANGELES,2015,2015-04-21,Pasadena,0,CITY COUNCIL,CITY COUNCIL,1,Full,1,Wells,Calvin E.,Fire Chief,N,2,2,1185,2423,0,2423,0.4890631448617416,2,2.0,96,0,0,201500096,201500385,0,1185,2423,0,2423,2.0,2
201500386,20150097,19,2,LOS ANGELES,2015,2015-04-21,Pasadena,0,MAYOR,MAYOR,,Full,1,Tornek,Terry,City Councilmember/Businessperson,N,2,2,8549,15719,0,15719,0.5438641134932247,1,1.0,97,0,0,201500097,201500386,0,8549,15719,0,15719,1.0,1
201500387,20150097,19,2,LOS ANGELES,2015,2015-04-21,Pasadena,0,MAYOR,MAYOR,,Full,1,Robinson,Jacque,Vice Mayor/Councilmember,N,2,2,7170,15719,0,15719,0.4561358865067752,2,2.0,97,0,0,201500097,201500387,0,7170,15719,0,15719,2.0,2
201500388,20150098,19,2,LOS ANGELES,2015,2015-05-12,Redondo Beach,0,CITY COUNCIL,CITY COUNCIL,3,Full,1,Horvath,Christian A.,Businessman / Harbor Commissioner,N,2,2,1424,2835,0,2835,0.5022927689594356,1,1.0,98,0,0,201500098,201500388,0,1424,2835,0,2835,1.0,1
201500389,20150098,19,2,LOS ANGELES,2015,2015-05-12,Redondo Beach,0,CITY COUNCIL,CITY COUNCIL,3,Full,1,Nafissi,Candace Allen,Early Education Advocate,N,2,2,1411,2835,0,2835,0.49770723104056436,2,2.0,98,0,0,201500098,201500389,0,1411,2835,0,2835,2.0,2
