RecordID,RACEID,CO#,JUR,CNTYNAME,YEAR,DATE,PLACE,CSD,OFFICE,RECODE_OFFICE,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INC,NUM_INC,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,PERCENT,ELECTED,RVOTES,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,Indivtotal_votes,Multitotal_votes,Total_writein,Newtotvotes,Rindivto,Newelected
202100102,32,21,2,MARIN,2021,2021-11-02,Tiburon,0,CITY COUNCIL,2,,Full,1,Defever,Kathleen M.,Insurance Attorney/Writer,N,2,4,716,0,2611,2611,0.27422443508234395,2,2,1,0,202100032,202100102,0,716,2611,0,2611,2,2
202100103,32,21,2,MARIN,2021,2021-11-02,Tiburon,0,CITY COUNCIL,2,,Full,1,Noguez,"Leonor ""Nora""",Retired Attorney,N,2,4,342,0,2611,2611,0.13098429720413635,2,3,0,0,202100032,202100103,0,342,2611,0,2611,3,2
202100104,32,21,2,MARIN,2021,2021-11-02,Tiburon,0,CITY COUNCIL,2,,Full,1,McCullough,Brian Joseph,Business Owner,N,2,4,304,0,2611,2611,0.11643048640367676,2,4,0,0,202100032,202100104,0,304,2611,0,2611,4,2
202100105,33,33,2,RIVERSIDE,2021,2021-06-08,Riverside,0,CITY COUNCIL,2,2.0,Full,1,Cervantes,Clarissa,Businesswoman/Researcher/Parent,N,2,6,2627,0,5046,5046,0.520610384462941,1,1,0,0,202100033,202100105,0,2627,5046,0,5046,1,1
202100106,33,33,2,RIVERSIDE,2021,2021-06-08,Riverside,0,CITY COUNCIL,2,2.0,Full,1,Paredes,Joe,Business Owner,N,2,6,1293,0,5046,5046,0.2562425683709869,2,2,0,0,202100033,202100106,0,1293,5046,0,5046,2,2
202100107,33,33,2,RIVERSIDE,2021,2021-06-08,Riverside,0,CITY COUNCIL,2,2.0,Full,1,Ayra,Aram,Non-Profit Director,N,2,6,656,0,5046,5046,0.13000396353547364,2,3,0,0,202100033,202100107,0,656,5046,0,5046,3,2
202100108,33,33,2,RIVERSIDE,2021,2021-06-08,Riverside,0,CITY COUNCIL,2,2.0,Full,1,Tyson,Anthony,Realtor,N,2,6,302,0,5046,5046,0.05984938565200158,2,4,0,0,202100033,202100108,0,302,5046,0,5046,4,2
202100109,33,33,2,RIVERSIDE,2021,2021-06-08,Riverside,0,CITY COUNCIL,2,2.0,Full,1,Huerta,"Jose ""Tony""",Educator/Athletics Coach,N,2,6,125,0,5046,5046,0.02477209671026556,2,5,0,0,202100033,202100109,0,125,5046,0,5046,5,2
202100110,33,33,2,RIVERSIDE,2021,2021-06-08,Riverside,0,CITY COUNCIL,2,2.0,Full,1,Skipper,Austin D.,Consultant,N,2,6,43,0,5046,5046,0.00852160126833135,2,6,0,0,202100033,202100110,0,43,5046,0,5046,6,2
202100111,34,33,2,RIVERSIDE,2021,2021-06-08,Riverside,0,CITY COUNCIL,2,4.0,Full,1,Conder,Chuck,Riverside City Councilmember,Y,1,2,3625,0,6426,6426,0.56411453470277,1,1,0,0,202100034,202100111,0,3625,6426,0,6426,1,1
202100112,34,33,2,RIVERSIDE,2021,2021-06-08,Riverside,0,CITY COUNCIL,2,4.0,Full,1,Mabon,Monrow,Pastor/Attorney,N,2,2,2801,0,6426,6426,0.43588546529723,2,2,0,0,202100034,202100112,0,2801,6426,0,6426,2,2
202100113,35,33,2,RIVERSIDE,2021,2021-06-08,Riverside,0,CITY COUNCIL,2,6.0,Full,1,Perry,Jim,Councilman Ward 6,Y,1,1,1932,0,1932,1932,1.0,1,1,0,0,202100035,202100113,0,1932,1932,0,1932,1,1
202100114,36,33,2,RIVERSIDE,2021,2021-11-02,Hemet,0,CITY COUNCIL,2,4.0,Short,1,Males,Joe S.,Retired Business Owner,N,2,2,1300,0,2443,2443,0.5321326238231683,1,1,0,0,202100036,202100114,0,1300,2443,0,2443,1,1
202100115,36,33,2,RIVERSIDE,2021,2021-11-02,Hemet,0,CITY COUNCIL,2,4.0,Short,1,Searl,Marc,Hemet Business Owner,N,2,2,1143,0,2443,2443,0.4678673761768318,2,2,0,0,202100036,202100115,0,1143,2443,0,2443,2,2
202100116,37,33,2,RIVERSIDE,2021,2021-11-02,Moreno Valley,0,CITY COUNCIL,2,2.0,Short,1,Delgado,Ed,Riverside County Assistant Sheriff,N,2,6,2645,0,5921,5921,0.44671508191183923,1,1,1,0,202100037,202100116,0,2645,5921,0,5921,1,1
202100117,37,33,2,RIVERSIDE,2021,2021-11-02,Moreno Valley,0,CITY COUNCIL,2,2.0,Short,1,Then,Keri A.,Educator/Telecommunications Engineer,N,2,6,1806,0,5921,5921,0.305016044587063,2,2,1,0,202100037,202100117,0,1806,5921,0,5921,2,2
202100118,37,33,2,RIVERSIDE,2021,2021-11-02,Moreno Valley,0,CITY COUNCIL,2,2.0,Short,1,Lopez-Ramirez,Angel,Customer Service Representative,N,2,6,504,0,5921,5921,0.08512075662894782,2,3,0,0,202100037,202100118,0,504,5921,0,5921,3,2
202100119,37,33,2,RIVERSIDE,2021,2021-11-02,Moreno Valley,0,CITY COUNCIL,2,2.0,Short,1,Brown,Patsy D.,Pastor/Professor/Dean,N,2,6,452,0,5921,5921,0.07633845634183414,2,4,0,0,202100037,202100119,0,452,5921,0,5921,4,2
202100120,37,33,2,RIVERSIDE,2021,2021-11-02,Moreno Valley,0,CITY COUNCIL,2,2.0,Short,1,Chen,Matthew,Cemetery Representative,N,2,6,400,0,5921,5921,0.06755615605472048,2,5,0,0,202100037,202100120,0,400,5921,0,5921,5,2
202100121,37,33,2,RIVERSIDE,2021,2021-11-02,Moreno Valley,0,CITY COUNCIL,2,2.0,Short,1,Fox,Angelia,No Ballot Designation,N,2,6,114,0,5921,5921,0.01925350447559534,2,6,0,0,202100037,202100121,0,114,5921,0,5921,6,2
202100122,38,35,2,SAN BENITO,2021,2021-11-02,Hollister,0,CITY COUNCIL,2,3.0,Short,1,Morales,Dolores Hernandez,Program Manager,N,2,5,485,0,1144,1144,0.42395104895104896,1,1,1,0,202100038,202100122,0,485,1144,0,1144,1,1
202100123,38,35,2,SAN BENITO,2021,2021-11-02,Hollister,0,CITY COUNCIL,2,3.0,Short,1,Avina,Lauretta,Guidance Technician,N,2,5,379,0,1144,1144,0.3312937062937063,2,2,1,0,202100038,202100123,0,379,1144,0,1144,2,2
202100124,38,35,2,SAN BENITO,2021,2021-11-02,Hollister,0,CITY COUNCIL,2,3.0,Short,1,Quintero,Silas M.,Business Manager,N,2,5,146,0,1144,1144,0.12762237762237763,2,3,0,0,202100038,202100124,0,146,1144,0,1144,3,2
202100125,38,35,2,SAN BENITO,2021,2021-11-02,Hollister,0,CITY COUNCIL,2,3.0,Short,1,McPhail,Scott,Business Owner,N,2,5,111,0,1144,1144,0.09702797202797203,2,4,0,0,202100038,202100125,0,111,1144,0,1144,4,2
202100126,38,35,2,SAN BENITO,2021,2021-11-02,Hollister,0,CITY COUNCIL,2,3.0,Short,1,Rojas,Matthew,Talent Acquisition,N,2,5,23,0,1144,1144,0.0201048951048951,2,5,0,0,202100038,202100126,0,23,1144,0,1144,5,2
202100127,39,37,2,SAN DIEGO,2021,2021-11-02,La Mesa,0,CITY COUNCIL,2,,Short,1,Lothian,Laura,Realtor/La Mesa Businesswoman,N,2,6,4474,0,11643,11643,0.384265223739586,1,1,1,0,202100039,202100127,0,4474,11643,0,11643,1,1
202100128,39,37,2,SAN DIEGO,2021,2021-11-02,La Mesa,0,CITY COUNCIL,2,,Short,1,Afshan,Mejgan,Civil Rights Advocate,N,2,6,2523,0,11643,11643,0.21669672764751352,2,2,1,0,202100039,202100128,0,2523,11643,0,11643,2,2
202100129,39,37,2,SAN DIEGO,2021,2021-11-02,La Mesa,0,CITY COUNCIL,2,,Short,1,Dillard,Patricia N.,Local Businesswoman,N,2,6,2370,0,11643,11643,0.2035557845916001,2,3,0,0,202100039,202100129,0,2370,11643,0,11643,3,2
202100130,39,37,2,SAN DIEGO,2021,2021-11-02,La Mesa,0,CITY COUNCIL,2,,Short,1,Stieringer,Jim,"Retired Treasurer, City of La Mesa",N,2,6,1275,0,11643,11643,0.10950785879927853,2,4,0,0,202100039,202100130,0,1275,11643,0,11643,4,2
202100131,39,37,2,SAN DIEGO,2021,2021-11-02,La Mesa,0,CITY COUNCIL,2,,Short,1,Brand,Kathleen,Community Services Commissioner,N,2,6,796,0,11643,11643,0.06836725929743194,2,5,0,0,202100039,202100131,0,796,11643,0,11643,5,2
202100132,39,37,2,SAN DIEGO,2021,2021-11-02,La Mesa,0,CITY COUNCIL,2,,Short,1,Louden,Michelle,Behavior Analyst,N,2,6,205,0,11643,11643,0.01760714592458988,2,6,0,0,202100039,202100132,0,205,11643,0,11643,6,2
202100133,40,42,2,SANTA BARBARA,2021,2021-11-02,Santa Barbara,0,CITY COUNCIL,2,4.0,Full,1,Sneddon,Kristen W.,Councilmember/Professor/Scientist,Y,1,2,4196,15,6808,6823,0.6149787483511652,1,1,0,0,202100040,202100133,0,4196,6808,15,6823,1,1
202100134,40,42,2,SANTA BARBARA,2021,2021-11-02,Santa Barbara,0,CITY COUNCIL,2,4.0,Full,1,Reed,Barrett,Planning Commissioner/Businessperson,N,2,2,2612,15,6808,6823,0.3828228052176462,2,2,0,0,202100040,202100134,0,2612,6808,15,6823,2,2
202100135,41,42,2,SANTA BARBARA,2021,2021-11-02,Santa Barbara,0,CITY COUNCIL,2,5.0,Full,1,Friedman,Eric,Councilmember/Grocery Worker,Y,1,1,3479,147,3479,3626,0.9594594594594594,1,1,0,0,202100041,202100135,0,3479,3479,147,3626,1,1
202100136,42,42,2,SANTA BARBARA,2021,2021-11-02,Santa Barbara,0,CITY COUNCIL,2,6.0,Full,1,Harmon,Meagan,City Councilmember,Y,1,4,1921,16,3571,3587,0.5355450236966824,1,1,0,0,202100042,202100136,0,1921,3571,16,3587,1,1
202100137,42,42,2,SANTA BARBARA,2021,2021-11-02,Santa Barbara,0,CITY COUNCIL,2,6.0,Full,1,Johnson,Nina,Local Government Manager,N,2,4,1208,16,3571,3587,0.3367716754948425,2,2,0,0,202100042,202100137,0,1208,3571,16,3587,2,2
202100138,42,42,2,SANTA BARBARA,2021,2021-11-02,Santa Barbara,0,CITY COUNCIL,2,6.0,Full,1,Carlton,Jason,Electrician/Business Owner,N,2,4,347,16,3571,3587,0.09673822135489267,2,3,0,0,202100042,202100138,0,347,3571,16,3587,3,2
202100139,42,42,2,SANTA BARBARA,2021,2021-11-02,Santa Barbara,0,CITY COUNCIL,2,6.0,Full,1,Pike,Zachary,Soil Technician/Musician,N,2,4,95,16,3571,3587,0.02648452746027321,2,4,0,0,202100042,202100139,0,95,3571,16,3587,4,2
202100140,43,42,2,SANTA BARBARA,2021,2021-11-02,Santa Barbara,0,MAYOR,6,,Full,1,Rowse,Randy,Downtown Business Owner,N,2,6,10086,53,26078,26131,0.38597833990279745,1,1,1,0,202100043,202100140,0,10086,26078,53,26131,1,1
202100141,43,42,2,SANTA BARBARA,2021,2021-11-02,Santa Barbara,0,MAYOR,6,,Full,1,"Joyce, III",James,Small Business Owner,N,2,6,7170,53,26078,26131,0.2743867437143622,2,2,1,0,202100043,202100141,0,7170,26078,53,26131,2,2
202100142,43,42,2,SANTA BARBARA,2021,2021-11-02,Santa Barbara,0,MAYOR,6,,Full,1,Murillo,Cathy,Mayor,Y,1,6,6576,53,26078,26131,0.2516551222685699,2,3,0,0,202100043,202100142,0,6576,26078,53,26131,3,2
202100143,43,42,2,SANTA BARBARA,2021,2021-11-02,Santa Barbara,0,MAYOR,6,,Full,1,Schwartz,Deborah L.,City Planning Commissioner,N,2,6,1664,53,26078,26131,0.06367915502659677,2,4,0,0,202100043,202100143,0,1664,26078,53,26131,4,2
202100144,43,42,2,SANTA BARBARA,2021,2021-11-02,Santa Barbara,0,MAYOR,6,,Full,1,Whitehurst,Mark M.,Publisher,N,2,6,404,53,26078,26131,0.01546056408097662,2,5,0,0,202100043,202100144,0,404,26078,53,26131,5,2
202100145,43,42,2,SANTA BARBARA,2021,2021-11-02,Santa Barbara,0,MAYOR,6,,Full,1,Kilrain,Matt,Small Businessman,N,2,6,178,53,26078,26131,0.00681183268914316,2,6,0,0,202100043,202100145,0,178,26078,53,26131,6,2
202100146,44,44,2,SANTA CRUZ,2021,2021-12-07,Watsonville,0,CITY COUNCIL,2,2.0,Short,1,Quiroz-Carter,Vanessa,Adjunct Professor,N,2,2,216,4,367,371,0.5822102425876011,1,1,0,0,202100044,202100146,0,216,367,4,371,1,1
202100147,44,44,2,SANTA CRUZ,2021,2021-12-07,Watsonville,0,CITY COUNCIL,2,2.0,Short,1,Barba,Francisco,Medical Transport Worker,N,2,2,151,4,367,371,0.40700808625336926,2,2,0,0,202100044,202100147,0,151,367,4,371,2,2
202100148,45,48,2,SOLANO,2021,2021-05-04,Vacaville,0,CITY COUNCIL,2,2.0,Full,1,"Ritchie, II",Gregory,Small Business Owner,N,2,3,1454,0,3318,3318,0.4382157926461724,1,1,1,0,202100045,202100148,0,1454,3318,0,3318,1,1
202100149,45,48,2,SOLANO,2021,2021-05-04,Vacaville,0,CITY COUNCIL,2,2.0,Full,1,Desmarais,Joe,"Director, Emergency Management",N,2,3,1017,0,3318,3318,0.3065099457504521,2,2,1,0,202100045,202100149,0,1017,3318,0,3318,2,2
202100150,45,48,2,SOLANO,2021,2021-05-04,Vacaville,0,CITY COUNCIL,2,2.0,Full,1,Hunt,Curtis,Retired Public Administrator,N,2,3,847,0,3318,3318,0.2552742616033755,2,3,0,0,202100045,202100150,0,847,3318,0,3318,3,2
202100151,46,48,2,SOLANO,2021,2021-11-02,Dixon,0,CITY CLERK,6,,Full,1,Janisch,Kristin M.,Appointed Incumbent,Y,1,2,1401,0,2303,2303,0.6083369518019974,1,1,0,0,202100046,202100151,0,1401,2303,0,2303,1,1
202100152,46,48,2,SOLANO,2021,2021-11-02,Dixon,0,CITY CLERK,6,,Full,1,Ceremello,Michael,Entrepreneur/Business Owner,N,2,2,902,0,2303,2303,0.39166304819800263,2,2,0,0,202100046,202100152,0,902,2303,0,2303,2,2
202100153,47,49,2,SONOMA,2021,2021-05-04,Windsor,0,CITY COUNCIL,2,,Short,1,Reynoza,Rosa,Mother/Business Owner,N,2,5,3253,0,6859,6859,0.47426738591631434,1,1,1,0,202100047,202100153,0,3253,6859,0,6859,1,1
202100154,47,49,2,SONOMA,2021,2021-05-04,Windsor,0,CITY COUNCIL,2,,Short,1,Chavez,Oscar,Human Services Executive,N,2,5,1226,0,6859,6859,0.17874325703455315,2,2,1,0,202100047,202100154,0,1226,6859,0,6859,2,2
202100155,47,49,2,SONOMA,2021,2021-05-04,Windsor,0,CITY COUNCIL,2,,Short,1,Leasure,Jeffrey,Insurance Agency Owner,N,2,5,1204,0,6859,6859,0.17553579238956116,2,3,0,0,202100047,202100155,0,1204,6859,0,6859,3,2
202100156,47,49,2,SONOMA,2021,2021-05-04,Windsor,0,CITY COUNCIL,2,,Short,1,Donoho,Julia,Architect/Business Owner,N,2,5,1049,0,6859,6859,0.15293774602711765,2,4,0,0,202100047,202100156,0,1049,6859,0,6859,4,2
202100157,47,49,2,SONOMA,2021,2021-05-04,Windsor,0,CITY COUNCIL,2,,Short,1,Wilson,Cody,Biomedical Equipment Technician,N,2,5,127,0,6859,6859,0.01851581863245371,2,5,0,0,202100047,202100157,0,127,6859,0,6859,5,2
202100158,48,49,2,SONOMA,2021,2021-11-02,Sonoma,0,CITY COUNCIL,2,,Short,1,Lowe,Sandra M.,Non-Profit Executive Director,N,2,3,2278,0,3804,3804,0.5988433228180863,1,1,0,0,202100048,202100158,0,2278,3804,0,3804,1,1
202100159,48,49,2,SONOMA,2021,2021-11-02,Sonoma,0,CITY COUNCIL,2,,Short,1,Nugent,Michael J.,Business Owner,N,2,3,1175,0,3804,3804,0.3088853838065195,2,2,0,0,202100048,202100159,0,1175,3804,0,3804,2,2
202100160,48,49,2,SONOMA,2021,2021-11-02,Sonoma,0,CITY COUNCIL,2,,Short,1,Cribb,James K.,Small Business Owner,N,2,3,351,0,3804,3804,0.09227129337539432,2,3,0,0,202100048,202100160,0,351,3804,0,3804,3,2
202100161,49,50,2,STANISLAUS,2021,2021-02-02,Modesto,0,MAYOR,6,,Full,1,Zwahlen,Sue,Registered Nurse,N,2,2,19423,0,33760,33760,0.5753258293838862,1,1,0,0,202100049,202100161,0,19423,33760,0,33760,1,1
202100162,49,50,2,STANISLAUS,2021,2021-02-02,Modesto,0,MAYOR,6,,Full,1,Ridenour,Doug,Modesto City Councilmember,N,2,2,14337,0,33760,33760,0.42467417061611373,2,2,0,0,202100049,202100162,0,14337,33760,0,33760,2,2
202100163,50,50,2,STANISLAUS,2021,2021-08-31,Ceres,0,CITY COUNCIL,2,1.0,Short,1,Casey,James,Ceres Business Owner,N,2,3,549,0,1330,1330,0.412781954887218,1,1,1,0,202100050,202100163,0,549,1330,0,1330,1,1
202100164,50,50,2,STANISLAUS,2021,2021-08-31,Ceres,0,CITY COUNCIL,2,1.0,Short,1,Smith,Laurie,Planning Commissioner,N,2,3,402,0,1330,1330,0.3022556390977444,2,2,1,0,202100050,202100164,0,402,1330,0,1330,2,2
202100165,50,50,2,STANISLAUS,2021,2021-08-31,Ceres,0,CITY COUNCIL,2,1.0,Short,1,Vasquez,Connie L.,Childcare Provider,N,2,3,379,0,1330,1330,0.2849624060150376,2,3,0,0,202100050,202100165,0,379,1330,0,1330,3,2
202100166,51,51,2,SUTTER,2021,2021-12-07,Live Oak,0,CITY COUNCIL,2,,Short,1,Chapdelaine,Jeramy,City Construction Manager,N,2,4,420,0,995,995,0.4221105527638191,1,1,1,0,202100051,202100166,0,420,995,0,995,1,1
202100167,51,51,2,SUTTER,2021,2021-12-07,Live Oak,0,CITY COUNCIL,2,,Short,1,Mora,Cruz,Healthcare Worker,N,2,4,277,0,995,995,0.27839195979899495,2,2,1,0,202100051,202100167,0,277,995,0,995,2,2
202100168,51,51,2,SUTTER,2021,2021-12-07,Live Oak,0,CITY COUNCIL,2,,Short,1,Tica,Aleks,Farmer/Restaurant Manager,N,2,4,257,0,995,995,0.25829145728643216,2,3,0,0,202100051,202100168,0,257,995,0,995,3,2
202100169,51,51,2,SUTTER,2021,2021-12-07,Live Oak,0,CITY COUNCIL,2,,Short,1,Dais,Rick,No Ballot Designation,N,2,4,41,0,995,995,0.04120603015075377,2,4,0,0,202100051,202100169,0,41,995,0,995,4,2
202100170,52,56,2,VENTURA,2021,2021-11-02,Oxnard,0,CITY COUNCIL,2,2.0,Short,1,Teran,Gabriel,Appointed Incumbent,Y,1,3,1232,0,2217,2217,0.5557059088858818,1,1,0,0,202100052,202100170,0,1232,2217,0,2217,1,1
202100171,52,56,2,VENTURA,2021,2021-11-02,Oxnard,0,CITY COUNCIL,2,2.0,Short,1,Hartley,Tai,Community Volunteer,N,2,3,828,0,2217,2217,0.37347767253044656,2,2,0,0,202100052,202100171,0,828,2217,0,2217,2,2
202100172,52,56,2,VENTURA,2021,2021-11-02,Oxnard,0,CITY COUNCIL,2,2.0,Short,1,Huerta,Eduardo Q.,Consultant,N,2,3,157,0,2217,2217,0.07081641858367163,2,3,0,0,202100052,202100172,0,157,2217,0,2217,3,2
202100173,53,57,2,YOLO,2021,2021-09-14,West Sacramento,0,CITY COUNCIL,2,,Short,1,Early,Dawnté,Health Commission Chief,N,2,2,8104,0,13429,13429,0.6034701020180206,1,1,0,0,202100053,202100173,0,8104,13429,0,13429,1,1
202100174,53,57,2,YOLO,2021,2021-09-14,West Sacramento,0,CITY COUNCIL,2,,Short,1,Wilson,Duane,Small Business Owner,N,2,2,5325,0,13429,13429,0.3965298979819793,2,2,0,0,202100053,202100174,0,5325,13429,0,13429,2,2
202100175,54,10,3,FRESNO,2021,2021-11-02,West Park Elementary,0,SCHOOL BOARD MEMBER,3,,Short,1,Vivenzi,Kimberly,Parent,N,2,3,74,0,136,136,0.5441176470588235,1,1,0,0,202100054,202100175,0,74,136,0,136,1,1
202100176,54,10,3,FRESNO,2021,2021-11-02,West Park Elementary,0,SCHOOL BOARD MEMBER,3,,Short,1,Lopez,Araceli,No Ballot Designation,N,2,3,48,0,136,136,0.35294117647058826,2,2,0,0,202100054,202100176,0,48,136,0,136,2,2
202100177,54,10,3,FRESNO,2021,2021-11-02,West Park Elementary,0,SCHOOL BOARD MEMBER,3,,Short,1,Castillo,Cristy Gomez,Mother,N,2,3,14,0,136,136,0.10294117647058823,2,3,0,0,202100054,202100177,0,14,136,0,136,3,2
202100178,55,13,3,IMPERIAL,2021,2021-11-02,Meadows Union Elementary,0,SCHOOL BOARD MEMBER,3,,Full,3,Goff,Liza Cardenas,School Administrator/Mother,N,2,4,77,0,249,249,0.3092369477911647,1,1,0,0,202100055,202100178,0,77,249,0,249,1,1
202100179,55,13,3,IMPERIAL,2021,2021-11-02,Meadows Union Elementary,0,SCHOOL BOARD MEMBER,3,,Full,3,Pinedo,Ernesto D.,Incumbent,Y,1,4,69,0,249,249,0.27710843373493976,1,2,0,0,202100055,202100179,0,69,249,0,249,2,1
202100180,55,13,3,IMPERIAL,2021,2021-11-02,Meadows Union Elementary,0,SCHOOL BOARD MEMBER,3,,Full,3,Rodriguez,Beatriz Barajas,Appointed Incumbent,Y,1,4,54,0,249,249,0.21686746987951808,1,3,0,0,202100055,202100180,0,54,249,0,249,3,1
202100181,55,13,3,IMPERIAL,2021,2021-11-02,Meadows Union Elementary,0,SCHOOL BOARD MEMBER,3,,Full,3,Rolfe,Rochelle,Incumbent,Y,1,4,49,0,249,249,0.19678714859437751,2,4,0,0,202100055,202100181,0,49,249,0,249,4,2
202100182,56,18,3,LASSEN,2021,2021-09-14,Lassen Community College,0,SCHOOL BOARD MEMBER,3,1.0,Short,1,Hanson,Robin,Small Business Owner,N,2,2,3280,117,5952,6069,0.5404514747075301,1,1,0,0,202100056,202100182,1,3365,12192,117,12309,1,1
202100183,56,18,3,LASSEN,2021,2021-09-14,Lassen Community College,0,SCHOOL BOARD MEMBER,3,1.0,Short,1,Hardy,Robert,Self Employed,N,2,2,2672,117,5952,6069,0.44027022573735375,2,2,0,0,202100056,202100183,1,2731,12192,117,12309,2,2
202100184,57,19,3,LOS ANGELES,2021,2021-03-02,Redondo Beach Unified,0,SCHOOL BOARD MEMBER,3,,Full,3,Nemeth,Rachel Silverman,Attorney,N,2,8,5328,0,33237,33237,0.1603032764689954,1,1,0,0,202100057,202100184,0,5328,33237,0,33237,1,1
202100185,57,19,3,LOS ANGELES,2021,2021-03-02,Redondo Beach Unified,0,SCHOOL BOARD MEMBER,3,,Full,3,Elder,Dan,Engineer,N,2,8,5320,0,33237,33237,0.16006258085868158,1,2,0,0,202100057,202100185,0,5320,33237,0,33237,2,1
202100186,57,19,3,LOS ANGELES,2021,2021-03-02,Redondo Beach Unified,0,SCHOOL BOARD MEMBER,3,,Full,3,Strutzenberg,Rolf Curtis,Retired Aerospace Engineer,N,2,8,4864,0,33237,33237,0.1463429310707946,1,3,0,0,202100057,202100186,0,4864,33237,0,33237,3,1
202100187,57,19,3,LOS ANGELES,2021,2021-03-02,Redondo Beach Unified,0,SCHOOL BOARD MEMBER,3,,Full,3,Chang,Jerome,Architect/Business Owner,N,2,8,4770,0,33237,33237,0.14351475764960736,2,4,0,0,202100057,202100187,0,4770,33237,0,33237,4,2
202100188,57,19,3,LOS ANGELES,2021,2021-03-02,Redondo Beach Unified,0,SCHOOL BOARD MEMBER,3,,Full,3,Isaacs,Kimberlee H.,Accountant/Parent,N,2,8,4262,0,33237,33237,0.12823058639468063,2,5,0,0,202100057,202100188,0,4262,33237,0,33237,5,2
202100189,57,19,3,LOS ANGELES,2021,2021-03-02,Redondo Beach Unified,0,SCHOOL BOARD MEMBER,3,,Full,3,Cull,Karen Ford,Parent/Community Organizer,N,2,8,4237,0,33237,33237,0.12747841261245,2,6,0,0,202100057,202100189,0,4237,33237,0,33237,6,2
202100190,57,19,3,LOS ANGELES,2021,2021-03-02,Redondo Beach Unified,0,SCHOOL BOARD MEMBER,3,,Full,3,Trone,Margo,Non Profit Ceo,N,2,8,3657,0,33237,33237,0.11002798086469898,2,7,0,0,202100057,202100190,0,3657,33237,0,33237,7,2
202100191,57,19,3,LOS ANGELES,2021,2021-03-02,Redondo Beach Unified,0,SCHOOL BOARD MEMBER,3,,Full,3,Arnold,Keith,Writer/Businessman,N,2,8,799,0,33237,33237,0.02403947408009146,2,8,0,0,202100057,202100191,0,799,33237,0,33237,8,2
202100192,58,19,3,LOS ANGELES,2021,2021-03-02,Rio Hondo Community College,0,SCHOOL BOARD MEMBER,3,1.0,Short,1,Diaz,Anais Medina,Public Health Educator,N,2,3,903,0,2217,2217,0.40730717185385656,1,1,1,0,202100058,202100192,0,903,2217,0,2217,1,1
202100193,58,19,3,LOS ANGELES,2021,2021-03-02,Rio Hondo Community College,0,SCHOOL BOARD MEMBER,3,1.0,Short,1,Siegrist,David,School Boardmember/Educator,N,2,3,884,0,2217,2217,0.39873703202525934,2,2,1,0,202100058,202100193,0,884,2217,0,2217,2,2
202100194,58,19,3,LOS ANGELES,2021,2021-03-02,Rio Hondo Community College,0,SCHOOL BOARD MEMBER,3,1.0,Short,1,Somilleda,Alfonso,Education Policy Director,N,2,3,430,0,2217,2217,0.19395579612088407,2,3,0,0,202100058,202100194,0,430,2217,0,2217,3,2
202100195,59,19,3,LOS ANGELES,2021,2021-07-20,Norwalk-La Mirada Unified,0,SCHOOL BOARD MEMBER,3,,Short,2,Brasov,Narcis,Teacher/Father,N,2,5,2927,0,9149,9149,0.3199256749371516,1,1,0,0,202100059,202100195,0,2927,9149,0,9149,1,1
202100196,59,19,3,LOS ANGELES,2021,2021-07-20,Norwalk-La Mirada Unified,0,SCHOOL BOARD MEMBER,3,,Short,2,Cancio,"Roberto ""Rob""",Educator/Doctor,N,2,5,2737,0,9149,9149,0.2991583779648049,1,2,0,0,202100059,202100196,0,2737,9149,0,9149,2,1
202100197,59,19,3,LOS ANGELES,2021,2021-07-20,Norwalk-La Mirada Unified,0,SCHOOL BOARD MEMBER,3,,Short,2,Legaspi,Richard,Businessman/Parent,N,2,5,1437,0,9149,9149,0.1570663460487485,2,3,0,0,202100059,202100197,0,1437,9149,0,9149,3,2
202100198,59,19,3,LOS ANGELES,2021,2021-07-20,Norwalk-La Mirada Unified,0,SCHOOL BOARD MEMBER,3,,Short,2,Urquidi,"Jesus ""Jesse""",Businessman/Parent,Y,1,5,1032,0,9149,9149,0.1127992130287463,2,4,0,0,202100059,202100198,0,1032,9149,0,9149,4,2
202100199,59,19,3,LOS ANGELES,2021,2021-07-20,Norwalk-La Mirada Unified,0,SCHOOL BOARD MEMBER,3,,Short,2,Martinez,Janet,Businesswoman/Mother,N,2,5,1016,0,9149,9149,0.11105038802054869,2,5,0,0,202100059,202100199,0,1016,9149,0,9149,5,2
202100200,60,24,3,MERCED,2021,2021-08-31,Merced City Elementary,0,SCHOOL BOARD MEMBER,3,3.0,Full,1,Brooks,Allen,Business Owner/Parent,N,2,2,624,4,1028,1032,0.6046511627906976,1,1,0,0,202100060,202100200,0,624,1028,4,1032,1,1
202100201,60,24,3,MERCED,2021,2021-08-31,Merced City Elementary,0,SCHOOL BOARD MEMBER,3,3.0,Full,1,Cox,Adam,Analyst,N,2,2,404,4,1028,1032,0.39147286821705424,2,2,0,0,202100060,202100201,0,404,1028,4,1032,2,2
202100202,61,24,3,MERCED,2021,2021-11-02,Los Banos Unified,0,SCHOOL BOARD MEMBER,3,1.0,Full,1,Lieb,Gene,Journalist/Business Owner,N,2,2,225,3,433,436,0.5160550458715596,1,1,0,0,202100061,202100202,0,225,433,3,436,1,1
