RecordID,RaceID,CO,JUR,CNTYNAME,YEAR,DATE,CSD,PLACE,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INCUMB,NUM_INC,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,PERCENT,ELECTED,RVOTES,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,Indivtotal_votes,Multitotal_votes,Totalwritein_votes,Newtotvotes,Rindivto,Newelected
201201410,201200478,19,2,LOS ANGELES,2012,2012-04-10,0,Culver City,City Council,2,City Council,,Short,1,Clarke,Jim B.,"Director, Mayor's Office of Grants, City of Los Angeles",N,2,3,2753,0.0,6088,6088.0,0.4522010512483574,1,1.0,0,0,201200478,201201410,0,2753,6088,0,6088,1.0,1
201201411,201200479,19,2,LOS ANGELES,2012,2012-04-10,0,Sierra Madre,City Council,2,City Council,,Short,1,Koerber,Chris,Financial Planner,N,2,2,1403,0.0,2602,2602.0,0.5392006149116064,1,1.0,0,0,201200479,201201411,0,1403,2602,0,2602,1.0,1
201201414,201200482,19,2,LOS ANGELES,2012,2012-04-10,0,Long Beach,City Council,2,City Council,2,Full,1,Lowenthal,Suja,Vice Mayor/Councilmember,N,2,3,1530,0.0,2474,2474.0,0.618431689571544,1,1.0,0,0,201200482,201201414,0,1530,2474,0,2474,1.0,1
201201415,201200483,19,2,LOS ANGELES,2012,2012-04-10,0,Bradbury,City Council,2,City Council,4,Full,1,Lathrop,Bruce,Appointed Incumbent,N,2,1,29,0.0,29,29.0,1.0,1,1.0,0,0,201200483,201201415,0,29,29,0,29,1.0,1
201201416,201200484,19,2,LOS ANGELES,2012,2012-04-10,0,Long Beach,City Council,2,City Council,8,Full,1,Austin,Al,Workforce Representative,N,2,3,2183,0.0,3948,3948.0,0.5529381965552178,1,1.0,0,0,201200484,201201416,0,2183,3948,0,3948,1.0,1
201201417,201200465,19,2,LOS ANGELES,2012,2012-04-10,0,Long Beach,City Council,2,City Council,4,Full,1,O'Donnell,Patrick,No Ballot Designation,N,2,3,1183,0.0,3568,3568.0,0.33155829596412556,2,2.0,1,1,201200465,201201417,0,1183,3568,0,3568,2.0,2
201201418,201200465,19,2,LOS ANGELES,2012,2012-04-10,0,Long Beach,City Council,2,City Council,4,Full,1,Watkins,John,Retired Police Sergeant,N,2,3,1168,0.0,3568,3568.0,0.3273542600896861,2,3.0,1,1,201200465,201201418,0,1168,3568,0,3568,3.0,2
201201419,201200466,19,2,LOS ANGELES,2012,2012-04-10,0,Arcadia,City Council,2,City Council,,Full,2,Dougherty,Mary E.,Community Volunteer,N,2,5,2355,0.0,12404,12404.0,0.1898581102870042,2,3.0,0,0,201200466,201201419,0,2355,12404,0,12404,3.0,2
201201420,201200466,19,2,LOS ANGELES,2012,2012-04-10,0,Arcadia,City Council,2,City Council,,Full,2,Tay,Sho,Retired Businessman,N,2,5,2049,0.0,12404,12404.0,0.16518864882296033,2,4.0,0,0,201200466,201201420,0,2049,12404,0,12404,4.0,2
201201421,201200466,19,2,LOS ANGELES,2012,2012-04-10,0,Arcadia,City Council,2,City Council,,Full,2,Nunez,Henry,Businessman,N,2,5,873,0.0,12404,12404.0,0.07038052241212513,2,5.0,0,0,201200466,201201421,0,873,12404,0,12404,5.0,2
201201422,201200467,19,2,LOS ANGELES,2012,2012-04-10,0,Avalon,City Council,2,City Council,,Full,2,Rikalo,Susan,No Ballot Designation,N,2,5,273,0.0,1468,1468.0,0.18596730245231607,2,3.0,0,0,201200467,201201422,0,273,1468,0,1468,3.0,2
201201424,201200467,19,2,LOS ANGELES,2012,2012-04-10,0,Avalon,City Council,2,City Council,,Full,2,Nelson,Scott D.,No Ballot Designation,N,2,5,177,0.0,1468,1468.0,0.12057220708446867,2,5.0,0,0,201200467,201201424,0,177,1468,0,1468,5.0,2
201201425,201200468,19,2,LOS ANGELES,2012,2012-04-10,0,Culver City,City Council,2,City Council,,Full,3,Clarke,Jim B.,"Director, Mayor's Office of Grants, City of Los Angeles",N,2,6,2753,0.0,14905,14905.0,0.1847031197584703,2,4.0,0,0,201200468,201201425,0,2753,14905,0,14905,4.0,2
201201426,201200468,19,2,LOS ANGELES,2012,2012-04-10,0,Culver City,City Council,2,City Council,,Full,3,Malsin,Scott,Small Business Owner,N,2,6,2370,0.0,14905,14905.0,0.1590070446159007,2,5.0,0,0,201200468,201201426,0,2370,14905,0,14905,5.0,2
201201427,201200468,19,2,LOS ANGELES,2012,2012-04-10,0,Culver City,City Council,2,City Council,,Full,3,Murray,Stephen,Sustainability Consultant/Businessman,N,2,6,965,0.0,14905,14905.0,0.06474337470647434,2,6.0,0,0,201200468,201201427,0,965,14905,0,14905,6.0,2
201201428,201200469,19,2,LOS ANGELES,2012,2012-04-10,0,El Segundo,City Council,2,City Council,,Full,3,Houston,Scott,Small Business Manager,N,2,8,1139,0.0,8782,8782.0,0.12969710772033705,2,4.0,0,0,201200469,201201428,0,1139,8782,0,8782,4.0,2
201201429,201200469,19,2,LOS ANGELES,2012,2012-04-10,0,El Segundo,City Council,2,City Council,,Full,3,Burns,David,Emergency Manager,N,2,8,1130,0.0,8782,8782.0,0.12867228421771806,2,5.0,0,0,201200469,201201429,0,1130,8782,0,8782,5.0,2
201201430,201200469,19,2,LOS ANGELES,2012,2012-04-10,0,El Segundo,City Council,2,City Council,,Full,3,Dugan,Mike,Engineer,N,2,8,952,0.0,8782,8782.0,0.10840355272147574,2,6.0,0,0,201200469,201201430,0,952,8782,0,8782,6.0,2
201201431,201200469,19,2,LOS ANGELES,2012,2012-04-10,0,El Segundo,City Council,2,City Council,,Full,3,Mortesen,Cindy,City Clerk,N,2,8,791,0.0,8782,8782.0,0.09007059895240264,2,7.0,0,0,201200469,201201431,0,791,8782,0,8782,7.0,2
201201432,201200469,19,2,LOS ANGELES,2012,2012-04-10,0,El Segundo,City Council,2,City Council,,Full,3,Topar,Cindee,Flight Attendant,N,2,8,700,0.0,8782,8782.0,0.07970849464814393,2,8.0,0,0,201200469,201201432,0,700,8782,0,8782,8.0,2
201201434,201200470,19,2,LOS ANGELES,2012,2012-04-10,0,La Puente,City Council,2,City Council,,Full,3,Chavez,Renee,Healthcare Provider,N,2,6,749,0.0,4996,4996.0,0.14991993594875902,2,5.0,0,0,201200470,201201434,0,749,4996,0,4996,5.0,2
201201435,201200470,19,2,LOS ANGELES,2012,2012-04-10,0,La Puente,City Council,2,City Council,,Full,3,Alvarado,Raul,Civil Servant Manager,N,2,6,498,0.0,4996,4996.0,0.09967974379503602,2,6.0,0,0,201200470,201201435,0,498,4996,0,4996,6.0,2
201201436,201200471,19,2,LOS ANGELES,2012,2012-04-10,0,Lancaster,City Council,2,City Council,,Full,2,Kiramis,John T.,Retired Police Lieutenant,N,2,5,2317,0.0,16117,16117.0,0.1437612458894335,2,3.0,0,0,201200471,201201436,0,2317,16117,0,16117,3.0,2
201201437,201200471,19,2,LOS ANGELES,2012,2012-04-10,0,Lancaster,City Council,2,City Council,,Full,2,Rives,Michael P.,Retired Healthcare Administrator,N,2,5,1122,0.0,16117,16117.0,0.06961593348638084,2,4.0,0,0,201200471,201201437,0,1122,16117,0,16117,4.0,2
201201438,201200471,19,2,LOS ANGELES,2012,2012-04-10,0,Lancaster,City Council,2,City Council,,Full,2,Grajeda,Isaac,Teacher/Writer/Musician,N,2,5,1109,0.0,16117,16117.0,0.06880933176149408,2,5.0,0,0,201200471,201201438,0,1109,16117,0,16117,5.0,2
201201439,201200472,19,2,LOS ANGELES,2012,2012-04-10,0,Malibu,City Council,2,City Council,,Full,3,Laetz,Hans,Reporter/Environmental Analyst,N,2,7,768,0.0,6915,6915.0,0.11106290672451193,2,4.0,0,0,201200472,201201439,0,768,6915,0,6915,4.0,2
201201440,201200472,19,2,LOS ANGELES,2012,2012-04-10,0,Malibu,City Council,2,City Council,,Full,3,Patterson,Hamish,Carpenter,N,2,7,748,0.0,6915,6915.0,0.1081706435285611,2,5.0,0,0,201200472,201201440,0,748,6915,0,6915,5.0,2
201201441,201200472,19,2,LOS ANGELES,2012,2012-04-10,0,Malibu,City Council,2,City Council,,Full,3,Lyon,Andy,Realtor/Actor,N,2,7,694,0.0,6915,6915.0,0.10036153289949386,2,6.0,0,0,201200472,201201441,0,694,6915,0,6915,6.0,2
201201442,201200472,19,2,LOS ANGELES,2012,2012-04-10,0,Malibu,City Council,2,City Council,,Full,3,Zeitsoff,K. 'Missy',Teacher,N,2,7,611,0.0,6915,6915.0,0.0883586406362979,2,7.0,0,0,201200472,201201442,0,611,6915,0,6915,7.0,2
201201444,201200473,19,2,LOS ANGELES,2012,2012-04-10,0,Santa Clarita,City Council,2,City Council,,Full,2,Colley,Ed,Teacher/Military Officer,N,2,5,4438,0.0,27425,27425.0,0.1618231540565178,2,4.0,0,0,201200473,201201444,0,4438,27425,0,27425,4.0,2
201201445,201200473,19,2,LOS ANGELES,2012,2012-04-10,0,Santa Clarita,City Council,2,City Council,,Full,2,Hatami,Jon,Deputy District Attorney,N,2,5,3915,0.0,27425,27425.0,0.14275296262534184,2,5.0,0,0,201200473,201201445,0,3915,27425,0,27425,5.0,2
201201447,201200474,19,2,LOS ANGELES,2012,2012-04-10,0,Sierra Madre,City Council,2,City Council,,Full,2,Goss,Gene,College Professor,N,2,5,1100,0.0,4983,4983.0,0.22075055187637968,2,4.0,0,0,201200474,201201447,0,1100,4983,0,4983,4.0,2
201201448,201200474,19,2,LOS ANGELES,2012,2012-04-10,0,Sierra Madre,City Council,2,City Council,,Full,2,Tice,Bill,Retired,N,2,5,44,0.0,4983,4983.0,0.008830022075055188,2,5.0,0,0,201200474,201201448,0,44,4983,0,4983,5.0,2
201201450,201200476,19,2,LOS ANGELES,2012,2012-04-10,0,Walnut,City Council,2,City Council,,Full,3,Saleeby,John,Los Angeles County Deputy Sheriff,N,2,5,1952,0.0,9959,9959.0,0.19600361482076514,2,4.0,0,0,201200476,201201450,0,1952,9959,0,9959,4.0,2
201201451,201200476,19,2,LOS ANGELES,2012,2012-04-10,0,Walnut,City Council,2,City Council,,Full,3,West,Michael,Director of Marketing,N,2,5,1553,0.0,9959,9959.0,0.15593935134049602,2,5.0,0,0,201200476,201201451,0,1553,9959,0,9959,5.0,2
201201452,201200477,19,2,LOS ANGELES,2012,2012-04-10,0,Whittier,City Council,2,City Council,,Full,3,Garcia,Lupe S.,Businessowner/Lab Technician,N,2,7,2308,9.0,20580,20589.0,0.11209869347709943,2,4.0,0,0,201200477,201201452,0,2308,20580,9,20589,4.0,2
201201453,201200477,19,2,LOS ANGELES,2012,2012-04-10,0,Whittier,City Council,2,City Council,,Full,3,Lebow,Craig,Project Manager,N,2,7,2186,9.0,20580,20589.0,0.10617319928116956,2,5.0,0,0,201200477,201201453,0,2186,20580,9,20589,5.0,2
201201454,201200477,19,2,LOS ANGELES,2012,2012-04-10,0,Whittier,City Council,2,City Council,,Full,3,Donovan,Nick,No Ballot Designation,N,2,7,2101,9.0,20580,20589.0,0.10204478119384137,2,6.0,0,0,201200477,201201454,0,2101,20580,9,20589,6.0,2
201201455,201200477,19,2,LOS ANGELES,2012,2012-04-10,0,Whittier,City Council,2,City Council,,Full,3,Gonzales,Adrian,Student/Municipal Intern,N,2,7,741,9.0,20580,20589.0,0.035990091796590414,2,7.0,0,0,201200477,201201455,0,741,20580,9,20589,7.0,2
201201456,201200478,19,2,LOS ANGELES,2012,2012-04-10,0,Culver City,City Council,2,City Council,,Short,1,Malsin,Scott,Small Business Owner,N,2,3,2370,0.0,6088,6088.0,0.3892904073587385,2,2.0,0,0,201200478,201201456,0,2370,6088,0,6088,2.0,2
201201457,201200478,19,2,LOS ANGELES,2012,2012-04-10,0,Culver City,City Council,2,City Council,,Short,1,Murray,Stephen,Sustainability Consultant/Businessman,N,2,3,965,0.0,6088,6088.0,0.15850854139290407,2,3.0,0,0,201200478,201201457,0,965,6088,0,6088,3.0,2
201201458,201200479,19,2,LOS ANGELES,2012,2012-04-10,0,Sierra Madre,City Council,2,City Council,,Short,1,Braudrick,Colin J.,"Police Sergeant, LAPD",N,2,2,1199,0.0,2602,2602.0,0.4607993850883935,2,2.0,0,0,201200479,201201458,0,1199,2602,0,2602,2.0,2
201201459,201200482,19,2,LOS ANGELES,2012,2012-04-10,0,Long Beach,City Council,2,City Council,2,Full,1,Ballantyne,Janet,Financial Management Executive,N,2,3,741,0.0,2474,2474.0,0.29951495553759094,2,2.0,0,0,201200482,201201459,0,741,2474,0,2474,2.0,2
201201460,201200482,19,2,LOS ANGELES,2012,2012-04-10,0,Long Beach,City Council,2,City Council,2,Full,1,Kamer,Mike,Volunteer Coordinator,N,2,3,203,0.0,2474,2474.0,0.082053354890865,2,3.0,0,0,201200482,201201460,0,203,2474,0,2474,3.0,2
201201461,201200484,19,2,LOS ANGELES,2012,2012-04-10,0,Long Beach,City Council,2,City Council,8,Full,1,Kawasaki,Lillian Y.,"Director, Water Replenishment District",N,2,3,1689,0.0,3948,3948.0,0.4278115501519757,2,2.0,0,0,201200484,201201461,0,1689,3948,0,3948,2.0,2
201201462,201200484,19,2,LOS ANGELES,2012,2012-04-10,0,Long Beach,City Council,2,City Council,8,Full,1,Rivera,Gustavo C.,No Ballot Designation,N,2,3,76,0.0,3948,3948.0,0.019250253292806486,2,3.0,0,0,201200484,201201462,0,76,3948,0,3948,3.0,2
201201463,201200485,19,2,LOS ANGELES,2012,2012-04-10,0,Avalon,City Treasurer,6,Other City Office,,Full,1,Lins,Christy,No Ballot Designation,N,2,1,672,0.0,672,672.0,1.0,1,1.0,0,0,201200485,201201463,0,672,672,0,672,1.0,1
201201464,201200486,19,2,LOS ANGELES,2012,2012-04-10,0,El Segundo,City Treasurer,6,Other City Office,,Full,1,Powell,Chris J.,Chief Financial Officer,N,2,1,2438,0.0,2438,2438.0,1.0,1,1.0,0,0,201200486,201201464,0,2438,2438,0,2438,1.0,1
201201465,201200487,19,2,LOS ANGELES,2012,2012-04-10,0,Sierra Madre,City Treasurer,6,Other City Office,,Full,1,Mays,Richard,Accountant,N,2,1,2081,0.0,2081,2081.0,1.0,1,1.0,0,0,201200487,201201465,0,2081,2081,0,2081,1.0,1
201201466,201200488,19,2,LOS ANGELES,2012,2012-04-10,0,Avalon,Mayor,6,Other City Office,,Full,1,Kennedy,Robert,No Ballot Designation,N,2,2,474,0.0,786,786.0,0.6030534351145038,1,1.0,0,0,201200488,201201466,0,474,786,0,786,1.0,1
201201469,201200489,19,2,LOS ANGELES,2012,2012-04-10,0,Lancaster,Mayor,6,Other City Office,,Full,1,Paul,David,Community Volunteer,N,2,4,954,0.0,8940,8940.0,0.10671140939597315,2,2.0,0,0,201200489,201201469,0,954,8940,0,8940,2.0,2
201201470,201200489,19,2,LOS ANGELES,2012,2012-04-10,0,Lancaster,Mayor,6,Other City Office,,Full,1,Abber,David,No Ballot Designation,N,2,4,744,0.0,8940,8940.0,0.08322147651006712,2,3.0,0,0,201200489,201201470,0,744,8940,0,8940,3.0,2
201201471,201200489,19,2,LOS ANGELES,2012,2012-04-10,0,Lancaster,Mayor,6,Other City Office,,Full,1,Grajeda,David,No Ballot Designation,N,2,4,447,0.0,8940,8940.0,0.05,2,4.0,0,0,201200489,201201471,0,447,8940,0,8940,4.0,2
201201472,201200490,19,2,LOS ANGELES,2012,2012-06-05,0,Long Beach,City Council,2,City Council,4,Full,1,O'Donnell,Patrick,Teacher/City Councilmember,N,2,2,2773,0.0,4856,4856.0,0.5710461285008237,1,1.0,0,0,201200490,201201472,0,2773,4856,0,4856,1.0,1
201201473,201200491,19,2,LOS ANGELES,2012,2012-06-05,0,Vernon,City Council,2,City Council,,Short,1,Bellamy,Reno,Supervisor,N,2,2,34,0.0,64,64.0,0.53125,1,1.0,0,0,201200491,201201473,0,34,64,0,64,1.0,1
201201474,201200490,19,2,LOS ANGELES,2012,2012-06-05,0,Long Beach,City Council,2,City Council,4,Full,1,Supernaw,Daryl,Business Consultant,N,2,2,2083,0.0,4856,4856.0,0.4289538714991763,2,2.0,0,0,201200490,201201474,0,2083,4856,0,4856,2.0,2
201201475,201200491,19,2,LOS ANGELES,2012,2012-06-05,0,Vernon,City Council,2,City Council,,Short,1,Martinez,Luz A.,Retired Vernon Employee,N,2,2,30,0.0,64,64.0,0.46875,2,2.0,0,0,201200491,201201475,0,30,64,0,64,2.0,2
201201476,201200492,19,2,LOS ANGELES,2012,2012-11-06,0,Santa Monica,City Council,2,City Council,,Full,4,Winterer,Ted,Planning Commissioner,N,2,15,17716,0.0,119244,119244.0,0.1485693200496461,1,1.0,0,0,201200492,201201476,0,17716,119244,0,119244,1.0,1
201201479,201200492,19,2,LOS ANGELES,2012,2012-11-06,0,Santa Monica,City Council,2,City Council,,Full,4,Vazquez,Tony,Local Business Owner,N,2,15,11939,0.0,119244,119244.0,0.10012243802623193,1,4.0,0,0,201200492,201201479,0,11939,119244,0,119244,4.0,1
201201481,201200494,19,2,LOS ANGELES,2012,2012-11-06,0,Pomona,City Council,2,City Council,1,Full,1,Nolte,John,Special Education Attorney,N,2,4,2044,0.0,3947,3947.0,0.5178616670889283,1,1.0,0,0,201200494,201201481,0,2044,3947,0,3947,1.0,1
201201485,201200498,19,2,LOS ANGELES,2012,2012-11-06,0,Downey,City Council,2,City Council,5,Full,1,Saab,Alex,Business Owner/Attorney,N,2,4,16882,0.0,30381,30381.0,0.5556762450215595,1,1.0,0,0,201200498,201201485,0,16882,30381,0,30381,1.0,1
201201486,201200499,19,2,LOS ANGELES,2012,2012-11-06,0,Pomona,City Council,2,City Council,6,Full,1,Martin,Debra,Business Owner/Commissioner,N,2,6,1903,0.0,6915,6915.0,0.27519884309472165,1,1.0,0,0,201200499,201201486,0,1903,6915,0,6915,1.0,1
201201487,201200492,19,2,LOS ANGELES,2012,2012-11-06,0,Santa Monica,City Council,2,City Council,,Full,4,Davis,Shari,Non-Profit Policy Advisor,N,2,15,10845,0.0,119244,119244.0,0.09094797222501762,2,5.0,0,0,201200492,201201487,0,10845,119244,0,119244,5.0,2
201201488,201200492,19,2,LOS ANGELES,2012,2012-11-06,0,Santa Monica,City Council,2,City Council,,Full,4,McKinnon,Richard,Corporate Adviser,N,2,15,8041,0.0,119244,119244.0,0.06743316225554326,2,6.0,0,0,201200492,201201488,0,8041,119244,0,119244,6.0,2
201201489,201200492,19,2,LOS ANGELES,2012,2012-11-06,0,Santa Monica,City Council,2,City Council,,Full,4,Smith,John C.,Teacher/Journalist/Producer,N,2,15,6614,0.0,119244,119244.0,0.055466103116299355,2,7.0,0,0,201200492,201201489,0,6614,119244,0,119244,7.0,2
201201490,201200492,19,2,LOS ANGELES,2012,2012-11-06,0,Santa Monica,City Council,2,City Council,,Full,4,Gruber,Frank,Journalist,N,2,15,6166,0.0,119244,119244.0,0.05170910066753883,2,8.0,0,0,201200492,201201490,0,6166,119244,0,119244,8.0,2
201201491,201200492,19,2,LOS ANGELES,2012,2012-11-06,0,Santa Monica,City Council,2,City Council,,Full,4,Mann,Jonathan,Teacher,N,2,15,5135,0.0,119244,119244.0,0.04306296333568146,2,9.0,0,0,201200492,201201491,0,5135,119244,0,119244,9.0,2
201201492,201200492,19,2,LOS ANGELES,2012,2012-11-06,0,Santa Monica,City Council,2,City Council,,Full,4,Seldon,Bob,Attorney,N,2,15,4281,0.0,119244,119244.0,0.03590117741773171,2,10.0,0,0,201200492,201201492,0,4281,119244,0,119244,10.0,2
201201493,201200492,19,2,LOS ANGELES,2012,2012-11-06,0,Santa Monica,City Council,2,City Council,,Full,4,Melkonians,Armen,Civil/Environmental Engineer,N,2,15,3958,0.0,119244,119244.0,0.03319244574150482,2,11.0,0,0,201200492,201201493,0,3958,119244,0,119244,11.0,2
201201494,201200492,19,2,LOS ANGELES,2012,2012-11-06,0,Santa Monica,City Council,2,City Council,,Full,4,Later,Terence,Entertainment Consultant,N,2,15,3756,0.0,119244,119244.0,0.03149844017309047,2,12.0,0,0,201200492,201201494,0,3756,119244,0,119244,12.0,2
201201495,201200492,19,2,LOS ANGELES,2012,2012-11-06,0,Santa Monica,City Council,2,City Council,,Full,4,Rubin,Jerry 'Peace Activist',No Ballot Designation,N,2,15,3069,0.0,119244,119244.0,0.02573714400724565,2,13.0,0,0,201200492,201201495,0,3069,119244,0,119244,13.0,2
201201496,201200492,19,2,LOS ANGELES,2012,2012-11-06,0,Santa Monica,City Council,2,City Council,,Full,4,Gomez,Roberto,Community Volunteer,N,2,15,2916,0.0,119244,119244.0,0.024454060581664487,2,14.0,0,0,201200492,201201496,0,2916,119244,0,119244,14.0,2
201201497,201200492,19,2,LOS ANGELES,2012,2012-11-06,0,Santa Monica,City Council,2,City Council,,Full,4,Duron,Steve,Attorney,N,2,15,2465,0.0,119244,119244.0,0.020671899634363153,2,15.0,0,0,201200492,201201497,0,2465,119244,0,119244,15.0,2
201201498,201200493,19,2,LOS ANGELES,2012,2012-11-06,0,Downey,City Council,2,City Council,1,Full,1,Murray,Michael,Businessman/Planning Commissioner,N,2,3,2552,0.0,5945,5945.0,0.4292682926829268,2,2.0,0,0,201200493,201201498,0,2552,5945,0,5945,2.0,2
201201499,201200493,19,2,LOS ANGELES,2012,2012-11-06,0,Downey,City Council,2,City Council,1,Full,1,Vasquez,Mark,No Ballot Designation,N,2,3,732,0.0,5945,5945.0,0.12312867956265769,2,3.0,0,0,201200493,201201499,0,732,5945,0,5945,3.0,2
201201501,201200494,19,2,LOS ANGELES,2012,2012-11-06,0,Pomona,City Council,2,City Council,1,Full,1,Gonzalez,Rubio R.,Educator/Author,N,2,4,606,0.0,3947,3947.0,0.15353432987078794,2,3.0,0,0,201200494,201201501,0,606,3947,0,3947,3.0,2
201201502,201200494,19,2,LOS ANGELES,2012,2012-11-06,0,Pomona,City Council,2,City Council,1,Full,1,Doniza,Virgilio P. 'Jojo',No Ballot Designation,N,2,4,285,0.0,3947,3947.0,0.0722067392956676,2,4.0,0,0,201200494,201201502,0,285,3947,0,3947,4.0,2
201201503,201200496,19,2,LOS ANGELES,2012,2012-11-06,0,Alhambra,City Council,2,City Council,4,Full,1,Salinas,Elizabeth,Attorney,N,2,2,9513,0.0,19582,19582.0,0.48580328873455214,2,2.0,0,0,201200496,201201503,0,9513,19582,0,19582,2.0,2
201201504,201200497,19,2,LOS ANGELES,2012,2012-11-06,0,Pomona,City Council,2,City Council,4,Full,1,Juarez,Juan C.G.,Commissioner/Union Representative,N,2,3,1874,0.0,4693,4693.0,0.39931813339015554,2,2.0,0,0,201200497,201201504,0,1874,4693,0,4693,2.0,2
201201505,201200497,19,2,LOS ANGELES,2012,2012-11-06,0,Pomona,City Council,2,City Council,4,Full,1,Barry,Candace,Commissioner,N,2,3,787,0.0,4693,4693.0,0.1676965693586192,2,3.0,0,0,201200497,201201505,0,787,4693,0,4693,3.0,2
201201506,201200498,19,2,LOS ANGELES,2012,2012-11-06,0,Downey,City Council,2,City Council,5,Full,1,Franco,Salvador,Businessman/Entrepreneur,N,2,4,5412,0.0,30381,30381.0,0.17813765182186234,2,2.0,0,0,201200498,201201506,0,5412,30381,0,30381,2.0,2
201201507,201200498,19,2,LOS ANGELES,2012,2012-11-06,0,Downey,City Council,2,City Council,5,Full,1,Orozco,Gabriel,Small Business Owner,N,2,4,4739,0.0,30381,30381.0,0.15598564892531516,2,3.0,0,0,201200498,201201507,0,4739,30381,0,30381,3.0,2
201201508,201200498,19,2,LOS ANGELES,2012,2012-11-06,0,Downey,City Council,2,City Council,5,Full,1,Perez,Ricardo,Attorney At Law,N,2,4,3348,0.0,30381,30381.0,0.11020045423126296,2,4.0,0,0,201200498,201201508,0,3348,30381,0,30381,4.0,2
201201509,201200499,19,2,LOS ANGELES,2012,2012-11-06,0,Pomona,City Council,2,City Council,6,Full,1,Torres,Robert,Planning Commissioner,N,2,6,1618,0.0,6915,6915.0,0.23398409255242228,2,2.0,0,0,201200499,201201509,0,1618,6915,0,6915,2.0,2
201201510,201200499,19,2,LOS ANGELES,2012,2012-11-06,0,Pomona,City Council,2,City Council,6,Full,1,Molen,Ron V.,Independent Businessman,N,2,6,1071,0.0,6915,6915.0,0.15488069414316702,2,3.0,0,0,201200499,201201510,0,1071,6915,0,6915,3.0,2
201201512,201200499,19,2,LOS ANGELES,2012,2012-11-06,0,Pomona,City Council,2,City Council,6,Full,1,Ramos,Mario M.,Consultant,N,2,6,753,0.0,6915,6915.0,0.10889370932754881,2,5.0,0,0,201200499,201201512,0,753,6915,0,6915,5.0,2
201201513,201200499,19,2,LOS ANGELES,2012,2012-11-06,0,Pomona,City Council,2,City Council,6,Full,1,Russell,Eunice,Internet Business Owner,N,2,6,574,0.0,6915,6915.0,0.08300795372378887,2,6.0,0,0,201200499,201201513,0,574,6915,0,6915,6.0,2
201201514,201200500,19,2,LOS ANGELES,2012,2012-11-06,0,San Fernando,City Council - R,2,City Council,2,Short,1,Gonzales,Robert C.,Civil Service Employee,N,2,3,3150,0.0,4969,4969.0,0.6339303682833568,1,1.0,0,0,201200500,201201514,0,3150,4969,0,4969,1.0,1
201201515,201200501,19,2,LOS ANGELES,2012,2012-11-06,0,San Fernando,City Council - R,2,City Council,3,Short,1,Fajardo,Joel,Businessman,N,2,4,1778,0.0,5043,5043.0,0.3525679159230617,1,1.0,0,0,201200501,201201515,0,1778,5043,0,5043,1.0,1
201201516,201200500,19,2,LOS ANGELES,2012,2012-11-06,0,San Fernando,City Council - R,2,City Council,2,Short,1,Berriozabal,Gilbert,Marketing Director,N,2,3,1225,0.0,4969,4969.0,0.24652847655463875,2,2.0,0,0,201200500,201201516,0,1225,4969,0,4969,2.0,2
201201517,201200500,19,2,LOS ANGELES,2012,2012-11-06,0,San Fernando,City Council - R,2,City Council,2,Short,1,Najar Jr.,Bennie,Realtor Associate,N,2,3,594,0.0,4969,4969.0,0.11954115516200443,2,3.0,0,0,201200500,201201517,0,594,4969,0,4969,3.0,2
201201518,201200501,19,2,LOS ANGELES,2012,2012-11-06,0,San Fernando,City Council - R,2,City Council,3,Short,1,Lopez,Louis A.,Retired School Administrator,N,2,4,1609,0.0,5043,5043.0,0.3190561173904422,2,2.0,0,0,201200501,201201518,0,1609,5043,0,5043,2.0,2
201201519,201200501,19,2,LOS ANGELES,2012,2012-11-06,0,San Fernando,City Council - R,2,City Council,3,Short,1,Pantoja,Danitza,School Psychologist,N,2,4,1405,0.0,5043,5043.0,0.2786040055522506,2,3.0,0,0,201200501,201201519,0,1405,5043,0,5043,3.0,2
201201520,201200501,19,2,LOS ANGELES,2012,2012-11-06,0,San Fernando,City Council - R,2,City Council,3,Short,1,Lira,Renato,No Ballot Designation,N,2,4,251,0.0,5043,5043.0,0.049771961134245486,2,4.0,0,0,201200501,201201520,0,251,5043,0,5043,4.0,2
201201523,201200502,19,2,LOS ANGELES,2012,2012-11-06,0,Pomona,Mayor,6,Other City Office,,Full,1,Ursua,Tomas,Businessman,N,2,3,5691,0.0,29225,29225.0,0.1947305389221557,2,3.0,0,0,201200502,201201523,0,5691,29225,0,29225,3.0,2
201201524,201200503,19,2,LOS ANGELES,2012,2012-11-06,0,San Fernando,Mayor - R,6,Other City Office,1,Short,1,Avila,Jesse H.,Retired Probation Officer,N,2,2,3618,0.0,4881,4881.0,0.7412415488629379,1,1.0,0,0,201200503,201201524,0,3618,4881,0,4881,1.0,1
201201525,201200503,19,2,LOS ANGELES,2012,2012-11-06,0,San Fernando,Mayor - R,6,Other City Office,1,Short,1,Mojica,Victoria S.,Retired,N,2,2,1263,0.0,4881,4881.0,0.2587584511370621,2,2.0,0,0,201200503,201201525,0,1263,4881,0,4881,2.0,2
